,what,feature,of,the,shah,'s,army,enable,the,weary,mongol,forces,easy,early,victories,?
of,0.33290785551071167,0.2117752879858017,1.0,0.733189046382904,0.21966372430324554,-0.03817026689648628,0.2669098675251007,0.23039448261260986,0.733189046382904,0.2379608303308487,0.22712039947509766,0.3090144991874695,0.18295520544052124,0.30937549471855164,0.26081326603889465,0.1826142966747284
the,0.42745697498321533,0.3053930699825287,0.733189046382904,1.0,0.19914765655994415,-0.01540423184633255,0.31011611223220825,0.284074991941452,1.0,0.23976022005081177,0.2924198508262634,0.3134811818599701,0.23633639514446259,0.34442198276519775,0.2910241186618805,0.22068053483963013
khwarzemi,0.1955345720052719,0.2789076268672943,0.3264656960964203,0.3533518612384796,0.5777750611305237,0.03322477266192436,0.30314958095550537,0.2131200134754181,0.3533518612384796,0.24456514418125153,0.43875691294670105,0.28772470355033875,0.13319231569766998,0.20001469552516937,0.25846216082572937,0.17570345103740692
forces,0.2112482488155365,0.0696849375963211,0.3090144991874695,0.3134811818599701,0.19569937884807587,0.011176351457834244,0.6373161673545837,0.17287591099739075,0.3134811818599701,0.1614726036787033,0.29515793919563293,1.0,0.1686391532421112,0.1589776575565338,0.3798391819000244,0.16984491050243378
instead,0.4104403555393219,0.22155117988586426,0.31208282709121704,0.3940567970275879,0.13261301815509796,0.025141391903162003,0.17960652709007263,0.3189106583595276,0.3940567970275879,0.17035448551177979,0.18172723054885864,0.14519952237606049,0.29630813002586365,0.18057189881801605,0.13945260643959045,0.2942638397216797
of,0.33290785551071167,0.2117752879858017,1.0,0.733189046382904,0.21966372430324554,-0.03817026689648628,0.2669098675251007,0.23039448261260986,0.733189046382904,0.2379608303308487,0.22712039947509766,0.3090144991874695,0.18295520544052124,0.30937549471855164,0.26081326603889465,0.1826142966747284
facing,0.24964790046215057,0.19091634452342987,0.3234952986240387,0.3941035270690918,0.2534742057323456,0.03215525671839714,0.19799193739891052,0.21213071048259735,0.3941035270690918,0.20250993967056274,0.2056615650653839,0.2144848108291626,0.17426341772079468,0.08144029229879379,0.2672728896141052,0.09210152924060822
a,0.3320399522781372,0.2832804024219513,0.5052502155303955,0.5829201340675354,0.1737842708826065,0.04866964742541313,0.20244213938713074,0.2867194414138794,0.5829201340675354,0.2562229037284851,0.15921570360660553,0.17848460376262665,0.3362143039703369,0.2710886299610138,0.1716233640909195,0.23916715383529663
unified,0.23730704188346863,0.12030865252017975,0.311408132314682,0.29028576612472534,0.12163112312555313,0.011343191377818584,0.23479869961738586,0.23235586285591125,0.29028576612472534,0.07310787588357925,0.21608830988407135,0.27915671467781067,0.08316341787576675,0.16969025135040283,0.23470602929592133,0.21746130287647247
defense,0.193815678358078,0.13698115944862366,0.27720823884010315,0.2604767382144928,0.16067688167095184,-0.14857901632785797,0.38047361373901367,0.18149204552173615,0.2604767382144928,0.12225303798913956,0.1644168347120285,0.395475298166275,0.1366739720106125,0.13907261192798615,0.23954471945762634,0.21935760974884033
.,0.3567904531955719,0.25145211815834045,0.5352458953857422,0.5934505462646484,0.210231751203537,-0.003708066651597619,0.28860729932785034,0.2330912947654724,0.5934505462646484,0.2524377703666687,0.16751837730407715,0.21802116930484772,0.26091447472572327,0.3224305212497711,0.22538746893405914,0.4130953550338745
