,what,kind,of,chloroplasts,do,diatoms,have,?
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.23062430322170258,0.30239659547805786,0.3100396394729614,0.40389683842658997,0.22068053483963013
diatom,0.2625027894973755,0.34576788544654846,0.2747762203216553,0.6031897068023682,0.25773072242736816,0.9037997126579285,0.32897597551345825,0.1628018021583557
ancestor,0.16140799224376678,0.19254747033119202,0.23326565325260162,0.3018394708633423,0.16347050666809082,0.2708873450756073,0.29906484484672546,0.14805565774440765
(,0.2411840260028839,0.16271455585956573,0.35032153129577637,0.17324984073638916,0.24216170608997345,0.23927704989910126,0.23072676360607147,0.40561532974243164
probably,0.476871132850647,0.2939537465572357,0.29024845361709595,0.26108402013778687,0.27862948179244995,0.2527530789375305,0.44166892766952515,0.3524723947048187
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.23062430322170258,0.30239659547805786,0.3100396394729614,0.40389683842658997,0.22068053483963013
ancestor,0.16140799224376678,0.19254747033119202,0.23326565325260162,0.3018394708633423,0.16347050666809082,0.2708873450756073,0.29906484484672546,0.14805565774440765
of,0.33290785551071167,0.2285657674074173,1.0,0.23179760575294495,0.26150479912757874,0.2996651530265808,0.3802283704280853,0.1826142966747284
all,0.41981086134910583,0.2942016124725342,0.42798417806625366,0.2712666690349579,0.38664430379867554,0.2625703513622284,0.5559456944465637,0.29575422406196594
chromalveolates,0.32714012265205383,0.28532201051712036,0.27137491106987,0.6326546669006348,0.2858652174472809,0.6059438586235046,0.3436390459537506,0.2509234547615051
too,0.4120715260505676,0.301239937543869,0.22150669991970062,0.20071271061897278,0.32822248339653015,0.20831455290317535,0.43338721990585327,0.33757779002189636
),0.26259949803352356,0.17504733800888062,0.3680361211299896,0.16103236377239227,0.24460165202617645,0.23397085070610046,0.22866283357143402,0.42300865054130554
had,0.23849567770957947,0.1710449457168579,0.37755560874938965,0.17510756850242615,0.24590566754341125,0.15320520102977753,0.6263401508331299,0.20728366076946259
a,0.3320399522781372,0.42310917377471924,0.5052502155303955,0.24622295796871185,0.26237669587135315,0.2829292118549347,0.338716596364975,0.23916715383529663
green,0.16762696206569672,0.15850861370563507,0.2225196659564972,0.32718849182128906,0.15925562381744385,0.2178889811038971,0.21818293631076813,0.11409882456064224
algal,0.19235531985759735,0.2345457822084427,0.2226642668247223,0.5980126261711121,0.28390660881996155,0.5540652871131897,0.31350716948509216,0.18147486448287964
derived,0.20143714547157288,0.2652199864387512,0.28474852442741394,0.27001258730888367,0.13417978584766388,0.3057977259159088,0.20085886120796204,0.1241099163889885
chloroplast,0.23505516350269318,0.2457917332649231,0.2069506198167801,0.9777651429176331,0.2310386300086975,0.6237541437149048,0.26476383209228516,0.12532055377960205
at,0.2838611304759979,0.17203933000564575,0.42558613419532776,0.18055656552314758,0.1511090099811554,0.1892520636320114,0.29004791378974915,0.21978627145290375
some,0.4491020441055298,0.42079171538352966,0.4300730526447296,0.3096705377101898,0.4725562036037445,0.3509911596775055,0.6421269774436951,0.2562315762042999
point,0.3286605179309845,0.22930273413658142,0.269877165555954,0.1735183745622635,0.22790415585041046,0.20950253307819366,0.2808639109134674,0.19189560413360596
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.20794041454792023,0.3283645510673523,0.2926155626773834,0.3541618287563324,0.31091248989105225
which,0.5261979103088379,0.4120495617389679,0.5011631846427917,0.3874085545539856,0.31153854727745056,0.4129851162433624,0.49652695655822754,0.25814583897590637
was,0.22111038863658905,0.1604125201702118,0.4069072902202606,0.1579415500164032,0.11523093283176422,0.12497561424970627,0.2863433063030243,0.18412111699581146
subsequently,0.10897690057754517,0.03784777969121933,0.19330023229122162,0.15775637328624725,0.1546022891998291,0.06845391541719437,0.2091001272201538,0.005594457965344191
replaced,0.12975038588047028,0.12219400703907013,0.20067165791988373,0.1447097659111023,0.14339624345302582,0.13542728126049042,0.19048047065734863,0.14945141971111298
by,0.2455483376979828,0.13289578258991241,0.3646814823150635,0.1951972097158432,0.1481526494026184,0.17830446362495422,0.3359639644622803,0.17966607213020325
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.23062430322170258,0.30239659547805786,0.3100396394729614,0.40389683842658997,0.22068053483963013
red,0.16784515976905823,0.12747153639793396,0.22367064654827118,0.26118144392967224,0.19410714507102966,0.23675888776779175,0.2217920422554016,0.1495664119720459
chloroplast,0.23505516350269318,0.2457917332649231,0.2069506198167801,0.9777651429176331,0.2310386300086975,0.6237541437149048,0.26476383209228516,0.12532055377960205
.,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.23868323862552643,0.3613996207714081,0.2913782298564911,0.41614407300949097,0.4130953550338745
