,what,element,is,found,in,most,organic,organisms,?
as,0.31749409437179565,0.24363625049591064,0.43216490745544434,0.20543651282787323,0.3887844979763031,0.3548237979412079,0.23104797303676605,0.2541891038417816,0.27043893933296204
it,0.45803478360176086,0.29076260328292847,0.6328473687171936,0.3907957971096039,0.5130809545516968,0.4001435935497284,0.22004501521587372,0.1964874416589737,0.25732165575027466
is,0.28837618231773376,0.3385811448097229,1.0,0.3526395261287689,0.5394441485404968,0.41165053844451904,0.18208640813827515,0.1773757040500641,0.22961433231830597
a,0.3320399522781372,0.3271445333957672,0.658733606338501,0.2869448959827423,0.539380669593811,0.3508910834789276,0.20014724135398865,0.1930171549320221,0.23916715383529663
part,0.3476244807243347,0.23323659598827362,0.4582172930240631,0.18659669160842896,0.4499994218349457,0.35998284816741943,0.1679491251707077,0.13554319739341736,0.08557961881160736
of,0.33290785551071167,0.21102571487426758,0.4854315221309662,0.2982911467552185,0.5696388483047485,0.4178851246833801,0.25553563237190247,0.23870134353637695,0.1826142966747284
water,0.17456887662410736,0.22495520114898682,0.2879090905189514,0.20654930174350739,0.23966141045093536,0.2187667042016983,0.3615397810935974,0.3154129385948181,0.14731885492801666
",",0.3087472915649414,0.20181523263454437,0.4691906273365021,0.27385151386260986,0.5201468467712402,0.3636029064655304,0.18750765919685364,0.20150232315063477,0.31091248989105225
the,0.42745697498321533,0.2041647583246231,0.5823672413825989,0.3452354073524475,0.6662389636039734,0.47635307908058167,0.18354187905788422,0.22463196516036987,0.22068053483963013
major,0.21026742458343506,0.11222601681947708,0.19079607725143433,0.15146303176879883,0.3249945342540741,0.28731590509414673,0.10780415683984756,0.08382701128721237,0.19788557291030884
constituent,0.20950433611869812,0.2939203679561615,0.23638954758644104,0.20455726981163025,0.27879518270492554,0.2717425227165222,0.3199482858181,0.261635422706604,0.0666949599981308
of,0.33290785551071167,0.21102571487426758,0.4854315221309662,0.2982911467552185,0.5696388483047485,0.4178851246833801,0.25553563237190247,0.23870134353637695,0.1826142966747284
lifeforms,0.25391456484794617,0.3380143940448761,0.31260520219802856,0.20300085842609406,0.2587992548942566,0.32132115960121155,0.34491804242134094,0.5196679830551147,0.1735243797302246
.,0.3567904531955719,0.24230757355690002,0.4569662809371948,0.3618174195289612,0.5591574311256409,0.35404038429260254,0.2612488567829132,0.2715383470058441,0.4130953550338745
