,which,apollo,was,the,first,testing,of,the,lm,",",unmanned,",",in,earth,'s,orbit,?
by,0.40543368458747864,0.1803566962480545,0.4752357602119446,0.4408751428127289,0.3877052962779999,0.1932322233915329,0.3646814823150635,0.4408751428127289,0.14235730469226837,0.3680937886238098,0.2175731360912323,0.3680937886238098,0.370934396982193,0.1861492097377777,-0.010884488001465797,0.15619000792503357,0.17966607213020325
the,0.6521818041801453,0.2169172167778015,0.48711544275283813,1.0,0.49448907375335693,0.25075584650039673,0.733189046382904,1.0,0.25534775853157043,0.4933079481124878,0.19982010126113892,0.4933079481124878,0.6662389636039734,0.2801888585090637,-0.01540423184633255,0.1565481424331665,0.22068053483963013
saturn,0.20647600293159485,0.391809344291687,0.24932558834552765,0.24189656972885132,0.20075896382331848,0.14379237592220306,0.19011574983596802,0.24189656972885132,0.2892628610134125,0.22104106843471527,0.35967326164245605,0.22104106843471527,0.16002382338047028,0.38226228952407837,0.11320748925209045,0.5035338401794434,0.1619711071252823
ib,0.19096587598323822,0.2265557199716568,0.12603223323822021,0.14590691030025482,0.1256653219461441,0.22168616950511932,0.1537172794342041,0.14590691030025482,0.22814887762069702,0.16758479177951813,0.28633058071136475,0.16758479177951813,0.11213688552379608,0.1888345330953598,0.021649252623319626,0.20150648057460785,0.23230938613414764
that,0.6894589066505432,0.2014923095703125,0.33670201897621155,0.5473989248275757,0.3482176661491394,0.35416826605796814,0.41498205065727234,0.5473989248275757,0.2737142741680145,0.4137537479400635,0.2324952632188797,0.4137537479400635,0.435920387506485,0.33014219999313354,0.04397977516055107,0.24957840144634247,0.32716336846351624
would,0.3854503035545349,0.20719991624355316,0.41663143038749695,0.4133751392364502,0.2882738411426544,0.25950556993484497,0.3353942930698395,0.4133751392364502,0.20394809544086456,0.32586824893951416,0.2459380179643631,0.32586824893951416,0.30461156368255615,0.23253954946994781,0.036968596279621124,0.2201908528804779,0.37178951501846313
have,0.49652695655822754,0.14258214831352234,0.2863433063030243,0.40389683842658997,0.3030114769935608,0.2853786051273346,0.3802283704280853,0.40389683842658997,0.22292658686637878,0.3541618287563324,0.20822812616825104,0.3541618287563324,0.36843645572662354,0.22133874893188477,-0.02807004563510418,0.19242380559444427,0.32991164922714233
been,0.36993977427482605,0.17597146332263947,0.518218457698822,0.3563927710056305,0.32745984196662903,0.24516460299491882,0.31685134768486023,0.3563927710056305,0.2421448975801468,0.34873589873313904,0.18607838451862335,0.34873589873313904,0.3515113592147827,0.17430467903614044,-0.10734795778989792,0.11602509021759033,0.24354910850524902
used,0.414506196975708,0.1717020720243454,0.23679393529891968,0.3718377649784088,0.2984957695007324,0.295351505279541,0.3075267970561981,0.3718377649784088,0.20631051063537598,0.3120402991771698,0.2552468478679657,0.3120402991771698,0.3090210556983948,0.20207399129867554,0.00600846204906702,0.101396843791008,0.22430120408535004
for,0.44095608592033386,0.18462510406970978,0.3863949179649353,0.4739971458911896,0.3800288736820221,0.28710201382637024,0.4185989499092102,0.4739971458911896,0.1800963282585144,0.4464869201183319,0.20452407002449036,0.4464869201183319,0.4322226941585541,0.20491120219230652,-0.07241261005401611,0.16374921798706055,0.264628142118454
apollo,0.19047300517559052,0.9999999403953552,0.2306441366672516,0.2169172167778015,0.21067003905773163,0.2824617922306061,0.1786269098520279,0.2169172167778015,0.36199986934661865,0.19808128476142883,0.5029870271682739,0.19808128476142883,0.1461767554283142,0.3316074311733246,-0.020172206684947014,0.4154411554336548,0.191528782248497
1,-0.1852463036775589,-0.17533797025680542,-0.2275921255350113,-0.1554475575685501,-0.26829156279563904,-0.21288977563381195,-0.09473495930433273,-0.1554475575685501,-0.08252228051424026,-0.15742997825145721,-0.06277194619178772,-0.15742997825145721,-0.10660158097743988,-0.004276254680007696,0.003928052727133036,-0.08189225941896439,-0.249979168176651
.,0.45942068099975586,0.22384987771511078,0.40146201848983765,0.5934505462646484,0.4345304071903229,0.23063190281391144,0.5352458953857422,0.5934505462646484,0.22923575341701508,0.6812511086463928,0.19946271181106567,0.6812511086463928,0.5591574311256409,0.2542925775051117,-0.003708066651597619,0.19304080307483673,0.4130953550338745
