,what,is,the,animal,that,the,rhine,'s,islands,are,named,after,?
is,0.28837618231773376,1.0,0.5823672413825989,0.22882415354251862,0.3995479643344879,0.5823672413825989,0.15617261826992035,0.02396530658006668,0.18837878108024597,0.5330929756164551,0.28335005044937134,0.2835143506526947,0.22961433231830597
also,0.42747777700424194,0.5012649297714233,0.6021018624305725,0.20646527409553528,0.6005857586860657,0.6021018624305725,0.1230347603559494,-0.0014726108638569713,0.22565384209156036,0.4565894305706024,0.3191324770450592,0.33205533027648926,0.21848613023757935
the,0.42745697498321533,0.5823672413825989,1.0,0.2502762973308563,0.5473989248275757,1.0,0.30735138058662415,-0.01540423184633255,0.27959951758384705,0.40399202704429626,0.3521348536014557,0.4565047025680542,0.22068053483963013
local,0.18981902301311493,0.13173899054527283,0.2130540907382965,0.12344192713499069,0.22915975749492645,0.2130540907382965,0.14312678575515747,0.027985693886876106,0.1932269185781479,0.19665704667568207,0.1550004631280899,0.18020685017108917,0.15022775530815125
pronunciation,0.24994006752967834,0.2547442615032196,0.21106497943401337,0.12101126462221146,0.20878498256206512,0.21106497943401337,0.1075398251414299,0.06005675345659256,0.15679001808166504,0.14782391488552094,0.16255608201026917,0.12728959321975708,0.25199246406555176
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.2429264932870865,0.41498205065727234,0.733189046382904,0.2548927664756775,-0.03817026689648628,0.277767539024353,0.39081433415412903,0.2820465862751007,0.3867455720901489,0.1826142966747284
esel,0.1782623827457428,0.16055721044540405,0.22050167620182037,0.18411561846733093,0.17702148854732513,0.22050167620182037,0.3137606084346771,-0.05361059680581093,0.20150335133075714,0.10212893038988113,0.15425756573677063,0.18649831414222717,0.20646122097969055
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.16953758895397186,0.2264307141304016,0.33289089798927307,0.12381801009178162,0.0012731997994706035,0.19888485968112946,0.23263892531394958,0.19926521182060242,0.2132600098848343,0.40561532974243164
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,0.028536971658468246,0.05285148695111275,0.029072100296616554,0.031863048672676086,-0.03416389226913452,0.11553576588630676,0.12624181807041168,-0.019022341817617416,0.040442656725645065,0.0685480609536171
donkey,0.2209588587284088,0.18586201965808868,0.20772913098335266,0.3651719093322754,0.21044501662254333,0.20772913098335266,0.1806097775697708,0.14932215213775635,0.17653284966945648,0.20216652750968933,0.17880481481552124,0.1294412761926651,0.22401800751686096
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,0.058736685663461685,0.007880004122853279,0.041273195296525955,-0.003653771709650755,-0.04859459400177002,0.009309993125498295,0.0263817198574543,-0.021026458591222763,-0.08605624735355377,0.018684765323996544
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.17377310991287231,0.23478686809539795,0.3456730246543884,0.12686386704444885,0.021107977256178856,0.18302622437477112,0.2373749315738678,0.19075927138328552,0.24162524938583374,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2140108346939087,0.4460422694683075,0.5934505462646484,0.2089352011680603,-0.003708066651597619,0.26146334409713745,0.3452940285205841,0.24760639667510986,0.35870397090911865,0.4130953550338745
