,what,are,the,most,active,parts,of,ctenophora,?
;,0.10986888408660889,0.15315808355808258,0.09152708947658539,0.09552082419395447,0.11720061302185059,0.13548462092876434,0.054534342139959335,0.06274223327636719,0.10349778085947037
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.4309377074241638,0.264642596244812,0.3901200294494629,0.5116966962814331,0.15281255543231964,0.20544172823429108
four,0.18057085573673248,0.3568944036960602,0.40344667434692383,0.3209649324417114,0.15194451808929443,0.23314201831817627,0.36293646693229675,0.1621520221233368,0.14532537758350372
branches,0.1727389693260193,0.35720422863960266,0.3295007646083832,0.23338568210601807,0.1565314382314682,0.32143524289131165,0.3017720878124237,0.30698323249816895,0.12858285009860992
round,0.19122174382209778,0.20373912155628204,0.19933617115020752,0.1013168916106224,0.10666653513908386,0.17974914610385895,0.15754494071006775,0.15228748321533203,0.17003268003463745
the,0.42745697498321533,0.40399202704429626,1.0,0.47635307908058167,0.2376219779253006,0.4042440354824066,0.733189046382904,0.2430446892976761,0.22068053483963013
sensory,0.25429636240005493,0.28335097432136536,0.22443465888500214,0.18175189197063446,0.20253287255764008,0.280607670545578,0.2043476402759552,0.3731822371482849,0.13986726105213165
complex,0.2605343163013458,0.33041873574256897,0.25326284766197205,0.24689537286758423,0.272651344537735,0.2447771281003952,0.24271073937416077,0.22759464383125305,0.17752902209758759
at,0.2838611304759979,0.2074895054101944,0.457212895154953,0.22451047599315643,0.179981529712677,0.1476384699344635,0.42558613419532776,0.10954401642084122,0.21978627145290375
the,0.42745697498321533,0.40399202704429626,1.0,0.47635307908058167,0.2376219779253006,0.4042440354824066,0.733189046382904,0.2430446892976761,0.22068053483963013
far,0.34794166684150696,0.30228713154792786,0.38564538955688477,0.3364282250404358,0.2643270790576935,0.18912358582019806,0.3005201518535614,0.1112774983048439,0.2170870453119278
end,0.29234179854393005,0.18067817389965057,0.39658910036087036,0.24356476962566376,0.13956087827682495,0.26198285818099976,0.2215006798505783,0.14917384088039398,0.12543344497680664
from,0.2737620174884796,0.2674213647842407,0.40150508284568787,0.28580769896507263,0.15074408054351807,0.2734678387641907,0.4249346852302551,0.1317715346813202,0.19969791173934937
the,0.42745697498321533,0.40399202704429626,1.0,0.47635307908058167,0.2376219779253006,0.4042440354824066,0.733189046382904,0.2430446892976761,0.22068053483963013
mouth,0.18337541818618774,0.20501531660556793,0.3073960244655609,0.18959729373455048,0.1043572723865509,0.24724605679512024,0.2183857262134552,0.21993492543697357,0.21761061251163483
–,0.13008765876293182,0.08885963261127472,0.2607575058937073,0.19322049617767334,0.1639152467250824,0.0927000343799591,0.2799985408782959,0.18402348458766937,0.2714554965496063
two,0.23363454639911652,0.46276170015335083,0.43858039379119873,0.3709908723831177,0.17658288776874542,0.29593268036842346,0.37726253271102905,0.1830335408449173,0.19645625352859497
of,0.33290785551071167,0.39081433415412903,0.733189046382904,0.4178851246833801,0.23132829368114471,0.3379773199558258,1.0,0.241486594080925,0.1826142966747284
these,0.4164220690727234,0.7107698917388916,0.49086877703666687,0.4825916290283203,0.2567748427391052,0.3913958966732025,0.42684608697891235,0.31071728467941284,0.2571668326854706
four,0.18057085573673248,0.3568944036960602,0.40344667434692383,0.3209649324417114,0.15194451808929443,0.23314201831817627,0.36293646693229675,0.1621520221233368,0.14532537758350372
branches,0.1727389693260193,0.35720422863960266,0.3295007646083832,0.23338568210601807,0.1565314382314682,0.32143524289131165,0.3017720878124237,0.30698323249816895,0.12858285009860992
terminate,0.2702018916606903,0.20151670277118683,0.24870391190052032,0.12144209444522858,0.14799965918064117,0.20634715259075165,0.14275072515010834,0.16110096871852875,0.15546758472919464
in,0.30808621644973755,0.3841303884983063,0.6662389636039734,0.41416558623313904,0.2698204517364502,0.3282690644264221,0.5696388483047485,0.1502838283777237,0.20430970191955566
anal,0.21085919439792633,0.259380966424942,0.20052596926689148,0.12492690235376358,0.1831805408000946,0.18819548189640045,0.13971301913261414,0.327996164560318,0.12344370037317276
pores,0.17902424931526184,0.31859415769577026,0.26267150044441223,0.1730460226535797,0.16064174473285675,0.23544229567050934,0.22644980251789093,0.454110324382782,0.1381843090057373
.,0.3567904531955719,0.3452940285205841,0.5934505462646484,0.35404038429260254,0.2863844931125641,0.30755549669265747,0.5352458953857422,0.24174925684928894,0.4130953550338745
