,what,were,tesla,'s,mother,'s,special,abilities,?
appliances,0.22092172503471375,0.2415517121553421,0.37127581238746643,0.0678497850894928,0.12997637689113617,0.0678497850894928,0.2688491940498352,0.36508631706237793,0.1466084122657776
",",0.3087472915649414,0.36755475401878357,0.20599327981472015,-0.0016132977325469255,0.30403390526771545,-0.0016132977325469255,0.23880577087402344,0.23715245723724365,0.31091248989105225
and,0.31309178471565247,0.42175528407096863,0.19560420513153076,0.06895173341035843,0.30062589049339294,0.06895173341035843,0.22352655231952667,0.304757297039032,0.20544172823429108
the,0.42745697498321533,0.3906462490558624,0.1324402391910553,-0.01540423184633255,0.22516992688179016,-0.01540423184633255,0.3027077615261078,0.19409967958927155,0.22068053483963013
ability,0.26366251707077026,0.13748973608016968,0.22248192131519318,0.014099662192165852,0.15302589535713196,0.014099662192165852,0.27431520819664,0.741025984287262,0.1955445408821106
to,0.455847829580307,0.31913647055625916,0.17548894882202148,0.03782717138528824,0.2733205258846283,0.03782717138528824,0.28623831272125244,0.3397108018398285,0.29463258385658264
memorize,0.36219504475593567,0.1881953328847885,0.20201346278190613,0.039411403238773346,0.2139962762594223,0.039411403238773346,0.26968714594841003,0.29622846841812134,0.26351967453956604
serbian,0.17299731075763702,0.12951375544071198,0.3454362452030182,0.08339866995811462,0.10721275210380554,0.08339866995811462,0.15044070780277252,0.14630307257175446,0.11544056981801987
epic,0.23931360244750977,0.07610952854156494,0.11435943841934204,-0.038259126245975494,0.15834063291549683,-0.038259126245975494,0.08560396730899811,0.15618978440761566,0.22517812252044678
poems,0.12076784670352936,0.2247902899980545,0.06440111994743347,0.04816471412777901,0.19204659759998322,0.04816471412777901,0.11597562581300735,0.11460529267787933,0.1622314602136612
.,0.3567904531955719,0.3378238379955292,0.17949827015399933,-0.003708066651597619,0.27072274684906006,-0.003708066651597619,0.26337340474128723,0.2075580358505249,0.4130953550338745
