,what,did,aristotle,refer,to,forced,motion,as,?
place,0.2689766585826874,0.24020224809646606,0.11070989072322845,0.21129007637500763,0.3346366882324219,0.15288065373897552,0.19448690116405487,0.24125029146671295,0.2455766350030899
'',0.08143015950918198,0.01978493109345436,0.07284964621067047,0.14427128434181213,-0.009905828163027763,-0.09327959269285202,0.03272412717342377,0.006628023460507393,0.018684765323996544
(,0.2411840260028839,0.18979617953300476,0.11133825033903122,0.2169494479894638,0.30882009863853455,0.15457509458065033,0.18421000242233276,0.32029855251312256,0.40561532974243164
e.g.,0.04733210429549217,-0.03283986821770668,-0.12321397662162781,0.09091805666685104,-6.511449464596808e-05,-0.02333989180624485,-0.002910811686888337,-0.031124062836170197,0.018727071583271027
",",0.3087472915649414,0.3015086054801941,0.21875548362731934,0.24546024203300476,0.44245919585227966,0.2527396082878113,0.18457698822021484,0.48816442489624023,0.31091248989105225
for,0.3017193675041199,0.318512886762619,0.13349127769470215,0.19031205773353577,0.4451248347759247,0.19555193185806274,0.27577662467956543,0.44774648547172546,0.264628142118454
heavy,0.19175288081169128,0.22860535979270935,0.07039986550807953,0.1490849256515503,0.21586324274539948,0.25534918904304504,0.1376209259033203,0.18885937333106995,0.16717074811458588
bodies,0.1688588559627533,0.24644926190376282,0.1790090799331665,0.13185827434062958,0.2779117226600647,0.15465745329856873,0.2445032000541687,0.24729733169078827,0.18285469710826874
to,0.455847829580307,0.4452643394470215,0.21497178077697754,0.24100381135940552,1.0,0.3537954092025757,0.26277783513069153,0.42092081904411316,0.29463258385658264
fall,0.26931828260421753,0.22550886869430542,0.1131708100438118,0.17414438724517822,0.1966593861579895,0.2484908103942871,0.20389580726623535,0.19012849032878876,0.1656162142753601
),0.26259949803352356,0.18584993481636047,0.11936404556035995,0.21405774354934692,0.31236231327056885,0.16351638734340668,0.19040943682193756,0.32161882519721985,0.42300865054130554
",",0.3087472915649414,0.3015086054801941,0.21875548362731934,0.24546024203300476,0.44245919585227966,0.2527396082878113,0.18457698822021484,0.48816442489624023,0.31091248989105225
which,0.5261979103088379,0.2750149369239807,0.24230161309242249,0.23993368446826935,0.5345056653022766,0.22839660942554474,0.2856520116329193,0.41006597876548767,0.25814583897590637
led,0.12112844735383987,0.3213953971862793,0.10820675641298294,0.15514110028743744,0.21815308928489685,0.39619919657707214,0.10988494008779526,0.20535489916801453,0.09273858368396759
to,0.455847829580307,0.4452643394470215,0.21497178077697754,0.24100381135940552,1.0,0.3537954092025757,0.26277783513069153,0.42092081904411316,0.29463258385658264
``,0.008517155423760414,-0.029888948425650597,0.09367437660694122,0.009699580259621143,0.06720756739377975,-0.0009061553282663226,-0.03826106712222099,0.03910288214683533,0.0685480609536171
natural,0.15666867792606354,0.08853514492511749,0.20537060499191284,0.12985652685165405,0.21663954854011536,0.15866051614284515,0.23679743707180023,0.2089606076478958,0.16155436635017395
motion,0.260096937417984,0.17987219989299774,0.22572894394397736,0.09870435297489166,0.26277783513069153,0.16769976913928986,0.9999999403953552,0.18702580034732819,0.20143945515155792
'',0.08143015950918198,0.01978493109345436,0.07284964621067047,0.14427128434181213,-0.009905828163027763,-0.09327959269285202,0.03272412717342377,0.006628023460507393,0.018684765323996544
",",0.3087472915649414,0.3015086054801941,0.21875548362731934,0.24546024203300476,0.44245919585227966,0.2527396082878113,0.18457698822021484,0.48816442489624023,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.21236920356750488,0.22076335549354553,0.48971283435821533,0.28385210037231445,0.2186078429222107,0.49487000703811646,0.20544172823429108
unnatural,0.2698628306388855,0.16728775203227997,0.31047287583351135,0.16635505855083466,0.2722436487674713,0.21206848323345184,0.278877317905426,0.23532648384571075,0.19113509356975555
or,0.33867141604423523,0.28211739659309387,0.20466984808444977,0.3842833936214447,0.38921234011650085,0.2565827965736389,0.2264430671930313,0.4400654137134552,0.32389625906944275
forced,0.2257918417453766,0.36753809452056885,0.11390402168035507,0.1375143826007843,0.3537954092025757,1.0,0.16769976913928986,0.1824343204498291,0.17547516524791718
motion,0.260096937417984,0.17987219989299774,0.22572894394397736,0.09870435297489166,0.26277783513069153,0.16769976913928986,0.9999999403953552,0.18702580034732819,0.20143945515155792
",",0.3087472915649414,0.3015086054801941,0.21875548362731934,0.24546024203300476,0.44245919585227966,0.2527396082878113,0.18457698822021484,0.48816442489624023,0.31091248989105225
which,0.5261979103088379,0.2750149369239807,0.24230161309242249,0.23993368446826935,0.5345056653022766,0.22839660942554474,0.2856520116329193,0.41006597876548767,0.25814583897590637
required,0.2506856620311737,0.30923745036125183,0.15997780859470367,0.20173703134059906,0.3613971471786499,0.3156963288784027,0.18293100595474243,0.23791028559207916,0.24962718784809113
continued,0.17878234386444092,0.4863187372684479,0.11755622178316116,0.09209118783473969,0.33327484130859375,0.39460864663124084,0.15944960713386536,0.2586710751056671,0.10404038429260254
application,0.2565309405326843,0.14525571465492249,0.28076642751693726,0.1795574575662613,0.28795427083969116,0.16034740209579468,0.31631115078926086,0.1925833374261856,0.1966315507888794
of,0.33290785551071167,0.2513895630836487,0.22867590188980103,0.2576347291469574,0.41548454761505127,0.27082350850105286,0.24864931404590607,0.3886612355709076,0.1826142966747284
a,0.3320399522781372,0.2552328109741211,0.17548255622386932,0.2736286222934723,0.45503583550453186,0.23652443289756775,0.23572494089603424,0.39550232887268066,0.23916715383529663
force,0.16915984451770782,0.1680130809545517,0.14170260727405548,0.0831645280122757,0.24496492743492126,0.4058721363544464,0.262514591217041,0.19216643273830414,0.1650998443365097
.,0.3567904531955719,0.35288307070732117,0.16652794182300568,0.1410340517759323,0.4645031690597534,0.23676170408725739,0.20181286334991455,0.515582263469696,0.4130953550338745
