,what,university,alumni,member,was,known,for,his,work,on,portfolio,theory,?
advisor,0.1469605714082718,0.25006142258644104,0.19027747213840485,0.32903027534484863,0.3046267628669739,0.19459539651870728,0.2261115163564682,0.32337841391563416,0.2540644407272339,0.16242536902427673,0.32184261083602905,0.19084613025188446,0.0939842164516449
to,0.455847829580307,0.20192374289035797,0.16467376053333282,0.19456195831298828,0.3636345863342285,0.14337651431560516,0.4451248347759247,0.3715193271636963,0.3482864499092102,0.41031414270401,0.20745734870433807,0.21947365999221802,0.29463258385658264
republican,0.22250467538833618,0.2359544336795807,0.26169469952583313,0.3525598347187042,0.25230276584625244,0.1475709080696106,0.2542020380496979,0.2168547809123993,0.13155172765254974,0.16908791661262512,0.1928013265132904,0.12929695844650269,0.1762165129184723
u.s.,0.11178889125585556,0.046071525663137436,0.08188141137361526,-0.010585037991404533,0.06837434321641922,-0.09022381156682968,0.11615988612174988,0.16653037071228027,-0.02607099525630474,0.0330372117459774,-0.0781845971941948,-0.06568102538585663,0.07886100560426712
president,0.1870913952589035,0.2515452206134796,0.21447357535362244,0.2931678593158722,0.2505730390548706,0.11868569999933243,0.17469504475593567,0.25683027505874634,0.13244125247001648,0.18996542692184448,0.26185905933380127,0.1011442095041275,0.14148259162902832
ronald,0.1276789754629135,0.26470062136650085,0.18751002848148346,0.17938023805618286,0.2985761761665344,0.17132259905338287,0.26789137721061707,0.2178259640932083,0.12498266994953156,0.23164954781532288,0.16031292080879211,0.170231431722641,0.08087296038866043
reagan,0.14767688512802124,0.23451340198516846,0.15445566177368164,0.14200055599212646,0.29533496499061584,0.12767192721366882,0.24062612652778625,0.2685546576976776,0.10965199023485184,0.22948583960533142,0.15985651314258575,0.1342494934797287,0.10843399912118912
and,0.31309178471565247,0.2665814459323883,0.19591780006885529,0.28606608510017395,0.3740963041782379,0.3468935489654541,0.5064792633056641,0.4234102666378021,0.37551814317703247,0.4077630043029785,0.18152984976768494,0.1765792816877365,0.20544172823429108
conservative,0.1886831820011139,0.2191525399684906,0.16284675896167755,0.28105777502059937,0.23996923863887787,0.20370033383369446,0.1900888830423355,0.1680651605129242,0.19667643308639526,0.13765369355678558,0.2157745659351349,0.1876346319913864,0.1597563922405243
british,0.19255435466766357,0.1687542200088501,0.17895899713039398,0.20028749108314514,0.31934812664985657,0.22316274046897888,0.1970057189464569,0.2021821290254593,0.1516800969839096,0.19917237758636475,0.20614294707775116,0.15861153602600098,0.09711728990077972
prime,0.15586113929748535,0.1773100644350052,0.18138274550437927,0.25178611278533936,0.21048103272914886,0.1414610892534256,0.17833133041858673,0.18129520118236542,0.1357828825712204,0.17189912497997284,0.43165698647499084,0.15658484399318695,0.11276303976774216
minister,0.1705908179283142,0.2553359866142273,0.18612247705459595,0.32911401987075806,0.26634681224823,0.14381788671016693,0.1931433081626892,0.2393040806055069,0.17284773290157318,0.14813750982284546,0.4539461135864258,0.12468289583921432,0.10825661569833755
margaret,0.17963582277297974,0.22103337943553925,0.1991843730211258,0.20172159373760223,0.24508002400398254,0.15242430567741394,0.17164137959480286,0.23965783417224884,0.15148138999938965,0.24808621406555176,0.2092881202697754,0.1351635456085205,0.13320839405059814
thatcher,0.19423620402812958,0.1846962720155716,0.17554591596126556,0.17037171125411987,0.2605423927307129,0.10423456877470016,0.17392703890800476,0.2617209255695343,0.1648298054933548,0.20231591165065765,0.30439063906669617,0.18377742171287537,0.15422584116458893
",",0.3087472915649414,0.3017033040523529,0.2394251972436905,0.25757819414138794,0.45456063747406006,0.3604377806186676,0.4464869201183319,0.3378419280052185,0.3283594250679016,0.49057599902153015,0.20413532853126526,0.18095813691616058,0.31091248989105225
george,0.22000353038311005,0.22551462054252625,0.19062112271785736,0.1356029212474823,0.2601471245288849,0.1352875828742981,0.18388281762599945,0.287258505821228,0.19019506871700287,0.1973860114812851,0.22514666616916656,0.19632142782211304,0.1479024887084961
stigler,0.14471495151519775,0.3681265413761139,0.2857254147529602,0.24980978667736053,0.34353649616241455,0.23974479734897614,0.23963171243667603,0.338796466588974,0.2735989987850189,0.23805776238441467,0.2594240605831146,0.22082838416099548,0.23176054656505585
",",0.3087472915649414,0.3017033040523529,0.2394251972436905,0.25757819414138794,0.45456063747406006,0.3604377806186676,0.4464869201183319,0.3378419280052185,0.3283594250679016,0.49057599902153015,0.20413532853126526,0.18095813691616058,0.31091248989105225
nobel,0.20388969779014587,0.2923794984817505,0.27874937653541565,0.18105469644069672,0.2319665551185608,0.17574651539325714,0.2427167296409607,0.16841945052146912,0.32679423689842224,0.18425551056861877,0.2983693480491638,0.25783056020736694,0.15008176863193512
laureate,0.1966150850057602,0.3825603127479553,0.2708836495876312,0.2153310775756836,0.23589828610420227,0.1649283766746521,0.20107746124267578,0.2048656940460205,0.2886877655982971,0.1776978075504303,0.30801892280578613,0.21368756890296936,0.15793240070343018
and,0.31309178471565247,0.2665814459323883,0.19591780006885529,0.28606608510017395,0.3740963041782379,0.3468935489654541,0.5064792633056641,0.4234102666378021,0.37551814317703247,0.4077630043029785,0.18152984976768494,0.1765792816877365,0.20544172823429108
proponent,0.22260582447052002,0.18977275490760803,0.1796717792749405,0.22666995227336884,0.32684126496315,0.23474328219890594,0.2098630666732788,0.28714823722839355,0.22101590037345886,0.14947082102298737,0.2770279049873352,0.4336831867694855,0.19390621781349182
of,0.33290785551071167,0.30646374821662903,0.27771928906440735,0.2701796889305115,0.4069072902202606,0.35814476013183594,0.4185989499092102,0.38364991545677185,0.23473061621189117,0.3966929316520691,0.2721320688724518,0.23506702482700348,0.1826142966747284
regulatory,0.22797027230262756,0.21584011614322662,0.21020731329917908,0.14531385898590088,0.18144212663173676,0.17479902505874634,0.2552735507488251,0.12659060955047607,0.24712173640727997,0.17662326991558075,0.3843795955181122,0.30007296800613403,0.13720278441905975
capture,0.20491331815719604,0.17626748979091644,0.1418306529521942,0.11428575962781906,0.19458261132240295,0.13712458312511444,0.18394875526428223,0.23588041961193085,0.16234713792800903,0.17100688815116882,0.08082183450460434,0.18804098665714264,0.12945853173732758
theory,0.297923743724823,0.2078906148672104,0.16327038407325745,0.11167410761117935,0.18278326094150543,0.17634540796279907,0.20500218868255615,0.2209872305393219,0.23476560413837433,0.16873858869075775,0.29893890023231506,0.9999999403953552,0.1387292891740799
",",0.3087472915649414,0.3017033040523529,0.2394251972436905,0.25757819414138794,0.45456063747406006,0.3604377806186676,0.4464869201183319,0.3378419280052185,0.3283594250679016,0.49057599902153015,0.20413532853126526,0.18095813691616058,0.31091248989105225
gary,0.15567973256111145,0.22805255651474,0.16977739334106445,0.13823330402374268,0.23893626034259796,0.079280324280262,0.1532762497663498,0.25502827763557434,0.10377197712659836,0.20444118976593018,0.0795072391629219,0.22395119071006775,0.06767930835485458
becker,0.08972721546888351,0.21385164558887482,0.15930472314357758,0.21493318676948547,0.23850733041763306,0.1947394162416458,0.20269373059272766,0.26639071106910706,0.155876025557518,0.17350587248802185,0.1557517796754837,0.16100245714187622,0.18280020356178284
",",0.3087472915649414,0.3017033040523529,0.2394251972436905,0.25757819414138794,0.45456063747406006,0.3604377806186676,0.4464869201183319,0.3378419280052185,0.3283594250679016,0.49057599902153015,0.20413532853126526,0.18095813691616058,0.31091248989105225
an,0.2821882665157318,0.1648537814617157,0.06920046359300613,0.20242485404014587,0.3694365322589874,0.3156754970550537,0.3236706852912903,0.24025635421276093,0.22936125099658966,0.3192969560623169,0.14303581416606903,0.15698443353176117,0.19793890416622162
important,0.31164905428886414,0.20405744016170502,0.15890397131443024,0.19651709496974945,0.24924467504024506,0.3669378161430359,0.3458578288555145,0.198139950633049,0.3371586203575134,0.23164092004299164,0.19186823070049286,0.2279512584209442,0.17812499403953552
contributor,0.2946086823940277,0.14785757660865784,0.23738360404968262,0.22889140248298645,0.24250824749469757,0.19631853699684143,0.2598300278186798,0.22005285322666168,0.39489126205444336,0.22288060188293457,0.23639196157455444,0.2028077393770218,0.32557573914527893
to,0.455847829580307,0.20192374289035797,0.16467376053333282,0.19456195831298828,0.3636345863342285,0.14337651431560516,0.4451248347759247,0.3715193271636963,0.3482864499092102,0.41031414270401,0.20745734870433807,0.21947365999221802,0.29463258385658264
the,0.42745697498321533,0.263973206281662,0.22524002194404602,0.2806392312049866,0.48711544275283813,0.3624623417854309,0.4739971458911896,0.4394008219242096,0.2704800069332123,0.5107308030128479,0.19555534422397614,0.2277156263589859,0.22068053483963013
family,0.16391263902187347,0.1713259518146515,0.12292128801345825,0.32524263858795166,0.21917963027954102,0.20550952851772308,0.18213365972042084,0.26740866899490356,0.16899515688419342,0.19757194817066193,0.15347671508789062,0.11396144330501556,0.15222905576229095
economics,0.21107932925224304,0.40750834345817566,0.3199693262577057,0.1826891303062439,0.19349418580532074,0.07803112268447876,0.1639772355556488,0.1762314885854721,0.2469312697649002,0.16038855910301208,0.3662874698638916,0.43501994013786316,0.15849412977695465
branch,0.1792319416999817,0.17872211337089539,0.17025339603424072,0.2699706256389618,0.1434769183397293,0.17312943935394287,0.0993007943034172,0.12139967828989029,0.16171790659427643,0.15029071271419525,0.16138115525245667,0.23317833244800568,0.10474635660648346
of,0.33290785551071167,0.30646374821662903,0.27771928906440735,0.2701796889305115,0.4069072902202606,0.35814476013183594,0.4185989499092102,0.38364991545677185,0.23473061621189117,0.3966929316520691,0.2721320688724518,0.23506702482700348,0.1826142966747284
economics,0.21107932925224304,0.40750834345817566,0.3199693262577057,0.1826891303062439,0.19349418580532074,0.07803112268447876,0.1639772355556488,0.1762314885854721,0.2469312697649002,0.16038855910301208,0.3662874698638916,0.43501994013786316,0.15849412977695465
",",0.3087472915649414,0.3017033040523529,0.2394251972436905,0.25757819414138794,0.45456063747406006,0.3604377806186676,0.4464869201183319,0.3378419280052185,0.3283594250679016,0.49057599902153015,0.20413532853126526,0.18095813691616058,0.31091248989105225
herbert,0.12085329741239548,0.21858082711696625,0.21518778800964355,0.15361928939819336,0.2934662401676178,0.13989245891571045,0.23920050263404846,0.2255922108888626,0.1581868976354599,0.15595480799674988,0.2383212298154831,0.16826234757900238,0.13736963272094727
a.,-0.06772881746292114,0.025620367377996445,-0.028811806812882423,-0.0726902037858963,0.02592141553759575,-0.014838098548352718,-0.023511242121458054,-0.017210496589541435,0.02728896774351597,-0.03802306205034256,0.03425081446766853,-0.017084237188100815,0.04165230318903923
simon,0.16804955899715424,0.21383976936340332,0.17419065535068512,0.17565461993217468,0.1887473315000534,0.08982036262750626,0.16461792588233948,0.20317427814006805,0.11531684547662735,0.18351908028125763,0.1934676170349121,0.10228752344846725,0.10385744273662567
",",0.3087472915649414,0.3017033040523529,0.2394251972436905,0.25757819414138794,0.45456063747406006,0.3604377806186676,0.4464869201183319,0.3378419280052185,0.3283594250679016,0.49057599902153015,0.20413532853126526,0.18095813691616058,0.31091248989105225
responsible,0.26869386434555054,0.15449608862400055,0.12860527634620667,0.2347816526889801,0.2582622170448303,0.36500293016433716,0.35061514377593994,0.25037142634391785,0.25206050276756287,0.1621275097131729,0.32925572991371155,0.20886042714118958,0.11367333680391312
for,0.3017193675041199,0.18573740124702454,0.21824529767036438,0.2718653976917267,0.3863949179649353,0.363901823759079,0.9999999403953552,0.39312878251075745,0.4087657630443573,0.36199691891670227,0.3069595396518707,0.20500218868255615,0.264628142118454
the,0.42745697498321533,0.263973206281662,0.22524002194404602,0.2806392312049866,0.48711544275283813,0.3624623417854309,0.4739971458911896,0.4394008219242096,0.2704800069332123,0.5107308030128479,0.19555534422397614,0.2277156263589859,0.22068053483963013
modern,0.2655639946460724,0.1981702744960785,0.11265353113412857,0.07395680993795395,0.23571695387363434,0.1906650811433792,0.22431503236293793,0.21339957416057587,0.21471244096755981,0.17548997700214386,0.13386450707912445,0.24909061193466187,0.12475407868623734
interpretation,0.37054285407066345,0.1859586536884308,0.0993059054017067,0.14101099967956543,0.21009790897369385,0.20427079498767853,0.2635619342327118,0.2615322768688202,0.3081991374492645,0.22396916151046753,0.2235388457775116,0.5049179792404175,0.2162649929523468
of,0.33290785551071167,0.30646374821662903,0.27771928906440735,0.2701796889305115,0.4069072902202606,0.35814476013183594,0.4185989499092102,0.38364991545677185,0.23473061621189117,0.3966929316520691,0.2721320688724518,0.23506702482700348,0.1826142966747284
the,0.42745697498321533,0.263973206281662,0.22524002194404602,0.2806392312049866,0.48711544275283813,0.3624623417854309,0.4739971458911896,0.4394008219242096,0.2704800069332123,0.5107308030128479,0.19555534422397614,0.2277156263589859,0.22068053483963013
concept,0.28724339604377747,0.14702290296554565,0.12690284848213196,0.13782402873039246,0.2765439450740814,0.1856076419353485,0.24192313849925995,0.18100163340568542,0.2722853124141693,0.19591249525547028,0.28427037596702576,0.4950389862060547,0.17160645127296448
of,0.33290785551071167,0.30646374821662903,0.27771928906440735,0.2701796889305115,0.4069072902202606,0.35814476013183594,0.4185989499092102,0.38364991545677185,0.23473061621189117,0.3966929316520691,0.2721320688724518,0.23506702482700348,0.1826142966747284
organizational,0.22883515059947968,0.25235193967819214,0.26136520504951477,0.26108625531196594,0.17304770648479462,0.17417454719543457,0.34990793466567993,0.153762087225914,0.2488236427307129,0.1803881824016571,0.2905460596084595,0.20806287229061127,0.21536388993263245
decision-making,0.3809390962123871,0.2144458144903183,0.263548880815506,0.24446798861026764,0.275147020816803,0.174213245511055,0.3220408856868744,0.3026198744773865,0.3448866605758667,0.2990002930164337,0.33478859066963196,0.29398611187934875,0.31998327374458313
",",0.3087472915649414,0.3017033040523529,0.2394251972436905,0.25757819414138794,0.45456063747406006,0.3604377806186676,0.4464869201183319,0.3378419280052185,0.3283594250679016,0.49057599902153015,0.20413532853126526,0.18095813691616058,0.31091248989105225
paul,0.11217030137777328,0.21659784018993378,0.1787998229265213,0.23302821815013885,0.24299268424510956,0.19233189523220062,0.18398262560367584,0.24743995070457458,0.20286738872528076,0.1803305596113205,0.20571836829185486,0.14623644948005676,0.16611461341381073
samuelson,0.14751987159252167,0.25916263461112976,0.18206007778644562,0.17847228050231934,0.28821784257888794,0.2048078179359436,0.21946696937084198,0.27457547187805176,0.20930932462215424,0.15685929358005524,0.24787820875644684,0.24568642675876617,0.10981089621782303
",",0.3087472915649414,0.3017033040523529,0.2394251972436905,0.25757819414138794,0.45456063747406006,0.3604377806186676,0.4464869201183319,0.3378419280052185,0.3283594250679016,0.49057599902153015,0.20413532853126526,0.18095813691616058,0.31091248989105225
the,0.42745697498321533,0.263973206281662,0.22524002194404602,0.2806392312049866,0.48711544275283813,0.3624623417854309,0.4739971458911896,0.4394008219242096,0.2704800069332123,0.5107308030128479,0.19555534422397614,0.2277156263589859,0.22068053483963013
first,0.28086137771606445,0.2596641778945923,0.1461089849472046,0.1869644671678543,0.5022147297859192,0.274125337600708,0.3800288736820221,0.3241460621356964,0.24996063113212585,0.3120559751987457,0.2781967222690582,0.19488763809204102,0.18701928853988647
american,0.1909721940755844,0.22128956019878387,0.2632140517234802,0.2580675184726715,0.31632548570632935,0.29350247979164124,0.2306184321641922,0.21155373752117157,0.1618405282497406,0.2356499582529068,0.16558310389518738,0.2083614468574524,0.18877598643302917
to,0.455847829580307,0.20192374289035797,0.16467376053333282,0.19456195831298828,0.3636345863342285,0.14337651431560516,0.4451248347759247,0.3715193271636963,0.3482864499092102,0.41031414270401,0.20745734870433807,0.21947365999221802,0.29463258385658264
win,0.15653561055660248,0.16882939636707306,0.21449759602546692,0.20801617205142975,0.29097598791122437,0.13919438421726227,0.33295753598213196,0.315132737159729,0.18500958383083344,0.15847955644130707,0.1512870490550995,0.20536291599273682,0.1873117983341217
the,0.42745697498321533,0.263973206281662,0.22524002194404602,0.2806392312049866,0.48711544275283813,0.3624623417854309,0.4739971458911896,0.4394008219242096,0.2704800069332123,0.5107308030128479,0.19555534422397614,0.2277156263589859,0.22068053483963013
nobel,0.20388969779014587,0.2923794984817505,0.27874937653541565,0.18105469644069672,0.2319665551185608,0.17574651539325714,0.2427167296409607,0.16841945052146912,0.32679423689842224,0.18425551056861877,0.2983693480491638,0.25783056020736694,0.15008176863193512
memorial,0.1440839022397995,0.27508124709129333,0.19591858983039856,0.16269847750663757,0.23419618606567383,0.13623175024986267,0.25400492548942566,0.2046869546175003,0.13317036628723145,0.204596146941185,0.0745372325181961,0.11447498202323914,0.13306879997253418
prize,0.1654435694217682,0.2631310522556305,0.2634023427963257,0.2029264271259308,0.2402031123638153,0.1670219898223877,0.2797470688819885,0.22685010731220245,0.31835293769836426,0.1964096873998642,0.2849307954311371,0.2373799979686737,0.14158497750759125
in,0.30808621644973755,0.3201795518398285,0.2126772403717041,0.20856694877147675,0.45514053106307983,0.32641831040382385,0.4322226941585541,0.3598145842552185,0.2753349542617798,0.46853652596473694,0.13506969809532166,0.16955126821994781,0.20430970191955566
economic,0.18082544207572937,0.24439695477485657,0.20821726322174072,0.162232905626297,0.1954469084739685,0.11629857122898102,0.24368955194950104,0.1560245305299759,0.19953106343746185,0.20757777988910675,0.3161529302597046,0.34065425395965576,0.1206481084227562
sciences,0.19191189110279083,0.4868379533290863,0.3644491732120514,0.2373981922864914,0.2423371970653534,0.1282271444797516,0.2285587340593338,0.21321937441825867,0.23381224274635315,0.21255163848400116,0.2792685329914093,0.354566752910614,0.15002119541168213
",",0.3087472915649414,0.3017033040523529,0.2394251972436905,0.25757819414138794,0.45456063747406006,0.3604377806186676,0.4464869201183319,0.3378419280052185,0.3283594250679016,0.49057599902153015,0.20413532853126526,0.18095813691616058,0.31091248989105225
and,0.31309178471565247,0.2665814459323883,0.19591780006885529,0.28606608510017395,0.3740963041782379,0.3468935489654541,0.5064792633056641,0.4234102666378021,0.37551814317703247,0.4077630043029785,0.18152984976768494,0.1765792816877365,0.20544172823429108
eugene,0.13637636601924896,0.20181478559970856,0.1524597406387329,0.19841553270816803,0.24279823899269104,0.16477267444133759,0.15926051139831543,0.20138682425022125,0.18439152836799622,0.19279353320598602,0.13695590198040009,0.18096013367176056,0.16149088740348816
fama,0.11087947338819504,0.20363496243953705,0.18848690390586853,0.2253067046403885,0.2046554684638977,0.21616891026496887,0.20842622220516205,0.14891290664672852,0.07967349141836166,0.12929339706897736,0.10846967995166779,0.11936277896165848,0.15622827410697937
",",0.3087472915649414,0.3017033040523529,0.2394251972436905,0.25757819414138794,0.45456063747406006,0.3604377806186676,0.4464869201183319,0.3378419280052185,0.3283594250679016,0.49057599902153015,0.20413532853126526,0.18095813691616058,0.31091248989105225
known,0.20381177961826324,0.15387564897537231,0.13047896325588226,0.3018268942832947,0.35203275084495544,1.0,0.363901823759079,0.29665085673332214,0.2729601263999939,0.19541868567466736,0.10269448161125183,0.17634540796279907,0.18314571678638458
for,0.3017193675041199,0.18573740124702454,0.21824529767036438,0.2718653976917267,0.3863949179649353,0.363901823759079,0.9999999403953552,0.39312878251075745,0.4087657630443573,0.36199691891670227,0.3069595396518707,0.20500218868255615,0.264628142118454
his,0.26976513862609863,0.22286750376224518,0.1941150724887848,0.23374894261360168,0.4405253231525421,0.29665085673332214,0.39312878251075745,0.9999998807907104,0.36648666858673096,0.32064297795295715,0.15541067719459534,0.2209872305393219,0.18075084686279297
work,0.3762225806713104,0.17010264098644257,0.14054903388023376,0.16694512963294983,0.24745555222034454,0.2729601263999939,0.4087657630443573,0.36648666858673096,1.0,0.26663315296173096,0.2989698350429535,0.23476560413837433,0.2621155381202698
on,0.34226128458976746,0.18291500210762024,0.18851172924041748,0.1643621176481247,0.3909217119216919,0.19541868567466736,0.36199691891670227,0.32064297795295715,0.26663315296173096,0.9999999403953552,0.15494945645332336,0.16873858869075775,0.2714994251728058
portfolio,0.18944649398326874,0.21843105554580688,0.22868862748146057,0.2557743787765503,0.2184734344482422,0.10269448161125183,0.3069595396518707,0.15541067719459534,0.2989698350429535,0.15494945645332336,1.0,0.29893890023231506,0.14769718050956726
theory,0.297923743724823,0.2078906148672104,0.16327038407325745,0.11167410761117935,0.18278326094150543,0.17634540796279907,0.20500218868255615,0.2209872305393219,0.23476560413837433,0.16873858869075775,0.29893890023231506,0.9999999403953552,0.1387292891740799
",",0.3087472915649414,0.3017033040523529,0.2394251972436905,0.25757819414138794,0.45456063747406006,0.3604377806186676,0.4464869201183319,0.3378419280052185,0.3283594250679016,0.49057599902153015,0.20413532853126526,0.18095813691616058,0.31091248989105225
asset,0.315182626247406,0.12901072204113007,0.1503043919801712,0.1503259539604187,0.21929338574409485,0.14058205485343933,0.29000458121299744,0.2370971292257309,0.3159184157848358,0.18341754376888275,0.3602261245250702,0.23244519531726837,0.3105970621109009
pricing,0.2358841449022293,0.1335279494524002,0.22672922909259796,0.19499878585338593,0.1699652224779129,0.22582115232944489,0.3275570571422577,0.15969136357307434,0.29653200507164,0.2531939148902893,0.4067392349243164,0.29205697774887085,0.16293247044086456
and,0.31309178471565247,0.2665814459323883,0.19591780006885529,0.28606608510017395,0.3740963041782379,0.3468935489654541,0.5064792633056641,0.4234102666378021,0.37551814317703247,0.4077630043029785,0.18152984976768494,0.1765792816877365,0.20544172823429108
stock,0.13911938667297363,0.17721618711948395,0.17330802977085114,0.15291254222393036,0.19506287574768066,0.16487322747707367,0.2536971867084503,0.10861187428236008,0.1741895228624344,0.2228897213935852,0.24977479875087738,0.13286182284355164,0.14784406125545502
market,0.12116116285324097,0.1091575175523758,0.10652006417512894,0.10411196947097778,0.2252027839422226,0.11924044787883759,0.20589932799339294,0.11987892538309097,0.12177874892950058,0.24459631741046906,0.2237689048051834,0.1796363890171051,0.12805593013763428
behaviour,0.3885602355003357,0.1454862356185913,0.11482042819261551,0.14126154780387878,0.14738942682743073,0.15181198716163635,0.27649614214897156,0.2370673567056656,0.2749914526939392,0.22032074630260468,0.18439599871635437,0.3152279257774353,0.22483104467391968
",",0.3087472915649414,0.3017033040523529,0.2394251972436905,0.25757819414138794,0.45456063747406006,0.3604377806186676,0.4464869201183319,0.3378419280052185,0.3283594250679016,0.49057599902153015,0.20413532853126526,0.18095813691616058,0.31091248989105225
are,0.29724663496017456,0.16609783470630646,0.18962770700454712,0.16299262642860413,0.3076191842556,0.26720109581947327,0.3895993232727051,0.1785505712032318,0.26678818464279175,0.268924742937088,0.15638218820095062,0.1918308287858963,0.24591213464736938
all,0.41981086134910583,0.19795121252536774,0.2494892030954361,0.2020397186279297,0.23179835081100464,0.13808979094028473,0.41144001483917236,0.30359330773353577,0.30834105610847473,0.3832052946090698,0.21736660599708557,0.21550370752811432,0.29575422406196594
graduates,0.191602885723114,0.5549647808074951,0.5201205611228943,0.2729523777961731,0.21165502071380615,0.12527301907539368,0.23078149557113647,0.24651719629764557,0.25529932975769043,0.19405056536197662,0.2584107518196106,0.13517192006111145,0.11479247361421585
.,0.3567904531955719,0.290679007768631,0.2471552938222885,0.19907453656196594,0.40146201848983765,0.283290296792984,0.4726039469242096,0.3119256794452667,0.33121398091316223,0.49257001280784607,0.1840520203113556,0.18047811090946198,0.4130953550338745
