,what,publication,published,an,article,about,tesla,in,1912,?
",",0.3087472915649414,0.2531280815601349,0.2937801778316498,0.3581022024154663,0.28605279326438904,0.3877100944519043,0.20599327981472015,0.5201468467712402,0.40148648619651794,0.31091248989105225
in,0.30808621644973755,0.2110367715358734,0.26697060465812683,0.2605783939361572,0.26153311133384705,0.39797019958496094,0.17097744345664978,1.0,0.392646461725235,0.20430970191955566
which,0.5261979103088379,0.24190150201320648,0.19621475040912628,0.3611921966075897,0.3171063959598541,0.4059852957725525,0.2203940600156784,0.4840516746044159,0.23436228930950165,0.25814583897590637
an,0.2821882665157318,0.13516660034656525,0.11590567231178284,1.0,0.2350708693265915,0.2700941264629364,0.13714656233787537,0.2605783939361572,0.27988550066947937,0.19793890416622162
artist,0.17610256373882294,0.23253190517425537,0.23787197470664978,0.2181558758020401,0.2466924488544464,0.11180449277162552,0.15840011835098267,0.18431559205055237,0.17027941346168518,0.1782921850681305
's,0.02692362666130066,-0.06007235124707222,0.01244857907295227,0.025255560874938965,-0.02360285259783268,-0.020936643704771996,0.06449045985937119,-0.037580832839012146,0.0013703773729503155,-0.023395681753754616
illustration,0.22580258548259735,0.3721142113208771,0.34693482518196106,0.16467849910259247,0.24755805730819702,0.19355294108390808,0.11678364127874374,0.209302619099617,0.039974771440029144,0.1417175829410553
appears,0.2502545416355133,0.258139044046402,0.27099257707595825,0.23733548820018768,0.3630172908306122,0.24091921746730804,0.01845243200659752,0.2565433084964752,0.138169065117836,0.22075983881950378
showing,0.2931436598300934,0.21729466319084167,0.2254304438829422,0.21766933798789978,0.23110413551330566,0.25479060411453247,0.125780388712883,0.2822064757347107,0.14283059537410736,0.23185425996780396
the,0.42745697498321533,0.24080322682857513,0.22017472982406616,0.4207492768764496,0.3329811692237854,0.37995871901512146,0.1324402391910553,0.6662389636039734,0.3937433958053589,0.22068053483963013
entire,0.37562522292137146,0.23893968760967255,0.10294707864522934,0.2959873676300049,0.33167335391044617,0.3122493326663971,0.07866550981998444,0.3347092568874359,0.1691184937953949,0.17068447172641754
earth,0.25883176922798157,0.1620825082063675,0.10954375565052032,0.15274131298065186,0.24740919470787048,0.252605140209198,0.15147079527378082,0.18566735088825226,0.1957164704799652,0.17717236280441284
cracking,0.275737464427948,0.22275535762310028,0.19746620953083038,0.1673094481229782,0.19013690948486328,0.24409858882427216,0.07875345647335052,0.26006028056144714,0.106571264564991,0.19001412391662598
in,0.30808621644973755,0.2110367715358734,0.26697060465812683,0.2605783939361572,0.26153311133384705,0.39797019958496094,0.17097744345664978,1.0,0.392646461725235,0.20430970191955566
half,0.13016436994075775,0.12082039564847946,0.13830049335956573,0.14947959780693054,0.12134748697280884,0.29187318682670593,0.15315528213977814,0.25644969940185547,0.15756134688854218,0.07471233606338501
with,0.2464839518070221,0.12595881521701813,0.1949073225259781,0.2730048894882202,0.23478515446186066,0.3347385823726654,0.16424812376499176,0.4080928862094879,0.1791830211877823,0.2433311939239502
the,0.42745697498321533,0.24080322682857513,0.22017472982406616,0.4207492768764496,0.3329811692237854,0.37995871901512146,0.1324402391910553,0.6662389636039734,0.3937433958053589,0.22068053483963013
caption,0.19806693494319916,0.20852015912532806,0.1570725291967392,0.14921621978282928,0.3289816081523895,0.1062927395105362,0.10924504697322845,0.17380176484584808,0.15086722373962402,0.20441654324531555
",",0.3087472915649414,0.2531280815601349,0.2937801778316498,0.3581022024154663,0.28605279326438904,0.3877100944519043,0.20599327981472015,0.5201468467712402,0.40148648619651794,0.31091248989105225
``,0.008517155423760414,0.012944514863193035,-0.08193813264369965,0.03770720958709717,0.025853512808680534,0.008102871477603912,0.04274534806609154,0.04765888676047325,0.013129027560353279,0.0685480609536171
tesla,0.23221199214458466,0.09171656519174576,0.16719935834407806,0.13714656233787537,0.14590303599834442,0.16756023466587067,0.9999999403953552,0.17097744345664978,0.15789027512073517,0.10250775516033173
claims,0.2397100329399109,0.2422458827495575,0.23209026455879211,0.15248773992061615,0.28323084115982056,0.22716867923736572,0.1567503809928894,0.15647023916244507,0.10161880403757095,0.18741291761398315
that,0.6297725439071655,0.2636457681655884,0.23603634536266327,0.365763783454895,0.41666144132614136,0.4500710964202881,0.22102725505828857,0.435920387506485,0.19178710877895355,0.32716336846351624
in,0.30808621644973755,0.2110367715358734,0.26697060465812683,0.2605783939361572,0.26153311133384705,0.39797019958496094,0.17097744345664978,1.0,0.392646461725235,0.20430970191955566
a,0.3320399522781372,0.1690656691789627,0.1993555724620819,0.44552403688430786,0.30913418531417847,0.34171196818351746,0.2211925983428955,0.539380669593811,0.3545309007167816,0.23916715383529663
few,0.2780759632587433,0.1792050302028656,0.1456930786371231,0.15133298933506012,0.2981884777545929,0.3883425295352936,0.12608137726783752,0.3588411808013916,0.1853235960006714,0.2334265559911728
weeks,0.23001721501350403,0.17283505201339722,0.15264379978179932,0.15625084936618805,0.2683899700641632,0.2454432249069214,0.09835390001535416,0.23300987482070923,0.15550808608531952,0.21667936444282532
he,0.3114890456199646,0.1671968400478363,0.23200413584709167,0.281929612159729,0.24431072175502777,0.2518255114555359,0.12373391538858414,0.41690486669540405,0.31784510612487793,0.2089974731206894
could,0.4188697934150696,0.18097108602523804,0.1504666954278946,0.24300263822078705,0.3629496991634369,0.29409685730934143,0.16634690761566162,0.29357993602752686,0.11194482445716858,0.3411986827850342
set,0.28954121470451355,0.1617843061685562,0.18187092244625092,0.19075638055801392,0.15458883345127106,0.2134382575750351,0.04138053581118584,0.2663729190826416,0.14153055846691132,0.1698019951581955
the,0.42745697498321533,0.24080322682857513,0.22017472982406616,0.4207492768764496,0.3329811692237854,0.37995871901512146,0.1324402391910553,0.6662389636039734,0.3937433958053589,0.22068053483963013
earth,0.25883176922798157,0.1620825082063675,0.10954375565052032,0.15274131298065186,0.24740919470787048,0.252605140209198,0.15147079527378082,0.18566735088825226,0.1957164704799652,0.17717236280441284
's,0.02692362666130066,-0.06007235124707222,0.01244857907295227,0.025255560874938965,-0.02360285259783268,-0.020936643704771996,0.06449045985937119,-0.037580832839012146,0.0013703773729503155,-0.023395681753754616
crust,0.22092486917972565,0.1896226704120636,0.1485225111246109,0.14407342672348022,0.22357819974422455,0.23522911965847015,0.15664628148078918,0.1749051809310913,0.17942799627780914,0.1887258142232895
into,0.2180619090795517,0.13826419413089752,0.19634698331356049,0.2105669528245926,0.19478368759155273,0.2791807949542999,0.13143925368785858,0.38021373748779297,0.13324950635433197,0.15662476420402527
such,0.23989605903625488,0.18684245645999908,0.131650909781456,0.2025681436061859,0.23355092108249664,0.24973522126674652,0.08131318539381027,0.2704046070575714,0.11490572988986969,0.17851735651493073
a,0.3320399522781372,0.1690656691789627,0.1993555724620819,0.44552403688430786,0.30913418531417847,0.34171196818351746,0.2211925983428955,0.539380669593811,0.3545309007167816,0.23916715383529663
state,0.24273863434791565,0.20381364226341248,0.13955633342266083,0.2181641161441803,0.16446204483509064,0.2187233716249466,0.1790231466293335,0.33316072821617126,0.24147111177444458,0.1160883978009224
of,0.33290785551071167,0.20938149094581604,0.23023100197315216,0.32280945777893066,0.25720444321632385,0.40939709544181824,0.18837453424930573,0.5696388483047485,0.32899144291877747,0.1826142966747284
vibration,0.27176472544670105,0.14902931451797485,0.10107813775539398,0.24810791015625,0.28402450680732727,0.14980633556842804,0.2898978292942047,0.17615503072738647,0.16633163392543793,0.22076012194156647
that,0.6297725439071655,0.2636457681655884,0.23603634536266327,0.365763783454895,0.41666144132614136,0.4500710964202881,0.22102725505828857,0.435920387506485,0.19178710877895355,0.32716336846351624
it,0.45803478360176086,0.1984821856021881,0.22625504434108734,0.39472338557243347,0.40533560514450073,0.4291239380836487,0.17596082389354706,0.5130809545516968,0.30977943539619446,0.25732165575027466
would,0.45766422152519226,0.16891178488731384,0.11605832725763321,0.2650099992752075,0.40502163767814636,0.2849528193473816,0.14290116727352142,0.30461156368255615,0.15820585191249847,0.37178951501846313
rise,0.23887591063976288,0.15920937061309814,0.1635788381099701,0.15885549783706665,0.11575796455144882,0.23694458603858948,0.12097392231225967,0.1934409737586975,0.07894251495599747,0.10799103230237961
and,0.31309178471565247,0.19146108627319336,0.22629010677337646,0.2838519215583801,0.23647621273994446,0.3875081241130829,0.19560420513153076,0.4954058527946472,0.320149302482605,0.20544172823429108
fall,0.26931828260421753,0.23829998075962067,0.2450459599494934,0.1605214923620224,0.1710222363471985,0.18441741168498993,0.09294824302196503,0.22958555817604065,0.21038708090782166,0.1656162142753601
hundreds,0.234964519739151,0.22709010541439056,0.17648030817508698,0.17152148485183716,0.2109411507844925,0.4068595767021179,0.15260672569274902,0.2818135917186737,0.17165245115756989,0.17484495043754578
of,0.33290785551071167,0.20938149094581604,0.23023100197315216,0.32280945777893066,0.25720444321632385,0.40939709544181824,0.18837453424930573,0.5696388483047485,0.32899144291877747,0.1826142966747284
feet,0.18749791383743286,0.09970347583293915,0.10266124457120895,0.14603291451931,0.16407571732997894,0.2910081744194031,0.10718390345573425,0.18039943277835846,0.20848679542541504,0.14855161309242249
and,0.31309178471565247,0.19146108627319336,0.22629010677337646,0.2838519215583801,0.23647621273994446,0.3875081241130829,0.19560420513153076,0.4954058527946472,0.320149302482605,0.20544172823429108
practically,0.29392746090888977,0.249452605843544,0.18622715771198273,0.21397900581359863,0.2764700949192047,0.24985505640506744,0.1507897526025772,0.23446941375732422,0.0876721516251564,0.1852397918701172
destroy,0.24247540533542633,0.06910887360572815,0.05813919007778168,0.20083719491958618,0.1800646334886551,0.1860915720462799,0.09364253282546997,0.2346177101135254,0.18019258975982666,0.1295877993106842
civilization,0.2616437077522278,0.2577616274356842,0.21420477330684662,0.14042434096336365,0.2339787483215332,0.23931658267974854,0.14661255478858948,0.2539329528808594,0.14712406694889069,0.17937326431274414
.,0.3567904531955719,0.18035659193992615,0.23857341706752777,0.3581749200820923,0.30669885873794556,0.42038556933403015,0.17949827015399933,0.5591574311256409,0.38314536213874817,0.4130953550338745
