,sleep,hormones,shift,the,cytokine,balance,to,which,cytokine,?
between,0.0796767920255661,0.17769896984100342,0.1601206213235855,0.39067012071609497,0.19790619611740112,0.24317757785320282,0.3639189600944519,0.395174115896225,0.19790619611740112,0.12887074053287506
apcs,0.25157225131988525,0.33357590436935425,0.22972199320793152,0.21776585280895233,0.32303139567375183,0.17334802448749542,0.198138028383255,0.2728254497051239,0.32303139567375183,0.14169064164161682
and,0.2224324643611908,0.28229668736457825,0.14999838173389435,0.5171257257461548,0.22723272442817688,0.2617957592010498,0.48971283435821533,0.506277859210968,0.22723272442817688,0.20544172823429108
t-cells,0.1976413130760193,0.5095889568328857,0.14877821505069733,0.23944512009620667,0.5776234865188599,0.25230154395103455,0.2682721018791199,0.34379488229751587,0.5776234865188599,0.17387129366397858
",",0.22850069403648376,0.20446665585041046,0.17336823046207428,0.4933079481124878,0.18891043961048126,0.2039237916469574,0.44245919585227966,0.3658004403114319,0.18891043961048126,0.31091248989105225
a,0.1731252670288086,0.2068326324224472,0.18296891450881958,0.5829201340675354,0.26982083916664124,0.28219178318977356,0.45503583550453186,0.56894451379776,0.26982083916664124,0.23916715383529663
shift,0.2703447937965393,0.12702099978923798,1.0,0.20870792865753174,0.27268490195274353,0.28467291593551636,0.23390066623687744,0.22165518999099731,0.27268490195274353,0.1848975419998169
of,0.20480428636074066,0.23877643048763275,0.12892109155654907,0.733189046382904,0.22686471045017242,0.2267034351825714,0.41548454761505127,0.5011631846427917,0.22686471045017242,0.1826142966747284
the,0.20454104244709015,0.2688761353492737,0.20870792865753174,1.0,0.27381086349487305,0.2858610153198242,0.535392165184021,0.6521818041801453,0.27381086349487305,0.22068053483963013
th1/th2,0.1109028235077858,0.08572445809841156,0.1252962350845337,0.30033883452415466,0.061374373733997345,0.18602687120437622,0.20954172313213348,0.25283586978912354,0.061374373733997345,0.403146892786026
cytokine,0.2579028308391571,0.6060170531272888,0.27268490195274353,0.27381086349487305,1.0,0.2777271568775177,0.212319478392601,0.40616849064826965,1.0,0.1463787853717804
balance,0.24773535132408142,0.2922115921974182,0.28467291593551636,0.2858610153198242,0.2777271568775177,0.9999998807907104,0.2728893756866455,0.31846559047698975,0.2777271568775177,0.2381676584482193
towards,0.1131959781050682,0.18955223262310028,0.2656506299972534,0.31815874576568604,0.2112933248281479,0.2540670931339264,0.3675195574760437,0.28878316283226013,0.2112933248281479,0.13023285567760468
one,0.19015491008758545,0.22185596823692322,0.22059907019138336,0.5514441132545471,0.23116573691368103,0.25438615679740906,0.4025384783744812,0.510688066482544,0.23116573691368103,0.2673267424106598
that,0.22555981576442719,0.2809085249900818,0.22266706824302673,0.5473989248275757,0.29832693934440613,0.3488543629646301,0.5436353087425232,0.6894589066505432,0.29832693934440613,0.32716336846351624
supports,0.0679793730378151,0.16322782635688782,0.11810190230607986,0.2929544150829315,0.158383309841156,0.24720677733421326,0.22445392608642578,0.29834190011024475,0.158383309841156,0.15266138315200806
th1,0.17054028809070587,0.1745266616344452,0.12716424465179443,0.35371947288513184,0.1886376142501831,0.2750696539878845,0.27934399247169495,0.34456172585487366,0.1886376142501831,0.2754550874233246
",",0.22850069403648376,0.20446665585041046,0.17336823046207428,0.4933079481124878,0.18891043961048126,0.2039237916469574,0.44245919585227966,0.3658004403114319,0.18891043961048126,0.31091248989105225
an,0.10238473862409592,0.19173283874988556,0.1565345972776413,0.4207492768764496,0.2216886729001999,0.19897520542144775,0.3138085603713989,0.3611921966075897,0.2216886729001999,0.19793890416622162
increase,0.20222777128219604,0.33622097969055176,0.26287969946861267,0.32049667835235596,0.3624877333641052,0.3667142987251282,0.3378143310546875,0.3720623254776001,0.3624877333641052,0.11119163036346436
in,0.23918524384498596,0.2270275205373764,0.17035029828548431,0.6662389636039734,0.2375919669866562,0.1693015992641449,0.45010748505592346,0.4840516746044159,0.2375919669866562,0.20430970191955566
overall,0.090208999812603,0.1051078736782074,0.12707476317882538,0.31739529967308044,0.18254943192005157,0.2411656230688095,0.2557717263698578,0.2324242889881134,0.18254943192005157,0.18573027849197388
th,0.0939817875623703,0.11660467088222504,0.16649919748306274,0.36360010504722595,0.17920789122581482,0.14418663084506989,0.2009841352701187,0.19200968742370605,0.17920789122581482,0.16106340289115906
cell,0.16003639996051788,0.4369807839393616,0.16998542845249176,0.15822452306747437,0.5623936057090759,0.21252846717834473,0.19730474054813385,0.26335951685905457,0.5623936057090759,0.2058541625738144
proliferation,0.17904292047023773,0.42529773712158203,0.29050520062446594,0.3291037678718567,0.4567970633506775,0.33975154161453247,0.2793785631656647,0.39082828164100647,0.4567970633506775,0.23579323291778564
",",0.22850069403648376,0.20446665585041046,0.17336823046207428,0.4933079481124878,0.18891043961048126,0.2039237916469574,0.44245919585227966,0.3658004403114319,0.18891043961048126,0.31091248989105225
and,0.2224324643611908,0.28229668736457825,0.14999838173389435,0.5171257257461548,0.22723272442817688,0.2617957592010498,0.48971283435821533,0.506277859210968,0.22723272442817688,0.20544172823429108
naïve,0.1511588990688324,0.26436325907707214,0.20432253181934357,0.2765539586544037,0.29568740725517273,0.23403353989124298,0.28748035430908203,0.3009888529777527,0.29568740725517273,0.2391190528869629
t,0.18974244594573975,0.1972273290157318,0.15572914481163025,0.2083338052034378,0.22834716737270355,0.22241844236850739,0.30417174100875854,0.21813765168190002,0.22834716737270355,0.4954066574573517
cell,0.16003639996051788,0.4369807839393616,0.16998542845249176,0.15822452306747437,0.5623936057090759,0.21252846717834473,0.19730474054813385,0.26335951685905457,0.5623936057090759,0.2058541625738144
migration,0.14608044922351837,0.26264896988868713,0.23800092935562134,0.3215121030807495,0.2844311594963074,0.20317448675632477,0.2593892216682434,0.30105099081993103,0.2844311594963074,0.1366364061832428
to,0.22335325181484222,0.25030994415283203,0.23390066623687744,0.535392165184021,0.212319478392601,0.2728893756866455,1.0,0.5345056653022766,0.212319478392601,0.29463258385658264
lymph,0.30939438939094543,0.49838975071907043,0.14670543372631073,0.24936537444591522,0.5444155335426331,0.23248252272605896,0.25461438298225403,0.29399317502975464,0.5444155335426331,0.1504139006137848
nodes,0.18083921074867249,0.3615562617778778,0.1676914393901825,0.2303076535463333,0.4082246720790863,0.20023185014724731,0.21396443247795105,0.33258938789367676,0.4082246720790863,0.13301098346710205
.,0.25573426485061646,0.2792101502418518,0.14610476791858673,0.5934505462646484,0.2158391773700714,0.24091094732284546,0.4645031690597534,0.45942068099975586,0.2158391773700714,0.4130953550338745
