,how,far,did,the,second,block,",",as-202,",",travel,downrange,in,km,?
(,0.1676948219537735,0.20085982978343964,0.18979617953300476,0.33289089798927307,0.27435752749443054,0.19340020418167114,0.6363511681556702,0.16209818422794342,0.6363511681556702,0.1326044797897339,0.24581749737262726,0.3087427020072937,0.14949123561382294,0.40561532974243164
"1,142.9",0.2122226506471634,0.1190798357129097,0.19570320844650269,0.029636064544320107,0.03132404759526253,-0.010936195030808449,-0.010661852546036243,-0.06743302196264267,-0.010661852546036243,0.10618647187948227,0.07101891189813614,0.009337798692286015,-0.06754224002361298,-0.01610339619219303
km,0.10687907040119171,0.2795490324497223,0.02744879759848118,0.21376769244670868,0.19556201994419098,0.14694689214229584,0.2232249528169632,0.02763221226632595,0.2232249528169632,0.2794283926486969,0.2829037606716156,0.21900252997875214,1.0,0.08180338144302368
),0.17939934134483337,0.20805810391902924,0.18584993481636047,0.3456730246543884,0.29819294810295105,0.20438170433044434,0.63033527135849,0.18117676675319672,0.63033527135849,0.15050293505191803,0.2636732757091522,0.3326910734176636,0.20649372041225433,0.42300865054130554
altitude,0.18445754051208496,0.18459786474704742,0.09068340808153152,0.3051438629627228,0.11656589061021805,0.10772499442100525,0.23658446967601776,0.08980586379766464,0.23658446967601776,0.2028336077928543,0.3882209360599518,0.2515891492366791,0.3929648697376251,0.10065968334674835
and,0.33647966384887695,0.3353408873081207,0.34479495882987976,0.5171257257461548,0.2743909955024719,0.19999995827674866,0.6633074283599854,0.09546179324388504,0.6633074283599854,0.24324584007263184,0.4049842655658722,0.4954058527946472,0.22458887100219727,0.20544172823429108
was,0.16678167879581451,0.24026422202587128,0.41399896144866943,0.48711544275283813,0.3858029544353485,0.1182115375995636,0.45456063747406006,0.08147609978914261,0.45456063747406006,0.1548587530851364,0.23529507219791412,0.45514053106307983,0.19512154161930084,0.18412111699581146
recovered,0.158201202750206,0.2127903699874878,0.2646656334400177,0.2614712417125702,0.2125379890203476,0.11022303998470306,0.2676272988319397,0.01706455834209919,0.2676272988319397,0.11766354739665985,0.2696387469768524,0.2665027976036072,0.1732454150915146,0.08912046253681183
"13,900",0.013270927593111992,-0.05702526867389679,0.16796055436134338,0.13560757040977478,0.18129518628120422,-0.04452354460954666,0.04241365194320679,0.08717790991067886,0.04241365194320679,0.0013714104425162077,-0.029426679015159607,0.12933564186096191,-0.03442954644560814,0.10858422517776489
nautical,0.14955495297908783,0.29891669750213623,0.12061729282140732,0.27302607893943787,0.1890249103307724,0.077841617166996,0.24917243421077728,0.1397765874862671,0.24917243421077728,0.31602615118026733,0.24747638404369354,0.22226013243198395,0.472442626953125,0.1162405014038086
miles,0.13798850774765015,0.31905147433280945,0.10529203712940216,0.25706055760383606,0.19420474767684937,0.09585235267877579,0.29495540261268616,0.09735969454050064,0.29495540261268616,0.3001697361469269,0.3092680871486664,0.22700901329517365,0.70199054479599,0.09363767504692078
(,0.1676948219537735,0.20085982978343964,0.18979617953300476,0.33289089798927307,0.27435752749443054,0.19340020418167114,0.6363511681556702,0.16209818422794342,0.6363511681556702,0.1326044797897339,0.24581749737262726,0.3087427020072937,0.14949123561382294,0.40561532974243164
"25,700",0.09652633219957352,-0.015566234476864338,0.1059277281165123,0.017786817625164986,0.08987382799386978,0.05998896434903145,0.23377540707588196,0.036194268614053726,0.23377540707588196,0.12759174406528473,0.08615903556346893,0.08891027420759201,0.05540699139237404,0.13824015855789185
km,0.10687907040119171,0.2795490324497223,0.02744879759848118,0.21376769244670868,0.19556201994419098,0.14694689214229584,0.2232249528169632,0.02763221226632595,0.2232249528169632,0.2794283926486969,0.2829037606716156,0.21900252997875214,1.0,0.08180338144302368
),0.17939934134483337,0.20805810391902924,0.18584993481636047,0.3456730246543884,0.29819294810295105,0.20438170433044434,0.63033527135849,0.18117676675319672,0.63033527135849,0.15050293505191803,0.2636732757091522,0.3326910734176636,0.20649372041225433,0.42300865054130554
downrange,0.31934285163879395,0.3452034294605255,0.2810119688510895,0.3940010964870453,0.2005048543214798,0.3561968505382538,0.4069873094558716,0.07720992714166641,0.4069873094558716,0.24510979652404785,1.0,0.3566829562187195,0.2829037606716156,0.21788059175014496
in,0.2601168751716614,0.2599720060825348,0.2593238651752472,0.6662389636039734,0.34510284662246704,0.1659933477640152,0.5201468467712402,0.06879657506942749,0.5201468467712402,0.22463937103748322,0.3566829562187195,1.0,0.21900252997875214,0.20430970191955566
the,0.33890387415885925,0.38564538955688477,0.34736719727516174,1.0,0.4620301127433777,0.20056472718715668,0.4933079481124878,0.13330699503421783,0.4933079481124878,0.2857808768749237,0.3940010964870453,0.6662389636039734,0.21376769244670868,0.22068053483963013
pacific,0.11169099807739258,0.20169180631637573,0.18718315660953522,0.28543707728385925,0.16035959124565125,0.06014232337474823,0.2034771740436554,0.08644624799489975,0.2034771740436554,0.11888540536165237,0.1873849630355835,0.19652380049228668,0.14982615411281586,0.13060949742794037
ocean,0.17809687554836273,0.2682425081729889,0.15285742282867432,0.3185477554798126,0.14855003356933594,0.09221291542053223,0.27962222695350647,0.0525609627366066,0.27962222695350647,0.24597005546092987,0.3155424892902374,0.22995012998580933,0.27765265107154846,0.15205028653144836
.,0.3287222981452942,0.3168189823627472,0.35288307070732117,0.5934505462646484,0.346034437417984,0.24829226732254028,0.6812511086463928,0.20201519131660461,0.6812511086463928,0.22954578697681427,0.4062758684158325,0.5591574311256409,0.20250509679317474,0.4130953550338745
,how,far,did,the,second,block,",",as-202,",",travel,downrange,in,km,?
the,0.33890387415885925,0.38564538955688477,0.34736719727516174,1.0,0.4620301127433777,0.20056472718715668,0.4933079481124878,0.13330699503421783,0.4933079481124878,0.2857808768749237,0.3940010964870453,0.6662389636039734,0.21376769244670868,0.22068053483963013
first,0.27731001377105713,0.194528266787529,0.33691170811653137,0.49448907375335693,0.6953977942466736,0.1333039402961731,0.34503069519996643,0.1550365686416626,0.34503069519996643,0.23025411367416382,0.23247963190078735,0.4127444326877594,0.14316502213478088,0.18701928853988647
",",0.22659391164779663,0.346853643655777,0.3015086054801941,0.4933079481124878,0.29927265644073486,0.24290941655635834,1.0000001192092896,0.1340581774711609,1.0000001192092896,0.2159072756767273,0.4069873094558716,0.5201468467712402,0.2232249528169632,0.31091248989105225
as-201,0.10810694843530655,0.10576122254133224,0.11446879059076309,0.1252172887325287,0.09588328748941422,0.04883705452084541,0.12820786237716675,0.9766252040863037,0.12820786237716675,0.09819606691598892,0.07450767606496811,0.07624770700931549,0.014838218688964844,0.17301934957504272
launched,0.07401483505964279,0.11216722428798676,0.1794346421957016,0.2547066807746887,0.22767192125320435,0.1778470128774643,0.222664475440979,0.19281935691833496,0.222664475440979,0.268964022397995,0.1957027167081833,0.18876992166042328,0.1716182827949524,0.1803835779428482
on,0.32655060291290283,0.30512481927871704,0.2670976221561432,0.5107308030128479,0.26659107208251953,0.27317050099372864,0.49057599902153015,0.11298602819442749,0.49057599902153015,0.22256895899772644,0.3730999231338501,0.46853652596473694,0.169756218791008,0.2714994251728058
february,0.1331711709499359,0.2133418321609497,0.25426602363586426,0.26483774185180664,0.23500721156597137,0.17341887950897217,0.43470194935798645,0.10869988054037094,0.43470194935798645,0.1132110208272934,0.21153245866298676,0.2990526556968689,0.19604556262493134,0.29594847559928894
26,0.02506413869559765,0.046995438635349274,0.06409474462270737,0.11227777600288391,0.08024529367685318,0.05025271326303482,0.05263780802488327,-0.015926344320178032,0.05263780802488327,0.08126815408468246,0.03857186436653137,0.06889026612043381,0.045876286923885345,-0.05200668424367905
",",0.22659391164779663,0.346853643655777,0.3015086054801941,0.4933079481124878,0.29927265644073486,0.24290941655635834,1.0000001192092896,0.1340581774711609,1.0000001192092896,0.2159072756767273,0.4069873094558716,0.5201468467712402,0.2232249528169632,0.31091248989105225
reached,0.12375093251466751,0.2323249876499176,0.24863581359386444,0.29860952496528625,0.2627360224723816,0.1145956963300705,0.26771560311317444,0.10267537832260132,0.26771560311317444,0.22625523805618286,0.2465735524892807,0.24389809370040894,0.18596282601356506,0.1518019139766693
an,0.2520636022090912,0.17961110174655914,0.22598257660865784,0.4207492768764496,0.2587711215019226,0.19623543322086334,0.3581022024154663,0.16641445457935333,0.3581022024154663,0.15699464082717896,0.2542647123336792,0.2605783939361572,0.11347363889217377,0.19793890416622162
altitude,0.18445754051208496,0.18459786474704742,0.09068340808153152,0.3051438629627228,0.11656589061021805,0.10772499442100525,0.23658446967601776,0.08980586379766464,0.23658446967601776,0.2028336077928543,0.3882209360599518,0.2515891492366791,0.3929648697376251,0.10065968334674835
of,0.2480744868516922,0.3005201518535614,0.2513895630836487,0.733189046382904,0.353416383266449,0.1477721929550171,0.4946078956127167,0.1440337896347046,0.4946078956127167,0.23167268931865692,0.34666362404823303,0.5696388483047485,0.2376161366701126,0.1826142966747284
265.7,-0.16121917963027954,-0.03936166316270828,-0.029775936156511307,-0.11734277009963989,0.006835591048002243,-0.04039503633975983,0.016073161736130714,-0.02412022091448307,0.016073161736130714,-0.13253523409366608,-0.14470240473747253,-0.02821970358490944,0.022450514137744904,0.04448144510388374
nautical,0.14955495297908783,0.29891669750213623,0.12061729282140732,0.27302607893943787,0.1890249103307724,0.077841617166996,0.24917243421077728,0.1397765874862671,0.24917243421077728,0.31602615118026733,0.24747638404369354,0.22226013243198395,0.472442626953125,0.1162405014038086
miles,0.13798850774765015,0.31905147433280945,0.10529203712940216,0.25706055760383606,0.19420474767684937,0.09585235267877579,0.29495540261268616,0.09735969454050064,0.29495540261268616,0.3001697361469269,0.3092680871486664,0.22700901329517365,0.70199054479599,0.09363767504692078
(,0.1676948219537735,0.20085982978343964,0.18979617953300476,0.33289089798927307,0.27435752749443054,0.19340020418167114,0.6363511681556702,0.16209818422794342,0.6363511681556702,0.1326044797897339,0.24581749737262726,0.3087427020072937,0.14949123561382294,0.40561532974243164
492.1,-0.05714183300733566,-0.08462309092283249,-0.032568998634815216,-0.009264148771762848,0.0911775529384613,-0.10102126002311707,0.039592523127794266,-0.053520653396844864,0.039592523127794266,-0.06455320864915848,-0.061642225831747055,-0.02529076859354973,-0.08704113215208054,0.056449200958013535
km,0.10687907040119171,0.2795490324497223,0.02744879759848118,0.21376769244670868,0.19556201994419098,0.14694689214229584,0.2232249528169632,0.02763221226632595,0.2232249528169632,0.2794283926486969,0.2829037606716156,0.21900252997875214,1.0,0.08180338144302368
),0.17939934134483337,0.20805810391902924,0.18584993481636047,0.3456730246543884,0.29819294810295105,0.20438170433044434,0.63033527135849,0.18117676675319672,0.63033527135849,0.15050293505191803,0.2636732757091522,0.3326910734176636,0.20649372041225433,0.42300865054130554
and,0.33647966384887695,0.3353408873081207,0.34479495882987976,0.5171257257461548,0.2743909955024719,0.19999995827674866,0.6633074283599854,0.09546179324388504,0.6633074283599854,0.24324584007263184,0.4049842655658722,0.4954058527946472,0.22458887100219727,0.20544172823429108
splashed,0.1735585629940033,0.21283437311649323,0.21611371636390686,0.37663930654525757,0.19071264564990997,0.19967418909072876,0.267974853515625,0.007034317124634981,0.267974853515625,0.19763128459453583,0.3765447437763214,0.295205682516098,0.19618594646453857,0.09715722501277924
down,0.26204726099967957,0.2416251301765442,0.2029697746038437,0.3325848877429962,0.19302259385585785,0.20463180541992188,0.23362469673156738,0.1504729837179184,0.23362469673156738,0.1692793369293213,0.5511019229888916,0.2321847528219223,0.108672134578228,0.13836295902729034
"4,577",0.03442734107375145,-0.026449264958500862,0.011948364786803722,0.007260249461978674,0.047546688467264175,-0.004070641938596964,0.004382930230349302,0.04827503114938736,0.004382930230349302,0.03721780329942703,0.018667977303266525,0.006171622779220343,0.07469843327999115,-0.04950832948088646
nautical,0.14955495297908783,0.29891669750213623,0.12061729282140732,0.27302607893943787,0.1890249103307724,0.077841617166996,0.24917243421077728,0.1397765874862671,0.24917243421077728,0.31602615118026733,0.24747638404369354,0.22226013243198395,0.472442626953125,0.1162405014038086
miles,0.13798850774765015,0.31905147433280945,0.10529203712940216,0.25706055760383606,0.19420474767684937,0.09585235267877579,0.29495540261268616,0.09735969454050064,0.29495540261268616,0.3001697361469269,0.3092680871486664,0.22700901329517365,0.70199054479599,0.09363767504692078
(,0.1676948219537735,0.20085982978343964,0.18979617953300476,0.33289089798927307,0.27435752749443054,0.19340020418167114,0.6363511681556702,0.16209818422794342,0.6363511681556702,0.1326044797897339,0.24581749737262726,0.3087427020072937,0.14949123561382294,0.40561532974243164
"8,477",0.13610972464084625,-0.007004866376519203,0.056337565183639526,0.06476502120494843,-0.033632293343544006,0.11781981587409973,0.0833335667848587,-0.0359949916601181,0.0833335667848587,-0.12303229421377182,0.12676984071731567,0.08736063539981842,-0.10131361335515976,0.13226725161075592
km,0.10687907040119171,0.2795490324497223,0.02744879759848118,0.21376769244670868,0.19556201994419098,0.14694689214229584,0.2232249528169632,0.02763221226632595,0.2232249528169632,0.2794283926486969,0.2829037606716156,0.21900252997875214,1.0,0.08180338144302368
),0.17939934134483337,0.20805810391902924,0.18584993481636047,0.3456730246543884,0.29819294810295105,0.20438170433044434,0.63033527135849,0.18117676675319672,0.63033527135849,0.15050293505191803,0.2636732757091522,0.3326910734176636,0.20649372041225433,0.42300865054130554
downrange,0.31934285163879395,0.3452034294605255,0.2810119688510895,0.3940010964870453,0.2005048543214798,0.3561968505382538,0.4069873094558716,0.07720992714166641,0.4069873094558716,0.24510979652404785,1.0,0.3566829562187195,0.2829037606716156,0.21788059175014496
in,0.2601168751716614,0.2599720060825348,0.2593238651752472,0.6662389636039734,0.34510284662246704,0.1659933477640152,0.5201468467712402,0.06879657506942749,0.5201468467712402,0.22463937103748322,0.3566829562187195,1.0,0.21900252997875214,0.20430970191955566
the,0.33890387415885925,0.38564538955688477,0.34736719727516174,1.0,0.4620301127433777,0.20056472718715668,0.4933079481124878,0.13330699503421783,0.4933079481124878,0.2857808768749237,0.3940010964870453,0.6662389636039734,0.21376769244670868,0.22068053483963013
atlantic,0.16433286666870117,0.21462900936603546,0.16449733078479767,0.31052014231681824,0.19395321607589722,0.09478588402271271,0.2596197724342346,0.05203142762184143,0.2596197724342346,0.23406429588794708,0.24911117553710938,0.23876288533210754,0.21742059290409088,0.15355663001537323
ocean,0.17809687554836273,0.2682425081729889,0.15285742282867432,0.3185477554798126,0.14855003356933594,0.09221291542053223,0.27962222695350647,0.0525609627366066,0.27962222695350647,0.24597005546092987,0.3155424892902374,0.22995012998580933,0.27765265107154846,0.15205028653144836
.,0.3287222981452942,0.3168189823627472,0.35288307070732117,0.5934505462646484,0.346034437417984,0.24829226732254028,0.6812511086463928,0.20201519131660461,0.6812511086463928,0.22954578697681427,0.4062758684158325,0.5591574311256409,0.20250509679317474,0.4130953550338745
