,who,was,the,war,of,currents,waged,between,?
1886,0.10808108001947403,0.15760818123817444,0.16194075345993042,0.19990329444408417,0.2039724886417389,0.0056589581072330475,0.15812906622886658,0.10515320301055908,0.15507127344608307
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.29695844650268555,0.5116966962814331,0.32871830463409424,0.24619238078594208,0.40645647048950195,0.20544172823429108
had,0.36173108220100403,0.5927209258079529,0.3875846862792969,0.29970744252204895,0.37755560874938965,0.1706344485282898,0.41180700063705444,0.28245165944099426,0.20728366076946259
reached,0.14704298973083496,0.3110939562320709,0.29860952496528625,0.17008735239505768,0.18604008853435516,0.2101897895336151,0.2559259235858917,0.2285044938325882,0.1518019139766693
the,0.3733934462070465,0.48711544275283813,1.0,0.366199791431427,0.733189046382904,0.30279916524887085,0.23674006760120392,0.39067012071609497,0.22068053483963013
point,0.15094248950481415,0.17757032811641693,0.3084787130355835,0.1489233374595642,0.269877165555954,0.223961740732193,0.08710237592458725,0.20469585061073303,0.19189560413360596
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.31680163741111755,1.0,0.2825077772140503,0.22404660284519196,0.3737983703613281,0.1826142966747284
all-out,0.25635233521461487,0.3316836655139923,0.3733347952365875,0.2983939051628113,0.2981528043746948,0.2239055633544922,0.22575636208057404,0.2132481187582016,0.3975675106048584
warfare,0.20980967581272125,0.22386129200458527,0.257932186126709,0.4759093225002289,0.23136936128139496,0.22370260953903198,0.29611510038375854,0.17434991896152496,0.1583555042743683
by,0.39727845788002014,0.4752357602119446,0.4408751428127289,0.18974854052066803,0.3646814823150635,0.21828332543373108,0.2579875588417053,0.28115302324295044,0.17966607213020325
1888,0.13229268789291382,0.1682576835155487,0.2002750039100647,0.11695430427789688,0.16667240858078003,0.2851009666919708,0.1284181773662567,0.24324312806129456,0.07625395059585571
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.3000848889350891,0.5352458953857422,0.2224021852016449,0.23214507102966309,0.30295518040657043,0.4130953550338745
