,which,country,today,is,a,remnant,of,the,ottoman,empire,?
with,0.46403205394744873,0.24760155379772186,0.22647687792778015,0.3250955045223236,0.3783375024795532,0.1835605800151825,0.41827285289764404,0.4223487675189972,0.13219141960144043,0.16165103018283844,0.2433311939239502
the,0.6521818041801453,0.30432501435279846,0.35740926861763,0.5823672413825989,0.5829201340675354,0.30171096324920654,0.733189046382904,1.0,0.2623080313205719,0.32532164454460144,0.22068053483963013
imperial,0.21323533356189728,0.12035691738128662,0.1464059203863144,0.1544359028339386,0.1928369700908661,0.11636070162057877,0.3205159604549408,0.3074202835559845,0.27063608169555664,0.3880499303340912,0.10900196433067322
ambition,0.18599627912044525,0.21121594309806824,0.11058665066957474,0.17131036520004272,0.2559567093849182,0.16122174263000488,0.19168588519096375,0.2179797738790512,0.1943853795528412,0.23596836626529694,0.14646735787391663
of,0.5011631846427917,0.28866857290267944,0.3291318118572235,0.4854315221309662,0.5052502155303955,0.2425432801246643,1.0,0.733189046382904,0.239910289645195,0.30522286891937256,0.1826142966747284
recovering,0.2906225323677063,0.1220918670296669,0.2143729031085968,0.2533832788467407,0.2923569083213806,0.32815730571746826,0.29216983914375305,0.33151477575302124,0.1946549266576767,0.20628350973129272,0.10804368555545807
its,0.5154205560684204,0.25601598620414734,0.2839072048664093,0.4447362422943115,0.4424409866333008,0.262743204832077,0.48690423369407654,0.559237003326416,0.18237708508968353,0.22907911241054535,0.15103481709957123
lost,0.2536070644855499,0.16014474630355835,0.16178004443645477,0.18998044729232788,0.24504798650741577,0.1968286633491516,0.2878951132297516,0.3376973867416382,0.19292670488357544,0.22720672190189362,0.15261413156986237
territories,0.2560177445411682,0.33730220794677734,0.17592200636863708,0.12577515840530396,0.15218117833137512,0.22276081144809723,0.2877243757247925,0.30191943049430847,0.33168110251426697,0.4287967085838318,0.11298645287752151
",",0.3658004403114319,0.27878350019454956,0.3282252550125122,0.4691906273365021,0.427140474319458,0.2536679208278656,0.4946078956127167,0.4933079481124878,0.22751282155513763,0.27646857500076294,0.31091248989105225
but,0.55336993932724,0.23934052884578705,0.3997388780117035,0.4106791317462921,0.44750767946243286,0.28987160325050354,0.39942997694015503,0.4859698414802551,0.2168722003698349,0.22501397132873535,0.27921953797340393
it,0.616637647151947,0.2677888870239258,0.3544831871986389,0.6328473687171936,0.5452592968940735,0.2932780385017395,0.38761502504348755,0.6251175999641418,0.19996459782123566,0.24114786088466644,0.25732165575027466
dissolved,0.3106524348258972,0.16436724364757538,0.1644139587879181,0.18659919500350952,0.18614472448825836,0.3160918653011322,0.26551976799964905,0.2815038561820984,0.20278741419315338,0.23084938526153564,0.10801826417446136
in,0.4840516746044159,0.3040012717247009,0.3300545811653137,0.5394441485404968,0.539380669593811,0.2387097030878067,0.5696388483047485,0.6662389636039734,0.17080391943454742,0.24110576510429382,0.20430970191955566
the,0.6521818041801453,0.30432501435279846,0.35740926861763,0.5823672413825989,0.5829201340675354,0.30171096324920654,0.733189046382904,1.0,0.2623080313205719,0.32532164454460144,0.22068053483963013
aftermath,0.19408832490444183,0.19724099338054657,0.04274182766675949,0.07062782347202301,0.1923392117023468,0.22893723845481873,0.18747471272945404,0.24227569997310638,0.21144942939281464,0.24599838256835938,0.13848184049129486
of,0.5011631846427917,0.28866857290267944,0.3291318118572235,0.4854315221309662,0.5052502155303955,0.2425432801246643,1.0,0.733189046382904,0.239910289645195,0.30522286891937256,0.1826142966747284
world,0.29213306307792664,0.3171674609184265,0.27688682079315186,0.24458536505699158,0.22239887714385986,0.12565308809280396,0.2828933000564575,0.33604270219802856,0.21087487041950226,0.2976376414299011,0.17579582333564758
war,0.2244700789451599,0.21829617023468018,0.24028059840202332,0.18502555787563324,0.2368277609348297,0.22540634870529175,0.31680163741111755,0.366199791431427,0.38796868920326233,0.39422088861465454,0.15510529279708862
i,0.25654318928718567,0.18527325987815857,0.20384860038757324,0.25362417101860046,0.3155658543109894,0.20311219990253448,0.25849398970603943,0.26687872409820557,0.296351820230484,0.24779938161373138,0.4695145785808563
",",0.3658004403114319,0.27878350019454956,0.3282252550125122,0.4691906273365021,0.427140474319458,0.2536679208278656,0.4946078956127167,0.4933079481124878,0.22751282155513763,0.27646857500076294,0.31091248989105225
leading,0.28280946612358093,0.14854960143566132,0.20817840099334717,0.18661020696163177,0.26281067728996277,0.22244948148727417,0.29180192947387695,0.3809107840061188,0.20276790857315063,0.1539468914270401,0.1360926628112793
to,0.5345056653022766,0.31281599402427673,0.3122048079967499,0.42745086550712585,0.45503583550453186,0.20778398215770721,0.41548454761505127,0.535392165184021,0.19054467976093292,0.21448755264282227,0.29463258385658264
the,0.6521818041801453,0.30432501435279846,0.35740926861763,0.5823672413825989,0.5829201340675354,0.30171096324920654,0.733189046382904,1.0,0.2623080313205719,0.32532164454460144,0.22068053483963013
emergence,0.25873759388923645,0.10288862884044647,0.22466729581356049,0.18519210815429688,0.21257740259170532,0.24398799240589142,0.26214295625686646,0.2610148787498474,0.1449037492275238,0.197711780667305,0.14006496965885162
of,0.5011631846427917,0.28866857290267944,0.3291318118572235,0.4854315221309662,0.5052502155303955,0.2425432801246643,1.0,0.733189046382904,0.239910289645195,0.30522286891937256,0.1826142966747284
the,0.6521818041801453,0.30432501435279846,0.35740926861763,0.5823672413825989,0.5829201340675354,0.30171096324920654,0.733189046382904,1.0,0.2623080313205719,0.32532164454460144,0.22068053483963013
new,0.33739399909973145,0.17981185019016266,0.23333364725112915,0.2208656519651413,0.3214259147644043,0.09583722054958344,0.343457967042923,0.3845241069793701,0.11745486408472061,0.1915034055709839,0.14782847464084625
state,0.27248382568359375,0.34785258769989014,0.19938209652900696,0.2627358138561249,0.25097307562828064,0.16171619296073914,0.34253445267677307,0.3097178041934967,0.23318558931350708,0.30762815475463867,0.1160883978009224
of,0.5011631846427917,0.28866857290267944,0.3291318118572235,0.4854315221309662,0.5052502155303955,0.2425432801246643,1.0,0.733189046382904,0.239910289645195,0.30522286891937256,0.1826142966747284
turkey,0.2019263207912445,0.33972838521003723,0.21601052582263947,0.1923259049654007,0.1961304098367691,0.1581721007823944,0.23812313377857208,0.245133638381958,0.5123915672302246,0.2835206687450409,0.19889959692955017
in,0.4840516746044159,0.3040012717247009,0.3300545811653137,0.5394441485404968,0.539380669593811,0.2387097030878067,0.5696388483047485,0.6662389636039734,0.17080391943454742,0.24110576510429382,0.20430970191955566
the,0.6521818041801453,0.30432501435279846,0.35740926861763,0.5823672413825989,0.5829201340675354,0.30171096324920654,0.733189046382904,1.0,0.2623080313205719,0.32532164454460144,0.22068053483963013
ottoman,0.19170889258384705,0.2224021553993225,0.18857330083847046,0.10873822122812271,0.15384846925735474,0.2584763169288635,0.239910289645195,0.2623080313205719,0.9999999403953552,0.5869483351707458,0.14455440640449524
anatolian,0.19702312350273132,0.11389609426259995,0.1737489551305771,0.18643714487552643,0.18021494150161743,0.23415671288967133,0.22104406356811523,0.279081791639328,0.4980252683162689,0.3518086075782776,0.10557496547698975
heartland,0.2684161365032196,0.2674735188484192,0.21564489603042603,0.24927346408367157,0.2556913197040558,0.27408868074417114,0.3071170747280121,0.33163535594940186,0.2576507329940796,0.35169291496276855,0.10733076930046082
",",0.3658004403114319,0.27878350019454956,0.3282252550125122,0.4691906273365021,0.427140474319458,0.2536679208278656,0.4946078956127167,0.4933079481124878,0.22751282155513763,0.27646857500076294,0.31091248989105225
as,0.41006597876548767,0.2241005152463913,0.33237552642822266,0.43216490745544434,0.39550232887268066,0.24645037949085236,0.3886612355709076,0.48381632566452026,0.2189406156539917,0.21108263731002808,0.27043893933296204
well,0.42522135376930237,0.2192920446395874,0.41180405020713806,0.33406564593315125,0.320642352104187,0.2047451287508011,0.3343164324760437,0.42630070447921753,0.1733054667711258,0.2055317759513855,0.24815571308135986
as,0.41006597876548767,0.2241005152463913,0.33237552642822266,0.43216490745544434,0.39550232887268066,0.24645037949085236,0.3886612355709076,0.48381632566452026,0.2189406156539917,0.21108263731002808,0.27043893933296204
the,0.6521818041801453,0.30432501435279846,0.35740926861763,0.5823672413825989,0.5829201340675354,0.30171096324920654,0.733189046382904,1.0,0.2623080313205719,0.32532164454460144,0.22068053483963013
creation,0.3792828321456909,0.1325174868106842,0.24933061003684998,0.2773818373680115,0.26870065927505493,0.15712608397006989,0.35750406980514526,0.34625571966171265,0.10103442519903183,0.18933981657028198,0.2407430112361908
of,0.5011631846427917,0.28866857290267944,0.3291318118572235,0.4854315221309662,0.5052502155303955,0.2425432801246643,1.0,0.733189046382904,0.239910289645195,0.30522286891937256,0.1826142966747284
modern,0.3329094350337982,0.16762684285640717,0.4959476888179779,0.24170172214508057,0.24361324310302734,0.15987424552440643,0.3482828736305237,0.3283970355987549,0.2329377830028534,0.2756679356098175,0.12475407868623734
balkan,0.18177303671836853,0.2879296541213989,0.18394239246845245,0.12487395107746124,0.13718298077583313,0.24660733342170715,0.19792988896369934,0.2328266203403473,0.5085340738296509,0.38016578555107117,0.08319589495658875
and,0.506277859210968,0.30884742736816406,0.37503334879875183,0.3859752118587494,0.3739250600337982,0.25072503089904785,0.5116966962814331,0.5171257257461548,0.24569445848464966,0.27479609847068787,0.20544172823429108
middle,0.22406704723834991,0.154677152633667,0.2161594182252884,0.21621397137641907,0.23820361495018005,0.21897292137145996,0.2799445688724518,0.3405749201774597,0.2400941103696823,0.25981786847114563,0.13139553368091583
eastern,0.26815342903137207,0.18891112506389618,0.25294485688209534,0.2375388890504837,0.2322530597448349,0.31069982051849365,0.33281487226486206,0.3928247392177582,0.2374490201473236,0.3146483600139618,0.20060817897319794
states,0.27476921677589417,0.4065426290035248,0.18709002435207367,0.21939043700695038,0.24708621203899384,0.14336293935775757,0.30884552001953125,0.3463578522205353,0.24241915345191956,0.28543442487716675,0.16272737085819244
",",0.3658004403114319,0.27878350019454956,0.3282252550125122,0.4691906273365021,0.427140474319458,0.2536679208278656,0.4946078956127167,0.4933079481124878,0.22751282155513763,0.27646857500076294,0.31091248989105225
thus,0.4671974778175354,0.14975890517234802,0.2540529668331146,0.244685098528862,0.3190890848636627,0.2723061442375183,0.3487406373023987,0.4036877751350403,0.20071616768836975,0.20166181027889252,0.18769288063049316
ending,0.29232102632522583,0.172878235578537,0.1197202056646347,0.2327672839164734,0.28905317187309265,0.20006908476352692,0.26691535115242004,0.3726840615272522,0.26184985041618347,0.2558639347553253,0.14182089269161224
turkish,0.16839955747127533,0.2210995852947235,0.1120280846953392,0.1648237258195877,0.2280585616827011,0.19708427786827087,0.14263172447681427,0.19575290381908417,0.6171568036079407,0.2979360520839691,0.10638481378555298
colonial,0.1969628781080246,0.1972908079624176,0.1899058222770691,0.15852876007556915,0.20834927260875702,0.20167337357997894,0.2972153425216675,0.2715741693973541,0.3105202317237854,0.36260706186294556,0.10191229730844498
ambitions,0.19512470066547394,0.24282123148441315,0.112758569419384,0.13539640605449677,0.210968017578125,0.15082131326198578,0.20374001562595367,0.20827046036720276,0.20157717168331146,0.24196191132068634,0.15768194198608398
.,0.45942068099975586,0.26130348443984985,0.30348071455955505,0.4569662809371948,0.50484299659729,0.2517551779747009,0.5352458953857422,0.5934505462646484,0.2524917721748352,0.2811720371246338,0.4130953550338745
