,when,violence,is,used,",",what,is,civil,disobedience,sometimes,called,?
by,0.4376842677593231,0.21456557512283325,0.3899846076965332,0.27705541253089905,0.3680937886238098,0.2455483376979828,0.3899846076965332,0.15479567646980286,0.2563513219356537,0.22042182087898254,0.3092815577983856,0.17966607213020325
appeal,0.22608788311481476,0.3190445005893707,0.2135782092809677,0.13599126040935516,0.19719597697257996,0.2697356641292572,0.2135782092809677,0.19622686505317688,0.3716670572757721,0.10468171536922455,0.12000805139541626,0.18189522624015808
to,0.5423505902290344,0.20034150779247284,0.42745086550712585,0.40058770775794983,0.44245919585227966,0.455847829580307,0.42745086550712585,0.2019355595111847,0.30665844678878784,0.4055429697036743,0.2987143397331238,0.29463258385658264
constitutional,0.1960805505514145,0.30390775203704834,0.2099083513021469,0.21646785736083984,0.26596060395240784,0.24835939705371857,0.2099083513021469,0.31163451075553894,0.42238739132881165,0.20008429884910583,0.23273412883281708,0.2199033498764038
defects,0.2155875265598297,0.2262345254421234,0.248048335313797,0.22305771708488464,0.2340831756591797,0.19250653684139252,0.248048335313797,0.1368587166070938,0.21810436248779297,0.21752668917179108,0.21418702602386475,0.11700957268476486
",",0.36674630641937256,0.2299048751592636,0.4691906273365021,0.3120402991771698,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.24795588850975037,0.2878543734550476,0.26600122451782227,0.26549121737480164,0.31091248989105225
rebellion,0.23575051128864288,0.3243230879306793,0.16987597942352295,0.11701769381761551,0.17869777977466583,0.20742425322532654,0.16987597942352295,0.374906986951828,0.43850091099739075,0.1827286183834076,0.2438453882932663,0.10071789473295212
is,0.3471449911594391,0.17799268662929535,1.0,0.3288823366165161,0.4691906273365021,0.28837618231773376,1.0,0.16941262781620026,0.21453623473644257,0.3757973313331604,0.430266410112381,0.22961433231830597
much,0.39518025517463684,0.19987091422080994,0.3156087100505829,0.3209210932254791,0.36182254552841187,0.45316147804260254,0.3156087100505829,0.1829502135515213,0.18627820909023285,0.39499786496162415,0.26014256477355957,0.23442231118679047
more,0.359977662563324,0.22072415053844452,0.2946030795574188,0.3030165731906891,0.3696524500846863,0.3484537899494171,0.2946030795574188,0.17124666273593903,0.2029244303703308,0.315399169921875,0.26791808009147644,0.27894994616508484
destructive,0.2371833622455597,0.35919874906539917,0.17895475029945374,0.20022651553153992,0.24092638492584229,0.2930704951286316,0.17895475029945374,0.15673857927322388,0.254560649394989,0.22805508971214294,0.14498773217201233,0.18108771741390228
;,0.022927695885300636,0.041013989597558975,0.05324986204504967,0.11651374399662018,0.04938793554902077,0.10986888408660889,0.05324986204504967,-0.010033391416072845,0.01590261422097683,0.038955606520175934,0.02254311740398407,0.10349778085947037
therefore,0.41573891043663025,0.25060003995895386,0.36838728189468384,0.29583558440208435,0.31452515721321106,0.4125064015388489,0.36838728189468384,0.1269373893737793,0.3259392976760864,0.35278064012527466,0.3096974492073059,0.3325358033180237
",",0.36674630641937256,0.2299048751592636,0.4691906273365021,0.3120402991771698,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.24795588850975037,0.2878543734550476,0.26600122451782227,0.26549121737480164,0.31091248989105225
the,0.5091903209686279,0.25465771555900574,0.5823672413825989,0.3718377649784088,0.4933079481124878,0.42745697498321533,0.5823672413825989,0.2477465271949768,0.30963727831840515,0.35816407203674316,0.489897221326828,0.22068053483963013
defects,0.2155875265598297,0.2262345254421234,0.248048335313797,0.22305771708488464,0.2340831756591797,0.19250653684139252,0.248048335313797,0.1368587166070938,0.21810436248779297,0.21752668917179108,0.21418702602386475,0.11700957268476486
justifying,0.21516892313957214,0.31886953115463257,0.17693863809108734,0.22314028441905975,0.2573125660419464,0.43036285042762756,0.17693863809108734,0.15548664331436157,0.3725789785385132,0.1944340318441391,0.10536187887191772,0.43052729964256287
rebellion,0.23575051128864288,0.3243230879306793,0.16987597942352295,0.11701769381761551,0.17869777977466583,0.20742425322532654,0.16987597942352295,0.374906986951828,0.43850091099739075,0.1827286183834076,0.2438453882932663,0.10071789473295212
must,0.3487336039543152,0.10738103836774826,0.3093329071998596,0.2637879550457001,0.2231246829032898,0.30362528562545776,0.3093329071998596,0.12366364151239395,0.2450776845216751,0.31249579787254333,0.19891224801540375,0.23707495629787445
be,0.4451393485069275,0.179466113448143,0.4819129705429077,0.3731876611709595,0.39254459738731384,0.3929833769798279,0.4819129705429077,0.18061059713363647,0.2944406270980835,0.40308091044425964,0.2761072516441345,0.3324260413646698
much,0.39518025517463684,0.19987091422080994,0.3156087100505829,0.3209210932254791,0.36182254552841187,0.45316147804260254,0.3156087100505829,0.1829502135515213,0.18627820909023285,0.39499786496162415,0.26014256477355957,0.23442231118679047
more,0.359977662563324,0.22072415053844452,0.2946030795574188,0.3030165731906891,0.3696524500846863,0.3484537899494171,0.2946030795574188,0.17124666273593903,0.2029244303703308,0.315399169921875,0.26791808009147644,0.27894994616508484
serious,0.30802053213119507,0.36039063334465027,0.19329771399497986,0.2531416714191437,0.33005911111831665,0.3481818735599518,0.19329771399497986,0.1767428070306778,0.2945604920387268,0.33230456709861755,0.25259092450141907,0.23093265295028687
than,0.2883036434650421,0.1764342337846756,0.2839990258216858,0.28633373975753784,0.3371901512145996,0.29388150572776794,0.2839990258216858,0.12293031066656113,0.1432173252105713,0.34453392028808594,0.23151835799217224,0.24917294085025787
those,0.3199491798877716,0.2270285040140152,0.2352088838815689,0.32900089025497437,0.39574649930000305,0.44466671347618103,0.2352088838815689,0.1422404944896698,0.2966557443141937,0.35289162397384644,0.2385408580303192,0.3328189253807068
justifying,0.21516892313957214,0.31886953115463257,0.17693863809108734,0.22314028441905975,0.2573125660419464,0.43036285042762756,0.17693863809108734,0.15548664331436157,0.3725789785385132,0.1944340318441391,0.10536187887191772,0.43052729964256287
disobedience,0.2761690020561218,0.5268648862838745,0.21453623473644257,0.16147232055664062,0.2878543734550476,0.3298627436161041,0.21453623473644257,0.5442691445350647,1.0,0.22859571874141693,0.2320696860551834,0.19890835881233215
",",0.36674630641937256,0.2299048751592636,0.4691906273365021,0.3120402991771698,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.24795588850975037,0.2878543734550476,0.26600122451782227,0.26549121737480164,0.31091248989105225
and,0.4716290831565857,0.2652360200881958,0.3859752118587494,0.3150506615638733,0.6633074283599854,0.31309178471565247,0.3859752118587494,0.25259146094322205,0.3041999638080597,0.35151126980781555,0.3251761794090271,0.20544172823429108
if,0.5608453154563904,0.18404586613178253,0.30927813053131104,0.27293628454208374,0.257730096578598,0.5277165174484253,0.30927813053131104,0.12512178719043732,0.20446431636810303,0.40168219804763794,0.26625341176986694,0.4441644251346588
one,0.38307374715805054,0.19593575596809387,0.4544198513031006,0.3009188175201416,0.3696635365486145,0.376489520072937,0.4544198513031006,0.15266822278499603,0.20541732013225555,0.3097780644893646,0.3550408184528351,0.2673267424106598
can,0.39191514253616333,0.15283988416194916,0.44256699085235596,0.48128408193588257,0.3139454126358032,0.34502777457237244,0.44256699085235596,0.12476041913032532,0.15718160569667816,0.5374409556388855,0.306973397731781,0.3226337134838104
not,0.4799930453300476,0.261285662651062,0.3776007890701294,0.358921617269516,0.3769696354866028,0.5449194312095642,0.3776007890701294,0.18740713596343994,0.38157403469085693,0.4352559447288513,0.324552983045578,0.41942933201789856
justify,0.18457341194152832,0.28742650151252747,0.12031934410333633,0.18419015407562256,0.20132553577423096,0.4040449857711792,0.12031934410333633,0.17227116227149963,0.31961002945899963,0.1460256576538086,0.05190296843647957,0.3789809048175812
civil,0.14899945259094238,0.2751532793045044,0.16941262781620026,0.18663932383060455,0.24795588850975037,0.15091551840305328,0.16941262781620026,1.0,0.5442691445350647,0.1757841408252716,0.1720334142446518,0.1494513899087906
rebellion,0.23575051128864288,0.3243230879306793,0.16987597942352295,0.11701769381761551,0.17869777977466583,0.20742425322532654,0.16987597942352295,0.374906986951828,0.43850091099739075,0.1827286183834076,0.2438453882932663,0.10071789473295212
",",0.36674630641937256,0.2299048751592636,0.4691906273365021,0.3120402991771698,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.24795588850975037,0.2878543734550476,0.26600122451782227,0.26549121737480164,0.31091248989105225
then,0.6026323437690735,0.1256316751241684,0.24618037045001984,0.21083958446979523,0.36768391728401184,0.4072686731815338,0.24618037045001984,0.16038604080677032,0.18541529774665833,0.25019925832748413,0.2733641564846039,0.2884598970413208
one,0.38307374715805054,0.19593575596809387,0.4544198513031006,0.3009188175201416,0.3696635365486145,0.376489520072937,0.4544198513031006,0.15266822278499603,0.20541732013225555,0.3097780644893646,0.3550408184528351,0.2673267424106598
can,0.39191514253616333,0.15283988416194916,0.44256699085235596,0.48128408193588257,0.3139454126358032,0.34502777457237244,0.44256699085235596,0.12476041913032532,0.15718160569667816,0.5374409556388855,0.306973397731781,0.3226337134838104
not,0.4799930453300476,0.261285662651062,0.3776007890701294,0.358921617269516,0.3769696354866028,0.5449194312095642,0.3776007890701294,0.18740713596343994,0.38157403469085693,0.4352559447288513,0.324552983045578,0.41942933201789856
justify,0.18457341194152832,0.28742650151252747,0.12031934410333633,0.18419015407562256,0.20132553577423096,0.4040449857711792,0.12031934410333633,0.17227116227149963,0.31961002945899963,0.1460256576538086,0.05190296843647957,0.3789809048175812
a,0.44397395849227905,0.2158076912164688,0.658733606338501,0.3864384889602661,0.427140474319458,0.3320399522781372,0.658733606338501,0.21693918108940125,0.25352153182029724,0.3788676857948303,0.4868806302547455,0.23916715383529663
civil,0.14899945259094238,0.2751532793045044,0.16941262781620026,0.18663932383060455,0.24795588850975037,0.15091551840305328,0.16941262781620026,1.0,0.5442691445350647,0.1757841408252716,0.1720334142446518,0.1494513899087906
disobedients,0.3267836570739746,0.4651884138584137,0.22793690860271454,0.26987507939338684,0.2989228069782257,0.3241478204727173,0.22793690860271454,0.5063242316246033,0.8955491185188293,0.313083678483963,0.27930518984794617,0.18925230205059052
',0.2558356821537018,0.1654912233352661,0.5508411526679993,0.24871127307415009,0.5178600549697876,0.3245812654495239,0.5508411526679993,0.16727153956890106,0.20764939486980438,0.2577055096626282,0.32882311940193176,0.330942302942276
use,0.3298092782497406,0.2308146208524704,0.3357410430908203,0.7127541303634644,0.3276674151420593,0.3453877568244934,0.3357410430908203,0.14527635276317596,0.21394796669483185,0.40524113178253174,0.30098897218704224,0.32795652747154236
of,0.3757161796092987,0.21331627666950226,0.4854315221309662,0.3075267970561981,0.4946078956127167,0.33290785551071167,0.4854315221309662,0.24698495864868164,0.31932318210601807,0.296434611082077,0.4222904443740845,0.1826142966747284
force,0.24609562754631042,0.29566967487335205,0.22036980092525482,0.19033478200435638,0.22091743350028992,0.16915984451770782,0.22036980092525482,0.2514438331127167,0.3091774582862854,0.1510532647371292,0.21572981774806976,0.1650998443365097
and,0.4716290831565857,0.2652360200881958,0.3859752118587494,0.3150506615638733,0.6633074283599854,0.31309178471565247,0.3859752118587494,0.25259146094322205,0.3041999638080597,0.35151126980781555,0.3251761794090271,0.20544172823429108
violence,0.2319701910018921,1.0000001192092896,0.17799268662929535,0.1831989735364914,0.2299048751592636,0.24788525700569153,0.17799268662929535,0.2751532793045044,0.5268648862838745,0.26949629187583923,0.19523918628692627,0.20634515583515167
and,0.4716290831565857,0.2652360200881958,0.3859752118587494,0.3150506615638733,0.6633074283599854,0.31309178471565247,0.3859752118587494,0.25259146094322205,0.3041999638080597,0.35151126980781555,0.3251761794090271,0.20544172823429108
refusal,0.2046433538198471,0.38440316915512085,0.20584021508693695,0.17343094944953918,0.2884223759174347,0.3242574632167816,0.20584021508693695,0.26123160123825073,0.5255241394042969,0.1499370038509369,0.15691599249839783,0.21465960144996643
to,0.5423505902290344,0.20034150779247284,0.42745086550712585,0.40058770775794983,0.44245919585227966,0.455847829580307,0.42745086550712585,0.2019355595111847,0.30665844678878784,0.4055429697036743,0.2987143397331238,0.29463258385658264
submit,0.21273808181285858,0.1612132042646408,0.09407678246498108,0.09915422648191452,0.22773320972919464,0.2869082987308502,0.09407678246498108,0.161521315574646,0.2556813657283783,0.11152876913547516,0.12055748701095581,0.27356526255607605
to,0.5423505902290344,0.20034150779247284,0.42745086550712585,0.40058770775794983,0.44245919585227966,0.455847829580307,0.42745086550712585,0.2019355595111847,0.30665844678878784,0.4055429697036743,0.2987143397331238,0.29463258385658264
arrest,0.20088283717632294,0.3831082582473755,0.17170242965221405,0.09008960425853729,0.2922397255897522,0.19790410995483398,0.17170242965221405,0.2031911313533783,0.39447519183158875,0.10263684391975403,0.12029397487640381,0.1830197125673294
.,0.475719153881073,0.22271575033664703,0.4569662809371948,0.33111312985420227,0.6812511086463928,0.3567904531955719,0.4569662809371948,0.2541380822658539,0.2603943943977356,0.24956031143665314,0.300344854593277,0.4130953550338745
