,who,did,jochi,reportedly,enlist,to,help,him,stop,his,father,'s,massacres,?
muhammad,0.2618805468082428,0.21966393291950226,0.2314481884241104,0.2735929489135742,0.19300493597984314,0.21688278019428253,0.11404436081647873,0.3067900240421295,0.12222140282392502,0.3155094385147095,0.2583976984024048,0.02274157851934433,0.22878429293632507,0.20699374377727509
",",0.3365725874900818,0.3015086054801941,0.2696787714958191,0.22147077322006226,0.2125173658132553,0.44245919585227966,0.2855570912361145,0.31121695041656494,0.24759207665920258,0.3378419280052185,0.30597206950187683,-0.0016132977325469255,0.2181587964296341,0.31091248989105225
brought,0.32684946060180664,0.3238873779773712,0.12059282511472702,0.3391411304473877,0.15826690196990967,0.35361579060554504,0.2901589572429657,0.3321572244167328,0.21195602416992188,0.3434368371963501,0.21519379317760468,-0.03164028376340866,0.173945352435112,0.2339296191930771
this,0.3345087468624115,0.3609912693500519,0.17600376904010773,0.13696621358394623,0.1516501009464264,0.5759071707725525,0.341825395822525,0.3662141263484955,0.3075527548789978,0.3549620509147644,0.21712742745876312,0.02106832154095173,0.23687908053398132,0.3155723512172699
land,0.2111203372478485,0.19881628453731537,0.14217500388622284,0.16040264070034027,0.14832206070423126,0.2885280251502991,0.13706602156162262,0.1778872013092041,0.14417514204978943,0.1675759106874466,0.22716517746448517,0.10497291386127472,0.18424221873283386,0.1432059109210968
to,0.42656609416007996,0.4452643394470215,0.1702822893857956,0.23860850930213928,0.22955861687660217,1.0,0.46191298961639404,0.4702378511428833,0.31219643354415894,0.3715193271636963,0.2544635832309723,0.03782717138528824,0.16122888028621674,0.29463258385658264
life,0.2577245533466339,0.22298283874988556,0.12263111025094986,0.16387136280536652,0.22741785645484924,0.24560359120368958,0.19162335991859436,0.24785535037517548,0.15259774029254913,0.37379691004753113,0.3024776875972748,0.03983813151717186,0.09503713250160217,0.21677987277507782
and,0.41279885172843933,0.34479495882987976,0.17898419499397278,0.23841319978237152,0.1986185610294342,0.48971283435821533,0.34926167130470276,0.35759612917900085,0.2426174432039261,0.4234102666378021,0.3168204128742218,0.06895173341035843,0.1449766904115677,0.20544172823429108
gave,0.22712452709674835,0.4154756963253021,0.11064337193965912,0.2523084282875061,0.14739511907100677,0.27167177200317383,0.22840598225593567,0.3794932961463928,0.15872055292129517,0.35753533244132996,0.2568400204181671,0.0414002351462841,0.08261581510305405,0.1910865753889084
assistance,0.3158726990222931,0.1816578060388565,0.1711997240781784,0.2754083573818207,0.32056358456611633,0.30718302726745605,0.48573943972587585,0.2779387831687927,0.21754436194896698,0.2500672936439514,0.1938297152519226,-0.006928596179932356,0.16949458420276642,0.14602699875831604
and,0.41279885172843933,0.34479495882987976,0.17898419499397278,0.23841319978237152,0.1986185610294342,0.48971283435821533,0.34926167130470276,0.35759612917900085,0.2426174432039261,0.4234102666378021,0.3168204128742218,0.06895173341035843,0.1449766904115677,0.20544172823429108
support,0.21206305921077728,0.2911772131919861,0.07300914078950882,0.1776920109987259,0.27609768509864807,0.2742273211479187,0.44244298338890076,0.252473384141922,0.27361997961997986,0.20473214983940125,0.1529618501663208,-0.013377348892390728,0.1147509440779686,0.22626608610153198
to,0.42656609416007996,0.4452643394470215,0.1702822893857956,0.23860850930213928,0.22955861687660217,1.0,0.46191298961639404,0.4702378511428833,0.31219643354415894,0.3715193271636963,0.2544635832309723,0.03782717138528824,0.16122888028621674,0.29463258385658264
the,0.3733934462070465,0.34736719727516174,0.19898229837417603,0.23811356723308563,0.19234661757946014,0.535392165184021,0.30064165592193604,0.39213326573371887,0.25771772861480713,0.4394008219242096,0.24010279774665833,-0.01540423184633255,0.24657513201236725,0.22068053483963013
muslims,0.2942625880241394,0.23549841344356537,0.15546126663684845,0.23984937369823456,0.14479628205299377,0.2779776453971863,0.17465822398662567,0.2679843008518219,0.19228890538215637,0.18752595782279968,0.1745644509792328,0.05457732453942299,0.3336133658885956,0.18742211163043976
.,0.3541337847709656,0.35288307070732117,0.21038752794265747,0.2043023556470871,0.19406209886074066,0.4645031690597534,0.32205137610435486,0.30228540301322937,0.27782511711120605,0.3119256794452667,0.2509099841117859,-0.003708066651597619,0.17445768415927887,0.4130953550338745
'',0.024401003494858742,0.01978493109345436,-0.006269988603889942,-0.06453708559274673,-0.12428268045186996,-0.009905828163027763,-0.037916842848062515,-0.017931023612618446,0.02231205254793167,0.016508836299180984,0.03551575168967247,-0.04859459400177002,-0.04265929013490677,0.018684765323996544
