,what,is,the,largest,main,branch,of,the,rhine,?
merwede,0.07321726530790329,0.20415930449962616,0.20795460045337677,0.18661648035049438,0.21764251589775085,0.2148904800415039,0.17477388679981232,0.20795460045337677,0.4772508442401886,0.13861164450645447
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.14214102923870087,0.21451304852962494,0.19595609605312347,0.35032153129577637,0.33289089798927307,0.12381801009178162,0.40561532974243164
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,0.06791853159666061,0.009458402171730995,0.06916304677724838,0.06780257821083069,0.029072100296616554,0.031863048672676086,0.0685480609536171
lower,0.20079238712787628,0.20806168019771576,0.3463275134563446,0.2062341570854187,0.2216409295797348,0.14897450804710388,0.31757521629333496,0.3463275134563446,0.28043457865715027,0.08471795171499252
merwede,0.07321726530790329,0.20415930449962616,0.20795460045337677,0.18661648035049438,0.21764251589775085,0.2148904800415039,0.17477388679981232,0.20795460045337677,0.4772508442401886,0.13861164450645447
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,0.010605577379465103,-0.012597051449120045,0.051968224346637726,0.13035868108272552,0.041273195296525955,-0.003653771709650755,0.018684765323996544
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.1570781171321869,0.20574742555618286,0.22207215428352356,0.3680361211299896,0.3456730246543884,0.12686386704444885,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.26626327633857727,0.2989408075809479,0.2610839307308197,0.4946078956127167,0.4933079481124878,0.167837992310524,0.31091248989105225
noord,0.15939649939537048,0.12460505217313766,0.18337023258209229,0.1690557450056076,0.19638881087303162,0.1125221848487854,0.16597291827201843,0.18337023258209229,0.38945528864860535,0.1479606032371521
river,0.13815869390964508,0.20670881867408752,0.2894456386566162,0.2491404414176941,0.23717069625854492,0.24672359228134155,0.19903257489204407,0.2894456386566162,0.3672541379928589,0.15390869975090027
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.14214102923870087,0.21451304852962494,0.19595609605312347,0.35032153129577637,0.33289089798927307,0.12381801009178162,0.40561532974243164
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,0.06791853159666061,0.009458402171730995,0.06916304677724838,0.06780257821083069,0.029072100296616554,0.031863048672676086,0.0685480609536171
north,0.18673177063465118,0.2993389368057251,0.36298373341560364,0.31631141901016235,0.21772423386573792,0.2029252052307129,0.3604778051376343,0.36298373341560364,0.3832572400569916,0.11829731613397598
river,0.13815869390964508,0.20670881867408752,0.2894456386566162,0.2491404414176941,0.23717069625854492,0.24672359228134155,0.19903257489204407,0.2894456386566162,0.3672541379928589,0.15390869975090027
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,0.010605577379465103,-0.012597051449120045,0.051968224346637726,0.13035868108272552,0.041273195296525955,-0.003653771709650755,0.018684765323996544
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.1570781171321869,0.20574742555618286,0.22207215428352356,0.3680361211299896,0.3456730246543884,0.12686386704444885,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.26626327633857727,0.2989408075809479,0.2610839307308197,0.4946078956127167,0.4933079481124878,0.167837992310524,0.31091248989105225
nieuwe,0.10837244242429733,0.0919080525636673,0.18349426984786987,0.1820005625486374,0.1784895360469818,0.16443976759910583,0.18736444413661957,0.18349426984786987,0.37413492798805237,0.10812246054410934
maas,0.13124726712703705,0.09557965397834778,0.1690772920846939,0.19235381484031677,0.25978201627731323,0.2555108070373535,0.11708027124404907,0.1690772920846939,0.47772017121315,0.1508096158504486
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.14214102923870087,0.21451304852962494,0.19595609605312347,0.35032153129577637,0.33289089798927307,0.12381801009178162,0.40561532974243164
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,0.06791853159666061,0.009458402171730995,0.06916304677724838,0.06780257821083069,0.029072100296616554,0.031863048672676086,0.0685480609536171
new,0.2130378633737564,0.2208656519651413,0.3845241069793701,0.19267795979976654,0.2215794324874878,0.173020601272583,0.343457967042923,0.3845241069793701,0.20060774683952332,0.14782847464084625
meuse,0.1806630939245224,0.1856730431318283,0.28249096870422363,0.1984279751777649,0.2635107636451721,0.24220633506774902,0.20204558968544006,0.28249096870422363,0.5211026668548584,0.21687322854995728
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,0.010605577379465103,-0.012597051449120045,0.051968224346637726,0.13035868108272552,0.041273195296525955,-0.003653771709650755,0.018684765323996544
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.1570781171321869,0.20574742555618286,0.22207215428352356,0.3680361211299896,0.3456730246543884,0.12686386704444885,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.26626327633857727,0.2989408075809479,0.2610839307308197,0.4946078956127167,0.4933079481124878,0.167837992310524,0.31091248989105225
het,0.12326420843601227,0.11582564562559128,0.08673298358917236,0.091288261115551,0.08132629096508026,0.1749933362007141,0.11657174676656723,0.08673298358917236,0.26335567235946655,0.1591106653213501
scheur,0.1868724375963211,0.1940479278564453,0.22837476432323456,0.12935493886470795,0.10556387156248093,0.04927726835012436,0.19196487963199615,0.22837476432323456,0.37036314606666565,0.23432530462741852
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.14214102923870087,0.21451304852962494,0.19595609605312347,0.35032153129577637,0.33289089798927307,0.12381801009178162,0.40561532974243164
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,0.06791853159666061,0.009458402171730995,0.06916304677724838,0.06780257821083069,0.029072100296616554,0.031863048672676086,0.0685480609536171
the,0.42745697498321533,0.5823672413825989,1.0,0.3757036626338959,0.38631999492645264,0.2630956768989563,0.733189046382904,1.0,0.30735138058662415,0.22068053483963013
rip,0.20125922560691833,0.1666768342256546,0.1664673238992691,0.09329478442668915,0.1433964967727661,0.018587499856948853,0.13388802111148834,0.1664673238992691,0.09539768844842911,0.13477055728435516
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,0.010605577379465103,-0.012597051449120045,0.051968224346637726,0.13035868108272552,0.041273195296525955,-0.003653771709650755,0.018684765323996544
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.1570781171321869,0.20574742555618286,0.22207215428352356,0.3680361211299896,0.3456730246543884,0.12686386704444885,0.42300865054130554
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.24602696299552917,0.29831406474113464,0.23874594271183014,0.5116966962814331,0.5171257257461548,0.22029656171798706,0.20544172823429108
nieuwe,0.10837244242429733,0.0919080525636673,0.18349426984786987,0.1820005625486374,0.1784895360469818,0.16443976759910583,0.18736444413661957,0.18349426984786987,0.37413492798805237,0.10812246054410934
waterweg,0.07600073516368866,0.2045811414718628,0.27384740114212036,0.23091691732406616,0.22087757289409637,0.21892058849334717,0.2151135355234146,0.27384740114212036,0.3971843719482422,0.10043488442897797
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.14214102923870087,0.21451304852962494,0.19595609605312347,0.35032153129577637,0.33289089798927307,0.12381801009178162,0.40561532974243164
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,0.06791853159666061,0.009458402171730995,0.06916304677724838,0.06780257821083069,0.029072100296616554,0.031863048672676086,0.0685480609536171
new,0.2130378633737564,0.2208656519651413,0.3845241069793701,0.19267795979976654,0.2215794324874878,0.173020601272583,0.343457967042923,0.3845241069793701,0.20060774683952332,0.14782847464084625
waterway,0.17106474936008453,0.2168959379196167,0.32060128450393677,0.2626165747642517,0.258999764919281,0.2857641875743866,0.27016353607177734,0.32060128450393677,0.3136463761329651,0.14780981838703156
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,0.010605577379465103,-0.012597051449120045,0.051968224346637726,0.13035868108272552,0.041273195296525955,-0.003653771709650755,0.018684765323996544
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.1570781171321869,0.20574742555618286,0.22207215428352356,0.3680361211299896,0.3456730246543884,0.12686386704444885,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.18871670961380005,0.31122034788131714,0.1572728455066681,0.5352458953857422,0.5934505462646484,0.2089352011680603,0.4130953550338745
