,what,has,given,the,american,economy,a,tendency,to,go,``,from,bubble,to,bubble,'',?
–,0.13008765876293182,0.06639378517866135,0.13144516944885254,0.2607575058937073,0.3820154368877411,0.09060721099376678,0.1997407078742981,0.10474751144647598,0.19410304725170135,0.15815135836601257,-0.004037678707391024,0.1996118724346161,0.10540784150362015,0.19410304725170135,0.10540784150362015,-0.07393307238817215,0.2714554965496063
and,0.31309178471565247,0.43716782331466675,0.30185943841934204,0.5171257257461548,0.32290002703666687,0.26484790444374084,0.3739250600337982,0.30110910534858704,0.48971283435821533,0.35260969400405884,0.036644238978624344,0.3601827025413513,0.1628083884716034,0.48971283435821533,0.1628083884716034,0.021612688899040222,0.20544172823429108
easier,0.33438804745674133,0.20441141724586487,0.196881502866745,0.26447010040283203,0.14747755229473114,0.23695160448551178,0.2903635501861572,0.3282919228076935,0.42273572087287903,0.23638980090618134,0.1421305239200592,0.2089059054851532,0.25728657841682434,0.42273572087287903,0.25728657841682434,-0.045023925602436066,0.2642807960510254
credit,0.24852240085601807,0.10506293922662735,0.2640017867088318,0.20452284812927246,0.14605720341205597,0.19770725071430206,0.1721770018339157,0.18621985614299774,0.20738251507282257,0.11103513836860657,-0.010982112027704716,0.1949848085641861,0.17552223801612854,0.20738251507282257,0.17552223801612854,0.021128393709659576,0.13371090590953827
in,0.30808621644973755,0.4173259735107422,0.2528568208217621,0.6662389636039734,0.22871561348438263,0.2588731348514557,0.539380669593811,0.1725490689277649,0.45010748505592346,0.22233200073242188,0.04765888676047325,0.4274188280105591,0.15625330805778503,0.45010748505592346,0.15625330805778503,0.07432962208986282,0.20430970191955566
general,0.24928055703639984,0.12416177988052368,0.2129233032464981,0.28634732961654663,0.14733825623989105,0.17494332790374756,0.2157215178012848,0.27218881249427795,0.24755197763442993,0.1271347850561142,0.09047812968492508,0.1645994782447815,0.06620988249778748,0.24755197763442993,0.06620988249778748,0.022419413551688194,0.1972234547138214
to,0.455847829580307,0.3619994819164276,0.3428947925567627,0.535392165184021,0.16338081657886505,0.2613506615161896,0.45503583550453186,0.3589240312576294,1.0,0.384844571352005,0.06720756739377975,0.4069952368736267,0.17398522794246674,1.0,0.17398522794246674,-0.009905828163027763,0.29463258385658264
keep,0.3147064745426178,0.17995361983776093,0.25211870670318604,0.22379513084888458,0.17212329804897308,0.14447949826717377,0.24626319110393524,0.25349345803260803,0.31550586223602295,0.2799296975135803,0.03026990033686161,0.22448134422302246,0.19935354590415955,0.31550586223602295,0.19935354590415955,0.10249903798103333,0.2537146508693695
unemployment,0.1712515503168106,0.17582646012306213,0.16397015750408173,0.20659612119197845,0.19067788124084473,0.5199869871139526,0.25060829520225525,0.263520747423172,0.20550286769866943,0.13334670662879944,0.07985081523656845,0.1378140151500702,0.2730429172515869,0.20550286769866943,0.2730429172515869,-0.0542607344686985,0.20707537233829498
rates,0.2148645967245102,0.22595056891441345,0.1856112778186798,0.25867342948913574,0.10223095118999481,0.29866480827331543,0.24341748654842377,0.29914918541908264,0.25232431292533875,0.1388988345861435,0.10148345679044724,0.24062766134738922,0.20686253905296326,0.25232431292533875,0.20686253905296326,-0.10301432013511658,0.13808594644069672
low,0.20743566751480103,0.20071320235729218,0.16796210408210754,0.2544175982475281,0.15376536548137665,0.1978098452091217,0.24393533170223236,0.27567800879478455,0.2700593173503876,0.1928192675113678,0.02838788367807865,0.20724761486053467,0.23350299894809723,0.2700593173503876,0.23350299894809723,-0.0308056753128767,0.10658930987119675
.,0.3567904531955719,0.4105546176433563,0.3169408142566681,0.5934505462646484,0.29108086228370667,0.2477293759584427,0.50484299659729,0.20729157328605652,0.4645031690597534,0.3313661813735962,0.05720457062125206,0.41536515951156616,0.19021496176719666,0.4645031690597534,0.19021496176719666,-0.07181349396705627,0.4130953550338745
