,what,must,the,integer,m,be,less,than,or,equal,to,when,performing,trial,division,?
result,0.19945499300956726,0.2459152489900589,0.27778977155685425,0.3334691524505615,0.07954549044370651,0.3516577184200287,0.2483719438314438,0.2583066523075104,0.3831445574760437,0.24616804718971252,0.23653174936771393,0.32054403424263,0.16483674943447113,0.12465234845876694,0.14544451236724854,0.17218433320522308
of,0.33290785551071167,0.24322323501110077,0.733189046382904,0.158325657248497,0.14254631102085114,0.33904364705085754,0.30836719274520874,0.33036211133003235,0.3792596757411957,0.2787107825279236,0.41548454761505127,0.3757161796092987,0.26357749104499817,0.18292099237442017,0.23579144477844238,0.1826142966747284
any,0.43670421838760376,0.43936002254486084,0.4525727927684784,0.304497092962265,0.1859719157218933,0.5107080936431885,0.40459826588630676,0.4801669418811798,0.5601577162742615,0.32655760645866394,0.46410247683525085,0.4210505485534668,0.17817074060440063,0.25959986448287964,0.2046404778957367,0.4113408327102661
of,0.33290785551071167,0.24322323501110077,0.733189046382904,0.158325657248497,0.14254631102085114,0.33904364705085754,0.30836719274520874,0.33036211133003235,0.3792596757411957,0.2787107825279236,0.41548454761505127,0.3757161796092987,0.26357749104499817,0.18292099237442017,0.23579144477844238,0.1826142966747284
these,0.4164220690727234,0.32736992835998535,0.49086877703666687,0.21604658663272858,0.13969686627388,0.4507283866405487,0.37169432640075684,0.35475656390190125,0.5009458661079407,0.26849791407585144,0.46852558851242065,0.3811454772949219,0.22621645033359528,0.15951170027256012,0.20784816145896912,0.2571668326854706
divisions,0.2232685685157776,0.09846732020378113,0.3125615119934082,0.22418181598186493,0.08389833569526672,0.19957424700260162,0.1752987504005432,0.19034667313098907,0.1950301229953766,0.19579681754112244,0.20452556014060974,0.1958957463502884,0.0286776851862669,0.0811002254486084,0.8454943895339966,0.14903524518013
is,0.28837618231773376,0.3093329071998596,0.5823672413825989,0.2086324691772461,0.22669823467731476,0.4819129705429077,0.3123510479927063,0.2839990258216858,0.41870999336242676,0.20287640392780304,0.42745086550712585,0.3471449911594391,0.19624443352222443,0.17689630389213562,0.20176531374454498,0.22961433231830597
an,0.2821882665157318,0.2022276371717453,0.4207492768764496,0.18641431629657745,0.18846221268177032,0.33041056990623474,0.24461770057678223,0.2493579238653183,0.3096676766872406,0.17070713639259338,0.3138085603713989,0.33026179671287537,0.193036749958992,0.21147692203521729,0.160384401679039,0.19793890416622162
integer,0.23293888568878174,0.28751975297927856,0.14182277023792267,1.0,0.2021208107471466,0.2557193338871002,0.25472521781921387,0.2785238027572632,0.2828921973705292,0.34053829312324524,0.18582624197006226,0.15223143994808197,0.14545239508152008,0.1391438990831375,0.19174468517303467,0.2503974437713623
",",0.3087472915649414,0.2231246829032898,0.4933079481124878,0.20468677580356598,0.27792346477508545,0.39254459738731384,0.28111666440963745,0.3371901512145996,0.3769497275352478,0.2120320051908493,0.44245919585227966,0.36674630641937256,0.26162925362586975,0.2517271339893341,0.24344468116760254,0.31091248989105225
then,0.4072686731815338,0.3702858090400696,0.4297412931919098,0.31106314063072205,0.17843197286128998,0.38089728355407715,0.25868287682533264,0.24344494938850403,0.3243606984615326,0.24566176533699036,0.5203860402107239,0.6026323437690735,0.24397307634353638,0.23807306587696075,0.1550924926996231,0.2884598970413208
n,0.16510315239429474,0.2495199292898178,0.18813885748386383,0.3231755495071411,0.2713761627674103,0.1837998479604721,0.13571345806121826,0.17394788563251495,0.24063420295715332,0.23031927645206451,0.16421891748905182,0.1968323290348053,0.12232460826635361,0.08063504844903946,0.07021425664424896,0.19161871075630188
is,0.28837618231773376,0.3093329071998596,0.5823672413825989,0.2086324691772461,0.22669823467731476,0.4819129705429077,0.3123510479927063,0.2839990258216858,0.41870999336242676,0.20287640392780304,0.42745086550712585,0.3471449911594391,0.19624443352222443,0.17689630389213562,0.20176531374454498,0.22961433231830597
not,0.5449194312095642,0.48002883791923523,0.4310511648654938,0.26823049783706665,0.23879575729370117,0.5788898468017578,0.422049343585968,0.3858577013015747,0.5119067430496216,0.3458034098148346,0.5149973034858704,0.4799930453300476,0.18865983188152313,0.2542853057384491,0.17225386202335358,0.41942933201789856
a,0.3320399522781372,0.3016769587993622,0.5829201340675354,0.22195649147033691,0.16919291019439697,0.39883795380592346,0.3475147485733032,0.3126874566078186,0.48853766918182373,0.22565314173698425,0.45503583550453186,0.44397395849227905,0.25549009442329407,0.24950183928012848,0.19939710199832916,0.23916715383529663
prime,0.15586113929748535,0.1576741486787796,0.19960100948810577,0.35712799429893494,0.056543584913015366,0.14576895534992218,0.13727137446403503,0.1307777762413025,0.12635108828544617,0.13464336097240448,0.2015804797410965,0.1445009857416153,0.1069374829530716,0.20228107273578644,0.17371009290218353,0.11276303976774216
",",0.3087472915649414,0.2231246829032898,0.4933079481124878,0.20468677580356598,0.27792346477508545,0.39254459738731384,0.28111666440963745,0.3371901512145996,0.3769497275352478,0.2120320051908493,0.44245919585227966,0.36674630641937256,0.26162925362586975,0.2517271339893341,0.24344468116760254,0.31091248989105225
otherwise,0.39239436388015747,0.4948050379753113,0.2968122065067291,0.3559170365333557,0.15258343517780304,0.5183118581771851,0.3645406663417816,0.2995462119579315,0.43745237588882446,0.2765551209449768,0.4337620139122009,0.35424375534057617,0.134367436170578,0.1779499351978302,0.1437131017446518,0.29367905855178833
it,0.45803478360176086,0.17906725406646729,0.6251175999641418,0.1896929144859314,0.18739300966262817,0.5203388929367065,0.3841782212257385,0.3603973984718323,0.36389440298080444,0.18672451376914978,0.513711154460907,0.4775012135505676,0.19460532069206238,0.20543421804904938,0.2437172681093216,0.25732165575027466
is,0.28837618231773376,0.3093329071998596,0.5823672413825989,0.2086324691772461,0.22669823467731476,0.4819129705429077,0.3123510479927063,0.2839990258216858,0.41870999336242676,0.20287640392780304,0.42745086550712585,0.3471449911594391,0.19624443352222443,0.17689630389213562,0.20176531374454498,0.22961433231830597
a,0.3320399522781372,0.3016769587993622,0.5829201340675354,0.22195649147033691,0.16919291019439697,0.39883795380592346,0.3475147485733032,0.3126874566078186,0.48853766918182373,0.22565314173698425,0.45503583550453186,0.44397395849227905,0.25549009442329407,0.24950183928012848,0.19939710199832916,0.23916715383529663
prime,0.15586113929748535,0.1576741486787796,0.19960100948810577,0.35712799429893494,0.056543584913015366,0.14576895534992218,0.13727137446403503,0.1307777762413025,0.12635108828544617,0.13464336097240448,0.2015804797410965,0.1445009857416153,0.1069374829530716,0.20228107273578644,0.17371009290218353,0.11276303976774216
.,0.3567904531955719,0.27722811698913574,0.5934505462646484,0.19786179065704346,0.27325525879859924,0.4383580684661865,0.32668155431747437,0.3594527542591095,0.36683785915374756,0.25790271162986755,0.4645031690597534,0.475719153881073,0.2591418921947479,0.2123202234506607,0.27855971455574036,0.4130953550338745
