,which,direction,did,the,disease,first,move,in,?
portugal,0.17540916800498962,0.15043242275714874,0.1576782912015915,0.2186722755432129,0.15559589862823486,0.21295061707496643,0.10859115421772003,0.18593156337738037,0.20750629901885986
and,0.506277859210968,0.2529398798942566,0.34479495882987976,0.5171257257461548,0.19961869716644287,0.3167642652988434,0.2671177089214325,0.4954058527946472,0.20544172823429108
england,0.24747401475906372,0.1612085998058319,0.22023706138134003,0.28280043601989746,0.21220144629478455,0.24895092844963074,0.13403914868831635,0.33311840891838074,0.13436897099018097
by,0.40543368458747864,0.27348291873931885,0.18574509024620056,0.4408751428127289,0.15786179900169373,0.3877052962779999,0.18146000802516937,0.370934396982193,0.17966607213020325
june,0.13273821771144867,0.11408445984125137,0.26244688034057617,0.24568822979927063,0.16916579008102417,0.2872718572616577,0.1844257265329361,0.29047903418540955,0.31416764855384827
1348,0.3014260530471802,0.2043876200914383,0.1277427226305008,0.17177245020866394,0.1461547166109085,0.04916039854288101,0.28063851594924927,0.08069533854722977,0.4185435175895691
",",0.3658004403114319,0.23287029564380646,0.3015086054801941,0.4933079481124878,0.29627472162246704,0.34503069519996643,0.25767531991004944,0.5201468467712402,0.31091248989105225
then,0.4444481134414673,0.28943878412246704,0.303744375705719,0.4297412931919098,0.11536049097776413,0.38077428936958313,0.3753255009651184,0.36253848671913147,0.2884598970413208
turned,0.31035420298576355,0.24328279495239258,0.3006841838359833,0.3414173722267151,0.16071246564388275,0.2236493080854416,0.30343300104141235,0.2571444809436798,0.130948007106781
and,0.506277859210968,0.2529398798942566,0.34479495882987976,0.5171257257461548,0.19961869716644287,0.3167642652988434,0.2671177089214325,0.4954058527946472,0.20544172823429108
spread,0.31588253378868103,0.15058785676956177,0.1917719841003418,0.28994160890579224,0.36523008346557617,0.12194301933050156,0.21949991583824158,0.24312569200992584,0.16482828557491302
east,0.22817298769950867,0.2055594027042389,0.17160435020923615,0.3383176326751709,0.15896333754062653,0.22082990407943726,0.1500614583492279,0.32659441232681274,0.10070597380399704
through,0.40321648120880127,0.33746829628944397,0.14190755784511566,0.44071322679519653,0.18707700073719025,0.25530800223350525,0.2500953674316406,0.38533157110214233,0.16913433372974396
germany,0.2479574829339981,0.1342223882675171,0.2132834792137146,0.3181285262107849,0.22694632411003113,0.22186243534088135,0.1577451527118683,0.3642844259738922,0.1388660967350006
and,0.506277859210968,0.2529398798942566,0.34479495882987976,0.5171257257461548,0.19961869716644287,0.3167642652988434,0.2671177089214325,0.4954058527946472,0.20544172823429108
scandinavia,0.20273447036743164,0.16565309464931488,0.18483243882656097,0.24652571976184845,0.19850891828536987,0.24204111099243164,0.12931908667087555,0.2452246993780136,0.13888707756996155
from,0.38755592703819275,0.19012711942195892,0.20248863101005554,0.40150508284568787,0.28593382239341736,0.23348960280418396,0.23929353058338165,0.4274188280105591,0.19969791173934937
1348,0.3014260530471802,0.2043876200914383,0.1277427226305008,0.17177245020866394,0.1461547166109085,0.04916039854288101,0.28063851594924927,0.08069533854722977,0.4185435175895691
to,0.5345056653022766,0.32930055260658264,0.4452643394470215,0.535392165184021,0.261801153421402,0.3792489171028137,0.37858664989471436,0.45010748505592346,0.29463258385658264
1350,0.008494527079164982,-0.05911354348063469,-0.05586433783173561,0.15980932116508484,-0.09117557853460312,0.020172491669654846,-0.08787956088781357,0.09276586771011353,-0.13355082273483276
.,0.45942068099975586,0.23911777138710022,0.35288307070732117,0.5934505462646484,0.25074082612991333,0.4345304071903229,0.31650546193122864,0.5591574311256409,0.4130953550338745
