,when,rich,countries,trade,with,poor,countries,",",whose,wages,increase,?
wages,0.16232061386108398,0.26064684987068176,0.3763856589794159,0.3403221070766449,0.14361517131328583,0.4074896574020386,0.3763856589794159,0.2121202051639557,0.06871386617422104,1.0,0.3619939386844635,0.19884631037712097
as,0.4437963366508484,0.22467732429504395,0.2406298965215683,0.21768774092197418,0.40387406945228577,0.2257041484117508,0.2406298965215683,0.48816442489624023,0.3202406167984009,0.20887167751789093,0.24019303917884827,0.27043893933296204
a,0.44397395849227905,0.25359082221984863,0.2672088146209717,0.2032492309808731,0.3783375024795532,0.24187558889389038,0.2672088146209717,0.427140474319458,0.3225097060203552,0.19376714527606964,0.24428929388523102,0.23916715383529663
result,0.32054403424263,0.10034684836864471,0.12313751876354218,0.14476433396339417,0.21787862479686737,0.2685563862323761,0.12313751876354218,0.23341737687587738,0.17978523671627045,0.251219242811203,0.322893887758255,0.17218433320522308
of,0.3757161796092987,0.23752830922603607,0.2800094783306122,0.2310105711221695,0.41827285289764404,0.23458099365234375,0.2800094783306122,0.4946078956127167,0.37058958411216736,0.17478904128074646,0.3156060576438904,0.1826142966747284
the,0.5091903209686279,0.2007024586200714,0.33290645480155945,0.2681608200073242,0.4223487675189972,0.21093174815177917,0.33290645480155945,0.4933079481124878,0.38253846764564514,0.15546856820583344,0.32049667835235596,0.22068053483963013
competition,0.23896628618240356,0.16753245890140533,0.25958970189094543,0.2174813151359558,0.19646349549293518,0.19386382400989532,0.25958970189094543,0.2820526659488678,0.11931867152452469,0.2876517176628113,0.1779610514640808,0.1394461691379547
",",0.36674630641937256,0.272274911403656,0.2966555655002594,0.1945054978132248,0.4120737314224243,0.24018602073192596,0.2966555655002594,1.0000001192092896,0.25601375102996826,0.2121202051639557,0.20005576312541962,0.31091248989105225
while,0.548916757106781,0.10306359827518463,0.25462645292282104,0.19952960312366486,0.4426766335964203,0.2782413959503174,0.25462645292282104,0.38232675194740295,0.25962477922439575,0.26668837666511536,0.2049781084060669,0.21076419949531555
low-skilled,0.313993364572525,0.2940269112586975,0.23896387219429016,0.3147948086261749,0.30512088537216187,0.3749789297580719,0.23896387219429016,0.38412943482398987,0.2820771336555481,0.42981740832328796,0.3446212112903595,0.19992585480213165
workers,0.17852024734020233,0.2396405041217804,0.3400564193725586,0.3264685571193695,0.17668847739696503,0.3230462372303009,0.3400564193725586,0.17716385424137115,0.1102287694811821,0.5291796326637268,0.22989360988140106,0.1706571877002716
in,0.4431333839893341,0.21139568090438843,0.3027990758419037,0.23862801492214203,0.4080928862094879,0.23408232629299164,0.3027990758419037,0.5201468467712402,0.23496666550636292,0.16484716534614563,0.25893163681030273,0.20430970191955566
the,0.5091903209686279,0.2007024586200714,0.33290645480155945,0.2681608200073242,0.4223487675189972,0.21093174815177917,0.33290645480155945,0.4933079481124878,0.38253846764564514,0.15546856820583344,0.32049667835235596,0.22068053483963013
poor,0.28178977966308594,0.450641930103302,0.25384774804115295,0.15740612149238586,0.22900480031967163,1.0,0.25384774804115295,0.24018602073192596,0.18399706482887268,0.4074896574020386,0.254914253950119,0.12937016785144806
countries,0.26415354013442993,0.22983206808567047,0.9999999403953552,0.3294757902622223,0.33792537450790405,0.25384774804115295,0.9999999403953552,0.2966555655002594,0.20530857145786285,0.3763856589794159,0.22213183343410492,0.15128466486930847
may,0.3167054355144501,0.13196004927158356,0.27083462476730347,0.16913652420043945,0.23512546718120575,0.14876201748847961,0.27083462476730347,0.5007920861244202,0.2556193172931671,0.24035106599330902,0.20830674469470978,0.2768254578113556
see,0.32646310329437256,0.21767516434192657,0.22841650247573853,0.16394908726215363,0.27642667293548584,0.24427610635757446,0.22841650247573853,0.35306161642074585,0.16226936876773834,0.19118179380893707,0.2668411135673523,0.42005208134651184
increased,0.27145320177078247,0.19125232100486755,0.25938817858695984,0.27344536781311035,0.2477453649044037,0.3119964897632599,0.25938817858695984,0.20936180651187897,0.20609009265899658,0.3693199157714844,0.8384779691696167,0.09587585180997849
wages,0.16232061386108398,0.26064684987068176,0.3763856589794159,0.3403221070766449,0.14361517131328583,0.4074896574020386,0.3763856589794159,0.2121202051639557,0.06871386617422104,1.0,0.3619939386844635,0.19884631037712097
.,0.475719153881073,0.24216711521148682,0.27938392758369446,0.20157761871814728,0.4446153938770294,0.2311597615480423,0.27938392758369446,0.6812511086463928,0.2718997597694397,0.22644665837287903,0.24619564414024353,0.4130953550338745
