,what,played,during,the,closing,credits,of,the,doctor,who,episodes,?
of,0.33290785551071167,0.21120788156986237,0.3869180977344513,0.733189046382904,0.18359942734241486,0.17005175352096558,1.0,0.733189046382904,0.16895952820777893,0.2827862501144409,0.19166667759418488,0.1826142966747284
``,0.008517155423760414,0.03955623880028725,0.007871326059103012,0.029072100296616554,0.13706184923648834,-0.029795102775096893,0.06780257821083069,0.029072100296616554,0.03718610852956772,0.02397952415049076,-0.0013200026005506516,0.0685480609536171
the,0.42745697498321533,0.2603478729724884,0.4838213622570038,1.0,0.29856032133102417,0.2230195701122284,0.733189046382904,1.0,0.2820442318916321,0.3733934462070465,0.1889590173959732,0.22068053483963013
christmas,0.2578675448894501,0.1870172768831253,0.1924842894077301,0.2044597715139389,0.16011463105678558,0.24541179835796356,0.14198152720928192,0.2044597715139389,0.1539488285779953,0.19243934750556946,0.27025192975997925,0.23817040026187897
invasion,0.22275975346565247,0.15341278910636902,0.34759971499443054,0.32296645641326904,0.22807815670967102,0.09068399667739868,0.256956547498703,0.32296645641326904,0.14501109719276428,0.20124277472496033,0.19973838329315186,0.18923960626125336
'',0.08143015950918198,-0.062275923788547516,-0.08359146863222122,0.041273195296525955,0.034884463995695114,0.013016216456890106,0.13035868108272552,0.041273195296525955,0.06782495975494385,0.024401003494858742,0.0630003809928894,0.018684765323996544
on,0.34226128458976746,0.19030924141407013,0.3347817361354828,0.5107308030128479,0.23215118050575256,0.205753892660141,0.3966929316520691,0.5107308030128479,0.1636410653591156,0.2340552806854248,0.25720518827438354,0.2714994251728058
26,0.052160754799842834,0.14039207994937897,0.15227010846138,0.11227777600288391,0.10008406639099121,0.05375058576464653,0.0640103667974472,0.11227777600288391,0.16166801750659943,0.17144237458705902,0.13534201681613922,-0.05200668424367905
december,0.19304980337619781,0.17807844281196594,0.25627341866493225,0.23266014456748962,0.1810302436351776,0.20632529258728027,0.1503814309835434,0.23266014456748962,0.15694434940814972,0.2259318083524704,0.19106987118721008,0.2480352818965912
2005,0.0704459398984909,0.055829521268606186,0.05577436089515686,0.037273142486810684,0.05539901927113533,0.12600553035736084,0.017815761268138885,0.037273142486810684,0.07635467499494553,0.18423187732696533,0.03594137355685234,0.10709824413061142
",",0.3087472915649414,0.2987361550331116,0.3225448727607727,0.4933079481124878,0.27284765243530273,0.19072526693344116,0.4946078956127167,0.4933079481124878,0.20407600700855255,0.3365725874900818,0.2131132036447525,0.31091248989105225
billie,0.21724185347557068,0.2945196032524109,0.1861100196838379,0.21176521480083466,0.17474642395973206,0.29865363240242004,0.1863851547241211,0.21176521480083466,0.2159518599510193,0.20191717147827148,0.24682360887527466,0.19262483716011047
piper,0.16243134438991547,0.2083640843629837,0.16899508237838745,0.2175988256931305,0.14084497094154358,0.2307889759540558,0.12972700595855713,0.2175988256931305,0.26615527272224426,0.2719639539718628,0.19899982213974,0.16040469706058502
recorded,0.17687608301639557,0.32021233439445496,0.2836875021457672,0.2759207487106323,0.11808457970619202,0.23651140928268433,0.21896186470985413,0.2759207487106323,0.16028553247451782,0.18934021890163422,0.24852430820465088,0.19213420152664185
a,0.3320399522781372,0.2472371906042099,0.30341604351997375,0.5829201340675354,0.22376655042171478,0.19052836298942566,0.5052502155303955,0.5829201340675354,0.22883038222789764,0.36608949303627014,0.18881215155124664,0.23916715383529663
special,0.24134232103824615,0.1065249815583229,0.18424199521541595,0.3027077615261078,0.18826785683631897,0.19203537702560425,0.27998968958854675,0.3027077615261078,0.16843044757843018,0.21519862115383148,0.17448042333126068,0.29623302817344666
video,0.1880173683166504,0.18177849054336548,0.19947148859500885,0.2506899833679199,0.1351253241300583,0.2724756598472595,0.20452004671096802,0.2506899833679199,0.22010014951229095,0.24429279565811157,0.2961154878139496,0.22771678864955902
introduction,0.2245079129934311,0.16120770573616028,0.15225408971309662,0.2808631956577301,0.17811758816242218,0.23701472580432892,0.24229779839515686,0.2808631956577301,0.13530297577381134,0.14318515360355377,0.22753557562828064,0.27021539211273193
.,0.3567904531955719,0.2876244783401489,0.3485563397407532,0.5934505462646484,0.2604891061782837,0.18908706307411194,0.5352458953857422,0.5934505462646484,0.22361043095588684,0.3541337847709656,0.22130145132541656,0.4130953550338745
