,what,is,the,minimum,percent,of,alcohol,content,a,german,law,requires,all,spirits,and,liqueurs,to,have,?
not,0.5449194312095642,0.3776007890701294,0.4310511648654938,0.29372456669807434,0.2842000424861908,0.3307090103626251,0.27860382199287415,0.3864686191082001,0.3791346549987793,0.198292538523674,0.2588513493537903,0.40184903144836426,0.4974499046802521,0.2632980942726135,0.39099299907684326,0.23557047545909882,0.5149973034858704,0.5619372129440308,0.41942933201789856
just,0.5854880809783936,0.369599312543869,0.40061673521995544,0.3375990688800812,0.2028556913137436,0.35124439001083374,0.21243269741535187,0.385140985250473,0.47693389654159546,0.209041029214859,0.18642425537109375,0.27247899770736694,0.43957236409187317,0.20674538612365723,0.3842737674713135,0.2306767702102661,0.5153104066848755,0.45864632725715637,0.4144178032875061
imported,0.25996387004852295,0.14930416643619537,0.2233143448829651,0.1794283539056778,0.20568440854549408,0.22139708697795868,0.20595557987689972,0.3280007243156433,0.1668071746826172,0.06502816081047058,0.14786867797374725,0.1993187665939331,0.315890371799469,0.1529831439256668,0.2833300530910492,0.38410136103630066,0.26343628764152527,0.3246675133705139,0.2793850898742676
ones,0.28536954522132874,0.28782421350479126,0.333568274974823,0.2562938630580902,0.20955120027065277,0.23451396822929382,0.1566610485315323,0.3529251217842102,0.22843194007873535,0.1859137862920761,0.12269344180822372,0.18813790380954742,0.4671385586261749,0.23020154237747192,0.42323723435401917,0.29334914684295654,0.29667285084724426,0.5054285526275635,0.28155767917633057
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.22895589470863342,0.10651931166648865,0.3680361211299896,0.13379208743572235,0.2546895742416382,0.3640355169773102,0.21792921423912048,0.15311799943447113,0.20913639664649963,0.283302903175354,0.12552601099014282,0.4961937665939331,0.15973182022571564,0.31236231327056885,0.22866283357143402,0.42300865054130554
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.3115387558937073,0.2143162339925766,0.41548454761505127,0.26212915778160095,0.2765587866306305,0.45503583550453186,0.15143753588199615,0.259207159280777,0.2967781126499176,0.42520734667778015,0.2471274584531784,0.48971283435821533,0.2304178923368454,1.0,0.4544740617275238,0.29463258385658264
have,0.39808809757232666,0.3613572418689728,0.40389683842658997,0.32716280221939087,0.28501299023628235,0.3802283704280853,0.22897391021251678,0.3441393971443176,0.338716596364975,0.1590939462184906,0.18623127043247223,0.3433389663696289,0.5559456944465637,0.2500734031200409,0.4711785912513733,0.28676754236221313,0.4544740617275238,0.9999999403953552,0.32991164922714233
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.2512331008911133,0.2187717854976654,0.5052502155303955,0.23320576548576355,0.20795699954032898,1.0,0.23789440095424652,0.2212858349084854,0.322436660528183,0.2696802616119385,0.17340274155139923,0.3739250600337982,0.2508445978164673,0.45503583550453186,0.338716596364975,0.23916715383529663
minimum,0.2632068395614624,0.21026945114135742,0.21698720753192902,1.0,0.37505078315734863,0.23140138387680054,0.2129793018102646,0.3177974820137024,0.2512331008911133,0.13253380358219147,0.20886598527431488,0.42665359377861023,0.29797905683517456,0.12371845543384552,0.2258012443780899,0.18241818249225616,0.3115387558937073,0.32716280221939087,0.19625477492809296
alcohol,0.1962163746356964,0.19581001996994019,0.22147142887115479,0.2129793018102646,0.3253668248653412,0.22975631058216095,1.0,0.29306560754776,0.23320576548576355,0.07038383185863495,0.2366340458393097,0.1792076677083969,0.18882353603839874,0.4173285961151123,0.22778749465942383,0.42555415630340576,0.26212915778160095,0.22897391021251678,0.14563840627670288
content,0.3614070415496826,0.22872057557106018,0.21174471080303192,0.3177974820137024,0.2995656728744507,0.18281257152557373,0.29306560754776,1.0,0.20795699954032898,0.10514838993549347,0.10141638666391373,0.35551804304122925,0.3221548795700073,0.20221666991710663,0.31410330533981323,0.27288690209388733,0.2765587866306305,0.3441393971443176,0.37093979120254517
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.23140138387680054,0.3004763424396515,1.0,0.22975631058216095,0.18281257152557373,0.5052502155303955,0.2122138887643814,0.2816956341266632,0.29617026448249817,0.42798417806625366,0.22770559787750244,0.5116966962814331,0.2683827579021454,0.41548454761505127,0.3802283704280853,0.1826142966747284
25,0.12916474044322968,-0.0007095441687852144,0.1671934723854065,0.15777255594730377,0.12407688796520233,0.13541533052921295,0.050090618431568146,0.07964025437831879,0.12003126740455627,0.30633994936943054,0.02133212983608246,0.12579457461833954,0.19767215847969055,0.05025447532534599,0.10243383049964905,0.049199700355529785,0.12336429208517075,0.13984240591526031,0.09614268690347672
per,0.21384303271770477,0.22395510971546173,0.21691934764385223,0.34180307388305664,0.2770349681377411,0.17468707263469696,0.15744470059871674,0.23842854797840118,0.21615441143512726,0.10697261989116669,0.09127918630838394,0.22906559705734253,0.27395638823509216,0.08781303465366364,0.21036672592163086,0.1860932856798172,0.2519395351409912,0.2515243589878082,0.22323818504810333
cent,0.17630065977573395,0.23562559485435486,0.21268479526042938,0.19204553961753845,0.4152945280075073,0.17454902827739716,0.24951419234275818,0.18535643815994263,0.22077123820781708,0.041483547538518906,0.153004452586174,0.1634843349456787,0.20941272377967834,0.15139466524124146,0.22515252232551575,0.2837543785572052,0.18867720663547516,0.2409462183713913,0.21050448715686798
was,0.22111038863658905,0.5810302495956421,0.48711544275283813,0.11685239523649216,0.15081442892551422,0.4069072902202606,0.17026057839393616,0.15408921241760254,0.4508470594882965,0.26016926765441895,0.21553055942058563,0.1827157437801361,0.23179835081100464,0.17283740639686584,0.3740963041782379,0.1479521542787552,0.3636345863342285,0.2863433063030243,0.18412111699581146
contrary,0.4802809953689575,0.3161839246749878,0.2533678412437439,0.285736620426178,0.18501116335391998,0.2893366813659668,0.2315070629119873,0.37649211287498474,0.29509612917900085,0.14931006729602814,0.2917371690273285,0.39224889874458313,0.36710458993911743,0.2253081202507019,0.2700634300708771,0.29666411876678467,0.34164461493492126,0.40634024143218994,0.3430522680282593
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.3115387558937073,0.2143162339925766,0.41548454761505127,0.26212915778160095,0.2765587866306305,0.45503583550453186,0.15143753588199615,0.259207159280777,0.2967781126499176,0.42520734667778015,0.2471274584531784,0.48971283435821533,0.2304178923368454,1.0,0.4544740617275238,0.29463258385658264
tfeu,0.1779472827911377,0.18587353825569153,0.23805710673332214,0.20483635365962982,0.15449662506580353,0.19117312133312225,0.18550628423690796,0.1595495492219925,0.23316232860088348,0.22330041229724884,0.14994046092033386,0.1774580031633377,0.15996631979942322,0.17847727239131927,0.24379579722881317,0.3453717827796936,0.144119530916214,0.12695477902889252,0.2193283885717392
article,0.40514686703681946,0.29873761534690857,0.3329811692237854,0.3033764064311981,0.17401830852031708,0.25720444321632385,0.2045079916715622,0.568554162979126,0.30913418531417847,0.16372331976890564,0.187630295753479,0.2874694764614105,0.32288315892219543,0.13003496825695038,0.23647621273994446,0.1898709088563919,0.361922025680542,0.35167133808135986,0.4948462247848511
34,0.05857600271701813,0.014576158486306667,0.0011487285373732448,0.015260644257068634,-0.03372075781226158,-0.03786544129252434,0.0165576059371233,0.05887709558010101,0.007357734255492687,-0.012421407736837864,-0.030858108773827553,0.010098603554069996,0.11159145087003708,-0.06341908127069473,-0.0019990652799606323,0.005755518563091755,0.012123718857765198,0.00420949375256896,-0.004250505939126015
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2227497547864914,0.19088563323020935,0.4946078956127167,0.1691807061433792,0.2644120454788208,0.427140474319458,0.2478695809841156,0.24953721463680267,0.199883371591568,0.425624817609787,0.21726574003696442,0.6633074283599854,0.2776920199394226,0.44245919585227966,0.3541618287563324,0.31091248989105225
because,0.46729007363319397,0.4047735333442688,0.44596394896507263,0.2405807226896286,0.2756830155849457,0.4075504541397095,0.28268298506736755,0.3231483995914459,0.42230045795440674,0.19061033427715302,0.20243723690509796,0.3241519033908844,0.44457945227622986,0.27932503819465637,0.5069696307182312,0.3003626763820648,0.5166091918945312,0.5794309377670288,0.2528740465641022
it,0.45803478360176086,0.6328473687171936,0.6251175999641418,0.2105134129524231,0.26668280363082886,0.38761502504348755,0.2671676576137543,0.3222239315509796,0.5452592968940735,0.17532017827033997,0.18657292425632477,0.20218323171138763,0.36125609278678894,0.23716051876544952,0.40957894921302795,0.3201139271259308,0.513711154460907,0.40974161028862,0.25732165575027466
had,0.23849567770957947,0.2932159900665283,0.3875846862792969,0.16963507235050201,0.2148664891719818,0.37755560874938965,0.20303259789943695,0.16012169420719147,0.34897568821907043,0.22786232829093933,0.14858920872211456,0.2066456824541092,0.37521764636039734,0.19231726229190826,0.3872550129890442,0.1895502656698227,0.37984350323677063,0.6263401508331299,0.20728366076946259
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.2512331008911133,0.2187717854976654,0.5052502155303955,0.23320576548576355,0.20795699954032898,1.0,0.23789440095424652,0.2212858349084854,0.322436660528183,0.2696802616119385,0.17340274155139923,0.3739250600337982,0.2508445978164673,0.45503583550453186,0.338716596364975,0.23916715383529663
greater,0.1946859508752823,0.21338969469070435,0.2814446687698364,0.2620840072631836,0.2341817319393158,0.34470728039741516,0.21027760207653046,0.14631839096546173,0.20286329090595245,0.09889473766088486,0.20273993909358978,0.1935098022222519,0.22947192192077637,0.14611952006816864,0.26711440086364746,0.1828063428401947,0.25585630536079407,0.23225228488445282,0.09723397344350815
negative,0.23431497812271118,0.1654897779226303,0.1981879472732544,0.26873141527175903,0.20481625199317932,0.17049510776996613,0.22221943736076355,0.27187198400497437,0.22058971226215363,0.09700017422437668,0.1516028791666031,0.1828804612159729,0.21407893300056458,0.1204766258597374,0.19922970235347748,0.14178375899791718,0.225682333111763,0.2604028880596161,0.12562139332294464
effect,0.2546532452106476,0.17614969611167908,0.2865084111690521,0.2555544078350067,0.24167296290397644,0.24129827320575714,0.2604614496231079,0.24554453790187836,0.24771364033222198,0.10823682695627213,0.22741442918777466,0.29432213306427,0.19967606663703918,0.21777008473873138,0.23508284986019135,0.18885064125061035,0.2521958649158478,0.27919867634773254,0.1783771812915802
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.15656337141990662,0.1766231805086136,0.3966929316520691,0.13676191866397858,0.20971469581127167,0.3848365545272827,0.191445454955101,0.13878796994686127,0.21154068410396576,0.3832052946090698,0.12266943603754044,0.4077630043029785,0.16893096268177032,0.41031414270401,0.36494916677474976,0.2714994251728058
imports,0.26115682721138,0.21386343240737915,0.2575509548187256,0.2465309202671051,0.2771022915840149,0.26888322830200195,0.25362297892570496,0.33791276812553406,0.1925535649061203,0.06820570677518845,0.18156522512435913,0.3061724007129669,0.32960885763168335,0.18353226780891418,0.2939378023147583,0.38838306069374084,0.28374990820884705,0.31908854842185974,0.2849743068218231
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.16740559041500092,0.2556350827217102,0.5352458953857422,0.25397148728370667,0.2660638689994812,0.50484299659729,0.2407633364200592,0.24482665956020355,0.22641335427761078,0.43406882882118225,0.26236745715141296,0.588965117931366,0.23816996812820435,0.4645031690597534,0.41614407300949097,0.4130953550338745
