,what,type,of,professional,is,a,pharmacy,technician,considered,to,be,?
employed,0.15165269374847412,0.11839547008275986,0.22383978962898254,0.2923480272293091,0.1857081949710846,0.2273576259613037,0.22871239483356476,0.3729413151741028,0.25988930463790894,0.22010761499404907,0.21992658078670502,0.1261894851922989
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.20803587138652802,0.5394441485404968,0.539380669593811,0.22082467377185822,0.19130711257457733,0.28591203689575195,0.45010748505592346,0.3481820821762085,0.20430970191955566
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.2665292024612427,0.658733606338501,1.0,0.21975059807300568,0.22603899240493774,0.36109375953674316,0.45503583550453186,0.39883795380592346,0.23916715383529663
hospital,0.14525319635868073,0.08241934329271317,0.20629651844501495,0.1897687166929245,0.18439237773418427,0.23276586830615997,0.3409312069416046,0.30484962463378906,0.08381613343954086,0.22196340560913086,0.14209602773189545,0.12508831918239594
pharmacy,0.21638189256191254,0.07205568999052048,0.18226979672908783,0.17879201471805573,0.16101746261119843,0.21975059807300568,1.0,0.3012925684452057,0.13079343736171722,0.1824638396501541,0.16073517501354218,0.1355620175600052
),0.26259949803352356,0.18612703680992126,0.3680361211299896,0.25558894872665405,0.37732169032096863,0.3640355169773102,0.19700509309768677,0.18636617064476013,0.2430245578289032,0.31236231327056885,0.24578070640563965,0.42300865054130554
but,0.5029441118240356,0.24026720225811005,0.39942997694015503,0.19262132048606873,0.4106791317462921,0.44750767946243286,0.18861611187458038,0.14986887574195862,0.438747376203537,0.5542377829551697,0.5764366984367371,0.27921953797340393
instead,0.4104403555393219,0.29869118332862854,0.31208282709121704,0.13427747786045074,0.3180348575115204,0.3737732470035553,0.13320699334144592,0.13105815649032593,0.23388218879699707,0.457004189491272,0.4021901488304138,0.2942638397216797
is,0.28837618231773376,0.3053323030471802,0.4854315221309662,0.2246137410402298,1.0,0.658733606338501,0.16101746261119843,0.16837115585803986,0.4096149802207947,0.42745086550712585,0.4819129705429077,0.22961433231830597
supervised,0.21153506636619568,0.14064329862594604,0.2288321554660797,0.205011785030365,0.1493275761604309,0.19417418539524078,0.23972241580486298,0.33232301473617554,0.18794070184230804,0.21479448676109314,0.21026764810085297,0.15064728260040283
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.2247244119644165,0.3859752118587494,0.3739250600337982,0.21655313670635223,0.17816412448883057,0.3359341621398926,0.48971283435821533,0.41766801476478577,0.20544172823429108
managed,0.1400795578956604,0.04394359141588211,0.19627609848976135,0.2379811555147171,0.20343844592571259,0.2628381848335266,0.09045558422803879,0.11824127286672592,0.13179492950439453,0.29769739508628845,0.15255926549434662,0.1315973401069641
by,0.2455483376979828,0.15232881903648376,0.3646814823150635,0.1685522496700287,0.3899846076965332,0.32094135880470276,0.09795649349689484,0.18082530796527863,0.23957760632038116,0.33534231781959534,0.43158695101737976,0.17966607213020325
other,0.341873437166214,0.2522227168083191,0.38583824038505554,0.144990012049675,0.25895947217941284,0.2806335389614105,0.18628889322280884,0.13547684252262115,0.2968703508377075,0.4193183183670044,0.4629868268966675,0.24682199954986572
senior,0.17239674925804138,0.06380162388086319,0.2675186097621918,0.31448251008987427,0.12591087818145752,0.18134067952632904,0.1725451946258545,0.21433299779891968,0.19557783007621765,0.21060478687286377,0.12420931458473206,0.104712575674057
pharmacy,0.21638189256191254,0.07205568999052048,0.18226979672908783,0.17879201471805573,0.16101746261119843,0.21975059807300568,1.0,0.3012925684452057,0.13079343736171722,0.1824638396501541,0.16073517501354218,0.1355620175600052
technicians,0.21377219259738922,0.13804972171783447,0.17011334002017975,0.21883653104305267,0.1622994989156723,0.23602671921253204,0.27077218890190125,0.6819771528244019,0.14471355080604553,0.30056139826774597,0.2543181777000427,0.16329023241996765
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.22379478812217712,0.4569662809371948,0.50484299659729,0.23916830122470856,0.1586877554655075,0.29356086254119873,0.4645031690597534,0.4383580684661865,0.4130953550338745
,what,type,of,professional,is,a,pharmacy,technician,considered,to,be,?
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.1869824379682541,0.5823672413825989,0.5829201340675354,0.1938311904668808,0.16273300349712372,0.4028765559196472,0.535392165184021,0.4248143136501312,0.22068053483963013
gphc,0.23287148773670197,0.22370696067810059,0.24038082361221313,0.1989222913980484,0.28772640228271484,0.2875484526157379,0.24023523926734924,0.2325056940317154,0.1613534390926361,0.2553679049015045,0.2576886713504791,0.27919474244117737
is,0.28837618231773376,0.3053323030471802,0.4854315221309662,0.2246137410402298,1.0,0.658733606338501,0.16101746261119843,0.16837115585803986,0.4096149802207947,0.42745086550712585,0.4819129705429077,0.22961433231830597
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.1869824379682541,0.5823672413825989,0.5829201340675354,0.1938311904668808,0.16273300349712372,0.4028765559196472,0.535392165184021,0.4248143136501312,0.22068053483963013
governing,0.21229864656925201,0.15505853295326233,0.3364465534687042,0.18360544741153717,0.22579121589660645,0.22193856537342072,0.20008473098278046,0.087710440158844,0.24135860800743103,0.22282420098781586,0.14403729140758514,0.15836504101753235
body,0.2143840193748474,0.2224954217672348,0.25063133239746094,0.09102199226617813,0.2790417969226837,0.26263290643692017,0.1015244796872139,0.10778074711561203,0.20633035898208618,0.307265043258667,0.28826382756233215,0.20136451721191406
for,0.3017193675041199,0.20848464965820312,0.4185989499092102,0.2828660011291504,0.43268078565597534,0.44038116931915283,0.1657865047454834,0.2125900685787201,0.3214476406574249,0.4451248347759247,0.3801851272583008,0.264628142118454
pharmacy,0.21638189256191254,0.07205568999052048,0.18226979672908783,0.17879201471805573,0.16101746261119843,0.21975059807300568,1.0,0.3012925684452057,0.13079343736171722,0.1824638396501541,0.16073517501354218,0.1355620175600052
health,0.21460163593292236,0.06886095553636551,0.28076469898223877,0.22176985442638397,0.1864514946937561,0.21166443824768066,0.32834142446517944,0.28253981471061707,0.2370816022157669,0.29985085129737854,0.2504793405532837,0.16094304621219635
care,0.2973911762237549,0.10162777453660965,0.20533065497875214,0.2419613003730774,0.1715470850467682,0.19697006046772003,0.2922910749912262,0.24350635707378387,0.222468301653862,0.27786314487457275,0.3111850321292877,0.24279968440532684
professionals,0.2777658998966217,0.14161449670791626,0.21767503023147583,0.8269397616386414,0.18974612653255463,0.21404023468494415,0.2713257670402527,0.34411829710006714,0.2030363380908966,0.2945360541343689,0.24325615167617798,0.16300173103809357
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.2247244119644165,0.3859752118587494,0.3739250600337982,0.21655313670635223,0.17816412448883057,0.3359341621398926,0.48971283435821533,0.41766801476478577,0.20544172823429108
this,0.5489566326141357,0.36936521530151367,0.45148900151252747,0.19053997099399567,0.480927973985672,0.5422310829162598,0.1458742916584015,0.16215014457702637,0.39504173398017883,0.5759071707725525,0.566177248954773,0.3155723512172699
is,0.28837618231773376,0.3053323030471802,0.4854315221309662,0.2246137410402298,1.0,0.658733606338501,0.16101746261119843,0.16837115585803986,0.4096149802207947,0.42745086550712585,0.4819129705429077,0.22961433231830597
who,0.40942975878715515,0.1257498413324356,0.2827862501144409,0.2792035639286041,0.24293622374534607,0.36608949303627014,0.21132494509220123,0.24453772604465485,0.2708154320716858,0.42656609416007996,0.3371641933917999,0.26220351457595825
regulates,0.19956842064857483,0.22378361225128174,0.2540435791015625,0.11032819002866745,0.22762078046798706,0.22762149572372437,0.23874607682228088,0.23749816417694092,0.20914725959300995,0.21904858946800232,0.24283236265182495,0.1498008519411087
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.1869824379682541,0.5823672413825989,0.5829201340675354,0.1938311904668808,0.16273300349712372,0.4028765559196472,0.535392165184021,0.4248143136501312,0.22068053483963013
practice,0.2749895751476288,0.13777656853199005,0.2597380578517914,0.2650957703590393,0.21584326028823853,0.27658340334892273,0.2685104310512543,0.17915043234825134,0.33407464623451233,0.289366751909256,0.2743644714355469,0.21386858820915222
of,0.33290785551071167,0.18112817406654358,1.0,0.21265500783920288,0.4854315221309662,0.5052502155303955,0.18226979672908783,0.09919387847185135,0.4190242290496826,0.41548454761505127,0.33904364705085754,0.1826142966747284
pharmacists,0.28274545073509216,0.13279232382774353,0.20506609976291656,0.18424750864505768,0.20884303748607635,0.25803542137145996,0.7877770662307739,0.3059596121311188,0.21420276165008545,0.24341562390327454,0.2688070833683014,0.1797308325767517
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.2247244119644165,0.3859752118587494,0.3739250600337982,0.21655313670635223,0.17816412448883057,0.3359341621398926,0.48971283435821533,0.41766801476478577,0.20544172823429108
pharmacy,0.21638189256191254,0.07205568999052048,0.18226979672908783,0.17879201471805573,0.16101746261119843,0.21975059807300568,1.0,0.3012925684452057,0.13079343736171722,0.1824638396501541,0.16073517501354218,0.1355620175600052
technicians,0.21377219259738922,0.13804972171783447,0.17011334002017975,0.21883653104305267,0.1622994989156723,0.23602671921253204,0.27077218890190125,0.6819771528244019,0.14471355080604553,0.30056139826774597,0.2543181777000427,0.16329023241996765
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.22379478812217712,0.4569662809371948,0.50484299659729,0.23916830122470856,0.1586877554655075,0.29356086254119873,0.4645031690597534,0.4383580684661865,0.4130953550338745
