,what,city,",",along,with,hamilton,",",wellington,and,christchurch,",",is,one,of,the,largest,in,new,zealand,?
now,0.4903225302696228,0.2560482323169708,0.43216821551322937,0.19970537722110748,0.2213166505098343,0.17586131393909454,0.43216821551322937,0.2166137546300888,0.35309651494026184,0.22214390337467194,0.43216821551322937,0.39589470624923706,0.3720342814922333,0.29182544350624084,0.38266420364379883,0.23208308219909668,0.3619694113731384,0.31683605909347534,0.1617133468389511,0.29641881585121155
largely,0.25660550594329834,0.18185214698314667,0.24212822318077087,0.1674591600894928,0.20874223113059998,0.15916065871715546,0.24212822318077087,0.20078793168067932,0.2951068878173828,0.1770978569984436,0.24212822318077087,0.27936726808547974,0.13870854675769806,0.3087159991264343,0.34641584753990173,0.3386596739292145,0.2371911108493805,0.15440361201763153,0.09016531705856323,0.08185246586799622
restricted,0.24043217301368713,0.08232086151838303,0.25637534260749817,0.22316859662532806,0.2605280876159668,0.09536396712064743,0.25637534260749817,0.18636050820350647,0.2481634020805359,0.2689928114414215,0.25637534260749817,0.18202029168605804,0.24868828058242798,0.2586212754249573,0.26228615641593933,0.13701720535755157,0.2318386733531952,0.17772209644317627,0.226813405752182,0.16540619730949402
to,0.455847829580307,0.20300441980361938,0.44245919585227966,0.2976071536540985,0.4239959120750427,0.18115249276161194,0.44245919585227966,0.24419672787189484,0.48971283435821533,0.24728652834892273,0.44245919585227966,0.42745086550712585,0.4025384783744812,0.41548454761505127,0.535392165184021,0.18687231838703156,0.45010748505592346,0.33159172534942627,0.19011619687080383,0.29463258385658264
the,0.42745697498321533,0.35769423842430115,0.4933079481124878,0.39495137333869934,0.4223487675189972,0.24943995475769043,0.4933079481124878,0.2624299228191376,0.5171257257461548,0.23714801669120789,0.4933079481124878,0.5823672413825989,0.5514441132545471,0.733189046382904,1.0,0.3757036626338959,0.6662389636039734,0.3845241069793701,0.18368712067604065,0.22068053483963013
largest,0.13463157415390015,0.3647192716598511,0.26626327633857727,0.14241459965705872,0.16282805800437927,0.143629789352417,0.26626327633857727,0.27021560072898865,0.24602696299552917,0.25419533252716064,0.26626327633857727,0.3413417339324951,0.3001094460487366,0.36650770902633667,0.3757036626338959,0.9999999403953552,0.3017216920852661,0.19267795979976654,0.14106562733650208,0.12401245534420013
cities,0.161918506026268,0.5864919424057007,0.31927579641342163,0.18443426489830017,0.22294199466705322,0.12127596139907837,0.31927579641342163,0.1775941401720047,0.292957067489624,0.2448912113904953,0.31927579641342163,0.21770904958248138,0.2687361240386963,0.29528072476387024,0.2621172070503235,0.2815219461917877,0.32293570041656494,0.15534153580665588,0.11050521582365036,0.13339310884475708
(,0.2411840260028839,0.19590984284877777,0.6363511681556702,0.18445467948913574,0.29503780603408813,0.1650058925151825,0.6363511681556702,0.15840061008930206,0.4862271547317505,0.16648168861865997,0.6363511681556702,0.35393038392066956,0.2922096848487854,0.35032153129577637,0.33289089798927307,0.14214102923870087,0.3087427020072937,0.24608564376831055,0.2067287415266037,0.40561532974243164
auckland,0.11985393613576889,0.29105648398399353,0.2888340950012207,0.17299145460128784,0.2621740996837616,0.3036574423313141,0.2888340950012207,0.5104174613952637,0.2758531868457794,0.5298171043395996,0.2888340950012207,0.23582008481025696,0.23022399842739105,0.22030110657215118,0.25897881388664246,0.20659571886062622,0.2797597646713257,0.4487413167953491,0.553019106388092,0.11742713302373886
",",0.3087472915649414,0.35839709639549255,1.0000001192092896,0.29824912548065186,0.4120737314224243,0.2913999855518341,1.0000001192092896,0.28021010756492615,0.6633074283599854,0.27713438868522644,1.0000001192092896,0.4691906273365021,0.3696635365486145,0.4946078956127167,0.4933079481124878,0.26626327633857727,0.5201468467712402,0.36073189973831177,0.25323209166526794,0.31091248989105225
hamilton,0.1827726662158966,0.18656998872756958,0.2913999855518341,0.20489715039730072,0.21400004625320435,1.0,0.2913999855518341,0.37973517179489136,0.2861165404319763,0.2906346619129181,0.2913999855518341,0.14254130423069,0.2261132299900055,0.2026616632938385,0.24943995475769043,0.143629789352417,0.2069321870803833,0.24561557173728943,0.21261104941368103,0.16491469740867615
",",0.3087472915649414,0.35839709639549255,1.0000001192092896,0.29824912548065186,0.4120737314224243,0.2913999855518341,1.0000001192092896,0.28021010756492615,0.6633074283599854,0.27713438868522644,1.0000001192092896,0.4691906273365021,0.3696635365486145,0.4946078956127167,0.4933079481124878,0.26626327633857727,0.5201468467712402,0.36073189973831177,0.25323209166526794,0.31091248989105225
wellington,0.09130020439624786,0.3133695721626282,0.28021010756492615,0.17479673027992249,0.1975419968366623,0.37973517179489136,0.28021010756492615,1.0,0.25940704345703125,0.500203549861908,0.28021010756492615,0.15296177566051483,0.14479592442512512,0.22664903104305267,0.2624299228191376,0.27021560072898865,0.25662562251091003,0.35201457142829895,0.4435681104660034,0.11347156763076782
and,0.31309178471565247,0.2827445864677429,0.6633074283599854,0.4213258922100067,0.5477725267410278,0.2861165404319763,0.6633074283599854,0.25940704345703125,1.0,0.26014354825019836,0.6633074283599854,0.3859752118587494,0.42438167333602905,0.5116966962814331,0.5171257257461548,0.24602696299552917,0.4954058527946472,0.31402453780174255,0.29318365454673767,0.20544172823429108
christchurch,0.1480281949043274,0.31662362813949585,0.27713438868522644,0.15221306681632996,0.21052518486976624,0.2906346619129181,0.27713438868522644,0.500203549861908,0.26014354825019836,0.9999999403953552,0.27713438868522644,0.1651236116886139,0.18866996467113495,0.22967450320720673,0.23714801669120789,0.25419533252716064,0.2651437222957611,0.36236658692359924,0.4792059659957886,0.11010126024484634
),0.26259949803352356,0.2113075703382492,0.63033527135849,0.17395511269569397,0.3069596290588379,0.17427518963813782,0.63033527135849,0.17710834741592407,0.4961937665939331,0.1886405646800995,0.63033527135849,0.37732169032096863,0.31658053398132324,0.3680361211299896,0.3456730246543884,0.1570781171321869,0.3326910734176636,0.253329336643219,0.18465255200862885,0.42300865054130554
and,0.31309178471565247,0.2827445864677429,0.6633074283599854,0.4213258922100067,0.5477725267410278,0.2861165404319763,0.6633074283599854,0.25940704345703125,1.0,0.26014354825019836,0.6633074283599854,0.3859752118587494,0.42438167333602905,0.5116966962814331,0.5171257257461548,0.24602696299552917,0.4954058527946472,0.31402453780174255,0.29318365454673767,0.20544172823429108
niche,0.21223396062850952,0.08506010472774506,0.15411388874053955,0.15462085604667664,0.22075191140174866,0.060531988739967346,0.15411388874053955,0.12570132315158844,0.21272793412208557,0.13772106170654297,0.15411388874053955,0.22233518958091736,0.2273993194103241,0.1195576936006546,0.1820162534713745,0.19557718932628632,0.1340339332818985,0.1250889003276825,0.05130299925804138,0.1657724678516388
markets,0.12341798096895218,0.2520569860935211,0.24350304901599884,0.22702258825302124,0.16027575731277466,0.11680044233798981,0.24350304901599884,0.2126094251871109,0.2580149173736572,0.2543979585170746,0.24350304901599884,0.21294242143630981,0.1958404928445816,0.17050357162952423,0.23818166553974152,0.2044110894203186,0.2811138927936554,0.1799035519361496,0.1728389710187912,0.11209505051374435
.,0.3567904531955719,0.29856356978416443,0.6812511086463928,0.27491724491119385,0.4446153938770294,0.26368555426597595,0.6812511086463928,0.2580062448978424,0.588965117931366,0.27591943740844727,0.6812511086463928,0.4569662809371948,0.4123194217681885,0.5352458953857422,0.5934505462646484,0.18871670961380005,0.5591574311256409,0.35031336545944214,0.22469598054885864,0.4130953550338745
