,when,did,ribault,first,establish,a,settlement,in,south,carolina,?
.,0.475719153881073,0.35288307070732117,0.3263445794582367,0.4345304071903229,0.2126183956861496,0.50484299659729,0.233600914478302,0.5591574311256409,0.2798699140548706,0.2702518403530121,0.4130953550338745
,when,did,ribault,first,establish,a,settlement,in,south,carolina,?
in,0.4431333839893341,0.2593238651752472,0.23977957665920258,0.4127444326877594,0.25682297348976135,0.539380669593811,0.26083990931510925,1.0,0.33642083406448364,0.2380082756280899,0.20430970191955566
1564,0.1079312339425087,0.13006220757961273,-0.072817862033844,-0.009657129645347595,-0.007227517664432526,-0.0044221291318535805,0.07678558677434921,0.017495596781373024,-0.06334899365901947,0.05713628605008125,0.11914143711328506
",",0.36674630641937256,0.3015086054801941,0.34355199337005615,0.34503069519996643,0.19669954478740692,0.427140474319458,0.25103551149368286,0.5201468467712402,0.3256652057170868,0.2566046118736267,0.31091248989105225
ribault,0.2408909648656845,0.20181918144226074,1.0,0.27004316449165344,0.08630277216434479,0.2987509071826935,0.13022302091121674,0.23977957665920258,0.2356320321559906,0.23511019349098206,0.18847298622131348
's,-0.03368149697780609,0.05069678649306297,-0.0032827716786414385,-0.014458609744906425,-0.08452758938074112,0.04866964742541313,-0.06169390305876732,-0.037580832839012146,0.06268392503261566,0.030589593574404716,-0.023395681753754616
former,0.1756535917520523,0.0988369733095169,0.2354302704334259,0.19098392128944397,0.14399933815002441,0.2562483549118042,0.10238038003444672,0.2668642997741699,0.2812443971633911,0.16908657550811768,0.10570605844259262
lieutenant,0.17449812591075897,0.13139601051807404,0.22971682250499725,0.2960440218448639,0.18298940360546112,0.16361021995544434,0.23569612205028534,0.23110923171043396,0.18081922829151154,0.21589604020118713,0.14948289096355438
rené,0.2032347321510315,0.08939684927463531,0.39582592248916626,0.261417955160141,0.09464574605226517,0.19604946672916412,0.08937355875968933,0.1914007067680359,0.10319499671459198,0.08459187299013138,0.11571391671895981
goulaine,0.12927134335041046,0.10704529285430908,0.5350265502929688,0.16594694554805756,0.0812278762459755,0.24648210406303406,0.1093251183629036,0.2576984167098999,0.2878257930278778,0.2540278732776642,0.25706392526626587
de,0.15837545692920685,0.09745011478662491,0.45810168981552124,0.21795547008514404,0.16102133691310883,0.19532008469104767,0.1251508742570877,0.24818959832191467,0.179031103849411,0.1774853765964508,0.11064168810844421
laudonnière,0.1941087543964386,0.16728456318378448,0.6126288771629333,0.24415989220142365,0.1598796844482422,0.2617090046405792,0.14051754772663116,0.2835824191570282,0.2149575799703598,0.18623363971710205,0.2602958381175995
launched,0.20492124557495117,0.1794346421957016,0.1778121143579483,0.30769190192222595,0.20794399082660675,0.20170536637306213,0.15288753807544708,0.18876992166042328,0.1831716150045395,0.18163573741912842,0.1803835779428482
a,0.44397395849227905,0.2552328109741211,0.2987509071826935,0.4287874400615692,0.22806213796138763,1.0,0.24842394888401031,0.539380669593811,0.23680485785007477,0.1979188621044159,0.23916715383529663
second,0.28561660647392273,0.20727969706058502,0.18683597445487976,0.6953977942466736,0.13447768986225128,0.3655064105987549,0.1799522191286087,0.34510284662246704,0.17915646731853485,0.16378067433834076,0.17239587008953094
voyage,0.18047189712524414,0.149911031126976,0.29047122597694397,0.2964174151420593,0.1746566742658615,0.14384129643440247,0.3125295042991638,0.2384415715932846,0.2026626169681549,0.1305636465549469,0.1303650438785553
to,0.5423505902290344,0.4452643394470215,0.23193833231925964,0.3792489171028137,0.32019129395484924,0.45503583550453186,0.2762512266635895,0.45010748505592346,0.25657615065574646,0.23296888172626495,0.29463258385658264
build,0.26137539744377136,0.23755796253681183,0.17679786682128906,0.17361782491207123,0.32836756110191345,0.26229962706565857,0.2712559700012207,0.26063278317451477,0.1174008697271347,0.14958572387695312,0.1704305112361908
a,0.44397395849227905,0.2552328109741211,0.2987509071826935,0.4287874400615692,0.22806213796138763,1.0,0.24842394888401031,0.539380669593811,0.23680485785007477,0.1979188621044159,0.23916715383529663
colony,0.23867273330688477,0.17398406565189362,0.20382829010486603,0.27991995215415955,0.35302868485450745,0.20176295936107635,0.51438969373703,0.25087448954582214,0.26421207189559937,0.21478110551834106,0.13831071555614471
;,0.022927695885300636,0.10727239400148392,0.10300008952617645,0.07760433852672577,0.0881366953253746,-0.02122584730386734,0.06736510992050171,0.092739537358284,0.07080903649330139,0.10083892196416855,0.10349778085947037
he,0.39115971326828003,0.3292143940925598,0.3389245271682739,0.3826274573802948,0.23162055015563965,0.4393508732318878,0.15086223185062408,0.41690486669540405,0.25597822666168213,0.20276528596878052,0.2089974731206894
established,0.18169470131397247,0.18989217281341553,0.11487790197134018,0.2571922838687897,0.7768300175666809,0.23500119149684906,0.2832983136177063,0.3118882477283478,0.18483494222164154,0.09842056035995483,0.15917523205280304
fort,0.17408059537410736,0.17500312626361847,0.31646785140037537,0.17213241755962372,0.1751514971256256,0.16024662554264069,0.3170347809791565,0.24152536690235138,0.24956068396568298,0.33248043060302734,0.15686731040477753
caroline,0.15491318702697754,0.17828644812107086,0.26907241344451904,0.22791218757629395,0.09786882251501083,0.19588203728199005,0.12262280285358429,0.22602996230125427,0.28717485070228577,0.6352675557136536,0.13168026506900787
in,0.4431333839893341,0.2593238651752472,0.23977957665920258,0.4127444326877594,0.25682297348976135,0.539380669593811,0.26083990931510925,1.0,0.33642083406448364,0.2380082756280899,0.20430970191955566
what,0.4700249433517456,0.4259131848812103,0.19485299289226532,0.28086137771606445,0.24999600648880005,0.3320399522781372,0.2558431327342987,0.30808621644973755,0.15388517081737518,0.1956660896539688,0.5051238536834717
is,0.3471449911594391,0.19247472286224365,0.2133931666612625,0.30889374017715454,0.15405499935150146,0.658733606338501,0.24221304059028625,0.5394441485404968,0.27680471539497375,0.13908782601356506,0.22961433231830597
now,0.38253819942474365,0.2646316885948181,0.15981674194335938,0.3032863736152649,0.22351022064685822,0.3046339154243469,0.23763863742351532,0.3619694113731384,0.2433614879846573,0.1306963413953781,0.29641881585121155
jacksonville,0.18586671352386475,0.22992172837257385,0.3739089071750641,0.2168712168931961,0.05150510370731354,0.28008249402046204,0.12530839443206787,0.22147351503372192,0.24695053696632385,0.5087300539016724,0.1359667330980301
",",0.36674630641937256,0.3015086054801941,0.34355199337005615,0.34503069519996643,0.19669954478740692,0.427140474319458,0.25103551149368286,0.5201468467712402,0.3256652057170868,0.2566046118736267,0.31091248989105225
florida,0.18923655152320862,0.16857092082500458,0.2524162828922272,0.17244821786880493,0.09761551767587662,0.22540530562400818,0.17341943085193634,0.2330404818058014,0.26513609290122986,0.5134581923484802,0.13469882309436798
.,0.475719153881073,0.35288307070732117,0.3263445794582367,0.4345304071903229,0.2126183956861496,0.50484299659729,0.233600914478302,0.5591574311256409,0.2798699140548706,0.2702518403530121,0.4130953550338745
