,what,does,the,template,for,bills,passed,by,the,scottish,parliament,include,?
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.1811947077512741,0.4185989499092102,0.21196214854717255,0.2703755795955658,0.3646814823150635,0.733189046382904,0.1698460429906845,0.2885259687900543,0.37431180477142334,0.1826142966747284
the,0.42745697498321533,0.35928019881248474,1.0,0.2930607795715332,0.4739971458911896,0.2371491938829422,0.3173406720161438,0.4408751428127289,1.0,0.21724988520145416,0.26521381735801697,0.2951717972755432,0.22068053483963013
scottish,0.13777151703834534,0.13870032131671906,0.21724988520145416,0.10943656414747238,0.15676887333393097,0.1690821796655655,0.16614016890525818,0.1562303602695465,0.21724988520145416,1.0000001192092896,0.3418616056442261,0.1260942965745926,0.06442669779062271
parliament,0.21650300920009613,0.22050349414348602,0.26521381735801697,0.1532965451478958,0.23382046818733215,0.26832765340805054,0.3329673409461975,0.1523929238319397,0.26521381735801697,0.3418616056442261,1.0,0.07932890951633453,0.1586504578590393
was,0.22111038863658905,0.19302551448345184,0.48711544275283813,0.1499771922826767,0.3863949179649353,0.11746428161859512,0.2673497200012207,0.4752357602119446,0.48711544275283813,0.20229777693748474,0.24742799997329712,0.10680413991212845,0.18412111699581146
passed,0.22233739495277405,0.17548538744449615,0.3173406720161438,0.24629631638526917,0.23234809935092926,0.28929227590560913,1.0,0.27371692657470703,0.3173406720161438,0.16614016890525818,0.3329673409461975,0.10214856266975403,0.12064517289400101
by,0.2455483376979828,0.143477201461792,0.4408751428127289,0.2016615867614746,0.3248702883720398,0.08112535625696182,0.27371692657470703,1.0000001192092896,0.4408751428127289,0.1562303602695465,0.1523929238319397,0.24257268011569977,0.17966607213020325
the,0.42745697498321533,0.35928019881248474,1.0,0.2930607795715332,0.4739971458911896,0.2371491938829422,0.3173406720161438,0.4408751428127289,1.0,0.21724988520145416,0.26521381735801697,0.2951717972755432,0.22068053483963013
parliament,0.21650300920009613,0.22050349414348602,0.26521381735801697,0.1532965451478958,0.23382046818733215,0.26832765340805054,0.3329673409461975,0.1523929238319397,0.26521381735801697,0.3418616056442261,1.0,0.07932890951633453,0.1586504578590393
on,0.34226128458976746,0.2568802833557129,0.5107308030128479,0.22948552668094635,0.36199691891670227,0.17112649977207184,0.19424374401569366,0.33887791633605957,0.5107308030128479,0.14497309923171997,0.2047569900751114,0.2332274466753006,0.2714994251728058
[,0.010752761736512184,-0.04333333671092987,0.07130392640829086,0.06589376926422119,0.10575617104768753,0.05093581601977348,-0.04289093241095543,0.10289373248815536,0.07130392640829086,0.008876373060047626,-0.0012461560545489192,0.12102590501308441,0.011015460826456547
date,0.20141606032848358,0.2264091819524765,0.25333094596862793,0.28372764587402344,0.1509818285703659,0.05014822632074356,0.10740640014410019,0.1930214762687683,0.25333094596862793,0.16547933220863342,0.14789076149463654,0.10472127795219421,0.2698357403278351
],-0.03775298595428467,0.018593570217490196,-0.04779602214694023,-0.028199071064591408,-0.023346275091171265,-0.025108277797698975,0.023964231833815575,0.043569888919591904,-0.04779602214694023,0.08452536165714264,-0.02959509938955307,-0.029900502413511276,-0.0022520492784678936
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.19749930500984192,0.5064792633056641,0.2781215310096741,0.2603820264339447,0.4289871156215668,0.5171257257461548,0.2972351908683777,0.26227831840515137,0.3915219306945801,0.20544172823429108
received,0.1010502278804779,0.1789911389350891,0.24890556931495667,0.06873234361410141,0.30396392941474915,0.09605072438716888,0.2630380094051361,0.22934994101524353,0.24890556931495667,0.08065187931060791,0.06176235154271126,0.17175328731536865,0.11905962228775024
royal,0.16189028322696686,0.12133024632930756,0.2997032403945923,0.1419176608324051,0.20729990303516388,0.10622631758451462,0.1527380794286728,0.21020539104938507,0.2997032403945923,0.1868695467710495,0.27501314878463745,0.12270886451005936,0.11453001946210861
assent,0.29097244143486023,0.2948771119117737,0.2975829243659973,0.21135902404785156,0.24041560292243958,0.3172827363014221,0.3369400203227997,0.27436769008636475,0.2975829243659973,0.21403762698173523,0.48121771216392517,0.1002124696969986,0.21738570928573608
on,0.34226128458976746,0.2568802833557129,0.5107308030128479,0.22948552668094635,0.36199691891670227,0.17112649977207184,0.19424374401569366,0.33887791633605957,0.5107308030128479,0.14497309923171997,0.2047569900751114,0.2332274466753006,0.2714994251728058
[,0.010752761736512184,-0.04333333671092987,0.07130392640829086,0.06589376926422119,0.10575617104768753,0.05093581601977348,-0.04289093241095543,0.10289373248815536,0.07130392640829086,0.008876373060047626,-0.0012461560545489192,0.12102590501308441,0.011015460826456547
date,0.20141606032848358,0.2264091819524765,0.25333094596862793,0.28372764587402344,0.1509818285703659,0.05014822632074356,0.10740640014410019,0.1930214762687683,0.25333094596862793,0.16547933220863342,0.14789076149463654,0.10472127795219421,0.2698357403278351
],-0.03775298595428467,0.018593570217490196,-0.04779602214694023,-0.028199071064591408,-0.023346275091171265,-0.025108277797698975,0.023964231833815575,0.043569888919591904,-0.04779602214694023,0.08452536165714264,-0.02959509938955307,-0.029900502413511276,-0.0022520492784678936
'',0.08143015950918198,-0.004023602232336998,0.041273195296525955,0.10907679796218872,-0.04479556903243065,0.030672691762447357,0.05668391287326813,-0.010275691747665405,0.041273195296525955,0.07334339618682861,0.042836062610149384,0.037203479558229446,0.018684765323996544
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.25827234983444214,0.4726039469242096,0.2279222309589386,0.23110949993133545,0.3936232924461365,0.5934505462646484,0.20125295221805573,0.23747818171977997,0.21809983253479004,0.4130953550338745
