,when,upt,bough,abc,",",what,was,the,merged,company,called,?
1501,-0.10552743077278137,-0.1379651576280594,-0.01769539713859558,-0.004252338781952858,-0.015985997393727303,-0.0909290760755539,0.042830269783735275,-0.0286103505641222,-0.028902174904942513,-0.04887709394097328,-0.09684623777866364,-0.04949088394641876
broadway,0.15148739516735077,0.19377359747886658,0.22462749481201172,0.35529398918151855,0.2468005269765854,0.1423991322517395,0.2109655886888504,0.18395566940307617,0.04972667619585991,0.2203444242477417,0.10031449794769287,0.188872292637825
in,0.4431333839893341,0.18964797258377075,0.18836495280265808,0.1697147786617279,0.5201468467712402,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.20397168397903442,0.22141718864440918,0.40847352147102356,0.20430970191955566
manhattan,0.20160408318042755,0.17261143028736115,0.22997310757637024,0.1979755461215973,0.2758549153804779,0.14820615947246552,0.21494844555854797,0.2704658806324005,0.12316352874040604,0.1973317265510559,0.18395216763019562,0.08787932246923447
",",0.36674630641937256,0.23893846571445465,0.30757421255111694,0.2097204476594925,1.0000001192092896,0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2192392498254776,0.2697763442993164,0.26549121737480164,0.31091248989105225
owned,0.20093747973442078,0.22706373035907745,0.4769464433193207,0.2405787706375122,0.21168820559978485,0.12432919442653656,0.28269392251968384,0.1999378502368927,0.30485451221466064,0.48909151554107666,0.3055148422718048,0.1288648396730423
six,0.28502458333969116,0.08500678837299347,0.1506982445716858,0.16650718450546265,0.2737274467945099,0.1779850870370865,0.3042767345905304,0.3614266812801361,0.11577814072370529,0.08975443243980408,0.25271323323249817,0.15298804640769958
am,0.16190288960933685,0.1955173909664154,0.11101225018501282,0.18104279041290283,0.32142406702041626,0.25965139269828796,0.2766091525554657,0.18601742386817932,0.12677575647830963,0.0828552395105362,0.054856546223163605,0.3437723219394684
and,0.4716290831565857,0.3043553829193115,0.26087597012519836,0.16453155875205994,0.6633074283599854,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.1286735236644745,0.23788511753082275,0.3251761794090271,0.20544172823429108
several,0.306964635848999,0.20615048706531525,0.11793265491724014,0.1428346037864685,0.3402247726917267,0.22446060180664062,0.25396689772605896,0.40559855103492737,0.1434982717037201,0.1799900233745575,0.28788504004478455,0.15595775842666626
fm,0.15010325610637665,0.09363188594579697,0.14148448407649994,0.30740925669670105,0.22169965505599976,0.12007185071706772,0.14100852608680725,0.1839628368616104,0.14529965817928314,0.14183759689331055,0.1982109099626541,0.1004299446940422
radio,0.13374444842338562,0.1385423094034195,0.1478443145751953,0.35354745388031006,0.25251123309135437,0.16863368451595306,0.20381812751293182,0.23511973023414612,0.12882758677005768,0.13528293371200562,0.17146404087543488,0.08763375133275986
stations,0.18794915080070496,0.15368084609508514,0.18031272292137146,0.23858611285686493,0.26337406039237976,0.1621520221233368,0.15012863278388977,0.24762700498104095,0.19332869350910187,0.24801203608512878,0.17854465544223785,0.13192185759544373
",",0.36674630641937256,0.23893846571445465,0.30757421255111694,0.2097204476594925,1.0000001192092896,0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2192392498254776,0.2697763442993164,0.26549121737480164,0.31091248989105225
five,0.2892635762691498,0.12134302407503128,0.12042402476072311,0.14211930334568024,0.3101605772972107,0.18688078224658966,0.310379296541214,0.41977158188819885,0.1324019581079483,0.13941040635108948,0.2968750596046448,0.18342848122119904
television,0.19077982008457184,0.15697897970676422,0.14833447337150574,0.46871840953826904,0.27995240688323975,0.19838058948516846,0.2516675293445587,0.24569597840309143,0.060539234429597855,0.25623777508735657,0.1759958118200302,0.16825827956199646
stations,0.18794915080070496,0.15368084609508514,0.18031272292137146,0.23858611285686493,0.26337406039237976,0.1621520221233368,0.15012863278388977,0.24762700498104095,0.19332869350910187,0.24801203608512878,0.17854465544223785,0.13192185759544373
and,0.4716290831565857,0.3043553829193115,0.26087597012519836,0.16453155875205994,0.6633074283599854,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.1286735236644745,0.23788511753082275,0.3251761794090271,0.20544172823429108
644,0.08721572905778885,0.08976107835769653,0.0042368886061012745,0.08269329369068146,0.16484643518924713,0.08588922768831253,0.18381555378437042,0.1468888521194458,0.012797048315405846,0.007535150740295649,0.21695303916931152,-0.01436137966811657
cinemas,0.15425415337085724,0.13848084211349487,0.15783001482486725,0.21345819532871246,0.199713334441185,0.1423388123512268,0.2465328872203827,0.26714128255844116,0.04536008834838867,0.22302678227424622,0.1648218184709549,0.14086683094501495
in,0.4431333839893341,0.18964797258377075,0.18836495280265808,0.1697147786617279,0.5201468467712402,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.20397168397903442,0.22141718864440918,0.40847352147102356,0.20430970191955566
300,-0.04215066879987717,0.06691090017557144,0.0532243512570858,-0.020989971235394478,-0.09158318489789963,-0.018814310431480408,-0.062496185302734375,-0.07017405331134796,-0.05771266296505928,-0.003881123848259449,-0.06117653101682663,-0.06213558092713356
u.s.,0.1045418381690979,0.03585641458630562,0.03626175969839096,0.042879559099674225,0.030410487204790115,0.11178889125585556,0.06837434321641922,0.06592652946710587,0.0775226578116417,0.023336172103881836,-0.019573306664824486,0.07886100560426712
cities,0.14582785964012146,0.026941273361444473,0.0615772120654583,0.124558225274086,0.31927579641342163,0.161918506026268,0.17598430812358856,0.2621172070503235,0.1678692102432251,0.1966787576675415,0.16580060124397278,0.13339310884475708
.,0.475719153881073,0.25213178992271423,0.2333410233259201,0.2567209303379059,0.6812511086463928,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.18283970654010773,0.266353577375412,0.300344854593277,0.4130953550338745
