,what,town,in,upstate,new,york,was,settled,by,huguenots,?
a,0.3320399522781372,0.2832636833190918,0.539380669593811,0.20278090238571167,0.3214259147644043,0.205710306763649,0.4508470594882965,0.24018414318561554,0.32094135880470276,0.20410758256912231,0.23916715383529663
town,0.19713185727596283,1.0,0.34975525736808777,0.38852566480636597,0.18073749542236328,0.15735192596912384,0.26823142170906067,0.3582521080970764,0.15964296460151672,0.21185225248336792,0.09902279824018478
which,0.5261979103088379,0.20332901179790497,0.4840516746044159,0.29367509484291077,0.33739399909973145,0.1897033005952835,0.2830964922904968,0.194785013794899,0.40543368458747864,0.24042612314224243,0.25814583897590637
they,0.4431931674480438,0.16457124054431915,0.4330179989337921,0.23296834528446198,0.2588704824447632,0.18212319910526276,0.3300964832305908,0.3296305239200592,0.3391372263431549,0.2739465832710266,0.2753053903579712
named,0.1525408923625946,0.21398939192295074,0.28130269050598145,0.2259666621685028,0.24223081767559052,0.2097858339548111,0.37528327107429504,0.2530023455619812,0.30212631821632385,0.1313040405511856,0.1297498345375061
new,0.2130378633737564,0.18073749542236328,0.3758552670478821,0.37770962715148926,0.9999999403953552,0.7252664566040039,0.2748313844203949,0.20921730995178223,0.25394493341445923,0.22766715288162231,0.14782847464084625
rochelle,0.16387401521205902,0.23624683916568756,0.3301922380924225,0.3133924901485443,0.32628077268600464,0.38573524355888367,0.18673281371593475,0.20855964720249176,0.12759870290756226,0.4238377809524536,0.12029755860567093
",",0.3087472915649414,0.27598801255226135,0.5201468467712402,0.2817562222480774,0.36073189973831177,0.2926291227340698,0.45456063747406006,0.32133597135543823,0.3680937886238098,0.23394492268562317,0.31091248989105225
and,0.31309178471565247,0.2459200918674469,0.4954058527946472,0.3067690432071686,0.31402453780174255,0.2509689927101135,0.3740963041782379,0.25537189841270447,0.4289871156215668,0.28783127665519714,0.20544172823429108
a,0.3320399522781372,0.2832636833190918,0.539380669593811,0.20278090238571167,0.3214259147644043,0.205710306763649,0.4508470594882965,0.24018414318561554,0.32094135880470276,0.20410758256912231,0.23916715383529663
third,0.2033906877040863,0.13306225836277008,0.3309578001499176,0.11804267764091492,0.22532865405082703,0.19269967079162598,0.3460187017917633,0.18929341435432434,0.28581833839416504,0.1167692020535469,0.15394791960716248
further,0.30867868661880493,0.12101151049137115,0.233941450715065,0.1509726345539093,0.19004781544208527,0.109468474984169,0.16107149422168732,0.22080372273921967,0.2836849093437195,0.2061917781829834,0.20960763096809387
upstate,0.2280929684638977,0.38852566480636597,0.35467153787612915,1.0000001192092896,0.37770962715148926,0.47981128096580505,0.2817549407482147,0.24096666276454926,0.2023555487394333,0.22502993047237396,0.14368309080600739
in,0.30808621644973755,0.34975525736808777,1.0,0.35467153787612915,0.3758552670478821,0.2961827218532562,0.45514053106307983,0.30584418773651123,0.370934396982193,0.25916293263435364,0.20430970191955566
new,0.2130378633737564,0.18073749542236328,0.3758552670478821,0.37770962715148926,0.9999999403953552,0.7252664566040039,0.2748313844203949,0.20921730995178223,0.25394493341445923,0.22766715288162231,0.14782847464084625
paltz,0.24496395885944366,0.1806180775165558,0.19721285998821259,0.1801319271326065,0.0980171263217926,0.225677490234375,0.16558712720870972,0.1431603729724884,0.1873684823513031,0.20549596846103668,0.16159473359584808
.,0.3567904531955719,0.28254011273384094,0.5591574311256409,0.33803579211235046,0.35031336545944214,0.28861045837402344,0.40146201848983765,0.20074304938316345,0.3936232924461365,0.2170230895280838,0.4130953550338745
