,when,did,the,attack,occur,in,which,the,normans,impressed,prince,guaimar,iii,occur,?
the,0.5091903209686279,0.34736719727516174,1.0,0.2508925497531891,0.26611819863319397,0.6662389636039734,0.6521818041801453,1.0,0.2781367897987366,0.2390986680984497,0.24284426867961884,0.3910897374153137,0.18552400171756744,0.26611819863319397,0.22068053483963013
result,0.32054403424263,0.2026577889919281,0.27778977155685425,0.18006286025047302,0.3874976336956024,0.25670310854911804,0.31989866495132446,0.27778977155685425,0.1964281052350998,0.12566639482975006,0.11247797310352325,0.11792893707752228,0.11740399897098541,0.3874976336956024,0.17218433320522308
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.20644454658031464,0.24223870038986206,0.5696388483047485,0.5011631846427917,0.733189046382904,0.2173461765050888,0.2121015042066574,0.23588454723358154,0.35813412070274353,0.21691277623176575,0.24223870038986206,0.1826142966747284
returning,0.3320828080177307,0.20950084924697876,0.3807036876678467,0.31425741314888,0.14429688453674316,0.3026452958583832,0.24583588540554047,0.3807036876678467,0.18532967567443848,0.3090996742248535,0.13218243420124054,0.21378737688064575,0.12481404840946198,0.14429688453674316,0.14488300681114197
pilgrims,0.18681447207927704,0.1405429244041443,0.1926509439945221,0.14875276386737823,0.06713254004716873,0.18547621369361877,0.16529150307178497,0.1926509439945221,0.25729745626449585,0.1672229766845703,0.10367527604103088,0.22804340720176697,0.13412825763225555,0.06713254004716873,0.19878895580768585
',0.2558356821537018,0.25488927960395813,0.474788099527359,0.15299703180789948,0.1801706701517105,0.4158826768398285,0.32852497696876526,0.474788099527359,0.12515082955360413,0.17768244445323944,0.20085270702838898,0.2721536457538605,0.15618175268173218,0.1801706701517105,0.330942302942276
stories,0.17480595409870148,0.22922612726688385,0.2397296130657196,0.10306160151958466,0.13407361507415771,0.22487233579158783,0.2257155478000641,0.2397296130657196,0.1240997463464737,0.20519520342350006,0.16256287693977356,0.30959558486938477,0.12149298936128616,0.13407361507415771,0.20536305010318756
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.29392024874687195,0.28566715121269226,0.5201468467712402,0.3658004403114319,0.4933079481124878,0.207779198884964,0.2853713035583496,0.27037322521209717,0.40600886940956116,0.27640607953071594,0.28566715121269226,0.31091248989105225
the,0.5091903209686279,0.34736719727516174,1.0,0.2508925497531891,0.26611819863319397,0.6662389636039734,0.6521818041801453,1.0,0.2781367897987366,0.2390986680984497,0.24284426867961884,0.3910897374153137,0.18552400171756744,0.26611819863319397,0.22068053483963013
normans,0.21106265485286713,0.22847257554531097,0.2781367897987366,0.24041514098644257,0.12202584743499756,0.23263490200042725,0.15960727632045746,0.2781367897987366,1.0,0.22610951960086823,0.21519190073013306,0.18199510872364044,0.23168185353279114,0.12202584743499756,0.12354589998722076
entered,0.28343769907951355,0.24553436040878296,0.3258282542228699,0.1435214877128601,0.12218417972326279,0.31345370411872864,0.2290109097957611,0.3258282542228699,0.15653188526630402,0.21163037419319153,0.09313713014125824,0.21225842833518982,0.09026408940553665,0.12218417972326279,0.10335487127304077
the,0.5091903209686279,0.34736719727516174,1.0,0.2508925497531891,0.26611819863319397,0.6662389636039734,0.6521818041801453,1.0,0.2781367897987366,0.2390986680984497,0.24284426867961884,0.3910897374153137,0.18552400171756744,0.26611819863319397,0.22068053483963013
mezzogiorno,0.12171445041894913,0.1557130366563797,0.25774267315864563,0.1303042471408844,0.12507283687591553,0.24315178394317627,0.22090046107769012,0.25774267315864563,0.2790020704269409,0.23240327835083008,0.2549547851085663,0.4008936285972595,0.22728005051612854,0.12507283687591553,0.19142453372478485
as,0.4437963366508484,0.3596470057964325,0.48381632566452026,0.18667443096637726,0.21296989917755127,0.3887844979763031,0.41006597876548767,0.48381632566452026,0.14305062592029572,0.27007412910461426,0.16530267894268036,0.289061963558197,0.18325692415237427,0.21296989917755127,0.27043893933296204
warriors,0.12988217175006866,0.19582636654376984,0.25818830728530884,0.19800734519958496,-0.026438159868121147,0.13349492847919464,0.17206400632858276,0.25818830728530884,0.22065019607543945,0.2060198336839676,0.19820497930049896,0.24810785055160522,0.1243990808725357,-0.026438159868121147,0.10605888813734055
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.1944931447505951,0.26916563510894775,1.0,0.4840516746044159,0.6662389636039734,0.23263490200042725,0.1855696141719818,0.16662997007369995,0.32040634751319885,0.17050711810588837,0.26916563510894775,0.20430970191955566
1017,-0.13107210397720337,-0.0900542214512825,-0.21715448796749115,-0.0921139046549797,-0.03529970720410347,-0.19601166248321533,-0.190731480717659,-0.21715448796749115,-0.09785020351409912,-0.0525926873087883,-0.033815719187259674,-0.08738616108894348,-0.07863550633192062,-0.03529970720410347,0.09699966758489609
at,0.38876327872276306,0.28390252590179443,0.457212895154953,0.21748682856559753,0.1852356344461441,0.4374977946281433,0.3286694884300232,0.457212895154953,0.19791625440120697,0.2734713554382324,0.1175786703824997,0.23410284519195557,0.11366314440965652,0.1852356344461441,0.21978627145290375
the,0.5091903209686279,0.34736719727516174,1.0,0.2508925497531891,0.26611819863319397,0.6662389636039734,0.6521818041801453,1.0,0.2781367897987366,0.2390986680984497,0.24284426867961884,0.3910897374153137,0.18552400171756744,0.26611819863319397,0.22068053483963013
latest,0.16936428844928741,0.20628879964351654,0.2858807146549225,0.09113679826259613,0.1494871973991394,0.19638006389141083,0.2847612500190735,0.2858807146549225,0.15373140573501587,0.1986028552055359,0.12821409106254578,0.18639835715293884,0.08808856457471848,0.1494871973991394,0.2301902025938034
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.3003302216529846,0.21290622651576996,0.5591574311256409,0.45942068099975586,0.5934505462646484,0.2287112921476364,0.2754419147968292,0.2213638871908188,0.330726683139801,0.24080099165439606,0.21290622651576996,0.4130953550338745
