,when,did,the,huguenots,secure,the,right,to,own,land,in,the,baronies,?
land,0.20329858362674713,0.19881628453731537,0.28587454557418823,0.2369009107351303,0.2292226403951645,0.28587454557418823,0.17665857076644897,0.2885280251502991,0.2225065380334854,1.0000001192092896,0.22871792316436768,0.28587454557418823,0.248855322599411,0.1432059109210968
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.25916293263435364,0.1867481768131256,0.6662389636039734,0.16096803545951843,0.45010748505592346,0.31893372535705566,0.22871792316436768,1.0,0.6662389636039734,0.3076173663139343,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,1.0,0.30745792388916016,0.2569228410720825,1.0,0.33901116251945496,0.535392165184021,0.334675133228302,0.28587454557418823,0.6662389636039734,1.0,0.32758626341819763,0.22068053483963013
baronies,0.25493451952934265,0.31989729404449463,0.32758626341819763,0.4644451141357422,0.1583370566368103,0.32758626341819763,0.17273575067520142,0.2514224648475647,0.2700456380844116,0.248855322599411,0.3076173663139343,0.32758626341819763,0.9999999403953552,0.12904997169971466
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.23394492268562317,0.14117449522018433,0.4933079481124878,0.24165019392967224,0.44245919585227966,0.2796398997306824,0.22220008075237274,0.5201468467712402,0.4933079481124878,0.2914241552352905,0.31091248989105225
they,0.5090266466140747,0.4879390597343445,0.49925389885902405,0.2739465832710266,0.22664247453212738,0.49925389885902405,0.2467750608921051,0.5452046394348145,0.40454912185668945,0.2857455909252167,0.4330179989337921,0.49925389885902405,0.343056321144104,0.2753053903579712
prospered,0.20158596336841583,0.19194327294826508,0.3039306104183197,0.3079465329647064,0.23851874470710754,0.3039306104183197,0.17610512673854828,0.258831262588501,0.16313499212265015,0.2671208381652832,0.2574298679828644,0.3039306104183197,0.28647491335868835,0.14308592677116394
as,0.4437963366508484,0.3596470057964325,0.48381632566452026,0.14947842061519623,0.2524382472038269,0.48381632566452026,0.2408553808927536,0.42092081904411316,0.26007014513015747,0.17944268882274628,0.3887844979763031,0.48381632566452026,0.27291786670684814,0.27043893933296204
slave,0.20331524312496185,0.20114657282829285,0.2051265835762024,0.26535797119140625,0.2178230881690979,0.2051265835762024,0.16008880734443665,0.24340349435806274,0.16552065312862396,0.2593502402305603,0.17601537704467773,0.2051265835762024,0.25916603207588196,0.14728201925754547
owners,0.20020481944084167,0.2599569261074066,0.23230907320976257,0.19551092386245728,0.25646036863327026,0.23230907320976257,0.15178155899047852,0.3001708984375,0.38353800773620605,0.32940125465393066,0.21173186600208282,0.23230907320976257,0.31381234526634216,0.15586642920970917
on,0.37706470489501953,0.2670976221561432,0.5107308030128479,0.17342323064804077,0.196397066116333,0.5107308030128479,0.269443154335022,0.41031414270401,0.305448979139328,0.2075873464345932,0.46853652596473694,0.5107308030128479,0.2157871127128601,0.2714994251728058
the,0.5091903209686279,0.34736719727516174,1.0,0.30745792388916016,0.2569228410720825,1.0,0.33901116251945496,0.535392165184021,0.334675133228302,0.28587454557418823,0.6662389636039734,1.0,0.32758626341819763,0.22068053483963013
cooper,0.14131870865821838,0.16839349269866943,0.24018122255802155,0.14804205298423767,0.07342434674501419,0.24018122255802155,0.048554230481386185,0.21459275484085083,0.1880212426185608,0.14860178530216217,0.17588333785533905,0.24018122255802155,0.19985945522785187,0.16371795535087585
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.23394492268562317,0.14117449522018433,0.4933079481124878,0.24165019392967224,0.44245919585227966,0.2796398997306824,0.22220008075237274,0.5201468467712402,0.4933079481124878,0.2914241552352905,0.31091248989105225
ashepoo,0.24117428064346313,0.2112896591424942,0.30574455857276917,0.18367835879325867,0.11763975769281387,0.30574455857276917,0.22153319418430328,0.26899978518486023,0.21045297384262085,0.22476786375045776,0.29171159863471985,0.30574455857276917,0.3035487234592438,0.260858416557312
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.23394492268562317,0.14117449522018433,0.4933079481124878,0.24165019392967224,0.44245919585227966,0.2796398997306824,0.22220008075237274,0.5201468467712402,0.4933079481124878,0.2914241552352905,0.31091248989105225
ashley,0.12755122780799866,0.19494104385375977,0.17867204546928406,0.14475972950458527,0.14237047731876373,0.17867204546928406,0.11044928431510925,0.22322620451450348,0.13511396944522858,0.07781736552715302,0.15123428404331207,0.17867204546928406,0.2924719750881195,0.17255626618862152
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.28783127665519714,0.23631824553012848,0.5171257257461548,0.27311667799949646,0.48971283435821533,0.3142828047275543,0.2874513864517212,0.4954058527946472,0.5171257257461548,0.3504083454608917,0.20544172823429108
santee,0.22289207577705383,0.1996147483587265,0.3418358862400055,0.3566611111164093,0.2737034559249878,0.3418358862400055,0.2290782630443573,0.27579885721206665,0.19523631036281586,0.28205689787864685,0.24603089690208435,0.3418358862400055,0.2270336151123047,0.20346996188163757
river,0.14102806150913239,0.15783563256263733,0.2894456386566162,0.18003974854946136,0.12198825925588608,0.2894456386566162,0.2083798050880432,0.13636653125286102,0.10396724939346313,0.27846759557724,0.2149806171655655,0.2894456386566162,0.12220615148544312,0.15390869975090027
plantations,0.2642193138599396,0.20022842288017273,0.28051358461380005,0.34925076365470886,0.20942746102809906,0.28051358461380005,0.14039045572280884,0.2765459418296814,0.26661601662635803,0.376181423664093,0.28333720564842224,0.28051358461380005,0.36283260583877563,0.10001299530267715
they,0.5090266466140747,0.4879390597343445,0.49925389885902405,0.2739465832710266,0.22664247453212738,0.49925389885902405,0.2467750608921051,0.5452046394348145,0.40454912185668945,0.2857455909252167,0.4330179989337921,0.49925389885902405,0.343056321144104,0.2753053903579712
purchased,0.17914487421512604,0.19566655158996582,0.21101699769496918,0.17680275440216064,0.25728583335876465,0.21101699769496918,0.12920477986335754,0.18960927426815033,0.30828943848609924,0.32915952801704407,0.18043512105941772,0.21101699769496918,0.3075141906738281,0.04121813923120499
from,0.405669629573822,0.20248863101005554,0.40150508284568787,0.17123448848724365,0.16304393112659454,0.40150508284568787,0.2076886147260666,0.4069952368736267,0.23242637515068054,0.21997374296188354,0.4274188280105591,0.40150508284568787,0.19653388857841492,0.19969791173934937
the,0.5091903209686279,0.34736719727516174,1.0,0.30745792388916016,0.2569228410720825,1.0,0.33901116251945496,0.535392165184021,0.334675133228302,0.28587454557418823,0.6662389636039734,1.0,0.32758626341819763,0.22068053483963013
british,0.1642608791589737,0.2039594054222107,0.28973397612571716,0.2702842354774475,0.1520940512418747,0.28973397612571716,0.12890709936618805,0.22690963745117188,0.18910621106624603,0.16519016027450562,0.23084034025669098,0.28973397612571716,0.35638663172721863,0.09711728990077972
landgrave,0.18466418981552124,0.20445628464221954,0.21076196432113647,0.37146374583244324,0.17251059412956238,0.21076196432113647,0.1624833047389984,0.22997619211673737,0.20074617862701416,0.3328629732131958,0.2533572018146515,0.21076196432113647,0.4083174765110016,0.2453048676252365
edmund,0.17344951629638672,0.15315520763397217,0.20799535512924194,0.3192382752895355,0.16939611732959747,0.20799535512924194,0.12766489386558533,0.23886513710021973,0.12334597855806351,0.1837751269340515,0.17880931496620178,0.20799535512924194,0.3601268529891968,0.12587735056877136
bellinger,0.2739199101924896,0.24736733734607697,0.25934481620788574,0.32499098777770996,0.16478604078292847,0.25934481620788574,0.13351790606975555,0.24595721065998077,0.2565538287162781,0.16072922945022583,0.2878597378730774,0.25934481620788574,0.34699031710624695,0.20266757905483246
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.2170230895280838,0.24151036143302917,0.5934505462646484,0.2597152590751648,0.4645031690597534,0.3061371147632599,0.259204238653183,0.5591574311256409,0.5934505462646484,0.25398045778274536,0.4130953550338745
