,what,sort,of,system,releases,the,exhaust,steam,into,the,atmosphere,?
a,0.3320399522781372,0.31923773884773254,0.5052502155303955,0.2589043080806732,0.25183573365211487,0.5829201340675354,0.3041450083255768,0.2141898274421692,0.3461161255836487,0.5829201340675354,0.17583811283111572,0.23916715383529663
closed,0.1689339131116867,0.17050746083259583,0.15899594128131866,0.24776631593704224,0.16564996540546417,0.2359541952610016,0.3059103190898895,0.22645631432533264,0.17361348867416382,0.2359541952610016,0.15219032764434814,0.15595348179340363
loop,0.21377356350421906,0.22982721030712128,0.15407337248325348,0.3084331154823303,0.1307990401983261,0.24706609547138214,0.2519235610961914,0.22610513865947723,0.11995889991521835,0.24706609547138214,0.17032673954963684,0.13595224916934967
system,0.23557309806346893,0.191706120967865,0.25597915053367615,1.0000001192092896,0.23776596784591675,0.3233085572719574,0.26659390330314636,0.20308354496955872,0.219827339053154,0.3233085572719574,0.2224208265542984,0.15556083619594574
",",0.3087472915649414,0.21703937649726868,0.4946078956127167,0.18439900875091553,0.24796335399150848,0.4933079481124878,0.19490349292755127,0.2264556586742401,0.2826121151447296,0.4933079481124878,0.26560261845588684,0.31091248989105225
where,0.4457937180995941,0.30809175968170166,0.38066378235816956,0.2373466193675995,0.19266347587108612,0.5003893971443176,0.24940448999404907,0.18907299637794495,0.335035502910614,0.5003893971443176,0.20836779475212097,0.24793872237205505
the,0.42745697498321533,0.31158876419067383,0.733189046382904,0.3233085572719574,0.3003343343734741,1.0,0.2500286400318146,0.23105813562870026,0.39493247866630554,1.0,0.24429655075073242,0.22068053483963013
working,0.2846863269805908,0.21363306045532227,0.19986772537231445,0.2118702232837677,0.17648945748806,0.25857484340667725,0.1807476282119751,0.20605218410491943,0.151668518781662,0.25857484340667725,0.15718026459217072,0.17154020071029663
fluid,0.20682886242866516,0.2051781415939331,0.217294842004776,0.3003348708152771,0.20475348830223083,0.23256433010101318,0.3424885869026184,0.31744375824928284,0.2031296193599701,0.23256433010101318,0.3520892858505249,0.18212400376796722
is,0.28837618231773376,0.27924588322639465,0.4854315221309662,0.2282046526670456,0.21961836516857147,0.5823672413825989,0.1744835078716278,0.13029660284519196,0.2619607150554657,0.5823672413825989,0.1850086748600006,0.22961433231830597
recycled,0.20887060463428497,0.2750825881958008,0.252204030752182,0.24013641476631165,0.25287023186683655,0.24403855204582214,0.39818522334098816,0.370914101600647,0.26386988162994385,0.24403855204582214,0.3682582974433899,0.23930218815803528
continuously,0.2850121855735779,0.21775557100772858,0.27010056376457214,0.25045549869537354,0.1711689680814743,0.3446447253227234,0.3262021541595459,0.2822180986404419,0.2492995411157608,0.3446447253227234,0.20236489176750183,0.12734593451023102
",",0.3087472915649414,0.21703937649726868,0.4946078956127167,0.18439900875091553,0.24796335399150848,0.4933079481124878,0.19490349292755127,0.2264556586742401,0.2826121151447296,0.4933079481124878,0.26560261845588684,0.31091248989105225
or,0.33867141604423523,0.34986189007759094,0.3792596757411957,0.32710888981819153,0.23241429030895233,0.4174870550632477,0.29543930292129517,0.2369248867034912,0.31663477420806885,0.4174870550632477,0.23462501168251038,0.32389625906944275
may,0.25739946961402893,0.173985093832016,0.26447007060050964,0.14396558701992035,0.1590268611907959,0.2694292366504669,0.1889599710702896,0.1322561800479889,0.13332241773605347,0.2694292366504669,0.14366158843040466,0.2768254578113556
be,0.3929833769798279,0.35204896330833435,0.33904364705085754,0.24878063797950745,0.22995072603225708,0.4248143136501312,0.30692121386528015,0.22586002945899963,0.3462390601634979,0.4248143136501312,0.2586257755756378,0.3324260413646698
an,0.2821882665157318,0.2026878148317337,0.32280945777893066,0.17536801099777222,0.18733663856983185,0.4207492768764496,0.24624352157115936,0.13589277863502502,0.2105669528245926,0.4207492768764496,0.17997580766677856,0.19793890416622162
``,0.008517155423760414,0.0989806056022644,0.06780257821083069,0.07236211001873016,-0.064096599817276,0.029072100296616554,0.03711504116654396,-0.11058172583580017,0.02736244536936283,0.029072100296616554,-0.035841576755046844,0.0685480609536171
open,0.2022915631532669,0.190948948264122,0.17970167100429535,0.19512464106082916,0.1888207048177719,0.2764171361923218,0.24103298783302307,0.1876574605703354,0.212576225399971,0.2764171361923218,0.1580406278371811,0.20715104043483734
loop,0.21377356350421906,0.22982721030712128,0.15407337248325348,0.3084331154823303,0.1307990401983261,0.24706609547138214,0.2519235610961914,0.22610513865947723,0.11995889991521835,0.24706609547138214,0.17032673954963684,0.13595224916934967
'',0.08143015950918198,0.08641034364700317,0.13035868108272552,-0.018831472843885422,-0.08253821730613708,0.041273195296525955,0.011323663406074047,0.0038136597722768784,-0.043979667127132416,0.041273195296525955,-0.009784399531781673,0.018684765323996544
system,0.23557309806346893,0.191706120967865,0.25597915053367615,1.0000001192092896,0.23776596784591675,0.3233085572719574,0.26659390330314636,0.20308354496955872,0.219827339053154,0.3233085572719574,0.2224208265542984,0.15556083619594574
",",0.3087472915649414,0.21703937649726868,0.4946078956127167,0.18439900875091553,0.24796335399150848,0.4933079481124878,0.19490349292755127,0.2264556586742401,0.2826121151447296,0.4933079481124878,0.26560261845588684,0.31091248989105225
where,0.4457937180995941,0.30809175968170166,0.38066378235816956,0.2373466193675995,0.19266347587108612,0.5003893971443176,0.24940448999404907,0.18907299637794495,0.335035502910614,0.5003893971443176,0.20836779475212097,0.24793872237205505
the,0.42745697498321533,0.31158876419067383,0.733189046382904,0.3233085572719574,0.3003343343734741,1.0,0.2500286400318146,0.23105813562870026,0.39493247866630554,1.0,0.24429655075073242,0.22068053483963013
exhaust,0.1970054805278778,0.24198007583618164,0.21567419171333313,0.26659390330314636,0.21948792040348053,0.2500286400318146,0.9999999403953552,0.4040066599845886,0.3190082013607025,0.2500286400318146,0.3293221890926361,0.1444300264120102
steam,0.15672586858272552,0.15938708186149597,0.20239725708961487,0.20308354496955872,0.21104393899440765,0.23105813562870026,0.4040066599845886,1.0000001192092896,0.18330587446689606,0.23105813562870026,0.3275183439254761,0.113324373960495
is,0.28837618231773376,0.27924588322639465,0.4854315221309662,0.2282046526670456,0.21961836516857147,0.5823672413825989,0.1744835078716278,0.13029660284519196,0.2619607150554657,0.5823672413825989,0.1850086748600006,0.22961433231830597
directly,0.3618607521057129,0.2742753028869629,0.2998887896537781,0.30103757977485657,0.22484466433525085,0.4502958655357361,0.256022185087204,0.2289198935031891,0.35912424325942993,0.4502958655357361,0.20094551146030426,0.2187996357679367
released,0.20228935778141022,0.15349505841732025,0.17721395194530487,0.19401051104068756,0.7067022919654846,0.24578391015529633,0.13425114750862122,0.18107186257839203,0.2349185049533844,0.24578391015529633,0.22459927201271057,0.20329579710960388
to,0.455847829580307,0.3190220594406128,0.41548454761505127,0.26662686467170715,0.2534165680408478,0.535392165184021,0.2812638282775879,0.22894427180290222,0.38810545206069946,0.535392165184021,0.24801792204380035,0.29463258385658264
the,0.42745697498321533,0.31158876419067383,0.733189046382904,0.3233085572719574,0.3003343343734741,1.0,0.2500286400318146,0.23105813562870026,0.39493247866630554,1.0,0.24429655075073242,0.22068053483963013
atmosphere,0.2530241310596466,0.14882218837738037,0.1981431096792221,0.2224208265542984,0.29839515686035156,0.24429655075073242,0.3293221890926361,0.3275183439254761,0.22384858131408691,0.24429655075073242,1.0,0.15636961162090302
",",0.3087472915649414,0.21703937649726868,0.4946078956127167,0.18439900875091553,0.24796335399150848,0.4933079481124878,0.19490349292755127,0.2264556586742401,0.2826121151447296,0.4933079481124878,0.26560261845588684,0.31091248989105225
and,0.31309178471565247,0.20330104231834412,0.5116966962814331,0.231138214468956,0.2689659297466278,0.5171257257461548,0.2602611184120178,0.24133789539337158,0.36597734689712524,0.5171257257461548,0.273572713136673,0.20544172823429108
a,0.3320399522781372,0.31923773884773254,0.5052502155303955,0.2589043080806732,0.25183573365211487,0.5829201340675354,0.3041450083255768,0.2141898274421692,0.3461161255836487,0.5829201340675354,0.17583811283111572,0.23916715383529663
separate,0.33215096592903137,0.24590672552585602,0.33388569951057434,0.2237393707036972,0.13934804499149323,0.3612915575504303,0.2075466513633728,0.19511428475379944,0.42796146869659424,0.3612915575504303,0.14823800325393677,0.16835719347000122
source,0.2553733289241791,0.2386784851551056,0.18598204851150513,0.20411387085914612,0.30196863412857056,0.30258262157440186,0.15980805456638336,0.190715953707695,0.1788674145936966,0.30258262157440186,0.14863263070583344,0.2462312877178192
of,0.33290785551071167,0.2691255807876587,1.0,0.25597915053367615,0.23871108889579773,0.733189046382904,0.21567419171333313,0.20239725708961487,0.32255905866622925,0.733189046382904,0.1981431096792221,0.1826142966747284
water,0.17456887662410736,0.1751960664987564,0.2741255462169647,0.1872812807559967,0.20621930062770844,0.297396719455719,0.32511743903160095,0.43059393763542175,0.2901814877986908,0.297396719455719,0.401515930891037,0.14731885492801666
feeding,0.25255632400512695,0.22277186810970306,0.2187827229499817,0.18056464195251465,0.20791517198085785,0.27616533637046814,0.22432278096675873,0.21177005767822266,0.20811711251735687,0.27616533637046814,0.20687326788902283,0.1769361048936844
the,0.42745697498321533,0.31158876419067383,0.733189046382904,0.3233085572719574,0.3003343343734741,1.0,0.2500286400318146,0.23105813562870026,0.39493247866630554,1.0,0.24429655075073242,0.22068053483963013
boiler,0.23551298677921295,0.21223542094230652,0.16447360813617706,0.24986565113067627,0.15133200585842133,0.2309672236442566,0.44471150636672974,0.5418540835380554,0.22870968282222748,0.2309672236442566,0.30468887090682983,0.20881007611751556
is,0.28837618231773376,0.27924588322639465,0.4854315221309662,0.2282046526670456,0.21961836516857147,0.5823672413825989,0.1744835078716278,0.13029660284519196,0.2619607150554657,0.5823672413825989,0.1850086748600006,0.22961433231830597
supplied,0.148319274187088,0.22391942143440247,0.22998054325580597,0.12149897962808609,0.19460733234882355,0.3064648509025574,0.35058391094207764,0.31409358978271484,0.27585169672966003,0.3064648509025574,0.17079828679561615,0.08668285608291626
.,0.3567904531955719,0.24213188886642456,0.5352458953857422,0.2277725487947464,0.2653260827064514,0.5934505462646484,0.22090935707092285,0.22855372726917267,0.26250120997428894,0.5934505462646484,0.202870711684227,0.4130953550338745
