,what,year,did,the,first,manned,apollo,flight,occur,?
nasa,0.21178755164146423,0.14521807432174683,0.12001431733369827,0.19786997139453888,0.20897698402404785,0.43264830112457275,0.4747956395149231,0.33427855372428894,0.09706474095582962,0.1809994876384735
),0.26259949803352356,0.24282371997833252,0.18584993481636047,0.3456730246543884,0.27228695154190063,0.12595675885677338,0.15640953183174133,0.1913425475358963,0.16774746775627136,0.42300865054130554
",",0.3087472915649414,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.34503069519996643,0.1752677708864212,0.19808128476142883,0.23669111728668213,0.28566715121269226,0.31091248989105225
which,0.5261979103088379,0.242343008518219,0.2750149369239807,0.6521818041801453,0.3828166127204895,0.21115973591804504,0.19047300517559052,0.20524488389492035,0.34289366006851196,0.25814583897590637
accomplished,0.2744372487068176,0.1605968475341797,0.27493542432785034,0.23005253076553345,0.2765420377254486,0.30365484952926636,0.25281646847724915,0.1695074737071991,0.26938849687576294,0.2554141879081726
landing,0.17083740234375,0.12390837073326111,0.16402073204517365,0.24055521190166473,0.24647179245948792,0.4160100221633911,0.3499414920806885,0.5298559069633484,0.16272668540477753,0.11133739352226257
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.49448907375335693,0.2392944097518921,0.2169172167778015,0.2498224973678589,0.26611819863319397,0.22068053483963013
first,0.28086137771606445,0.3099139928817749,0.33691170811653137,0.49448907375335693,1.0,0.3325497806072235,0.21067003905773163,0.23871742188930511,0.16797398030757904,0.18701928853988647
humans,0.28355827927589417,0.15168015658855438,0.20203380286693573,0.29565489292144775,0.20901240408420563,0.301820307970047,0.27295130491256714,0.1779184639453888,0.3660580515861511,0.20141740143299103
on,0.34226128458976746,0.27628999948501587,0.2670976221561432,0.5107308030128479,0.3120559751987457,0.22706209123134613,0.16069947183132172,0.23161520063877106,0.21015475690364838,0.2714994251728058
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.49448907375335693,0.2392944097518921,0.2169172167778015,0.2498224973678589,0.26611819863319397,0.22068053483963013
moon,0.15898863971233368,0.2613984942436218,0.1910509169101715,0.23613092303276062,0.2546434998512268,0.3893072307109833,0.512973427772522,0.17521044611930847,0.11888395249843597,0.1442703753709793
from,0.2737620174884796,0.2101740688085556,0.20248863101005554,0.40150508284568787,0.23348960280418396,0.1953769475221634,0.14872027933597565,0.1899552047252655,0.19627679884433746,0.19969791173934937
1969,0.17037658393383026,0.14029541611671448,0.20070725679397583,0.22767919301986694,0.21481698751449585,0.266781747341156,0.2411709427833557,0.17675229907035828,0.1794961392879486,0.19860808551311493
to,0.455847829580307,0.23523004353046417,0.4452643394470215,0.535392165184021,0.3792489171028137,0.21649380028247833,0.23190522193908691,0.24953556060791016,0.1967356950044632,0.29463258385658264
1972,-0.19211961328983307,0.0691191628575325,-0.09581880271434784,0.017579182982444763,0.003361988812685013,-0.1045302003622055,-0.08200765401124954,-0.06978943943977356,-0.20195108652114868,-0.13323214650154114
.,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.5934505462646484,0.4345304071903229,0.2219262570142746,0.22384987771511078,0.23302660882472992,0.21290622651576996,0.4130953550338745
,what,year,did,the,first,manned,apollo,flight,occur,?
project,0.27033838629722595,0.17025868594646454,0.18681181967258453,0.2027820199728012,0.2069343626499176,0.23101463913917542,0.27027878165245056,0.149009108543396,0.06183980405330658,0.30569031834602356
mercury,0.15752404928207397,0.16715015470981598,0.1685487926006317,0.2059478461742401,0.13525766134262085,0.26624757051467896,0.41751042008399963,0.14278194308280945,0.1252787709236145,0.10977116972208023
was,0.22111038863658905,0.3209837079048157,0.41399896144866943,0.48711544275283813,0.5022147297859192,0.24339483678340912,0.2306441366672516,0.19139665365219116,0.0945671796798706,0.18412111699581146
followed,0.20169416069984436,0.2532784342765808,0.2675115466117859,0.3567860722541809,0.3457415997982025,0.3181605637073517,0.14407320320606232,0.10673541575670242,0.25138741731643677,0.20567169785499573
by,0.2455483376979828,0.28805047273635864,0.18574509024620056,0.4408751428127289,0.3877052962779999,0.245781809091568,0.1803566962480545,0.0877089574933052,0.10774006694555283,0.17966607213020325
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.49448907375335693,0.2392944097518921,0.2169172167778015,0.2498224973678589,0.26611819863319397,0.22068053483963013
two-man,0.24386504292488098,0.23543785512447357,0.2248302847146988,0.3079390525817871,0.3443598449230194,0.23871459066867828,0.3008404076099396,0.25710946321487427,0.1748136729001999,0.2768731713294983
project,0.27033838629722595,0.17025868594646454,0.18681181967258453,0.2027820199728012,0.2069343626499176,0.23101463913917542,0.27027878165245056,0.149009108543396,0.06183980405330658,0.30569031834602356
gemini,0.16078095138072968,0.20360387861728668,0.1480763703584671,0.24857638776302338,0.23570014536380768,0.41527754068374634,0.5220452547073364,0.3000894784927368,0.1496627777814865,0.14296509325504303
(,0.2411840260028839,0.2556702494621277,0.18979617953300476,0.33289089798927307,0.2450505793094635,0.11873165518045425,0.14281296730041504,0.17603589594364166,0.1883157342672348,0.40561532974243164
1962–66,-0.18985721468925476,-0.10697370022535324,-0.12226661294698715,-0.06426816433668137,-0.15178026258945465,-0.08416459709405899,0.023934420198202133,-0.010286016389727592,-0.03420781344175339,-0.09151697903871536
),0.26259949803352356,0.24282371997833252,0.18584993481636047,0.3456730246543884,0.27228695154190063,0.12595675885677338,0.15640953183174133,0.1913425475358963,0.16774746775627136,0.42300865054130554
.,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.5934505462646484,0.4345304071903229,0.2219262570142746,0.22384987771511078,0.23302660882472992,0.21290622651576996,0.4130953550338745
