,whose,first,law,of,motion,says,that,unless,acted,upon,be,forces,",",objects,would,continue,to,move,at,a,constant,velocity,?
to,0.320825457572937,0.3792489171028137,0.259207159280777,0.41548454761505127,0.26277783513069153,0.31942060589790344,0.5436353087425232,0.45781534910202026,0.09797097742557526,0.2616317570209503,0.4972836375236511,0.2581802308559418,0.44245919585227966,0.2695634961128235,0.5965728163719177,0.4441169500350952,1.0,0.37858664989471436,0.36524343490600586,0.45503583550453186,0.26379308104515076,0.2513314187526703,0.29463258385658264
move,0.1186780035495758,0.20505985617637634,0.14484001696109772,0.19058799743652344,0.3022959232330322,0.18327070772647858,0.3069665729999542,0.3183138072490692,0.1573602706193924,0.16702820360660553,0.3126019537448883,0.19771169126033783,0.25767531991004944,0.2699681520462036,0.3527895212173462,0.3855648338794708,0.37858664989471436,1.0,0.21947361528873444,0.2925316393375397,0.17921435832977295,0.3317190408706665,0.24440962076187134
in,0.23496666550636292,0.4127444326877594,0.24850773811340332,0.5696388483047485,0.2190442532300949,0.19192346930503845,0.435920387506485,0.24363665282726288,0.22516943514347076,0.20347267389297485,0.3481820821762085,0.2565164566040039,0.5201468467712402,0.23406893014907837,0.30461156368255615,0.249076247215271,0.45010748505592346,0.23030683398246765,0.4374977946281433,0.539380669593811,0.15271376073360443,0.12496421486139297,0.20430970191955566
a,0.3225097060203552,0.4287874400615692,0.2212858349084854,0.5052502155303955,0.23572494089603424,0.31951332092285156,0.47537946701049805,0.33399075269699097,0.1548982858657837,0.17546571791172028,0.39883795380592346,0.17848460376262665,0.427140474319458,0.24898670613765717,0.398599237203598,0.21998350322246552,0.45503583550453186,0.2925316393375397,0.3095070421695709,1.0,0.26609575748443604,0.2071385234594345,0.23916715383529663
state,0.09832298755645752,0.18532299995422363,0.2642555832862854,0.34253445267677307,0.11705144494771957,0.15713809430599213,0.24252457916736603,0.21874664723873138,0.12521518766880035,0.14462262392044067,0.22221757471561432,0.22336454689502716,0.29481780529022217,0.10165070742368698,0.17657263576984406,0.13661591708660126,0.25557461380958557,0.11802942305803299,0.2408173680305481,0.25097307562828064,0.1031765416264534,0.13775326311588287,0.1160883978009224
of,0.37058958411216736,0.3536086082458496,0.2816956341266632,1.0,0.24864931404590607,0.29148387908935547,0.41498205065727234,0.26434075832366943,0.19531118869781494,0.3224298357963562,0.33904364705085754,0.3090144991874695,0.4946078956127167,0.23814009130001068,0.3353942930698395,0.19578875601291656,0.41548454761505127,0.19058799743652344,0.42558613419532776,0.5052502155303955,0.25393494963645935,0.15038157999515533,0.1826142966747284
constant,0.28090447187423706,0.1297389268875122,0.27736684679985046,0.25393494963645935,0.2816808521747589,0.18418587744235992,0.2775205373764038,0.23920822143554688,0.09509363025426865,0.14077623188495636,0.21310889720916748,0.21410615742206573,0.21295993030071259,0.2708791196346283,0.2580649256706238,0.17822836339473724,0.26379308104515076,0.17921435832977295,0.15509086847305298,0.26609575748443604,1.0,0.45832493901252747,0.14516431093215942
velocity,0.19903188943862915,0.14277228713035583,0.18315158784389496,0.15038157999515533,0.37702953815460205,0.09310496598482132,0.2781139016151428,0.25820791721343994,0.12998650968074799,0.18222948908805847,0.24937674403190613,0.20467837154865265,0.2040358930826187,0.3547598123550415,0.25097522139549255,0.21915920078754425,0.2513314187526703,0.3317190408706665,0.20071503520011902,0.2071385234594345,0.45832493901252747,1.0000001192092896,0.20807628333568573
unless,0.2675764262676239,0.23026910424232483,0.2862643599510193,0.26434075832366943,0.2504872977733612,0.36622825264930725,0.5599766373634338,1.0,0.1961863934993744,0.21223433315753937,0.5114073753356934,0.20996755361557007,0.2220224142074585,0.3474059998989105,0.4696676433086395,0.3297863006591797,0.45781534910202026,0.3183138072490692,0.22811511158943176,0.33399075269699097,0.23920822143554688,0.25820791721343994,0.37169966101646423
acted,0.11378464102745056,0.24845753610134125,0.19343753159046173,0.19531118869781494,0.25053468346595764,0.2621303200721741,0.22111652791500092,0.1961863934993744,0.9999998807907104,0.1680542677640915,0.18964672088623047,0.20785564184188843,0.286516010761261,0.18311384320259094,0.17921774089336395,0.16058196127414703,0.09797097742557526,0.1573602706193924,0.12611635029315948,0.1548982858657837,0.09509363025426865,0.12998650968074799,0.15984973311424255
upon,0.1964452564716339,0.2280571311712265,0.14746515452861786,0.3224298357963562,0.16835282742977142,0.21851244568824768,0.2909981608390808,0.21223433315753937,0.1680542677640915,1.0,0.2512637972831726,0.2041369378566742,0.27234330773353577,0.13568070530891418,0.296768456697464,0.21788980066776276,0.2616317570209503,0.16702820360660553,0.21032129228115082,0.17546571791172028,0.14077623188495636,0.18222948908805847,0.13780277967453003
by,0.3384193778038025,0.3877052962779999,0.1977037936449051,0.3646814823150635,0.2258811891078949,0.2582924962043762,0.37496164441108704,0.30921849608421326,0.17589417099952698,0.3096585273742676,0.43158695101737976,0.294624388217926,0.3680937886238098,0.22672481834888458,0.28394925594329834,0.19408774375915527,0.33534231781959534,0.18146000802516937,0.2368064820766449,0.32094135880470276,0.18755823373794556,0.18501399457454681,0.17966607213020325
an,0.3151819109916687,0.29757723212242126,0.17270056903362274,0.32280945777893066,0.1709904968738556,0.2192600518465042,0.365763783454895,0.27203744649887085,0.22419151663780212,0.1916494220495224,0.33041056990623474,0.16929563879966736,0.3581022024154663,0.1756676435470581,0.2650099992752075,0.2012978345155716,0.3138085603713989,0.146748349070549,0.2446778565645218,0.44552403688430786,0.14934922754764557,0.2044711709022522,0.19793890416622162
external,0.178976908326149,0.15696391463279724,0.20767050981521606,0.23313403129577637,0.2164636105298996,0.14612890779972076,0.32276126742362976,0.33393701910972595,0.1328381597995758,0.12862466275691986,0.284682035446167,0.21246589720249176,0.16491012275218964,0.2012992650270462,0.24964942038059235,0.1805586814880371,0.24812257289886475,0.216591939330101,0.19856160879135132,0.2258543223142624,0.18818718194961548,0.2560754120349884,0.18867096304893494
net,0.16047106683254242,0.05444837361574173,0.12418025732040405,0.15895754098892212,0.12326496094465256,0.1623598039150238,0.19583798944950104,0.16109563410282135,0.116217240691185,0.10639479011297226,0.17607422173023224,0.0669322982430458,0.18643678724765778,0.13392457365989685,0.22803448140621185,0.17470519244670868,0.1686435043811798,0.09625636041164398,0.22083067893981934,0.1262080818414688,0.2154531031847,0.1940966248512268,0.20179778337478638
force,0.16504375636577606,0.1799899935722351,0.23490524291992188,0.27094775438308716,0.262514591217041,0.22086958587169647,0.26810982823371887,0.20567655563354492,0.23832069337368011,0.2177911251783371,0.16664405167102814,0.6498695015907288,0.22091743350028992,0.27373945713043213,0.2111431211233139,0.17166748642921448,0.24496492743492126,0.2472643256187439,0.17609930038452148,0.2451154738664627,0.26580461859703064,0.33556628227233887,0.1650998443365097
or,0.3162831962108612,0.23187343776226044,0.19038471579551697,0.3792596757411957,0.2264430671930313,0.23657716810703278,0.4729836881160736,0.45520973205566406,0.18783508241176605,0.24800778925418854,0.5260903835296631,0.17726115882396698,0.3769497275352478,0.3741072118282318,0.39548179507255554,0.23622673749923706,0.38921234011650085,0.2978147864341736,0.21026140451431274,0.48853766918182373,0.22250279784202576,0.21845124661922455,0.32389625906944275
resultant,0.20464074611663818,0.20011433959007263,0.18345271050930023,0.31265243887901306,0.3551649749279022,0.11264069378376007,0.28723597526550293,0.2383153736591339,0.2005045861005783,0.21810434758663177,0.3017438054084778,0.2771759629249573,0.24233612418174744,0.3335866332054138,0.27305933833122253,0.19592346251010895,0.27838289737701416,0.212759330868721,0.16857431828975677,0.36659061908721924,0.39237409830093384,0.32943496108055115,0.05857556313276291
force,0.16504375636577606,0.1799899935722351,0.23490524291992188,0.27094775438308716,0.262514591217041,0.22086958587169647,0.26810982823371887,0.20567655563354492,0.23832069337368011,0.2177911251783371,0.16664405167102814,0.6498695015907288,0.22091743350028992,0.27373945713043213,0.2111431211233139,0.17166748642921448,0.24496492743492126,0.2472643256187439,0.17609930038452148,0.2451154738664627,0.26580461859703064,0.33556628227233887,0.1650998443365097
.,0.2718997597694397,0.4345304071903229,0.24482665956020355,0.5352458953857422,0.20181286334991455,0.270800918340683,0.4460422694683075,0.3206039071083069,0.22676311433315277,0.18839296698570251,0.4383580684661865,0.21802116930484772,0.6812511086463928,0.23188386857509613,0.35067233443260193,0.2855175733566284,0.4645031690597534,0.31650546193122864,0.4549728035926819,0.50484299659729,0.24043156206607819,0.19446231424808502,0.4130953550338745
