,other,than,the,1980s,",",in,which,decade,did,most,of,san,bernardino,and,riverside,counties,develop,?
in,0.39989137649536133,0.3270052373409271,0.6662389636039734,0.03401865437626839,0.5201468467712402,1.0,0.4840516746044159,0.2119923084974289,0.2593238651752472,0.41416558623313904,0.5696388483047485,0.2617562413215637,0.28734850883483887,0.4954058527946472,0.30268025398254395,0.26787781715393066,0.22882415354251862,0.20430970191955566
development,0.2599644660949707,0.16820624470710754,0.3362044394016266,0.11724700033664703,0.23776917159557343,0.2550492286682129,0.3198052942752838,0.1982860416173935,0.16852836310863495,0.24969173967838287,0.28700894117355347,0.08979219198226929,0.17797289788722992,0.26069340109825134,0.20852644741535187,0.1248830035328865,0.6566487550735474,0.1211358830332756
",",0.4446498453617096,0.3371901512145996,0.4933079481124878,0.012025163508951664,1.0000001192092896,0.5201468467712402,0.3658004403114319,0.18535472452640533,0.3015086054801941,0.3636029064655304,0.4946078956127167,0.25561806559562683,0.3134419322013855,0.6633074283599854,0.3184468746185303,0.2766191363334656,0.17652153968811035,0.31091248989105225
as,0.42805421352386475,0.40532299876213074,0.48381632566452026,0.04957367479801178,0.48816442489624023,0.3887844979763031,0.41006597876548767,0.21352699398994446,0.3596470057964325,0.3548237979412079,0.3886612355709076,0.1967049092054367,0.14560618996620178,0.49487000703811646,0.18214137852191925,0.2448538839817047,0.17358502745628357,0.27043893933296204
most,0.4585079252719879,0.42108985781669617,0.47635307908058167,0.12030183523893356,0.3636029064655304,0.41416558623313904,0.4637843072414398,0.247048020362854,0.2822507321834564,1.0,0.4178851246833801,0.19508418440818787,0.23534612357616425,0.4309377074241638,0.1548420786857605,0.12402977794408798,0.2550566792488098,0.2107497900724411
of,0.38583824038505554,0.33036211133003235,0.733189046382904,0.11110851913690567,0.4946078956127167,0.5696388483047485,0.5011631846427917,0.15614621341228485,0.2513895630836487,0.4178851246833801,1.0,0.25237205624580383,0.26093193888664246,0.5116966962814331,0.2871353030204773,0.2559657096862793,0.2259741723537445,0.1826142966747284
san,0.19091297686100006,0.12380602955818176,0.2858080565929413,0.05318715423345566,0.25561806559562683,0.2617562413215637,0.190042182803154,0.1428111046552658,0.1785750538110733,0.19508418440818787,0.25237205624580383,0.9999999403953552,0.5765351057052612,0.23541347682476044,0.38028684258461,0.17207099497318268,0.09240671247243881,0.10952327400445938
bernardino,0.18902890384197235,0.1527048796415329,0.2722903788089752,0.0898841992020607,0.3134419322013855,0.28734850883483887,0.20370326936244965,0.1989687979221344,0.11662589758634567,0.23534612357616425,0.26093193888664246,0.5765351057052612,1.0,0.2651553452014923,0.5291909575462341,0.25415217876434326,0.13659565150737762,0.11443846672773361
and,0.5504306554794312,0.39361441135406494,0.5171257257461548,0.016964120790362358,0.6633074283599854,0.4954058527946472,0.506277859210968,0.14070798456668854,0.34479495882987976,0.4309377074241638,0.5116966962814331,0.23541347682476044,0.2651553452014923,1.0,0.2747021019458771,0.21969299018383026,0.25684353709220886,0.20544172823429108
riverside,0.20750202238559723,0.1658421903848648,0.27102717757225037,0.23008112609386444,0.3184468746185303,0.30268025398254395,0.282682329416275,0.1328866332769394,0.13865071535110474,0.1548420786857605,0.2871353030204773,0.38028684258461,0.5291909575462341,0.2747021019458771,1.0000001192092896,0.3590361475944519,0.12099545449018478,0.10042606294155121
counties,0.23910102248191833,0.1535879522562027,0.23370873928070068,0.20304863154888153,0.2766191363334656,0.26787781715393066,0.20777370035648346,0.1284816861152649,0.18038558959960938,0.12402977794408798,0.2559657096862793,0.17207099497318268,0.25415217876434326,0.21969299018383026,0.3590361475944519,1.0,0.01344947051256895,0.09521792083978653
(,0.25035592913627625,0.19419437646865845,0.33289089798927307,0.010397716425359249,0.6363511681556702,0.3087427020072937,0.2589828372001648,0.14048953354358673,0.18979617953300476,0.20654040575027466,0.35032153129577637,0.2069418579339981,0.23494775593280792,0.4862271547317505,0.20969654619693756,0.17468099296092987,0.09047092497348785,0.40561532974243164
the,0.44152235984802246,0.3227543234825134,1.0,0.07890266180038452,0.4933079481124878,0.6662389636039734,0.6521818041801453,0.2552448511123657,0.34736719727516174,0.47635307908058167,0.733189046382904,0.2858080565929413,0.2722903788089752,0.5171257257461548,0.27102717757225037,0.23370873928070068,0.26276466250419617,0.22068053483963013
non-desert,0.2703338861465454,0.23356227576732635,0.30467912554740906,0.28753146529197693,0.3017088770866394,0.3032795786857605,0.2726990878582001,0.18015876412391663,0.17017558217048645,0.3301514983177185,0.3061847686767578,0.20815114676952362,0.2562005817890167,0.3019327223300934,0.33967894315719604,0.2503267526626587,0.1771819293498993,0.20085620880126953
portions,0.35550713539123535,0.3022736608982086,0.3820982575416565,0.17509371042251587,0.2710150480270386,0.28234022855758667,0.43121570348739624,0.1354902982711792,0.20459619164466858,0.3276485204696655,0.29924145340919495,0.15789936482906342,0.1540243774652481,0.2970886528491974,0.2507697343826294,0.36933085322380066,0.14371293783187866,0.13524997234344482
),0.26200005412101746,0.21982109546661377,0.3456730246543884,0.013408216647803783,0.63033527135849,0.3326910734176636,0.2758678197860718,0.13338296115398407,0.18584993481636047,0.23620007932186127,0.3680361211299896,0.21815462410449982,0.24172502756118774,0.4961937665939331,0.20785243809223175,0.1500365287065506,0.09497416764497757,0.42300865054130554
were,0.4041554927825928,0.2885614037513733,0.3906462490558624,0.06487607210874557,0.36755475401878357,0.3815755248069763,0.2807837128639221,0.2353067249059677,0.4162326455116272,0.3543298542499542,0.34038281440734863,0.1803872287273407,0.17353108525276184,0.42175528407096863,0.10953912883996964,0.23248808085918427,0.21706072986125946,0.17890112102031708
developed,0.22444479167461395,0.22113917768001556,0.24490751326084137,0.16920685768127441,0.24565434455871582,0.2498214840888977,0.2803538739681244,0.15476647019386292,0.24445466697216034,0.28766918182373047,0.21960023045539856,0.14127829670906067,0.15189781785011292,0.25542938709259033,0.11642728000879288,0.048611514270305634,0.6529664397239685,0.10763012617826462
in,0.39989137649536133,0.3270052373409271,0.6662389636039734,0.03401865437626839,0.5201468467712402,1.0,0.4840516746044159,0.2119923084974289,0.2593238651752472,0.41416558623313904,0.5696388483047485,0.2617562413215637,0.28734850883483887,0.4954058527946472,0.30268025398254395,0.26787781715393066,0.22882415354251862,0.20430970191955566
the,0.44152235984802246,0.3227543234825134,1.0,0.07890266180038452,0.4933079481124878,0.6662389636039734,0.6521818041801453,0.2552448511123657,0.34736719727516174,0.47635307908058167,0.733189046382904,0.2858080565929413,0.2722903788089752,0.5171257257461548,0.27102717757225037,0.23370873928070068,0.26276466250419617,0.22068053483963013
1980s,0.13821879029273987,0.059632670134305954,0.07890266180038452,1.0,0.012025163508951664,0.03401865437626839,0.17353710532188416,-0.014282280579209328,-0.09640773385763168,0.12030183523893356,0.11110851913690567,0.05318715423345566,0.0898841992020607,0.016964120790362358,0.23008112609386444,0.20304863154888153,0.0050187320448458195,-0.0718669518828392
and,0.5504306554794312,0.39361441135406494,0.5171257257461548,0.016964120790362358,0.6633074283599854,0.4954058527946472,0.506277859210968,0.14070798456668854,0.34479495882987976,0.4309377074241638,0.5116966962814331,0.23541347682476044,0.2651553452014923,1.0,0.2747021019458771,0.21969299018383026,0.25684353709220886,0.20544172823429108
1990s,-0.039136726409196854,-0.12367090582847595,-0.09473290294408798,-0.19060221314430237,0.026489561423659325,-0.1172933429479599,-0.12769699096679688,-0.07694884389638901,0.1284751147031784,-0.05288298428058624,-0.1590232104063034,-0.1166163831949234,-0.18418915569782257,-0.1066596508026123,-0.20767708122730255,-0.1420857161283493,-0.07344654202461243,0.11282819509506226
.,0.41511186957359314,0.3594527542591095,0.5934505462646484,0.033740852028131485,0.6812511086463928,0.5591574311256409,0.45942068099975586,0.1714698225259781,0.35288307070732117,0.35404038429260254,0.5352458953857422,0.24563752114772797,0.22549861669540405,0.588965117931366,0.3060722351074219,0.21356114745140076,0.2532461881637573,0.4130953550338745
