,fielding,h.,garrison,believes,that,the,science,of,geology,can,be,traced,to,where,?
are,0.11666785180568695,0.02807333692908287,0.09545303136110306,0.2032141238451004,0.45265161991119385,0.40399202704429626,0.214688241481781,0.39081433415412903,0.16411103308200836,0.5408529043197632,0.5556803941726685,0.18078184127807617,0.3504326641559601,0.32389864325523376,0.24591213464736938
of,0.23262061178684235,-0.09578611701726913,0.17924772202968597,0.2518882751464844,0.41498205065727234,0.733189046382904,0.2616958022117615,1.0,0.2915674149990082,0.2603091299533844,0.33904364705085754,0.325751930475235,0.41548454761505127,0.38066378235816956,0.1826142966747284
the,0.21143792569637299,-0.10884115099906921,0.251071572303772,0.2598399519920349,0.5473989248275757,1.0,0.24037593603134155,0.733189046382904,0.214850515127182,0.312528520822525,0.4248143136501312,0.34548765420913696,0.535392165184021,0.5003893971443176,0.22068053483963013
opinion,0.2657761871814728,-0.254977822303772,0.13641946017742157,0.34504541754722595,0.36596253514289856,0.22474613785743713,0.2438185214996338,0.20495454967021942,0.14774452149868011,0.2961779236793518,0.3106502294540405,0.16327381134033203,0.3052038252353668,0.15598690509796143,0.38472914695739746
that,0.26749542355537415,-0.1771814227104187,0.15078410506248474,0.4424291253089905,1.0,0.5473989248275757,0.2881232798099518,0.41498205065727234,0.2398752123117447,0.4522190988063812,0.6036020517349243,0.32203540205955505,0.5436353087425232,0.4876193106174469,0.32716336846351624
the,0.21143792569637299,-0.10884115099906921,0.251071572303772,0.2598399519920349,0.5473989248275757,1.0,0.24037593603134155,0.733189046382904,0.214850515127182,0.312528520822525,0.4248143136501312,0.34548765420913696,0.535392165184021,0.5003893971443176,0.22068053483963013
origin,0.10993611812591553,-0.027107173576951027,0.13760560750961304,0.12325766682624817,0.20789451897144318,0.24161343276500702,0.19433699548244476,0.23941168189048767,0.27604490518569946,0.11776535212993622,0.17104531824588776,0.3221457004547119,0.17114397883415222,0.23642034828662872,0.12716172635555267
of,0.23262061178684235,-0.09578611701726913,0.17924772202968597,0.2518882751464844,0.41498205065727234,0.733189046382904,0.2616958022117615,1.0,0.2915674149990082,0.2603091299533844,0.33904364705085754,0.325751930475235,0.41548454761505127,0.38066378235816956,0.1826142966747284
the,0.21143792569637299,-0.10884115099906921,0.251071572303772,0.2598399519920349,0.5473989248275757,1.0,0.24037593603134155,0.733189046382904,0.214850515127182,0.312528520822525,0.4248143136501312,0.34548765420913696,0.535392165184021,0.5003893971443176,0.22068053483963013
science,0.29037386178970337,-0.17758947610855103,0.1096491664648056,0.21860000491142273,0.2881232798099518,0.24037593603134155,1.0,0.2616958022117615,0.4451104402542114,0.1744820475578308,0.18448032438755035,0.09644743800163269,0.2226530760526657,0.19053184986114502,0.17974960803985596
of,0.23262061178684235,-0.09578611701726913,0.17924772202968597,0.2518882751464844,0.41498205065727234,0.733189046382904,0.2616958022117615,1.0,0.2915674149990082,0.2603091299533844,0.33904364705085754,0.325751930475235,0.41548454761505127,0.38066378235816956,0.1826142966747284
geology,0.2483130842447281,0.028748909011483192,0.10908306390047073,0.04272665083408356,0.2398752123117447,0.214850515127182,0.4451104402542114,0.2915674149990082,1.0,0.13967718183994293,0.1614372879266739,0.2580532729625702,0.20812717080116272,0.21743719279766083,0.1570872962474823
can,0.13263151049613953,-0.08389051258563995,0.09567347913980484,0.19866913557052612,0.4522190988063812,0.312528520822525,0.1744820475578308,0.2603091299533844,0.13967718183994293,1.0,0.5791122913360596,0.22638672590255737,0.4979398250579834,0.3773181736469269,0.3226337134838104
be,0.2106565535068512,-0.15511402487754822,0.14727936685085297,0.2739209830760956,0.6036020517349243,0.4248143136501312,0.18448032438755035,0.33904364705085754,0.1614372879266739,0.5791122913360596,1.0,0.27461469173431396,0.4972836375236511,0.3651217818260193,0.3324260413646698
traced,0.20766644179821014,-0.08978232741355896,0.18765655159950256,0.27549102902412415,0.32203540205955505,0.34548765420913696,0.09644743800163269,0.325751930475235,0.2580532729625702,0.22638672590255737,0.27461469173431396,1.0,0.23967646062374115,0.2665401101112366,0.10152046382427216
to,0.2635751962661743,-0.18937623500823975,0.21971097588539124,0.33072027564048767,0.5436353087425232,0.535392165184021,0.2226530760526657,0.41548454761505127,0.20812717080116272,0.4979398250579834,0.4972836375236511,0.23967646062374115,1.0,0.47735077142715454,0.29463258385658264
persia,0.18214933574199677,0.004115423187613487,0.22843244671821594,0.1830877810716629,0.20934851467609406,0.24922017753124237,0.16455373167991638,0.25637543201446533,0.16574697196483612,0.15081718564033508,0.2043367624282837,0.2993321418762207,0.18735811114311218,0.1652756929397583,0.14247620105743408
after,0.2112545669078827,-0.16674087941646576,0.24046410620212555,0.2059526890516281,0.373811811208725,0.4565047025680542,0.10766847431659698,0.3867455720901489,0.16383035480976105,0.21645446121692657,0.32360681891441345,0.21305300295352936,0.37890323996543884,0.31753596663475037,0.16608688235282898
the,0.21143792569637299,-0.10884115099906921,0.251071572303772,0.2598399519920349,0.5473989248275757,1.0,0.24037593603134155,0.733189046382904,0.214850515127182,0.312528520822525,0.4248143136501312,0.34548765420913696,0.535392165184021,0.5003893971443176,0.22068053483963013
muslim,0.21030035614967346,-0.05199696123600006,0.25827711820602417,0.2752250134944916,0.24297045171260834,0.28099653124809265,0.180368572473526,0.267849862575531,0.1501094102859497,0.13748300075531006,0.20231084525585175,0.21232759952545166,0.2551989257335663,0.1838563233613968,0.17456822097301483
conquests,0.21083062887191772,-0.0895867571234703,0.3214440643787384,0.18145926296710968,0.17869696021080017,0.347616046667099,0.18854792416095734,0.2998427450656891,0.22096988558769226,0.09472744166851044,0.1711062341928482,0.27743256092071533,0.24994014203548431,0.1579393595457077,0.14706142246723175
had,0.18443040549755096,-0.18812423944473267,0.23836657404899597,0.2837831974029541,0.4407361149787903,0.3875846862792969,0.10019613802433014,0.37755560874938965,0.10149497538805008,0.31523576378822327,0.35315439105033875,0.28210416436195374,0.37984350323677063,0.2596948444843292,0.20728366076946259
come,0.10470494627952576,-0.08640645444393158,0.2095247358083725,0.23171141743659973,0.41515251994132996,0.36020293831825256,0.1534707397222519,0.3194141983985901,0.18677206337451935,0.3393777012825012,0.30159616470336914,0.3379211127758026,0.4297197163105011,0.3523397743701935,0.22318024933338165
to,0.2635751962661743,-0.18937623500823975,0.21971097588539124,0.33072027564048767,0.5436353087425232,0.535392165184021,0.2226530760526657,0.41548454761505127,0.20812717080116272,0.4979398250579834,0.4972836375236511,0.23967646062374115,1.0,0.47735077142715454,0.29463258385658264
an,0.1668393909931183,-0.1507437378168106,0.14509324729442596,0.23732046782970428,0.365763783454895,0.4207492768764496,0.1811348795890808,0.32280945777893066,0.15397368371486664,0.23671309649944305,0.33041056990623474,0.25044241547584534,0.3138085603713989,0.24824833869934082,0.19793890416622162
end,0.16491982340812683,-0.06185387074947357,0.17275699973106384,0.1553547978401184,0.3221861720085144,0.39658910036087036,0.14048543572425842,0.2215006798505783,0.14886200428009033,0.17328274250030518,0.26300522685050964,0.15531419217586517,0.3229445815086365,0.29005250334739685,0.12543344497680664
.,0.2736667990684509,-0.1338450312614441,0.19881083071231842,0.25880372524261475,0.4460422694683075,0.5934505462646484,0.21781636774539948,0.5352458953857422,0.20729686319828033,0.35783761739730835,0.4383580684661865,0.22266744077205658,0.4645031690597534,0.41390106081962585,0.4130953550338745
