,what,river,is,near,genghis,khan,'s,likely,place,of,burial,?
he,0.3114890456199646,0.18389761447906494,0.36230841279029846,0.14969274401664734,0.28288567066192627,0.24136358499526978,0.024063590914011,0.17139974236488342,0.24724791944026947,0.38706058263778687,0.16934634745121002,0.2089974731206894
is,0.28837618231773376,0.20670881867408752,1.0,0.25453904271125793,0.1866190880537033,0.20103248953819275,0.02396530658006668,0.2638912796974182,0.3122972249984741,0.4854315221309662,0.1841937005519867,0.22961433231830597
buried,0.1688523143529892,0.15413308143615723,0.1858135163784027,0.3225105106830597,0.25133416056632996,0.0911133736371994,-0.04317710921168327,0.19147896766662598,0.33034437894821167,0.2682875096797943,0.7192270755767822,0.18487362563610077
somewhere,0.4753977358341217,0.11234242469072342,0.2927536070346832,0.29061099886894226,0.17061902582645416,0.09823989123106003,0.032775308936834335,0.33090052008628845,0.4150872826576233,0.19648483395576477,0.22541344165802002,0.4073143005371094
close,0.23424343764781952,0.13369685411453247,0.26769399642944336,0.41266733407974243,0.17252258956432343,0.1606511026620865,0.07968296110630035,0.2665480673313141,0.24903947114944458,0.24178770184516907,0.20447348058223724,0.1908312737941742
to,0.455847829580307,0.13636653125286102,0.42745086550712585,0.2456841915845871,0.2294713407754898,0.18221943080425262,0.03782717138528824,0.41562584042549133,0.3346366882324219,0.41548454761505127,0.19511598348617554,0.29463258385658264
the,0.42745697498321533,0.2894456386566162,0.5823672413825989,0.2879819869995117,0.3448939025402069,0.21067845821380615,-0.01540423184633255,0.28129076957702637,0.4179787337779999,0.733189046382904,0.23356176912784576,0.22068053483963013
onon,0.19262902438640594,0.38631024956703186,0.2648090124130249,0.33060407638549805,0.41509193181991577,0.3260955214500427,-0.024072716012597084,0.12209150195121765,0.16205458343029022,0.2535773515701294,0.21609175205230713,0.16103661060333252
river,0.13815869390964508,0.9999999403953552,0.20670881867408752,0.40109947323799133,0.29427242279052734,0.16848056018352509,-0.03599277883768082,0.10245208442211151,0.22756974399089813,0.19903257489204407,0.1240411251783371,0.15390869975090027
and,0.31309178471565247,0.19898422062397003,0.3859752118587494,0.25046437978744507,0.26551535725593567,0.22885166108608246,0.06895173341035843,0.3069725036621094,0.2813849449157715,0.5116966962814331,0.19633576273918152,0.20544172823429108
the,0.42745697498321533,0.2894456386566162,0.5823672413825989,0.2879819869995117,0.3448939025402069,0.21067845821380615,-0.01540423184633255,0.28129076957702637,0.4179787337779999,0.733189046382904,0.23356176912784576,0.22068053483963013
burkhan,0.22729746997356415,0.25364920496940613,0.23729921877384186,0.23652039468288422,0.49505355954170227,0.6663304567337036,0.1172867938876152,0.07794559001922607,0.188670814037323,0.2365988940000534,0.22364862263202667,0.15091314911842346
khaldun,0.250911682844162,0.20555256307125092,0.23129290342330933,0.19844909012317657,0.5847230553627014,0.6202942728996277,0.02633058652281761,0.18256732821464539,0.1644386500120163,0.2651720941066742,0.25386857986450195,0.20904235541820526
mountain,0.15145938098430634,0.3521817922592163,0.24294321238994598,0.31127282977104187,0.2656402587890625,0.15298856794834137,-0.006494900677353144,0.13410980999469757,0.2189992517232895,0.22943821549415588,0.1774408519268036,0.10710091888904572
(,0.2411840260028839,0.16287720203399658,0.35393038392066956,0.16812613606452942,0.2257842868566513,0.1773909628391266,0.0012731997994706035,0.16842779517173767,0.20666886866092682,0.35032153129577637,0.1150897890329361,0.40561532974243164
part,0.3476244807243347,0.20468007028102875,0.4582172930240631,0.2597787380218506,0.1747124046087265,0.15835325419902802,0.007562864106148481,0.17682716250419617,0.35994386672973633,0.452393114566803,0.09600958228111267,0.08557961881160736
of,0.33290785551071167,0.19903257489204407,0.4854315221309662,0.2651676535606384,0.2938849925994873,0.17124508321285248,-0.03817026689648628,0.2704482078552246,0.2685627043247223,1.0,0.22971592843532562,0.1826142966747284
the,0.42745697498321533,0.2894456386566162,0.5823672413825989,0.2879819869995117,0.3448939025402069,0.21067845821380615,-0.01540423184633255,0.28129076957702637,0.4179787337779999,0.733189046382904,0.23356176912784576,0.22068053483963013
kentii,0.18930430710315704,0.22665022313594818,0.24462606012821198,0.262374609708786,0.3416534960269928,0.2387966513633728,-0.048323094844818115,0.17808790504932404,0.2635290026664734,0.30509644746780396,0.23360204696655273,0.23190197348594666
mountain,0.15145938098430634,0.3521817922592163,0.24294321238994598,0.31127282977104187,0.2656402587890625,0.15298856794834137,-0.006494900677353144,0.13410980999469757,0.2189992517232895,0.22943821549415588,0.1774408519268036,0.10710091888904572
range,0.19613829255104065,0.18572238087654114,0.2467041313648224,0.20994503796100616,0.14567075669765472,0.15892912447452545,-0.008888337761163712,0.21000048518180847,0.12051043659448624,0.234999418258667,0.07782069593667984,0.1204894632101059
),0.26259949803352356,0.16430801153182983,0.37732169032096863,0.1572476029396057,0.24887141585350037,0.2105041742324829,0.021107977256178856,0.19010677933692932,0.2269994467496872,0.3680361211299896,0.13913394510746002,0.42300865054130554
.,0.3567904531955719,0.21443960070610046,0.4569662809371948,0.2532462477684021,0.25373268127441406,0.19819748401641846,-0.003708066651597619,0.26822179555892944,0.2844318151473999,0.5352458953857422,0.18758666515350342,0.4130953550338745
