,what,did,the,peasants,believe,luther,would,do,for,them,?
'',0.08143015950918198,0.01978493109345436,0.041273195296525955,0.033623311668634415,0.017202258110046387,-0.04572787508368492,0.02574172429740429,-0.00043653504690155387,-0.04479556903243065,-0.061781175434589386,0.018684765323996544
phraseology,0.4168081283569336,0.17833536863327026,0.27474838495254517,0.27397075295448303,0.29871833324432373,0.21323789656162262,0.17584283649921417,0.28078392148017883,0.290449321269989,0.21630194783210754,0.3324747681617737
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.23394730687141418,0.2459280639886856,0.23255878686904907,0.32586824893951416,0.3283645510673523,0.4464869201183319,0.3985835015773773,0.31091248989105225
now,0.4903225302696228,0.2646316885948181,0.38266420364379883,0.1865212321281433,0.2923523187637329,0.15390604734420776,0.3339189291000366,0.2690879702568054,0.3636377453804016,0.370710164308548,0.29641881585121155
led,0.12112844735383987,0.3213953971862793,0.3267505168914795,0.28466886281967163,0.2263738065958023,0.1441332846879959,0.2718735337257385,0.18016356229782104,0.2628403306007385,0.25524047017097473,0.09273858368396759
many,0.36131182312965393,0.375588983297348,0.4335206151008606,0.24216453731060028,0.3912174105644226,0.2471185326576233,0.33440667390823364,0.38738366961479187,0.40972793102264404,0.5119333863258362,0.2124512493610382
peasants,0.22674663364887238,0.283174604177475,0.29513445496559143,0.9999998807907104,0.15559729933738708,0.12856873869895935,0.2569931745529175,0.2217285931110382,0.2231442928314209,0.3339794874191284,0.14431370794773102
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.24425914883613586,0.34598591923713684,0.18029534816741943,0.5965728163719177,0.38876664638519287,0.4451248347759247,0.5916602611541748,0.29463258385658264
believe,0.46656209230422974,0.3557283282279968,0.2972484529018402,0.15559729933738708,1.0,0.21247079968452454,0.4429776072502136,0.40309545397758484,0.2833847403526306,0.4002757668495178,0.3329349160194397
he,0.3114890456199646,0.3292143940925598,0.4571082592010498,0.26979172229766846,0.24699896574020386,0.2454872578382492,0.27278512716293335,0.19599148631095886,0.4540175199508667,0.3947606682777405,0.2089974731206894
would,0.45766422152519226,0.6268245577812195,0.4133751392364502,0.2569931745529175,0.4429776072502136,0.14161886274814606,1.0000001192092896,0.4102592170238495,0.39877474308013916,0.5105606913566589,0.37178951501846313
support,0.2797985076904297,0.2911772131919861,0.22984638810157776,0.12634088099002838,0.3576667904853821,0.09483496099710464,0.37229225039482117,0.3117796778678894,0.3156939148902893,0.2819136083126068,0.22626608610153198
an,0.2821882665157318,0.22598257660865784,0.4207492768764496,0.09088429808616638,0.1984095573425293,0.10983039438724518,0.2650099992752075,0.25865980982780457,0.3236706852912903,0.20136259496212006,0.19793890416622162
attack,0.16093501448631287,0.13678960502147675,0.2508925497531891,0.09178823977708817,0.18756365776062012,0.14916963875293732,0.1928175687789917,0.1859261691570282,0.2050485610961914,0.24626992642879486,0.126759335398674
on,0.34226128458976746,0.2670976221561432,0.5107308030128479,0.1651853621006012,0.2112082839012146,0.19090485572814941,0.35589995980262756,0.3025321364402771,0.36199691891670227,0.30083513259887695,0.2714994251728058
the,0.42745697498321533,0.34736719727516174,1.0,0.29513445496559143,0.2972484529018402,0.1759674996137619,0.4133751392364502,0.30239659547805786,0.4739971458911896,0.4788833558559418,0.22068053483963013
upper,0.1592642068862915,0.14103727042675018,0.35289278626441956,0.22788159549236298,0.0267233457416296,0.1344921737909317,0.16718485951423645,0.1312045454978943,0.12166716158390045,0.1608865112066269,0.051342256367206573
classes,0.20746955275535583,0.19076485931873322,0.21469499170780182,0.24107173085212708,0.15117251873016357,0.1962915062904358,0.21430085599422455,0.2632409930229187,0.20599915087223053,0.33725905418395996,0.14397528767585754
in,0.30808621644973755,0.2593238651752472,0.6662389636039734,0.2750670909881592,0.20806841552257538,0.20523880422115326,0.30461156368255615,0.23402775824069977,0.4322226941585541,0.29119014739990234,0.20430970191955566
general,0.24928055703639984,0.19499315321445465,0.28634732961654663,0.1402798295021057,0.11517783999443054,0.10461535304784775,0.2446732223033905,0.20145048201084137,0.23497237265110016,0.2066143900156021,0.1972234547138214
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.19590462744235992,0.26988279819488525,0.24907569587230682,0.35067233443260193,0.3613996207714081,0.4726039469242096,0.39945515990257263,0.4130953550338745
