,what,did,this,statement,of,tetzel,'s,show,about,him,?
",",0.3087472915649414,0.3015086054801941,0.4316047728061676,0.22861604392528534,0.4946078956127167,0.33824118971824646,-0.0016132977325469255,0.31928569078445435,0.3877100944519043,0.31121695041656494,0.31091248989105225
but,0.5029441118240356,0.49033689498901367,0.6141145825386047,0.32892486453056335,0.39942997694015503,0.18041202425956726,0.04136733338236809,0.2724117040634155,0.4257524609565735,0.4199651777744293,0.27921953797340393
rather,0.3923804461956024,0.3137456178665161,0.4823509454727173,0.3167978823184967,0.3045461177825928,0.16958874464035034,0.08959644287824631,0.22287413477897644,0.33138883113861084,0.30340975522994995,0.3053998053073883
a,0.3320399522781372,0.2552328109741211,0.5422310829162598,0.2952324151992798,0.5052502155303955,0.30731338262557983,0.04866964742541313,0.24886544048786163,0.34171196818351746,0.32137390971183777,0.23916715383529663
reflection,0.27464163303375244,0.1882966160774231,0.33406439423561096,0.3012491762638092,0.27738237380981445,0.1605454683303833,-0.01178192999213934,0.2393231838941574,0.22567108273506165,0.23673157393932343,0.17918743193149567
of,0.33290785551071167,0.2513895630836487,0.45148900151252747,0.1980573982000351,1.0,0.21687351167201996,-0.03817026689648628,0.21383242309093475,0.40939709544181824,0.2764812409877777,0.1826142966747284
his,0.26976513862609863,0.3546801507472992,0.3549620509147644,0.2391558736562729,0.38364991545677185,0.17810730636119843,0.047556519508361816,0.22677335143089294,0.24169853329658508,0.6629161238670349,0.18075084686279297
capacity,0.16428391635417938,0.16285929083824158,0.1953597366809845,0.1466502845287323,0.21035969257354736,0.06296183913946152,0.049911919981241226,0.1517307162284851,0.1658569574356079,0.11749377101659775,0.17383241653442383
to,0.455847829580307,0.4452643394470215,0.5759071707725525,0.29286426305770874,0.41548454761505127,0.17206594347953796,0.03782717138528824,0.29833272099494934,0.391953706741333,0.4702378511428833,0.29463258385658264
exaggerate,0.3805331289768219,0.23901838064193726,0.34246566891670227,0.33130285143852234,0.2027152180671692,0.15750089287757874,-0.0015859536360949278,0.387023001909256,0.3305383324623108,0.2618265450000763,0.26760202646255493
.,0.3567904531955719,0.35288307070732117,0.500583827495575,0.21827399730682373,0.5352458953857422,0.30589956045150757,-0.003708066651597619,0.3016606271266937,0.42038556933403015,0.30228540301322937,0.4130953550338745
