,why,have,newcastle,and,gateshead,linked,together,under,a,common,banner,?
``,0.05334433168172836,0.1022237241268158,0.025922706350684166,0.036644238978624344,-0.08230996131896973,0.03285825252532959,0.10746578127145767,-0.001388426753692329,0.07272057235240936,0.13911877572536469,0.06819480657577515,0.0685480609536171
newcastlegateshead,0.1700727343559265,0.2184852808713913,0.8537533283233643,0.32428067922592163,0.7999197244644165,0.20524320006370544,0.1757194548845291,0.21349884569644928,0.29516562819480896,0.1803765594959259,0.2648060619831085,0.1825120747089386
'',-0.038651224225759506,0.0312618687748909,-0.0023020231164991856,0.021612688899040222,0.015146089717745781,0.07718022912740707,0.03150295466184616,0.07581566274166107,0.04890415817499161,-0.003978588618338108,0.030306771397590637,0.018684765323996544
",",0.2827242314815521,0.3541618287563324,0.251589834690094,0.6633074283599854,0.33737507462501526,0.24692510068416595,0.2912277579307556,0.24875585734844208,0.427140474319458,0.2497023195028305,0.2677387297153473,0.31091248989105225
to,0.4100138247013092,0.4544740617275238,0.23559264838695526,0.48971283435821533,0.2273954600095749,0.25303661823272705,0.33225905895233154,0.27177539467811584,0.45503583550453186,0.21109338104724884,0.2406754195690155,0.29463258385658264
spearhead,0.19299842417240143,0.2814331650733948,0.3288717269897461,0.28579556941986084,0.3566076457500458,0.06930257380008698,0.18071876466274261,0.1341540515422821,0.31150075793266296,0.23510661721229553,0.18687090277671814,0.12561731040477753
the,0.30742117762565613,0.40389683842658997,0.2253497689962387,0.5171257257461548,0.29985129833221436,0.2907569110393524,0.26662585139274597,0.3348022699356079,0.5829201340675354,0.2705984115600586,0.3043968677520752,0.22068053483963013
regeneration,0.17486128211021423,0.255708783864975,0.1528337597846985,0.275411456823349,0.19948804378509521,0.1342625766992569,0.13404864072799683,0.1430993378162384,0.22819030284881592,0.18536098301410675,0.11689040809869766,0.13848066329956055
of,0.28464117646217346,0.3802283704280853,0.18781472742557526,0.5116966962814331,0.2324095517396927,0.244833841919899,0.26678720116615295,0.32766106724739075,0.5052502155303955,0.2949881851673126,0.24489940702915192,0.1826142966747284
the,0.30742117762565613,0.40389683842658997,0.2253497689962387,0.5171257257461548,0.29985129833221436,0.2907569110393524,0.26662585139274597,0.3348022699356079,0.5829201340675354,0.2705984115600586,0.3043968677520752,0.22068053483963013
north-east,0.26862832903862,0.2490440458059311,0.34534335136413574,0.32129138708114624,0.45516258478164673,0.21093174815177917,0.21473178267478943,0.22952954471111298,0.2888086438179016,0.22783754765987396,0.21178211271762848,0.26477059721946716
.,0.32909876108169556,0.41614407300949097,0.2714749276638031,0.588965117931366,0.3257577121257782,0.23676274716854095,0.2842161953449249,0.2901604175567627,0.50484299659729,0.21817955374717712,0.27706122398376465,0.4130953550338745
