,when,did,the,cretaceous-paleogene,extinction,happen,?
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.25213196873664856,0.21695098280906677,0.23779208958148956,0.20544172823429108
that,0.5860282182693481,0.47518548369407654,0.5473989248275757,0.2784763276576996,0.3000577688217163,0.45222777128219604,0.32716336846351624
all,0.35107192397117615,0.33943864703178406,0.4860881567001343,0.23820607364177704,0.23297443985939026,0.29634127020835876,0.29575422406196594
the,0.5091903209686279,0.34736719727516174,1.0,0.2807234227657318,0.26832786202430725,0.2880464494228363,0.22068053483963013
modern,0.19283193349838257,0.21376098692417145,0.3283970355987549,0.3215303421020508,0.23904134333133698,0.17433834075927734,0.12475407868623734
groups,0.21922865509986877,0.1589982509613037,0.27790749073028564,0.26273879408836365,0.21115711331367493,0.2444898635149002,0.14349548518657684
appeared,0.1832868754863739,0.2999138832092285,0.30265679955482483,0.33083605766296387,0.2596302032470703,0.28381845355033875,0.1384376585483551
relatively,0.37015649676322937,0.19489876925945282,0.33481109142303467,0.3721582889556885,0.3173277676105499,0.2157854288816452,0.1281091868877411
recently,0.397892028093338,0.25495946407318115,0.2774651348590851,0.2674015760421753,0.27325525879859924,0.21829776465892792,0.18352322280406952
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.25791361927986145,0.21871958673000336,0.25441640615463257,0.31091248989105225
probably,0.3694952726364136,0.29997241497039795,0.3722526729106903,0.3865063786506653,0.32633209228515625,0.2570554316043854,0.3524723947048187
after,0.5331412553787231,0.30330467224121094,0.4565047025680542,0.2319345623254776,0.18498605489730835,0.26518890261650085,0.16608688235282898
the,0.5091903209686279,0.34736719727516174,1.0,0.2807234227657318,0.26832786202430725,0.2880464494228363,0.22068053483963013
cretaceous–paleogene,0.2568065822124481,0.2177075743675232,0.3062284290790558,0.9942318201065063,0.6639691591262817,0.2767667770385742,0.20868074893951416
extinction,0.16879434883594513,0.17885996401309967,0.26832786202430725,0.6443338394165039,1.0000001192092896,0.3133969306945801,0.17184245586395264
event,0.2685905992984772,0.17957442998886108,0.2960145175457001,0.35195931792259216,0.4730823338031769,0.3302316963672638,0.16076280176639557
66,0.06039733067154884,0.002702066209167242,-0.01815365068614483,0.027509061619639397,0.044454991817474365,-0.05454224348068237,-0.056611161679029465
million,0.17012886703014374,0.1815238744020462,0.277012437582016,0.3891325891017914,0.2990470826625824,0.15503214299678802,0.23092924058437347
years,0.3409145474433899,0.2695724070072174,0.2912273406982422,0.3744587302207947,0.29976823925971985,0.21460385620594025,0.1914375126361847
ago,0.34233349561691284,0.19972491264343262,0.23063679039478302,0.5480348467826843,0.43316176533699036,0.20085635781288147,0.2202194780111313
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.2600325345993042,0.1791534125804901,0.2506430745124817,0.4130953550338745
,when,did,the,cretaceous-paleogene,extinction,happen,?
despite,0.2876652181148529,0.38115930557250977,0.3172689974308014,0.20338645577430725,0.26528528332710266,0.23016062378883362,0.14350546896457672
their,0.3682888448238373,0.38078752160072327,0.516537070274353,0.1815359890460968,0.17571398615837097,0.26795029640197754,0.1898253709077835
soft,0.2604611814022064,0.161678284406662,0.21071362495422363,0.249838188290596,0.15598398447036743,0.17083041369915009,0.20168161392211914
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.25791361927986145,0.21871958673000336,0.25441640615463257,0.31091248989105225
gelatinous,0.25674697756767273,0.09631364792585373,0.23073269426822662,0.32323092222213745,0.21938389539718628,0.20711374282836914,0.17941416800022125
bodies,0.21118222177028656,0.24644926190376282,0.2745959758758545,0.2366248071193695,0.17190881073474884,0.19310593605041504,0.18285469710826874
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.25791361927986145,0.21871958673000336,0.25441640615463257,0.31091248989105225
fossils,0.1856812983751297,0.17319244146347046,0.2495197057723999,0.6752061247825623,0.49842455983161926,0.1750349998474121,0.1504307985305786
thought,0.32143133878707886,0.482954740524292,0.3509289622306824,0.2713475823402405,0.262874573469162,0.327859491109848,0.2600135803222656
to,0.5423505902290344,0.4452643394470215,0.535392165184021,0.19289952516555786,0.20060859620571136,0.25324898958206177,0.29463258385658264
represent,0.21894298493862152,0.16118790209293365,0.3288072943687439,0.23261114954948425,0.20171447098255157,0.24469025433063507,0.1972627341747284
ctenophores,0.20173141360282898,0.1785532683134079,0.2543465793132782,0.5037752985954285,0.4061846137046814,0.25010231137275696,0.2054179310798645
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.25791361927986145,0.21871958673000336,0.25441640615463257,0.31091248989105225
apparently,0.39681220054626465,0.2779636085033417,0.27692100405693054,0.27620020508766174,0.3069092333316803,0.24054229259490967,0.3236613869667053
with,0.5075214505195618,0.25472134351730347,0.4223487675189972,0.1611616015434265,0.15197278559207916,0.21138755977153778,0.2433311939239502
no,0.28761178255081177,0.23735837638378143,0.3461136817932129,0.1611272543668747,0.21279366314411163,0.26179084181785583,0.32165053486824036
tentacles,0.19019807875156403,0.10777673870325089,0.24109509587287903,0.31800374388694763,0.29082435369491577,0.1360633820295334,0.15145425498485565
but,0.5599016547203064,0.49033689498901367,0.4859698414802551,0.2648944854736328,0.2836146950721741,0.4060423672199249,0.27921953797340393
many,0.36563900113105774,0.375588983297348,0.4335206151008606,0.26276394724845886,0.2286653071641922,0.3494596779346466,0.2124512493610382
more,0.359977662563324,0.2803135812282562,0.39758381247520447,0.21315982937812805,0.26064079999923706,0.3441758453845978,0.27894994616508484
comb-rows,0.3176734149456024,0.24129745364189148,0.27182552218437195,0.26366427540779114,0.19664905965328217,0.29067936539649963,0.2980233430862427
than,0.2883036434650421,0.24820660054683685,0.3227543234825134,0.2506861984729767,0.2345380038022995,0.32592490315437317,0.24917294085025787
modern,0.19283193349838257,0.21376098692417145,0.3283970355987549,0.3215303421020508,0.23904134333133698,0.17433834075927734,0.12475407868623734
forms,0.2567545175552368,0.15465429425239563,0.2950737178325653,0.30859774351119995,0.26845434308052063,0.23908309638500214,0.1196754202246666
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.25791361927986145,0.21871958673000336,0.25441640615463257,0.31091248989105225
have,0.40555819869041443,0.3783526122570038,0.40389683842658997,0.309765100479126,0.2628747522830963,0.4406510889530182,0.32991164922714233
been,0.3339833617210388,0.2835664749145508,0.3563927710056305,0.2678907811641693,0.2417249232530594,0.2806905508041382,0.24354910850524902
found,0.24078510701656342,0.15878844261169434,0.3452354073524475,0.3599993586540222,0.19164897501468658,0.1536330133676529,0.16790300607681274
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.256745845079422,0.19725847244262695,0.2613373398780823,0.20430970191955566
lagerstätten,0.16816170513629913,0.15171806514263153,0.3344047963619232,0.5640764832496643,0.4493905305862427,0.2027129977941513,0.2321130633354187
as,0.4437963366508484,0.3596470057964325,0.48381632566452026,0.2209794968366623,0.20628495514392853,0.17092487215995789,0.27043893933296204
far,0.227741077542305,0.2696933448314667,0.38564538955688477,0.27326345443725586,0.2118617296218872,0.20513032376766205,0.2170870453119278
back,0.4184971749782562,0.2601068317890167,0.3612101674079895,0.235743910074234,0.14422889053821564,0.23135560750961304,0.2397768795490265
as,0.4437963366508484,0.3596470057964325,0.48381632566452026,0.2209794968366623,0.20628495514392853,0.17092487215995789,0.27043893933296204
the,0.5091903209686279,0.34736719727516174,1.0,0.2807234227657318,0.26832786202430725,0.2880464494228363,0.22068053483963013
early,0.32107013463974,0.32047218084335327,0.34442198276519775,0.4329937696456909,0.27870962023735046,0.2253209799528122,0.15272949635982513
cambrian,0.18725700676441193,0.1388472616672516,0.2575351595878601,0.6165758967399597,0.47839564085006714,0.25778353214263916,0.10118120908737183
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.25791361927986145,0.21871958673000336,0.25441640615463257,0.31091248989105225
about,0.3835894465446472,0.28723078966140747,0.37995871901512146,0.24864473938941956,0.289909303188324,0.3176879584789276,0.302409827709198
515,0.1465240716934204,0.10441356152296066,0.3182307779788971,0.2621687948703766,0.15610210597515106,0.12006691098213196,0.06722166389226913
million,0.17012886703014374,0.1815238744020462,0.277012437582016,0.3891325891017914,0.2990470826625824,0.15503214299678802,0.23092924058437347
years,0.3409145474433899,0.2695724070072174,0.2912273406982422,0.3744587302207947,0.29976823925971985,0.21460385620594025,0.1914375126361847
ago,0.34233349561691284,0.19972491264343262,0.23063679039478302,0.5480348467826843,0.43316176533699036,0.20085635781288147,0.2202194780111313
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.2600325345993042,0.1791534125804901,0.2506430745124817,0.4130953550338745
