,where,in,china,is,genghis,khan,most,favorably,viewed,today,?
positively,0.2568371891975403,0.2118498533964157,0.10612663626670837,0.2538984715938568,0.1201099306344986,0.117280013859272,0.2195371687412262,0.34041687846183777,0.2720460593700409,0.18666371703147888,0.19553256034851074
in,0.5344807505607605,1.0,0.267821341753006,0.5394441485404968,0.224680557847023,0.1527150720357895,0.41416558623313904,0.19353020191192627,0.194101944565773,0.3300545811653137,0.20430970191955566
the,0.5003893971443176,0.6662389636039734,0.3110525608062744,0.5823672413825989,0.3448939025402069,0.21067845821380615,0.47635307908058167,0.2705189287662506,0.34172287583351135,0.35740926861763,0.22068053483963013
inner,0.24444608390331268,0.22538623213768005,0.2450561225414276,0.21686768531799316,0.1773080825805664,0.13130620121955872,0.15818916261196136,0.24526414275169373,0.22612032294273376,0.19704048335552216,0.10395674407482147
mongolia,0.2137911468744278,0.22565330564975739,0.5977877378463745,0.19608411192893982,0.4294305145740509,0.37883228063583374,0.17569993436336517,0.17651160061359406,0.10496367514133453,0.1847681701183319,0.12165829539299011
region,0.2589060366153717,0.3524819314479828,0.25697949528694153,0.3317503035068512,0.2419530749320984,0.17068596184253693,0.19658514857292175,0.1374763697385788,0.14758042991161346,0.23696614801883698,0.13441751897335052
where,0.9999999403953552,0.5344807505607605,0.2026863694190979,0.3586711287498474,0.1839626133441925,0.1568954735994339,0.3678402900695801,0.199618861079216,0.1669066846370697,0.27820688486099243,0.24793872237205505
there,0.5016061663627625,0.5361666083335876,0.21505112946033478,0.3904260993003845,0.17414520680904388,0.10096750408411026,0.34392625093460083,0.13344071805477142,0.2457764744758606,0.3810470998287201,0.29405656456947327
are,0.32389864325523376,0.3841303884983063,0.21174804866313934,0.5330929756164551,0.10714367032051086,0.10875514894723892,0.48698675632476807,0.1588178426027298,0.17731130123138428,0.39445018768310547,0.24591213464736938
a,0.40997210144996643,0.539380669593811,0.17720326781272888,0.658733606338501,0.194350928068161,0.1743650734424591,0.3508910834789276,0.2498198300600052,0.22637882828712463,0.2396019846200943,0.23916715383529663
monument,0.1989661455154419,0.24587227404117584,0.11668237298727036,0.2182770073413849,0.14479322731494904,0.0758223906159401,0.16571363806724548,0.10649465769529343,0.2008713185787201,0.17272210121154785,0.1146806851029396
and,0.43859338760375977,0.4954058527946472,0.27966102957725525,0.3859752118587494,0.26551535725593567,0.22885166108608246,0.4309377074241638,0.23478688299655914,0.19539690017700195,0.37503334879875183,0.20544172823429108
buildings,0.2605574131011963,0.3479180932044983,0.19530175626277924,0.2076430320739746,0.18368802964687347,0.07673382014036179,0.2405639886856079,0.14510518312454224,0.20088541507720947,0.2619534134864807,0.11192528158426285
about,0.3108544647693634,0.39797019958496094,0.18977688252925873,0.3532065451145172,0.21650125086307526,0.10178155452013016,0.2816680371761322,0.19257752597332,0.2566525936126709,0.31400519609451294,0.302409827709198
him,0.2840098738670349,0.2284061461687088,0.15222856402397156,0.21291719377040863,0.32669100165367126,0.23670253157615662,0.2179088294506073,0.20911143720149994,0.11573301255702972,0.17819839715957642,0.23943768441677094
and,0.43859338760375977,0.4954058527946472,0.27966102957725525,0.3859752118587494,0.26551535725593567,0.22885166108608246,0.4309377074241638,0.23478688299655914,0.19539690017700195,0.37503334879875183,0.20544172823429108
where,0.9999999403953552,0.5344807505607605,0.2026863694190979,0.3586711287498474,0.1839626133441925,0.1568954735994339,0.3678402900695801,0.199618861079216,0.1669066846370697,0.27820688486099243,0.24793872237205505
there,0.5016061663627625,0.5361666083335876,0.21505112946033478,0.3904260993003845,0.17414520680904388,0.10096750408411026,0.34392625093460083,0.13344071805477142,0.2457764744758606,0.3810470998287201,0.29405656456947327
is,0.3586711287498474,0.5394441485404968,0.1968986988067627,1.0,0.1866190880537033,0.20103248953819275,0.41165053844451904,0.17470772564411163,0.24106821417808533,0.3404538929462433,0.22961433231830597
a,0.40997210144996643,0.539380669593811,0.17720326781272888,0.658733606338501,0.194350928068161,0.1743650734424591,0.3508910834789276,0.2498198300600052,0.22637882828712463,0.2396019846200943,0.23916715383529663
considerable,0.24104690551757812,0.2693186104297638,0.2103462517261505,0.23809988796710968,0.28991392254829407,0.2064276486635208,0.3398853838443756,0.4282122254371643,0.31827211380004883,0.19730117917060852,0.13223446905612946
number,0.3329964578151703,0.3024539053440094,0.15892957150936127,0.22390379011631012,0.13431650400161743,0.13166865706443787,0.31398043036460876,0.1819867640733719,0.191331684589386,0.2260337918996811,0.19256845116615295
of,0.38066378235816956,0.5696388483047485,0.27699828147888184,0.4854315221309662,0.2938849925994873,0.17124508321285248,0.4178851246833801,0.2066427767276764,0.27454227209091187,0.3291318118572235,0.1826142966747284
mongols,0.16501484811306,0.22694018483161926,0.47622933983802795,0.15584324300289154,0.6018205285072327,0.5210641026496887,0.1731107532978058,0.1958969086408615,0.10674881190061569,0.2091197520494461,0.11517509818077087
in,0.5344807505607605,1.0,0.267821341753006,0.5394441485404968,0.224680557847023,0.1527150720357895,0.41416558623313904,0.19353020191192627,0.194101944565773,0.3300545811653137,0.20430970191955566
the,0.5003893971443176,0.6662389636039734,0.3110525608062744,0.5823672413825989,0.3448939025402069,0.21067845821380615,0.47635307908058167,0.2705189287662506,0.34172287583351135,0.35740926861763,0.22068053483963013
area,0.3338260352611542,0.33632898330688477,0.20191068947315216,0.29283958673477173,0.18143555521965027,0.14020715653896332,0.2143535614013672,0.12010267376899719,0.15741652250289917,0.2722221314907074,0.12640461325645447
with,0.4142743945121765,0.4080928862094879,0.19833041727542877,0.3250955045223236,0.18149495124816895,0.12498863786458969,0.336320698261261,0.24804669618606567,0.1906999796628952,0.22647687792778015,0.2433311939239502
a,0.40997210144996643,0.539380669593811,0.17720326781272888,0.658733606338501,0.194350928068161,0.1743650734424591,0.3508910834789276,0.2498198300600052,0.22637882828712463,0.2396019846200943,0.23916715383529663
population,0.1827353984117508,0.3268454372882843,0.1775902509689331,0.2727566361427307,0.21193720400333405,0.1049165427684784,0.21684317290782928,0.20460911095142365,0.20336462557315826,0.27488070726394653,0.14449454843997955
of,0.38066378235816956,0.5696388483047485,0.27699828147888184,0.4854315221309662,0.2938849925994873,0.17124508321285248,0.4178851246833801,0.2066427767276764,0.27454227209091187,0.3291318118572235,0.1826142966747284
around,0.3994048833847046,0.41294145584106445,0.2005847990512848,0.286477267742157,0.20644451677799225,0.13216018676757812,0.36405929923057556,0.2269282042980194,0.203359916806221,0.3692512810230255,0.14729668200016022
5,0.06772465258836746,0.0862177163362503,0.05964069440960884,0.009449449367821217,0.07415319979190826,0.030781567096710205,0.056235842406749725,0.04564894363284111,0.0775982216000557,0.0005015439237467945,0.06222071498632431
million,0.16446907818317413,0.2596224844455719,0.26204222440719604,0.19962359964847565,0.14909148216247559,0.12140035629272461,0.2996847331523895,0.17660103738307953,0.252815842628479,0.26689571142196655,0.23092924058437347
",",0.3149496018886566,0.5201468467712402,0.27650898694992065,0.4691906273365021,0.2891939878463745,0.19700400531291962,0.3636029064655304,0.19816166162490845,0.2206074744462967,0.3282252550125122,0.31091248989105225
almost,0.2720276713371277,0.3422279357910156,0.2133726179599762,0.29784226417541504,0.19234871864318848,0.1431439220905304,0.43784451484680176,0.20967510342597961,0.2202414870262146,0.29893621802330017,0.1372147500514984
twice,0.2414841651916504,0.2796696126461029,0.12642802298069,0.272193044424057,0.17873801290988922,0.18530592322349548,0.2351219654083252,0.13815899193286896,0.11308104544878006,0.20625177025794983,0.16248004138469696
the,0.5003893971443176,0.6662389636039734,0.3110525608062744,0.5823672413825989,0.3448939025402069,0.21067845821380615,0.47635307908058167,0.2705189287662506,0.34172287583351135,0.35740926861763,0.22068053483963013
population,0.1827353984117508,0.3268454372882843,0.1775902509689331,0.2727566361427307,0.21193720400333405,0.1049165427684784,0.21684317290782928,0.20460911095142365,0.20336462557315826,0.27488070726394653,0.14449454843997955
of,0.38066378235816956,0.5696388483047485,0.27699828147888184,0.4854315221309662,0.2938849925994873,0.17124508321285248,0.4178851246833801,0.2066427767276764,0.27454227209091187,0.3291318118572235,0.1826142966747284
mongolia,0.2137911468744278,0.22565330564975739,0.5977877378463745,0.19608411192893982,0.4294305145740509,0.37883228063583374,0.17569993436336517,0.17651160061359406,0.10496367514133453,0.1847681701183319,0.12165829539299011
.,0.41390106081962585,0.5591574311256409,0.2979343831539154,0.4569662809371948,0.25373268127441406,0.19819748401641846,0.35404038429260254,0.21657001972198486,0.27454590797424316,0.30348071455955505,0.4130953550338745
