,when,did,the,dfds,ferry,service,to,sweden,case,operation,?
from,0.405669629573822,0.20248863101005554,0.40150508284568787,0.21170225739479065,0.1563938558101654,0.17239798605442047,0.4069952368736267,0.16916045546531677,0.19219538569450378,0.11855633556842804,0.19969791173934937
low-cost,0.2731999456882477,0.25805407762527466,0.38418474793434143,0.43169865012168884,0.22049802541732788,0.24085688591003418,0.3195038437843323,0.20161616802215576,0.24834904074668884,0.21431246399879456,0.2411753386259079
air,0.2593141496181488,0.12297173589468002,0.2877824306488037,0.27762722969055176,0.23281385004520416,0.25403785705566406,0.24103909730911255,0.09121515601873398,0.15682339668273926,0.2655102610588074,0.1491677612066269
services,0.22728264331817627,0.14472568035125732,0.2381475418806076,0.29071518778800964,0.36380061507225037,0.7696225047111511,0.27867045998573303,0.1730002462863922,0.1753648817539215,0.27181410789489746,0.1328447163105011
as,0.4437963366508484,0.3596470057964325,0.48381632566452026,0.33865222334861755,0.16363508999347687,0.21829554438591003,0.42092081904411316,0.16112519800662994,0.3263775706291199,0.1800476312637329,0.27043893933296204
the,0.5091903209686279,0.34736719727516174,1.0,0.34959444403648376,0.20100507140159607,0.22661015391349792,0.535392165184021,0.20170342922210693,0.31022098660469055,0.2985492944717407,0.22068053483963013
cause,0.36268818378448486,0.2225308120250702,0.2551237642765045,0.3162354826927185,0.11592099815607071,0.12242388725280762,0.3172815442085266,0.06349536776542664,0.31789809465408325,0.2391803115606308,0.240532785654068
–,0.20347917079925537,0.2259434312582016,0.2607575058937073,0.27516117691993713,0.14335857331752777,0.17195828258991241,0.19410304725170135,0.23894618451595306,0.13667485117912292,0.16968944668769836,0.2714554965496063
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.3905474543571472,0.2424136996269226,0.24532052874565125,0.48971283435821533,0.22991979122161865,0.2394348531961441,0.23037932813167572,0.20544172823429108
their,0.3682888448238373,0.38078752160072327,0.516537070274353,0.3403138518333435,0.11940066516399384,0.1622014343738556,0.44619059562683105,0.15066072344779968,0.22690507769584656,0.2202278971672058,0.1898253709077835
service,0.23540960252285004,0.14130860567092896,0.22661015391349792,0.2548087239265442,0.28140947222709656,0.9999998807907104,0.24411341547966003,0.141917884349823,0.17922072112560272,0.2799771726131439,0.1676298975944519
to,0.5423505902290344,0.4452643394470215,0.535392165184021,0.3211943805217743,0.20805752277374268,0.24411341547966003,1.0,0.15696309506893158,0.3172709345817566,0.2483084350824356,0.29463258385658264
bergen,0.10787754505872726,0.08058269321918488,0.2114899754524231,0.2547747492790222,0.17260560393333435,0.16525056958198547,0.18252620100975037,0.28860583901405334,0.11938411742448807,0.17943808436393738,0.14942072331905365
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.3905474543571472,0.2424136996269226,0.24532052874565125,0.48971283435821533,0.22991979122161865,0.2394348531961441,0.23037932813167572,0.20544172823429108
stavanger,0.22541682422161102,0.14990727603435516,0.28078800439834595,0.2115808129310608,0.2742364704608917,0.23105941712856293,0.22107747197151184,0.4782271385192871,0.05870160833001137,0.23952476680278778,0.12790870666503906
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.40807899832725525,0.26097768545150757,0.2389259785413742,0.44245919585227966,0.23803623020648956,0.2977246046066284,0.24555085599422455,0.31091248989105225
norway,0.18879380822181702,0.13200347125530243,0.20952337980270386,0.2515466809272766,0.2277572602033615,0.13201364874839783,0.19345083832740784,0.5971549153327942,0.14950719475746155,0.19887666404247284,0.12105534970760345
was,0.37326499819755554,0.41399896144866943,0.48711544275283813,0.23956122994422913,0.19190695881843567,0.22689001262187958,0.3636345863342285,0.21913643181324005,0.18986068665981293,0.21184805035591125,0.18412111699581146
terminated,0.26222920417785645,0.23496682941913605,0.2870122194290161,0.2794070541858673,0.2349737137556076,0.24119932949543,0.24623741209506989,0.0677860751748085,0.25026464462280273,0.30568403005599976,0.10472823679447174
late,0.29498016834259033,0.27609187364578247,0.31481194496154785,0.23706352710723877,0.17203539609909058,0.2014225572347641,0.25809016823768616,0.22768482565879822,0.13766953349113464,0.16195808351039886,0.11339222639799118
2008,-0.08004710078239441,-0.07680223137140274,-0.06530369818210602,0.024525297805666924,0.007088764104992151,-0.012607323937118053,-0.22700966894626617,0.0766974538564682,-0.12013325095176697,-0.04945207014679909,-0.09852470457553864
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.39279916882514954,0.2134094387292862,0.2115515172481537,0.4645031690597534,0.25245529413223267,0.32712292671203613,0.21765126287937164,0.4130953550338745
