,what,did,france,offer,that,was,rare,by,imperial,standards,?
exponent,0.21892902255058289,0.11724229156970978,0.13152869045734406,0.20638273656368256,0.24385733902454376,0.1742578148841858,0.16751177608966827,0.12180307507514954,0.16023844480514526,0.20200853049755096,0.21735398471355438
of,0.33290785551071167,0.2513895630836487,0.3265724182128906,0.19393298029899597,0.41498205065727234,0.4069072902202606,0.24919116497039795,0.3646814823150635,0.3205159604549408,0.18525971472263336,0.1826142966747284
colonialism,0.27914220094680786,0.20800206065177917,0.26716920733451843,0.1325826644897461,0.2405940741300583,0.20783506333827972,0.17552368342876434,0.1683255285024643,0.1798476278781891,0.15062054991722107,0.1519109606742859
",",0.3087472915649414,0.3015086054801941,0.28250643610954285,0.2830800712108612,0.4137537479400635,0.45456063747406006,0.2636013925075531,0.3680937886238098,0.2180749922990799,0.2764625549316406,0.31091248989105225
jules,0.14681272208690643,0.20807495713233948,0.416359007358551,0.06643166393041611,0.18409810960292816,0.2669774889945984,0.06682612746953964,0.2707621157169342,0.14999507367610931,0.14400027692317963,0.12450698763132095
ferry,0.16865432262420654,0.10035678744316101,0.16342981159687042,0.26478326320648193,0.17985285818576813,0.19190695881843567,0.07823823392391205,0.1571093499660492,0.08054604381322861,0.09392101317644119,0.11376336216926575
declared,0.15646570920944214,0.23851890861988068,0.21835297346115112,0.22157980501651764,0.29322829842567444,0.3524813950061798,0.14443670213222504,0.20687690377235413,0.16588515043258667,0.126783087849617,0.17688149213790894
france,0.17793065309524536,0.2138325721025467,1.0000001192092896,0.1352463960647583,0.21517932415008545,0.2715669870376587,0.07854603230953217,0.22743742167949677,0.18254666030406952,0.09539163112640381,0.15069349110126495
had,0.23849567770957947,0.540525496006012,0.2409151792526245,0.2828470468521118,0.4407361149787903,0.5927209258079529,0.20740516483783722,0.37294110655784607,0.210348442196846,0.14789602160453796,0.20728366076946259
a,0.3320399522781372,0.2552328109741211,0.24802380800247192,0.20917463302612305,0.47537946701049805,0.4508470594882965,0.25497883558273315,0.32094135880470276,0.1928369700908661,0.1997949630022049,0.23916715383529663
civilising,0.29680296778678894,0.23878580331802368,0.2169414460659027,0.15080824494361877,0.27117249369621277,0.2843487858772278,0.15835224092006683,0.21210671961307526,0.15474486351013184,0.17227482795715332,0.17916518449783325
mission,0.2317502647638321,0.1377914398908615,0.2192823886871338,0.14216409623622894,0.1697317510843277,0.20951420068740845,0.03329816088080406,0.18301942944526672,0.1472524255514145,0.18057096004486084,0.19506393373012543
:,-0.12022944539785385,-0.05305134505033493,0.13446922600269318,-0.1081562265753746,-0.12200210988521576,0.002802103292196989,-0.10687282681465149,-0.11676844954490662,-0.037168238312006,-0.09449201077222824,-0.07156077772378922
``,0.008517155423760414,-0.029888948425650597,0.14728125929832458,-0.04611703380942345,0.05285148695111275,-0.012679691426455975,0.002258344553411007,-0.030704375356435776,0.03501569852232933,0.006807386409491301,0.0685480609536171
the,0.42745697498321533,0.34736719727516174,0.35517507791519165,0.21118608117103577,0.5473989248275757,0.48711544275283813,0.23127084970474243,0.4408751428127289,0.3074202835559845,0.2433546632528305,0.22068053483963013
higher,0.2538340389728546,0.17969463765621185,0.1650952249765396,0.3248612880706787,0.31370723247528076,0.12998951971530914,0.2336011379957199,0.23272763192653656,0.14508801698684692,0.3091225326061249,0.15679465234279633
races,0.13319574296474457,0.18955379724502563,0.23084619641304016,0.17177888751029968,0.258956640958786,0.17400409281253815,0.16983039677143097,0.1306540071964264,0.058133095502853394,0.15410660207271576,0.12153562903404236
have,0.39808809757232666,0.3783526122570038,0.16535663604736328,0.3601875603199005,0.6182622313499451,0.2863433063030243,0.31953170895576477,0.3359639644622803,0.12744081020355225,0.3065358102321625,0.32991164922714233
a,0.3320399522781372,0.2552328109741211,0.24802380800247192,0.20917463302612305,0.47537946701049805,0.4508470594882965,0.25497883558273315,0.32094135880470276,0.1928369700908661,0.1997949630022049,0.23916715383529663
right,0.38502591848373413,0.26817142963409424,0.1988295167684555,0.13830220699310303,0.3680553734302521,0.1403176486492157,0.11427520215511322,0.1945604532957077,0.09362532198429108,0.1483360081911087,0.27135515213012695
over,0.28007611632347107,0.2535076439380646,0.18446238338947296,0.29995065927505493,0.3882925808429718,0.24486446380615234,0.193417489528656,0.29360154271125793,0.17867283523082733,0.2411843240261078,0.25742942094802856
the,0.42745697498321533,0.34736719727516174,0.35517507791519165,0.21118608117103577,0.5473989248275757,0.48711544275283813,0.23127084970474243,0.4408751428127289,0.3074202835559845,0.2433546632528305,0.22068053483963013
lower,0.20079238712787628,0.1054062619805336,0.1690673679113388,0.155072420835495,0.25661587715148926,0.1138346716761589,0.18497952818870544,0.17122666537761688,0.11931347846984863,0.20522595942020416,0.08471795171499252
races,0.13319574296474457,0.18955379724502563,0.23084619641304016,0.17177888751029968,0.258956640958786,0.17400409281253815,0.16983039677143097,0.1306540071964264,0.058133095502853394,0.15410660207271576,0.12153562903404236
",",0.3087472915649414,0.3015086054801941,0.28250643610954285,0.2830800712108612,0.4137537479400635,0.45456063747406006,0.2636013925075531,0.3680937886238098,0.2180749922990799,0.2764625549316406,0.31091248989105225
they,0.4431931674480438,0.4879390597343445,0.23793530464172363,0.2570624351501465,0.5710820555686951,0.3300964832305908,0.22782814502716064,0.3391372263431549,0.1695953607559204,0.2555072009563446,0.2753053903579712
have,0.39808809757232666,0.3783526122570038,0.16535663604736328,0.3601875603199005,0.6182622313499451,0.2863433063030243,0.31953170895576477,0.3359639644622803,0.12744081020355225,0.3065358102321625,0.32991164922714233
a,0.3320399522781372,0.2552328109741211,0.24802380800247192,0.20917463302612305,0.47537946701049805,0.4508470594882965,0.25497883558273315,0.32094135880470276,0.1928369700908661,0.1997949630022049,0.23916715383529663
duty,0.2920939326286316,0.2375682145357132,0.17859676480293274,0.25162357091903687,0.22574162483215332,0.21336720883846283,0.12031066417694092,0.11360828578472137,0.146728515625,0.23983868956565857,0.20404963195323944
to,0.455847829580307,0.4452643394470215,0.2670897841453552,0.34615713357925415,0.5436353087425232,0.3636345863342285,0.1920250952243805,0.33534231781959534,0.20807525515556335,0.2603518068790436,0.29463258385658264
civilize,0.30302131175994873,0.22030985355377197,0.17126423120498657,0.16042804718017578,0.29059353470802307,0.19417735934257507,0.15121929347515106,0.1860462725162506,0.13101349771022797,0.14889682829380035,0.21592572331428528
the,0.42745697498321533,0.34736719727516174,0.35517507791519165,0.21118608117103577,0.5473989248275757,0.48711544275283813,0.23127084970474243,0.4408751428127289,0.3074202835559845,0.2433546632528305,0.22068053483963013
inferior,0.30428844690322876,0.210288867354393,0.12022455781698227,0.16012483835220337,0.35060545802116394,0.197224959731102,0.21473830938339233,0.19447767734527588,0.06465712934732437,0.20502619445323944,0.10856961458921432
'',0.08143015950918198,0.01978493109345436,-0.020874442532658577,0.00034824403701350093,0.007880004122853279,0.04456103965640068,0.022276805713772774,-0.010275691747665405,0.03661445528268814,0.03838013857603073,0.018684765323996544
.,0.3567904531955719,0.35288307070732117,0.33719199895858765,0.23210087418556213,0.4460422694683075,0.40146201848983765,0.21547935903072357,0.3936232924461365,0.259955495595932,0.23661701381206512,0.4130953550338745
