,how,many,men,were,in,robert,'s,army,?
army,0.13502483069896698,0.1930745244026184,0.3110544681549072,0.2540908753871918,0.25258398056030273,0.2223397195339203,0.03417222201824188,1.0000001192092896,0.180583193898201
of,0.2480744868516922,0.37253960967063904,0.2133621722459793,0.34038281440734863,0.5696388483047485,0.2398476004600525,-0.03817026689648628,0.2669098675251007,0.1826142966747284
"30,000",-0.009907256811857224,0.0039007063023746014,0.035043131560087204,-0.03460223227739334,0.04716988652944565,0.14507149159908295,-0.008513213135302067,-0.06046294793486595,-0.012226879596710205
men,0.2069610059261322,0.17064353823661804,1.0,0.3566102683544159,0.27064284682273865,0.16145628690719604,0.01802987791597843,0.3110544681549072,0.1408759206533432
in,0.2601168751716614,0.41474202275276184,0.27064284682273865,0.3815755248069763,1.0,0.22155319154262543,-0.037580832839012146,0.25258398056030273,0.20430970191955566
300,-0.03424505144357681,0.010953327640891075,0.0310833640396595,-0.11496710032224655,-0.06603364646434784,-0.013740669004619122,-0.018622811883687973,-0.02855171449482441,-0.06213558092713356
ships,0.2237572818994522,0.2541448473930359,0.3149541914463043,0.3180960416793823,0.2328297346830368,0.12297201156616211,0.04699688032269478,0.3161943256855011,0.18477600812911987
landing,0.09343604743480682,0.1812470257282257,0.18385230004787445,0.20515987277030945,0.2088729292154312,0.19897009432315826,0.0075084492564201355,0.19917386770248413,0.11133739352226257
on,0.32655060291290283,0.32520127296447754,0.19941087067127228,0.2774328887462616,0.46853652596473694,0.20455646514892578,0.0026888418942689896,0.17614345252513885,0.2714994251728058
the,0.33890387415885925,0.4335206151008606,0.26001617312431335,0.3906462490558624,0.6662389636039734,0.2257954627275467,-0.01540423184633255,0.31011611223220825,0.22068053483963013
southern,0.11308442056179047,0.18025599420070648,0.1729300320148468,0.21199744939804077,0.3190481662750244,0.19536183774471283,0.02131068892776966,0.20380790531635284,0.11225555837154388
shores,0.1255069077014923,0.2701762318611145,0.134454146027565,0.2382286787033081,0.30665484070777893,0.1667669713497162,0.06396546959877014,0.19168856739997864,0.061561644077301025
of,0.2480744868516922,0.37253960967063904,0.2133621722459793,0.34038281440734863,0.5696388483047485,0.2398476004600525,-0.03817026689648628,0.2669098675251007,0.1826142966747284
albania,0.10121864825487137,0.1882859468460083,0.16411758959293365,0.13784284889698029,0.1816864013671875,0.13621549308300018,0.04691670089960098,0.23426179587841034,0.08993802219629288
",",0.22659391164779663,0.40610817074775696,0.2249656766653061,0.36755475401878357,0.5201468467712402,0.22878289222717285,-0.0016132977325469255,0.230897456407547,0.31091248989105225
capturing,0.14121554791927338,0.21330967545509338,0.1796139031648636,0.19553908705711365,0.26944997906684875,0.14407408237457275,-0.004737441893666983,0.3866560757160187,0.1290988177061081
valona,0.018014147877693176,0.08291365951299667,0.19879037141799927,0.14496463537216187,0.20684199035167694,0.14409728348255157,0.047609686851501465,0.17978708446025848,0.11867762356996536
",",0.22659391164779663,0.40610817074775696,0.2249656766653061,0.36755475401878357,0.5201468467712402,0.22878289222717285,-0.0016132977325469255,0.230897456407547,0.31091248989105225
kanina,0.03950275853276253,0.10358263552188873,0.11542651057243347,0.14912228286266327,0.2138594686985016,0.12108790874481201,0.0381321907043457,0.17092320322990417,0.09834863990545273
",",0.22659391164779663,0.40610817074775696,0.2249656766653061,0.36755475401878357,0.5201468467712402,0.22878289222717285,-0.0016132977325469255,0.230897456407547,0.31091248989105225
jericho,0.15255828201770782,0.17773732542991638,0.18117661774158478,0.23999223113059998,0.18996493518352509,0.21025356650352478,-0.07341587543487549,0.15580271184444427,0.1654619723558426
(,0.1676948219537735,0.1455259770154953,0.13988487422466278,0.14743882417678833,0.3087427020072937,0.17038008570671082,0.0012731997994706035,0.15211588144302368,0.40561532974243164
orikumi,0.1329682320356369,0.1833244413137436,0.13741891086101532,0.24028520286083221,0.20197950303554535,0.13885453343391418,0.02415315806865692,0.20531363785266876,0.204809308052063
),0.17939934134483337,0.16602720320224762,0.13417060673236847,0.1566188633441925,0.3326910734176636,0.18740378320217133,0.021107977256178856,0.17016024887561798,0.42300865054130554
",",0.22659391164779663,0.40610817074775696,0.2249656766653061,0.36755475401878357,0.5201468467712402,0.22878289222717285,-0.0016132977325469255,0.230897456407547,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.30918097496032715,0.42175528407096863,0.4954058527946472,0.21826715767383575,0.06895173341035843,0.25581875443458557,0.20544172823429108
reaching,0.17848993837833405,0.20550382137298584,0.21384862065315247,0.2126501202583313,0.2730024755001068,0.11000051349401474,-0.029002901166677475,0.18659672141075134,0.13075216114521027
butrint,0.18094195425510406,0.1898072063922882,0.1786331832408905,0.20120564103126526,0.21448414027690887,0.18913091719150543,0.0025486431550234556,0.20799118280410767,0.24028527736663818
after,0.23871733248233795,0.2586410939693451,0.20609402656555176,0.36224013566970825,0.44050168991088867,0.1850993037223816,-0.055672239512205124,0.2654078006744385,0.16608688235282898
numerous,0.18753044307231903,0.6216120719909668,0.0893089547753334,0.38886791467666626,0.30740252137184143,0.09004507213830948,-0.008055475540459156,0.09158691018819809,0.0875130444765091
pillages,0.15849436819553375,0.2754446864128113,0.29083725810050964,0.33958423137664795,0.2755856215953827,0.15373557806015015,0.0526091605424881,0.2134389877319336,0.10910947620868683
.,0.3287222981452942,0.3974229395389557,0.25083568692207336,0.3378238379955292,0.5591574311256409,0.25747326016426086,-0.003708066651597619,0.28860729932785034,0.4130953550338745
