,jules,ferry,thought,that,the,``,higher,races,'',have,a,duty,to,what,?
mission,0.1185394823551178,0.20150518417358398,0.17869353294372559,0.1697317510843277,0.22673439979553223,-0.054287295788526535,0.13137902319431305,0.13917392492294312,-0.059466686099767685,0.13836875557899475,0.2477724254131317,0.18144813179969788,0.26700642704963684,0.2317502647638321,0.19506393373012543
:,0.09888898581266403,-0.12156226485967636,-0.11557964235544205,-0.12200210988521576,-0.03403344005346298,0.15397869050502777,-0.0679783746600151,0.13306854665279388,-0.0530499629676342,-0.10825085639953613,-0.0007584693375974894,-0.062088143080472946,-0.09243495017290115,-0.12022944539785385,-0.07156077772378922
``,0.06813762336969376,5.824716208735481e-05,0.0043426984921097755,0.05285148695111275,0.029072100296616554,1.0,0.09723145514726639,0.08451715111732483,-0.09173435717821121,0.1022237241268158,0.07272057235240936,-0.02744838409125805,0.06720756739377975,0.008517155423760414,0.0685480609536171
the,0.24960573017597198,0.20100507140159607,0.3509289622306824,0.5473989248275757,1.0,0.029072100296616554,0.3292480409145355,0.20953570306301117,0.041273195296525955,0.40389683842658997,0.5829201340675354,0.18581759929656982,0.535392165184021,0.42745697498321533,0.22068053483963013
higher,0.051984645426273346,0.11337180435657501,0.1435273289680481,0.31370723247528076,0.3292480409145355,0.09723145514726639,1.0,0.17586179077625275,-0.02041453868150711,0.3573189079761505,0.2608921229839325,0.16558535397052765,0.3279348313808441,0.2538340389728546,0.15679465234279633
races,0.23849545419216156,0.18549254536628723,0.1773252636194229,0.258956640958786,0.20953570306301117,0.08451715111732483,0.17586179077625275,1.0,-0.03253769874572754,0.22417272627353668,0.18472333252429962,0.17425104975700378,0.19053417444229126,0.13319574296474457,0.12153562903404236
have,0.16176529228687286,0.12718072533607483,0.45581644773483276,0.6182622313499451,0.40389683842658997,0.1022237241268158,0.3573189079761505,0.22417272627353668,0.0312618687748909,0.9999999403953552,0.338716596364975,0.17307130992412567,0.4544740617275238,0.39808809757232666,0.32991164922714233
a,0.18298768997192383,0.237418070435524,0.3342154324054718,0.47537946701049805,0.5829201340675354,0.07272057235240936,0.2608921229839325,0.18472333252429962,0.04890415817499161,0.338716596364975,1.0,0.19311612844467163,0.45503583550453186,0.3320399522781372,0.23916715383529663
right,0.11847365647554398,0.1052471473813057,0.24413476884365082,0.3680553734302521,0.33901116251945496,0.09668885171413422,0.2289293110370636,0.17464128136634827,0.010759224183857441,0.26627740263938904,0.2849915027618408,0.16490957140922546,0.31834647059440613,0.38502591848373413,0.27135515213012695
over,0.13466878235340118,0.2606953978538513,0.2780161499977112,0.3882925808429718,0.39856547117233276,-0.0124106016010046,0.29003381729125977,0.20476612448692322,-0.03928302973508835,0.41283175349235535,0.32199642062187195,0.13982298970222473,0.38635820150375366,0.28007611632347107,0.25742942094802856
the,0.24960573017597198,0.20100507140159607,0.3509289622306824,0.5473989248275757,1.0,0.029072100296616554,0.3292480409145355,0.20953570306301117,0.041273195296525955,0.40389683842658997,0.5829201340675354,0.18581759929656982,0.535392165184021,0.42745697498321533,0.22068053483963013
lower,0.011502224020659924,0.06611985713243484,0.12429996579885483,0.25661587715148926,0.3463275134563446,0.15785254538059235,0.5770463347434998,0.11266491562128067,-0.08320248872041702,0.2959109842777252,0.2221667766571045,0.09413853287696838,0.233318492770195,0.20079238712787628,0.08471795171499252
races,0.23849545419216156,0.18549254536628723,0.1773252636194229,0.258956640958786,0.20953570306301117,0.08451715111732483,0.17586179077625275,1.0,-0.03253769874572754,0.22417272627353668,0.18472333252429962,0.17425104975700378,0.19053417444229126,0.13319574296474457,0.12153562903404236
",",0.21529078483581543,0.26097768545150757,0.2965437173843384,0.4137537479400635,0.4933079481124878,0.09681109338998795,0.251458078622818,0.24016427993774414,-0.037358131259679794,0.3541618287563324,0.427140474319458,0.21993570029735565,0.44245919585227966,0.3087472915649414,0.31091248989105225
they,0.19011367857456207,0.15801550447940826,0.43239420652389526,0.5710820555686951,0.49925389885902405,0.0819322019815445,0.30229783058166504,0.22566817700862885,-0.006317874416708946,0.6542890071868896,0.3528250455856323,0.22637830674648285,0.5452046394348145,0.4431931674480438,0.2753053903579712
have,0.16176529228687286,0.12718072533607483,0.45581644773483276,0.6182622313499451,0.40389683842658997,0.1022237241268158,0.3573189079761505,0.22417272627353668,0.0312618687748909,0.9999999403953552,0.338716596364975,0.17307130992412567,0.4544740617275238,0.39808809757232666,0.32991164922714233
a,0.18298768997192383,0.237418070435524,0.3342154324054718,0.47537946701049805,0.5829201340675354,0.07272057235240936,0.2608921229839325,0.18472333252429962,0.04890415817499161,0.338716596364975,1.0,0.19311612844467163,0.45503583550453186,0.3320399522781372,0.23916715383529663
duty,0.11340786516666412,0.17975006997585297,0.21485862135887146,0.22574162483215332,0.18581759929656982,-0.02744838409125805,0.16558535397052765,0.17425104975700378,-0.0690901055932045,0.17307130992412567,0.19311612844467163,1.0000001192092896,0.2394949495792389,0.2920939326286316,0.20404963195323944
to,0.13774819672107697,0.20805752277374268,0.3858291208744049,0.5436353087425232,0.535392165184021,0.06720756739377975,0.3279348313808441,0.19053417444229126,-0.009905828163027763,0.4544740617275238,0.45503583550453186,0.2394949495792389,1.0,0.455847829580307,0.29463258385658264
civilize,0.10076043009757996,0.11536751687526703,0.31521928310394287,0.29059353470802307,0.27423685789108276,0.06956224888563156,0.1389908790588379,0.2041153758764267,-0.026598691940307617,0.3425803482532501,0.16149362921714783,0.2156348079442978,0.3293933868408203,0.30302131175994873,0.21592572331428528
the,0.24960573017597198,0.20100507140159607,0.3509289622306824,0.5473989248275757,1.0,0.029072100296616554,0.3292480409145355,0.20953570306301117,0.041273195296525955,0.40389683842658997,0.5829201340675354,0.18581759929656982,0.535392165184021,0.42745697498321533,0.22068053483963013
inferior,0.1369222104549408,0.08869421482086182,0.28698503971099854,0.35060545802116394,0.26365524530410767,0.05344000086188316,0.32777532935142517,0.24988171458244324,-0.027982061728835106,0.25973787903785706,0.19044825434684753,0.143609419465065,0.21010822057724,0.30428844690322876,0.10856961458921432
'',-0.013222851790487766,-0.10045940428972244,0.0635923370718956,0.007880004122853279,0.041273195296525955,-0.09173435717821121,-0.02041453868150711,-0.03253769874572754,1.0,0.0312618687748909,0.04890415817499161,-0.0690901055932045,-0.009905828163027763,0.08143015950918198,0.018684765323996544
.,0.2556218206882477,0.2134094387292862,0.3521888852119446,0.4460422694683075,0.5934505462646484,0.05720457062125206,0.2524722218513489,0.18939174711704254,-0.07181349396705627,0.41614407300949097,0.50484299659729,0.20822225511074066,0.4645031690597534,0.3567904531955719,0.4130953550338745
