,what,was,the,verdict,on,other,alleged,errors,?
the,0.42745697498321533,0.48711544275283813,1.0,0.23126204311847687,0.5107308030128479,0.44152235984802246,0.2058245837688446,0.17367905378341675,0.22068053483963013
other,0.341873437166214,0.14651623368263245,0.44152235984802246,0.15100331604480743,0.3410046398639679,0.9999999403953552,0.1890520304441452,0.24023206532001495,0.24682199954986572
alleged,0.19019317626953125,0.2909727990627289,0.2058245837688446,0.40983664989471436,0.1931048035621643,0.1890520304441452,0.9999998807907104,0.14945152401924133,0.12596184015274048
mistakes,0.3901787996292114,0.18380305171012878,0.2581973075866699,0.28706446290016174,0.2128015160560608,0.2899428606033325,0.25408676266670227,0.5473440289497375,0.3399010896682739
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.14856450259685516,0.49057599902153015,0.4446498453617096,0.18592755496501923,0.18753045797348022,0.31091248989105225
which,0.5261979103088379,0.2830964922904968,0.6521818041801453,0.19272349774837494,0.4245251417160034,0.50507652759552,0.23013238608837128,0.2782634496688843,0.25814583897590637
were,0.22298263013362885,0.590133786201477,0.3906462490558624,0.24296516180038452,0.2774328887462616,0.4041554927825928,0.2089565396308899,0.1417376548051834,0.17890112102031708
``,0.008517155423760414,-0.012679691426455975,0.029072100296616554,0.053372256457805634,-0.03274054825305939,0.10245004296302795,-0.1274147629737854,0.08714210987091064,0.0685480609536171
generally,0.40614598989486694,0.25163960456848145,0.41466525197029114,0.21162573993206024,0.27810585498809814,0.4106457829475403,0.18287153542041779,0.21434400975704193,0.23411904275417328
unfounded,0.3953234851360321,0.29414957761764526,0.31921252608299255,0.3529501259326935,0.2956869900226593,0.3100561499595642,0.3455609679222107,0.2881593704223633,0.27144309878349304
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.16128487884998322,0.4077630043029785,0.5504306554794312,0.1831645369529724,0.1830039918422699,0.20544172823429108
also,0.42747777700424194,0.4032125174999237,0.6021018624305725,0.18584991991519928,0.3762153089046478,0.5326101183891296,0.25006240606307983,0.23436959087848663,0.21848613023757935
marginal,0.2536638677120209,0.1402420848608017,0.30781733989715576,0.20814013481140137,0.2036523073911667,0.25358039140701294,0.15012824535369873,0.18707598745822906,0.18376903235912323
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.2863032817840576,0.41031414270401,0.4193183183670044,0.19183480739593506,0.1675974726676941,0.29463258385658264
the,0.42745697498321533,0.48711544275283813,1.0,0.23126204311847687,0.5107308030128479,0.44152235984802246,0.2058245837688446,0.17367905378341675,0.22068053483963013
assessment,0.3237532377243042,0.1369474083185196,0.28427207469940186,0.25500205159187317,0.26436975598335266,0.20235899090766907,0.23989515006542206,0.18556566536426544,0.22666098177433014
'',0.08143015950918198,0.04456103965640068,0.041273195296525955,0.028589634224772453,0.04238596186041832,0.021007593721151352,0.0340828001499176,0.06675492972135544,0.018684765323996544
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.2014104127883911,0.49257001280784607,0.41511186957359314,0.16205814480781555,0.16671466827392578,0.4130953550338745
