,how,similar,was,the,lisbon,treaty,to,the,constitutional,treaty,?
",",0.22659391164779663,0.29403579235076904,0.45456063747406006,0.4933079481124878,0.23894961178302765,0.21270246803760529,0.44245919585227966,0.4933079481124878,0.26596060395240784,0.21270246803760529,0.31091248989105225
but,0.43101516366004944,0.34597086906433105,0.36023372411727905,0.4859698414802551,0.20627516508102417,0.21629014611244202,0.5542377829551697,0.4859698414802551,0.2790268063545227,0.21629014611244202,0.27921953797340393
it,0.36714982986450195,0.35478082299232483,0.4577186405658722,0.6251175999641418,0.1573755443096161,0.2648608088493347,0.513711154460907,0.6251175999641418,0.21692055463790894,0.2648608088493347,0.25732165575027466
was,0.16678167879581451,0.20839861035346985,1.0000001192092896,0.48711544275283813,0.22517630457878113,0.2409621626138687,0.3636345863342285,0.48711544275283813,0.2571640908718109,0.2409621626138687,0.18412111699581146
formally,0.131130650639534,0.26467910408973694,0.3541161119937897,0.3323594629764557,0.1874486207962036,0.34381890296936035,0.2944337725639343,0.3323594629764557,0.37429100275039673,0.34381890296936035,0.1371411830186844
an,0.2520636022090912,0.20771056413650513,0.3694365322589874,0.4207492768764496,0.18496009707450867,0.16682939231395721,0.3138085603713989,0.4207492768764496,0.21693658828735352,0.16682939231395721,0.19793890416622162
amending,0.3122090995311737,0.26741355657577515,0.19495129585266113,0.3774365782737732,0.2060806304216385,0.32275381684303284,0.4084613025188446,0.3774365782737732,0.5794146060943604,0.32275381684303284,0.2748635411262512
treaty,0.15433618426322937,0.10919556021690369,0.2409621626138687,0.2690109610557556,0.3112119436264038,1.0,0.1986158937215805,0.2690109610557556,0.4070098400115967,1.0,0.1174844279885292
",",0.22659391164779663,0.29403579235076904,0.45456063747406006,0.4933079481124878,0.23894961178302765,0.21270246803760529,0.44245919585227966,0.4933079481124878,0.26596060395240784,0.21270246803760529,0.31091248989105225
and,0.33647966384887695,0.3316260874271393,0.3740963041782379,0.5171257257461548,0.18415111303329468,0.1592116355895996,0.48971283435821533,0.5171257257461548,0.2651209533214569,0.1592116355895996,0.20544172823429108
–,0.13681066036224365,0.08891679346561432,0.30754852294921875,0.2607575058937073,0.21456849575042725,0.17259547114372253,0.19410304725170135,0.2607575058937073,0.2259472906589508,0.17259547114372253,0.2714554965496063
though,0.38766178488731384,0.32361772656440735,0.34332048892974854,0.38776206970214844,0.11670633405447006,0.17784805595874786,0.46191829442977905,0.38776206970214844,0.20928718149662018,0.17784805595874786,0.3188856542110443
it,0.36714982986450195,0.35478082299232483,0.4577186405658722,0.6251175999641418,0.1573755443096161,0.2648608088493347,0.513711154460907,0.6251175999641418,0.21692055463790894,0.2648608088493347,0.25732165575027466
significantly,0.3329834043979645,0.3542614281177521,0.22230319678783417,0.3313288986682892,0.08763612806797028,0.11962253600358963,0.33877497911453247,0.3313288986682892,0.17285293340682983,0.11962253600358963,0.1823679804801941
altered,0.2587566375732422,0.35441386699676514,0.17532992362976074,0.3240741193294525,0.02216658741235733,0.08428647369146347,0.236492320895195,0.3240741193294525,0.26986271142959595,0.08428647369146347,0.2274777591228485
the,0.33890387415885925,0.2963123023509979,0.48711544275283813,1.0,0.28707155585289,0.2690109610557556,0.535392165184021,1.0,0.2926941215991974,0.2690109610557556,0.22068053483963013
existing,0.2671617865562439,0.33914852142333984,0.19214795529842377,0.36013904213905334,0.13734257221221924,0.18004660308361053,0.36717307567596436,0.36013904213905334,0.29051271080970764,0.18004660308361053,0.31003472208976746
treaties,0.2684180736541748,0.1488312929868698,0.1740918755531311,0.28970760107040405,0.28770017623901367,0.7044145464897156,0.30276235938072205,0.28970760107040405,0.4805915355682373,0.7044145464897156,0.1693580597639084
–,0.13681066036224365,0.08891679346561432,0.30754852294921875,0.2607575058937073,0.21456849575042725,0.17259547114372253,0.19410304725170135,0.2607575058937073,0.2259472906589508,0.17259547114372253,0.2714554965496063
it,0.36714982986450195,0.35478082299232483,0.4577186405658722,0.6251175999641418,0.1573755443096161,0.2648608088493347,0.513711154460907,0.6251175999641418,0.21692055463790894,0.2648608088493347,0.25732165575027466
did,0.375736802816391,0.29411372542381287,0.41399896144866943,0.34736719727516174,0.15342867374420166,0.19075942039489746,0.4452643394470215,0.34736719727516174,0.2400074154138565,0.19075942039489746,0.3023456633090973
not,0.4869767427444458,0.3075036108493805,0.2888734042644501,0.4310511648654938,0.17536145448684692,0.24425633251667023,0.5149973034858704,0.4310511648654938,0.2985531687736511,0.24425633251667023,0.41942933201789856
completely,0.3241038918495178,0.21690824627876282,0.26666659116744995,0.342624306678772,0.1730763167142868,0.17843450605869293,0.3738563656806946,0.342624306678772,0.20761297643184662,0.17843450605869293,0.17155995965003967
replace,0.17976681888103485,0.19962078332901,0.1948053240776062,0.21257810294628143,0.13849350810050964,0.14736762642860413,0.3497537076473236,0.21257810294628143,0.16838452219963074,0.14736762642860413,0.27411603927612305
them,0.5142028331756592,0.30289167165756226,0.23709723353385925,0.4788833558559418,0.18533478677272797,0.1932746171951294,0.5916602611541748,0.4788833558559418,0.17742688953876495,0.1932746171951294,0.35435691475868225
.,0.3287222981452942,0.306670606136322,0.40146201848983765,0.5934505462646484,0.20124030113220215,0.17410176992416382,0.4645031690597534,0.5934505462646484,0.22597159445285797,0.17410176992416382,0.4130953550338745
