,when,did,he,first,mention,wireless,communication,?
early,0.32107013463974,0.32047218084335327,0.26418617367744446,0.4007106125354767,0.2521965503692627,0.19160501658916473,0.21319718658924103,0.15272949635982513
(,0.2459595799446106,0.18979617953300476,0.21137313544750214,0.2450505793094635,0.18730582296848297,0.2016565203666687,0.20271192491054535,0.40561532974243164
1893,0.1228116899728775,0.10365716367959976,0.13773834705352783,0.07528778910636902,0.058063656091690063,0.0657375231385231,0.09549020975828171,0.0544506311416626
),0.2538422644138336,0.18584993481636047,0.24215729534626007,0.27228695154190063,0.21920426189899445,0.19797921180725098,0.21897052228450775,0.42300865054130554
pronouncements,0.15743376314640045,0.2104693353176117,0.15480978786945343,0.14749081432819366,0.3270415663719177,0.20960596203804016,0.31836411356925964,0.2776719629764557
on,0.37706470489501953,0.2670976221561432,0.32403138279914856,0.3120559751987457,0.22189904749393463,0.23828737437725067,0.19364863634109497,0.2714994251728058
the,0.5091903209686279,0.34736719727516174,0.4571082592010498,0.49448907375335693,0.33270570635795593,0.2474355399608612,0.2984345257282257,0.22068053483963013
possibility,0.33503931760787964,0.28292912244796753,0.17346829175949097,0.19991843402385712,0.3240529000759125,0.18737174570560455,0.3469703197479248,0.2723599076271057
of,0.3757161796092987,0.2513895630836487,0.38706058263778687,0.3536086082458496,0.2706054151058197,0.16934619843959808,0.2729943096637726,0.1826142966747284
wireless,0.1706441044807434,0.11166471242904663,0.14222893118858337,0.27411091327667236,0.10874276608228683,1.0,0.5381464958190918,0.08461163192987442
communication,0.22516880929470062,0.1962505280971527,0.19700880348682404,0.21633653342723846,0.24892683327198029,0.5381464958190918,1.0,0.1517418920993805
with,0.5075214505195618,0.25472134351730347,0.2845253646373749,0.2691199779510498,0.17678873240947723,0.17823590338230133,0.2627416253089905,0.2433311939239502
his,0.37120407819747925,0.3546801507472992,0.7171558737754822,0.3241460621356964,0.23194299638271332,0.10785644501447678,0.20740778744220734,0.18075084686279297
devices,0.22731846570968628,0.17442724108695984,0.1206139624118805,0.16077879071235657,0.1370639204978943,0.623042643070221,0.4701925218105316,0.10574188083410263
.,0.475719153881073,0.35288307070732117,0.38061028718948364,0.4345304071903229,0.25686678290367126,0.21385128796100616,0.24448274075984955,0.4130953550338745
