,geographically,speaking,",",where,is,california,'s,north,-,south,midway,point,in,terms,of,latitude,?
37°,0.04624631628394127,0.08629890531301498,0.014523783698678017,-0.03945818170905113,-0.021159233525395393,0.05821632966399193,-0.04385837912559509,0.01146472617983818,-0.03012067824602127,0.08889628946781158,0.0683470144867897,0.025779150426387787,0.004790944047272205,0.10112468898296356,0.06950929760932922,-0.041520342230796814,0.08100870251655579
9,0.04716651886701584,0.053864918649196625,-0.04171276465058327,-0.03794679045677185,-0.010735063813626766,-0.05734933167695999,0.048719488084316254,-0.08458468317985535,-0.06859679520130157,-0.05085090547800064,-0.003256821306422353,-0.04941059648990631,0.002698394237086177,-0.04289091378450394,0.01387986820191145,0.006736592389643192,-0.026682810857892036
',0.16681762039661407,0.18695507943630219,0.5178600549697876,0.24928376078605652,0.5508411526679993,0.1699827015399933,0.07651367038488388,0.20784355700016022,0.44683390855789185,0.20635297894477844,0.19787760078907013,0.23650464415550232,0.4158826768398285,0.19464972615242004,0.39136970043182373,0.21178357303142548,0.330942302942276
58.23,-0.10992652922868729,-0.1217317208647728,0.08639697730541229,-0.10748039931058884,-0.020379718393087387,0.014779457822442055,-0.08124732971191406,-0.08737002313137054,0.019637875258922577,0.01226540096104145,-0.13394522666931152,-0.0720062255859375,-0.03690724074840546,-0.09414198994636536,0.012712731957435608,-0.11276920139789581,-0.13671624660491943
'',0.01231017429381609,0.02599148638546467,-0.037358131259679794,0.016034942120313644,0.0793738141655922,0.01669328659772873,-0.04859459400177002,-0.001331784063950181,0.0269903726875782,-0.04543294757604599,-0.06875015795230865,0.0178954117000103,0.07432962208986282,0.06061852350831032,0.13035868108272552,0.04728022962808609,0.018684765323996544
latitude,0.461078017950058,0.09775711596012115,0.20135365426540375,0.2669028341770172,0.1882317215204239,0.17553399503231049,0.08424856513738632,0.3436891436576843,0.10827190428972244,0.3247700333595276,0.2380785197019577,0.3008999526500702,0.2392110526561737,0.17181354761123657,0.1874399185180664,1.0000001192092896,0.14586518704891205
",",0.28405898809432983,0.2840890884399414,1.0000001192092896,0.3149496018886566,0.4691906273365021,0.2704589068889618,-0.0016132977325469255,0.31834840774536133,0.42609795928001404,0.3256652057170868,0.21956577897071838,0.28971099853515625,0.5201468467712402,0.26854002475738525,0.4946078956127167,0.20135365426540375,0.31091248989105225
around,0.30636849999427795,0.25168970227241516,0.3298884332180023,0.3994048833847046,0.286477267742157,0.16681843996047974,-0.039796680212020874,0.3440609276294708,0.2400771975517273,0.28057968616485596,0.229176327586174,0.19952106475830078,0.41294145584106445,0.1334720253944397,0.3296394646167755,0.250699907541275,0.14729668200016022
11,0.008286946453154087,0.017076842486858368,0.049171943217515945,-0.10538093745708466,0.018119672313332558,0.041406065225601196,0.07733099907636642,0.01306484080851078,-0.011089207604527473,0.048635032027959824,-0.04123475030064583,-0.1524893045425415,0.03469983860850334,-0.03346668928861618,-0.022359032183885574,-0.13040319085121155,-0.04295448586344719
miles,0.23659053444862366,0.08228270709514618,0.29495540261268616,0.2023022174835205,0.22951029241085052,0.20442909002304077,-0.0059337555430829525,0.34716692566871643,0.1486487239599228,0.3471347987651825,0.3235681653022766,0.23666830360889435,0.22700901329517365,0.1530560702085495,0.2263605147600174,0.2961491346359253,0.09363767504692078
(,0.147748664021492,0.18572279810905457,0.6363511681556702,0.1970011591911316,0.35393038392066956,0.16755922138690948,0.0012731997994706035,0.20408999919891357,0.4943908751010895,0.2013198882341385,0.13274793326854706,0.21612024307250977,0.3087427020072937,0.2031131386756897,0.35032153129577637,0.203778475522995,0.40561532974243164
18,-0.09703831374645233,-0.12306465953588486,-0.03270421177148819,-0.08955085277557373,-0.09313851594924927,0.0020430476870387793,0.011276401579380035,-0.09361029416322708,-0.07705129683017731,-0.07311294972896576,0.01623033545911312,-0.10201852768659592,-0.061147160828113556,-0.0794903039932251,-0.09725122153759003,-0.08301062136888504,-0.04919438064098358
km,0.2556988596916199,0.11107093840837479,0.2232249528169632,0.18477274477481842,0.24258680641651154,0.16039958596229553,0.07796657085418701,0.3494616746902466,0.18453282117843628,0.3801440894603729,0.27322492003440857,0.19936464726924896,0.21900252997875214,0.11040905863046646,0.2376161366701126,0.31026798486709595,0.08180338144302368
),0.15789026021957397,0.20581494271755219,0.63033527135849,0.20711064338684082,0.37732169032096863,0.19286775588989258,0.021107977256178856,0.19693730771541595,0.49507030844688416,0.2002217173576355,0.12675584852695465,0.2308495044708252,0.3326910734176636,0.20881862938404083,0.3680361211299896,0.2111155092716217,0.42300865054130554
south,0.3750186562538147,0.19123873114585876,0.3256652057170868,0.2539864182472229,0.27680471539497375,0.23509563505649567,0.06268392503261566,0.750363826751709,0.275158166885376,1.0000001192092896,0.27312344312667847,0.1889701932668686,0.33642083406448364,0.11015698313713074,0.33382371068000793,0.3247700333595276,0.12336621433496475
of,0.3162407875061035,0.3102818429470062,0.4946078956127167,0.38066378235816956,0.4854315221309662,0.24929828941822052,-0.03817026689648628,0.3604778051376343,0.2919245660305023,0.33382371068000793,0.22770573198795319,0.269877165555954,0.5696388483047485,0.2767748534679413,1.0,0.1874399185180664,0.1826142966747284
san,0.19564999639987946,0.07339053601026535,0.25561806559562683,0.23934276401996613,0.1594623327255249,0.5170050263404846,-0.022058377042412758,0.27082112431526184,0.17640797793865204,0.23492614924907684,0.16350124776363373,0.19710639119148254,0.2617562413215637,0.08274340629577637,0.25237205624580383,0.16827784478664398,0.10952327400445938
jose,0.11878325045108795,0.010944868437945843,0.2411157786846161,0.1550377458333969,0.1382024735212326,0.37011510133743286,0.07878328859806061,0.16826391220092773,0.1581857055425644,0.17794546484947205,0.18740588426589966,0.12594932317733765,0.12591789662837982,0.07367701083421707,0.16584184765815735,0.19372282922267914,0.06250977516174316
;,0.15396516025066376,0.10106763243675232,0.04938793554902077,-0.020392686128616333,0.05324986204504967,0.08404627442359924,0.006909397430717945,0.10713676363229752,0.004543918650597334,0.07080903649330139,0.09472551196813583,0.07141175121068954,0.092739537358284,0.1468198299407959,0.054534342139959335,0.10603562742471695,0.10349778085947037
however,0.3297039568424225,0.3034125864505768,0.4037865996360779,0.42869114875793457,0.33769986033439636,0.22857855260372162,0.011690815910696983,0.20643250644207,0.14850954711437225,0.2273845374584198,0.23360967636108398,0.2832590341567993,0.3982149362564087,0.363046258687973,0.3800618350505829,0.18661543726921082,0.2152075469493866
",",0.28405898809432983,0.2840890884399414,1.0000001192092896,0.3149496018886566,0.4691906273365021,0.2704589068889618,-0.0016132977325469255,0.31834840774536133,0.42609795928001404,0.3256652057170868,0.21956577897071838,0.28971099853515625,0.5201468467712402,0.26854002475738525,0.4946078956127167,0.20135365426540375,0.31091248989105225
this,0.2891683280467987,0.26837825775146484,0.4316047728061676,0.4012809097766876,0.480927973985672,0.19330458343029022,0.02106832154095173,0.21515107154846191,0.24646519124507904,0.16995437443256378,0.20971165597438812,0.33995872735977173,0.45205554366111755,0.31467998027801514,0.45148900151252747,0.23819684982299805,0.3155723512172699
does,0.20964543521404266,0.19627179205417633,0.28617382049560547,0.2965966761112213,0.4403602182865143,0.10136774927377701,-0.02895052544772625,0.11500263214111328,0.1747216433286667,0.11284814029932022,0.13193073868751526,0.2442251592874527,0.214483380317688,0.24520082771778107,0.3119818866252899,0.13850490748882294,0.338003009557724
not,0.26628077030181885,0.26635676622390747,0.3769696354866028,0.3820744752883911,0.3776007890701294,0.15390560030937195,0.002583299996331334,0.17446625232696533,0.18123318254947662,0.13560758531093597,0.1922571063041687,0.2949138879776001,0.3403114080429077,0.3148232400417328,0.3307090103626251,0.20116089284420013,0.41942933201789856
coincide,0.24821825325489044,0.20913395285606384,0.22238509356975555,0.20747727155685425,0.20311889052391052,0.07415645569562912,0.05747240409255028,0.14209267497062683,0.1196654662489891,0.12954123318195343,0.2068910151720047,0.22466346621513367,0.19062018394470215,0.2493474930524826,0.21693982183933258,0.2569655478000641,0.21172823011875153
with,0.2700161635875702,0.24856607615947723,0.4120737314224243,0.4142743945121765,0.3250955045223236,0.1391957849264145,-0.04624466598033905,0.185934916138649,0.26225757598876953,0.15469324588775635,0.1380717158317566,0.2519472539424896,0.4080928862094879,0.2213757187128067,0.41827285289764404,0.15011250972747803,0.2433311939239502
popular,0.13137897849082947,0.24724744260311127,0.2819201350212097,0.2174384891986847,0.30144429206848145,0.19769582152366638,0.11900079250335693,0.18694724142551422,0.15349578857421875,0.18113172054290771,0.12406158447265625,0.13538169860839844,0.3157482445240021,0.1741715371608734,0.25281813740730286,0.04933323711156845,0.13108457624912262
use,0.22042560577392578,0.2809775173664093,0.3276674151420593,0.3083797097206116,0.3357410430908203,0.16264355182647705,0.004619393963366747,0.09243907034397125,0.2011181265115738,0.09941013157367706,0.16569370031356812,0.223058819770813,0.2715643048286438,0.34145188331604004,0.2750902473926544,0.2154417634010315,0.32795652747154236
of,0.3162407875061035,0.3102818429470062,0.4946078956127167,0.38066378235816956,0.4854315221309662,0.24929828941822052,-0.03817026689648628,0.3604778051376343,0.2919245660305023,0.33382371068000793,0.22770573198795319,0.269877165555954,0.5696388483047485,0.2767748534679413,1.0,0.1874399185180664,0.1826142966747284
the,0.3536398708820343,0.34174251556396484,0.4933079481124878,0.5003893971443176,0.5823672413825989,0.2750805914402008,-0.01540423184633255,0.36298373341560364,0.3207225501537323,0.3129390776157379,0.2696748971939087,0.3084787130355835,0.6662389636039734,0.29706791043281555,0.733189046382904,0.2499811202287674,0.22068053483963013
term,0.253505676984787,0.22726623713970184,0.21599270403385162,0.18623708188533783,0.270183801651001,0.14818193018436432,-0.02037568762898445,0.12223714590072632,0.18395844101905823,0.13386225700378418,0.12900410592556,0.1868525892496109,0.27866655588150024,0.6335878372192383,0.26047757267951965,0.1496889591217041,0.1901002675294876
.,0.24689124524593353,0.28463831543922424,0.6812511086463928,0.41390106081962585,0.4569662809371948,0.2870451807975769,-0.003708066651597619,0.3171539604663849,0.4330557584762573,0.2798699140548706,0.28152549266815186,0.26374325156211853,0.5591574311256409,0.24108539521694183,0.5352458953857422,0.21151748299598694,0.4130953550338745
