,when,was,the,color,crimson,adopted,at,harvard,as,official,color,?
who,0.48282691836357117,0.3318818509578705,0.3733934462070465,0.1621498465538025,0.19450049102306366,0.20269951224327087,0.22096660733222961,0.12595784664154053,0.3923053741455078,0.11444056034088135,0.1621498465538025,0.26220351457595825
would,0.4219970703125,0.41663143038749695,0.4133751392364502,0.20698337256908417,0.16581079363822937,0.2088751345872879,0.3073931038379669,0.14108353853225708,0.3824005722999573,0.16797417402267456,0.20698337256908417,0.37178951501846313
later,0.4627884030342102,0.5684447288513184,0.4060266613960266,0.154279887676239,0.12628892064094543,0.35095709562301636,0.3238905966281891,0.27995607256889343,0.38482072949409485,0.21077491343021393,0.154279887676239,0.1417175978422165
become,0.4120000898838043,0.3147440552711487,0.31731709837913513,0.11303391307592392,0.17821796238422394,0.20448137819766998,0.18341459333896637,0.13981258869171143,0.36734503507614136,0.15714754164218903,0.11303391307592392,0.19511328637599945
harvard,0.23355771601200104,0.2415156066417694,0.24496200680732727,0.13708819448947906,0.2547101676464081,0.15536586940288544,0.2837338149547577,1.0,0.19990062713623047,0.15213479101657867,0.13708819448947906,0.11685016006231308
's,-0.03368149697780609,0.008974763564765453,-0.01540423184633255,-0.02538621611893177,-0.006238792557269335,-0.03255033865571022,-0.08481216430664062,-0.06887804716825485,-0.05775856226682663,0.0002636060817167163,-0.02538621611893177,-0.023395681753754616
21st,0.19236880540847778,0.30433282256126404,0.24859341979026794,0.1005789265036583,0.18134428560733795,0.09800872951745987,0.21758750081062317,0.21415963768959045,0.2554571330547333,0.20087094604969025,0.1005789265036583,0.22120748460292816
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.21500243246555328,0.26431575417518616,0.18808485567569733,0.3571503460407257,0.2453373372554779,0.49487000703811646,0.15831619501113892,0.21500243246555328,0.20544172823429108
longest-serving,0.30113285779953003,0.3041453957557678,0.4079348146915436,0.1953744888305664,0.17799098789691925,0.19308194518089294,0.29294848442077637,0.23461836576461792,0.32487794756889343,0.2555312514305115,0.1953744888305664,0.24586161971092224
president,0.17933911085128784,0.2505730390548706,0.24330610036849976,0.06575281172990799,0.0218090508133173,0.2198292464017868,0.1509951651096344,0.2796068787574768,0.2031671553850174,0.24094881117343903,0.06575281172990799,0.14148259162902832
(,0.2459595799446106,0.2980341613292694,0.33289089798927307,0.2203475683927536,0.20949357748031616,0.16152098774909973,0.23315078020095825,0.2132066786289215,0.32029855251312256,0.20883582532405853,0.2203475683927536,0.40561532974243164
1869–1909,0.08789261430501938,0.21400032937526703,0.08334412425756454,0.06328881531953812,0.15722474455833435,0.12015500664710999,0.008232414722442627,0.08607833832502365,0.14234516024589539,0.20136471092700958,0.06328881531953812,0.17179414629936218
),0.2538422644138336,0.3267642855644226,0.3456730246543884,0.219363734126091,0.21905642747879028,0.16649378836154938,0.23338089883327484,0.226204052567482,0.32161882519721985,0.2148369550704956,0.219363734126091,0.42300865054130554
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.20653429627418518,0.21093732118606567,0.19488979876041412,0.38314947485923767,0.2719281017780304,0.48816442489624023,0.2088543325662613,0.20653429627418518,0.31091248989105225
bought,0.24309678375720978,0.31910616159439087,0.2111053764820099,0.09666294604539871,0.08567052334547043,0.2182098776102066,0.16906003654003143,0.13738730549812317,0.21929427981376648,0.13915477693080902,0.09666294604539871,0.09624434262514114
red,0.2535014748573303,0.1680612564086914,0.2817947566509247,0.2868311405181885,0.36236369609832764,0.07176318764686584,0.1599745750427246,0.1924484521150589,0.19737344980239868,0.1384522169828415,0.2868311405181885,0.1495664119720459
bandanas,0.1776597946882248,0.1949988454580307,0.23824918270111084,0.14293667674064636,0.20607124269008636,0.14390921592712402,0.10808032751083374,0.13960719108581543,0.23936860263347626,0.1885734498500824,0.14293667674064636,0.12801969051361084
for,0.43402108550071716,0.3863949179649353,0.4739971458911896,0.2378578633069992,0.20647521317005157,0.20525452494621277,0.34237727522850037,0.14800849556922913,0.44774648547172546,0.2504976987838745,0.2378578633069992,0.264628142118454
his,0.37120407819747925,0.4405253231525421,0.4394008219242096,0.12265743315219879,0.21957442164421082,0.29369762539863586,0.27659502625465393,0.22736528515815735,0.3146366477012634,0.1634177416563034,0.12265743315219879,0.18075084686279297
crew,0.18491964042186737,0.20329242944717407,0.25329816341400146,0.13727813959121704,0.14460714161396027,0.1471446454524994,0.13483546674251556,0.14362280070781708,0.15990298986434937,0.08405850827693939,0.13727813959121704,0.16586194932460785
so,0.560259222984314,0.2666010558605194,0.4296516180038452,0.22537857294082642,0.16768059134483337,0.16662776470184326,0.2824224531650543,0.17107996344566345,0.4399555027484894,0.1117541566491127,0.22537857294082642,0.43163934350013733
they,0.5090266466140747,0.3300964832305908,0.49925389885902405,0.20740480720996857,0.18317130208015442,0.2053229808807373,0.29493749141693115,0.19379988312721252,0.3294360637664795,0.13143111765384674,0.20740480720996857,0.2753053903579712
could,0.42036551237106323,0.39896807074546814,0.35393214225769043,0.20025396347045898,0.13708992302417755,0.14525847136974335,0.25692954659461975,0.14834268391132355,0.32771480083465576,0.10359528660774231,0.20025396347045898,0.3411986827850342
more,0.359977662563324,0.21525104343891144,0.39758381247520447,0.22333848476409912,0.0765850692987442,0.14939887821674347,0.2627858817577362,0.15055948495864868,0.42839905619621277,0.08951759338378906,0.22333848476409912,0.27894994616508484
easily,0.4679972529411316,0.20850379765033722,0.25559568405151367,0.18676918745040894,0.07633676379919052,0.10248980671167374,0.16298024356365204,0.15634991228580475,0.3005249798297882,0.08641655743122101,0.18676918745040894,0.24040374159812927
be,0.4451393485069275,0.42228707671165466,0.4248143136501312,0.25171205401420593,0.15429888665676117,0.14228631556034088,0.30379733443260193,0.1758749634027481,0.5230465531349182,0.10468355566263199,0.25171205401420593,0.3324260413646698
distinguished,0.1204124167561531,0.22172307968139648,0.23548999428749084,0.2069827765226364,0.21928216516971588,0.26951107382774353,0.20113657414913177,0.2716345191001892,0.20290976762771606,0.06390380859375,0.2069827765226364,0.08062640577554703
by,0.4376842677593231,0.4752357602119446,0.4408751428127289,0.1992429792881012,0.21190166473388672,0.19986462593078613,0.2368064820766449,0.18136346340179443,0.3815547823905945,0.2104732245206833,0.1992429792881012,0.17966607213020325
spectators,0.17830890417099,0.24418193101882935,0.26461169123649597,0.16114819049835205,0.1467323899269104,0.03691061586141586,0.22451461851596832,0.08002196252346039,0.2150450348854065,0.1547805815935135,0.16114819049835205,0.09771175682544708
at,0.38876327872276306,0.36707764863967896,0.457212895154953,0.16838783025741577,0.1970432847738266,0.10609892010688782,1.0,0.2837338149547577,0.28092536330223083,0.2509906589984894,0.16838783025741577,0.21978627145290375
a,0.44397395849227905,0.4508470594882965,0.5829201340675354,0.1907898187637329,0.23614279925823212,0.2151722013950348,0.3095070421695709,0.24754071235656738,0.39550232887268066,0.19875815510749817,0.1907898187637329,0.23916715383529663
regatta,0.15233121812343597,0.27552902698516846,0.2445298284292221,0.12457700818777084,0.165177583694458,0.14374394714832306,0.3547419011592865,0.30695441365242004,0.2084282636642456,0.1962665617465973,0.12457700818777084,0.12896305322647095
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.2641010880470276,0.21269744634628296,0.16039791703224182,0.4549728035926819,0.254516065120697,0.515582263469696,0.2367454320192337,0.2641010880470276,0.4130953550338745
