,were,the,tapes,able,to,be,restored,and,processed,without,destroying,historical,legitimacy,or,did,some,aspects,of,the,tapes,lose,legitimacy,?
shake,0.11285122483968735,0.18145473301410675,0.17696790397167206,0.21848751604557037,0.22244717180728912,0.24101568758487701,0.09984270483255386,0.2134714126586914,0.130659818649292,0.21508580446243286,0.14870937168598175,0.08143921196460724,0.12855646014213562,0.21799670159816742,0.20216119289398193,0.18635909259319305,0.1292565017938614,0.14677105844020844,0.18145473301410675,0.17696790397167206,0.23011116683483124,0.12855646014213562,0.22861503064632416
without,0.24341188371181488,0.3270869255065918,0.16977481544017792,0.3181939125061035,0.37970873713493347,0.4152284264564514,0.25023338198661804,0.35511502623558044,0.27479851245880127,1.0,0.271497905254364,0.16336089372634888,0.19656981527805328,0.5009438991546631,0.3172723054885864,0.3382771611213684,0.22471003234386444,0.3081340193748474,0.3270869255065918,0.16977481544017792,0.3085649311542511,0.19656981527805328,0.2928665280342102
destroying,0.25340861082077026,0.29523634910583496,0.15502147376537323,0.2309853583574295,0.20193879306316376,0.16490618884563446,0.29832762479782104,0.2887594699859619,0.24125245213508606,0.271497905254364,1.0,0.17117354273796082,0.09769834578037262,0.2125970721244812,0.17069219052791595,0.23666000366210938,0.1519085168838501,0.28702813386917114,0.29523634910583496,0.15502147376537323,0.29641687870025635,0.09769834578037262,0.11469648033380508
historical,0.1811039000749588,0.30835282802581787,0.11925233155488968,0.10350271314382553,0.22193273901939392,0.12553490698337555,0.2644641399383545,0.21805961430072784,0.12533292174339294,0.16336089372634888,0.17117354273796082,0.9999998807907104,0.2851787507534027,0.1900186538696289,0.1825733780860901,0.2713933289051056,0.295082688331604,0.3218611776828766,0.30835282802581787,0.11925233155488968,0.1399255245923996,0.2851787507534027,0.1665111482143402
legitimacy,0.16709473729133606,0.22425152361392975,0.11082103848457336,0.16173303127288818,0.20974260568618774,0.2436792105436325,0.26092830300331116,0.197220116853714,0.11496112495660782,0.19656981527805328,0.09769834578037262,0.2851787507534027,1.0,0.23239456117153168,0.2615032196044922,0.253808856010437,0.32579290866851807,0.248880535364151,0.22425152361392975,0.11082103848457336,0.20154903829097748,1.0,0.17292635142803192
.,0.3378238379955292,0.5934505462646484,0.21845246851444244,0.34544092416763306,0.4645031690597534,0.4383580684661865,0.2842494547367096,0.588965117931366,0.2672721743583679,0.29967203736305237,0.24633370339870453,0.21067677438259125,0.1462436020374298,0.36683785915374756,0.35288307070732117,0.40663889050483704,0.20692044496536255,0.5352458953857422,0.5934505462646484,0.21845246851444244,0.28971824049949646,0.1462436020374298,0.4130953550338745
,were,the,tapes,able,to,be,restored,and,processed,without,destroying,historical,legitimacy,or,did,some,aspects,of,the,tapes,lose,legitimacy,?
with,0.3179011940956116,0.4223487675189972,0.23499223589897156,0.3051167130470276,0.4239959120750427,0.36101722717285156,0.18412183225154877,0.5477725267410278,0.2051713764667511,0.4047483801841736,0.2380143404006958,0.14475785195827484,0.11155684292316437,0.38158315420150757,0.25472134351730347,0.3924338221549988,0.2636911869049072,0.41827285289764404,0.4223487675189972,0.23499223589897156,0.2895451486110687,0.11155684292316437,0.2433311939239502
a,0.17203083634376526,0.5829201340675354,0.25973808765411377,0.2874686121940613,0.45503583550453186,0.39883795380592346,0.17521679401397705,0.3739250600337982,0.2082274705171585,0.2797018885612488,0.21878932416439056,0.25390249490737915,0.20624355971813202,0.48853766918182373,0.2552328109741211,0.34539633989334106,0.2596323490142822,0.5052502155303955,0.5829201340675354,0.25973808765411377,0.29435214400291443,0.20624355971813202,0.23916715383529663
budget,0.1529514193534851,0.22188150882720947,0.20380210876464844,0.18517835438251495,0.24614150822162628,0.17212028801441193,0.1611805409193039,0.24134306609630585,0.1575995683670044,0.15204985439777374,0.11757729202508926,0.0930950790643692,0.19524739682674408,0.16028574109077454,0.2349563091993332,0.12618286907672882,0.15862354636192322,0.19846364855766296,0.22188150882720947,0.20380210876464844,0.178279846906662,0.19524739682674408,0.14098747074604034
of,0.34038281440734863,0.733189046382904,0.22208455204963684,0.23883962631225586,0.41548454761505127,0.33904364705085754,0.2796242833137512,0.5116966962814331,0.20755821466445923,0.3081340193748474,0.28702813386917114,0.3218611776828766,0.248880535364151,0.3792596757411957,0.2513895630836487,0.4300730526447296,0.2615640461444855,1.0,0.733189046382904,0.22208455204963684,0.2904243767261505,0.248880535364151,0.1826142966747284
$,0.171411395072937,0.23367542028427124,0.19179202616214752,0.17759351432323456,0.22282108664512634,0.2080300748348236,0.19982317090034485,0.20277954638004303,0.14106149971485138,0.18445560336112976,0.08906727284193039,0.09659475088119507,0.12849555909633636,0.20501646399497986,0.23203131556510925,0.17004361748695374,0.02600519172847271,0.11268499493598938,0.23367542028427124,0.19179202616214752,0.1814628690481186,0.12849555909633636,0.2786129117012024
"230,000",-0.10217612981796265,0.039988841861486435,-0.01120173279196024,-0.05347942188382149,-0.03414595127105713,-0.06341993808746338,0.02098497934639454,0.023590151220560074,-0.11418357491493225,-0.03838026896119118,-0.20434348285198212,0.0018850761698558927,-0.02785431034862995,-0.08019796758890152,-0.05658406391739845,-0.041893988847732544,-0.05395049974322319,0.07694470882415771,0.039988841861486435,-0.01120173279196024,-0.05147772282361984,-0.02785431034862995,-0.09942035377025604
",",0.36755475401878357,0.4933079481124878,0.1773630827665329,0.28725793957710266,0.44245919585227966,0.39254459738731384,0.24934202432632446,0.6633074283599854,0.2578687071800232,0.24492648243904114,0.26079756021499634,0.2461894154548645,0.2014969140291214,0.3769497275352478,0.3015086054801941,0.42400437593460083,0.19650225341320038,0.4946078956127167,0.4933079481124878,0.1773630827665329,0.28248098492622375,0.2014969140291214,0.31091248989105225
the,0.3906462490558624,1.0,0.2105327844619751,0.3435857892036438,0.535392165184021,0.4248143136501312,0.29931989312171936,0.5171257257461548,0.23136241734027863,0.3270869255065918,0.29523634910583496,0.30835282802581787,0.22425152361392975,0.4174870550632477,0.34736719727516174,0.4566698372364044,0.2620294690132141,0.733189046382904,1.0,0.2105327844619751,0.29030492901802063,0.22425152361392975,0.22068053483963013
surviving,0.30410200357437134,0.3328552544116974,0.15914981067180634,0.24281717836856842,0.21047115325927734,0.16896678507328033,0.21549861133098602,0.2462012767791748,0.04400474205613136,0.17722254991531372,0.27693822979927063,0.26571303606033325,0.13854891061782837,0.22203703224658966,0.24156388640403748,0.28548580408096313,0.15557008981704712,0.3663707971572876,0.3328552544116974,0.15914981067180634,0.1818040907382965,0.13854891061782837,0.1395692080259323
original,0.27702075242996216,0.4037000238895416,0.24619916081428528,0.16688714921474457,0.30182456970214844,0.2519233524799347,0.33073192834854126,0.29575109481811523,0.11123047024011612,0.23838302493095398,0.17390592396259308,0.2601427435874939,0.20293577015399933,0.22172430157661438,0.2664784789085388,0.2941727340221405,0.1989816129207611,0.30228546261787415,0.4037000238895416,0.24619916081428528,0.1954018771648407,0.20293577015399933,0.17256900668144226
lunar,0.19600282609462738,0.23309995234012604,0.17619255185127258,0.18650321662425995,0.15437743067741394,0.167300745844841,0.1398048847913742,0.206029012799263,0.16546505689620972,0.08406668901443481,0.131006121635437,0.19967150688171387,0.1053086519241333,0.16849678754806519,0.14120660722255707,0.18195542693138123,0.17551183700561523,0.204553484916687,0.23309995234012604,0.17619255185127258,0.0828167051076889,0.1053086519241333,0.1628302037715912
broadcast,0.12331408262252808,0.2713715434074402,0.32000967860221863,0.1664600670337677,0.2326623648405075,0.20571625232696533,0.11329847574234009,0.22526025772094727,0.21524859964847565,0.12761519849300385,0.12196701765060425,0.15897177159786224,0.16500826179981232,0.17618951201438904,0.17054221034049988,0.15151098370552063,0.13605323433876038,0.20155203342437744,0.2713715434074402,0.32000967860221863,0.05809081345796585,0.16500826179981232,0.15760008990764618
data,0.15516526997089386,0.20546740293502808,0.29975616931915283,0.23706066608428955,0.24776634573936462,0.20036695897579193,0.24136804044246674,0.23368559777736664,0.25131145119667053,0.1779278963804245,0.18789750337600708,0.20799393951892853,0.10356701910495758,0.2638985514640808,0.1821516454219818,0.18171559274196625,0.2264038771390915,0.20013196766376495,0.20546740293502808,0.29975616931915283,0.10536197572946548,0.10356701910495758,0.17909851670265198
from,0.29991888999938965,0.40150508284568787,0.18808875977993011,0.2139057070016861,0.4069952368736267,0.3107333183288574,0.20903702080249786,0.3601827025413513,0.2324545532464981,0.3087378740310669,0.20171330869197845,0.22481153905391693,0.2085707038640976,0.31242018938064575,0.20248863101005554,0.35210713744163513,0.16420873999595642,0.4249346852302551,0.40150508284568787,0.18808875977993011,0.24814023077487946,0.2085707038640976,0.19969791173934937
apollo,0.183358833193779,0.2169172167778015,0.2857193946838379,0.1743953675031662,0.23190522193908691,0.1851431280374527,0.19681225717067719,0.15251155197620392,0.18334126472473145,0.17108973860740662,0.17960868775844574,0.1122354120016098,0.0922446995973587,0.13169844448566437,0.1976410299539566,0.17186200618743896,0.13831672072410583,0.1786269098520279,0.2169172167778015,0.2857193946838379,0.07563289999961853,0.0922446995973587,0.191528782248497
11,0.10968247801065445,-0.0219515822827816,0.019967319443821907,0.06372861564159393,0.010993496514856815,0.005425449460744858,-0.01349225826561451,0.052219830453395844,0.09908093512058258,-0.02143886499106884,0.14429153501987457,-0.03464098274707794,-0.023724626749753952,-0.055854715406894684,0.07614340633153915,0.10473433136940002,0.00839411374181509,-0.022359032183885574,-0.0219515822827816,0.019967319443821907,0.06057310849428177,-0.023724626749753952,-0.04295448586344719
was,0.590133786201477,0.48711544275283813,0.16740727424621582,0.19031302630901337,0.3636345863342285,0.42228707671165466,0.27928102016448975,0.3740963041782379,0.11998200416564941,0.18635936081409454,0.18658484518527985,0.18540561199188232,0.18267583847045898,0.2330796718597412,0.41399896144866943,0.21528802812099457,0.15950116515159607,0.4069072902202606,0.48711544275283813,0.16740727424621582,0.1366295963525772,0.18267583847045898,0.18412111699581146
compiled,0.18023961782455444,0.2100810408592224,0.29638057947158813,0.24753625690937042,0.17170703411102295,0.1751830279827118,0.1817285418510437,0.19102314114570618,0.23674727976322174,0.2025194615125656,0.09681923687458038,0.2245383858680725,0.1827094703912735,0.17681844532489777,0.2518605589866638,0.18254877626895905,0.20850571990013123,0.24790166318416595,0.2100810408592224,0.29638057947158813,0.12951116263866425,0.1827094703912735,0.1853211224079132
by,0.4406847059726715,0.4408751428127289,0.20314224064350128,0.24084776639938354,0.33534231781959534,0.43158695101737976,0.2542679011821747,0.4289871156215668,0.20423677563667297,0.3249483108520508,0.22724929451942444,0.1782611459493637,0.11883243173360825,0.30274316668510437,0.18574509024620056,0.306446373462677,0.1811113953590393,0.3646814823150635,0.4408751428127289,0.20314224064350128,0.17851653695106506,0.11883243173360825,0.17966607213020325
nafzger,0.1825210601091385,0.2968994677066803,0.14087244868278503,0.16959628462791443,0.24060244858264923,0.22761119902133942,0.050374001264572144,0.3053867220878601,0.1749432384967804,0.16688072681427002,0.1344592124223709,0.13080571591854095,0.20750997960567474,0.21951070427894592,0.21919023990631104,0.16572387516498566,0.18774795532226562,0.2046637386083603,0.2968994677066803,0.14087244868278503,0.20773275196552277,0.20750997960567474,0.18798767030239105
and,0.42175528407096863,0.5171257257461548,0.2145281732082367,0.3303895890712738,0.48971283435821533,0.41766801476478577,0.25671181082725525,1.0,0.20326650142669678,0.35511502623558044,0.2887594699859619,0.21805961430072784,0.197220116853714,0.4713204801082611,0.34479495882987976,0.5337774157524109,0.2787165641784668,0.5116966962814331,0.5171257257461548,0.2145281732082367,0.3096105754375458,0.197220116853714,0.20544172823429108
assigned,0.23401403427124023,0.3149823546409607,0.14418256282806396,0.36248910427093506,0.33200594782829285,0.22258765995502472,0.2271745353937149,0.20136870443820953,0.1582506000995636,0.20122826099395752,0.2048959732055664,0.1871129423379898,0.13187314569950104,0.21824540197849274,0.20200538635253906,0.22008201479911804,0.13295015692710876,0.3143831491470337,0.3149823546409607,0.14418256282806396,0.1875334233045578,0.13187314569950104,0.1908780038356781
to,0.31913647055625916,0.535392165184021,0.26465630531311035,0.529755175113678,1.0,0.4972836375236511,0.2595904469490051,0.48971283435821533,0.24999067187309265,0.37970873713493347,0.20193879306316376,0.22193273901939392,0.20974260568618774,0.38921234011650085,0.4452643394470215,0.4636894166469574,0.23851177096366882,0.41548454761505127,0.535392165184021,0.26465630531311035,0.33073529601097107,0.20974260568618774,0.29463258385658264
lowry,0.1759394109249115,0.22389355301856995,0.09496700018644333,0.08980666846036911,0.18217554688453674,0.1803109347820282,0.17863182723522186,0.3661613166332245,0.13656827807426453,0.14654196798801422,0.10606566071510315,0.21198511123657227,0.17315775156021118,0.16716091334819794,0.11592362821102142,0.20377609133720398,0.11954968422651291,0.23306584358215332,0.22389355301856995,0.09496700018644333,0.13482016324996948,0.17315775156021118,0.0987464040517807
digital,0.1534881591796875,0.18361380696296692,0.41650471091270447,0.19207480549812317,0.1787031590938568,0.21351298689842224,0.21639494597911835,0.20433840155601501,0.2577880322933197,0.1500280350446701,0.1729283183813095,0.17953048646450043,0.23861907422542572,0.2115585207939148,0.10377924144268036,0.19114495813846588,0.23824447393417358,0.20011478662490845,0.18361380696296692,0.41650471091270447,0.10201961547136307,0.23861907422542572,0.12982943654060364
for,0.33592689037323,0.4739971458911896,0.18199019134044647,0.2947812080383301,0.4451248347759247,0.3801851272583008,0.20781317353248596,0.5064792633056641,0.263840913772583,0.4273005723953247,0.22019018232822418,0.21021096408367157,0.17417366802692413,0.4111599624156952,0.318512886762619,0.4257155656814575,0.2537214756011963,0.4185989499092102,0.4739971458911896,0.18199019134044647,0.26667237281799316,0.17417366802692413,0.264628142118454
restoration,0.26159101724624634,0.3766564130783081,0.172943577170372,0.14567749202251434,0.23322175443172455,0.1792314648628235,0.6288171410560608,0.2590578496456146,0.18903830647468567,0.2668917179107666,0.30684950947761536,0.33378225564956665,0.29150405526161194,0.203331857919693,0.1763976514339447,0.19413337111473083,0.28739091753959656,0.3782297372817993,0.3766564130783081,0.172943577170372,0.13138078153133392,0.29150405526161194,0.16668665409088135
.,0.3378238379955292,0.5934505462646484,0.21845246851444244,0.34544092416763306,0.4645031690597534,0.4383580684661865,0.2842494547367096,0.588965117931366,0.2672721743583679,0.29967203736305237,0.24633370339870453,0.21067677438259125,0.1462436020374298,0.36683785915374756,0.35288307070732117,0.40663889050483704,0.20692044496536255,0.5352458953857422,0.5934505462646484,0.21845246851444244,0.28971824049949646,0.1462436020374298,0.4130953550338745
