,in,which,direction,does,the,west,side,of,fresno,neighborhood,lie,to,the,99,freeway,?
from,0.4274188280105591,0.38755592703819275,0.19012711942195892,0.1777622550725937,0.40150508284568787,0.2389117330312729,0.1759026199579239,0.4249346852302551,0.26358702778816223,0.19324041903018951,0.12952877581119537,0.4069952368736267,0.40150508284568787,-0.041596654802560806,0.2287883460521698,0.19969791173934937
downtown,0.2716291546821594,0.22559411823749542,0.2734604775905609,0.13814754784107208,0.2602716088294983,0.2989719808101654,0.17389041185379028,0.21455974876880646,0.29853299260139465,0.49918749928474426,0.09498853236436844,0.1747063249349594,0.2602716088294983,-0.07625649124383926,0.40451866388320923,0.15638743340969086
fresno,0.26126348972320557,0.14756552875041962,0.15566061437129974,0.08895698189735413,0.22571885585784912,0.2787109911441803,0.2175837755203247,0.1875009983778,1.0000001192092896,0.3306880593299866,0.10885854810476303,0.22500741481781006,0.22571885585784912,-0.016858579590916634,0.3646468222141266,0.13224096596240997
),0.3326910734176636,0.2758678197860718,0.19041664898395538,0.2575884759426117,0.3456730246543884,0.17997638881206512,0.13530845940113068,0.3680361211299896,0.20478583872318268,0.11695244908332825,0.11727453768253326,0.31236231327056885,0.3456730246543884,0.01720704883337021,0.1822565793991089,0.42300865054130554
",",0.5201468467712402,0.3658004403114319,0.23287029564380646,0.28617382049560547,0.4933079481124878,0.28857502341270447,0.24522119760513306,0.4946078956127167,0.2561432421207428,0.21194669604301453,0.24498002231121063,0.44245919585227966,0.4933079481124878,-0.0228560883551836,0.22166430950164795,0.31091248989105225
west,0.34078434109687805,0.22164945304393768,0.23540861904621124,0.14011532068252563,0.32918402552604675,1.0,0.31045854091644287,0.2891985774040222,0.2787109911441803,0.2434648722410202,0.19747647643089294,0.24611181020736694,0.32918402552604675,-0.042783234268426895,0.2766420245170593,0.12088293582201004
of,0.5696388483047485,0.5011631846427917,0.18922415375709534,0.3119818866252899,0.733189046382904,0.2891985774040222,0.2452700436115265,1.0,0.1875009983778,0.15683332085609436,0.2677435576915741,0.41548454761505127,0.733189046382904,-0.07054845988750458,0.17353555560112,0.1826142966747284
the,0.6662389636039734,0.6521818041801453,0.28851455450057983,0.35928019881248474,1.0,0.32918402552604675,0.37146830558776855,0.733189046382904,0.22571885585784912,0.20152483880519867,0.2676851153373718,0.535392165184021,1.0,-0.061377424746751785,0.21201886236667633,0.22068053483963013
41,0.17217706143856049,0.0631910040974617,0.11450347304344177,-0.03426793962717056,0.19715392589569092,0.2568797469139099,0.11829698830842972,0.2314874827861786,0.28694960474967957,0.19383041560649872,0.01948634348809719,0.008354143239557743,0.19715392589569092,0.08621909469366074,0.25067034363746643,-0.08073537796735764
freeway,0.19216759502887726,0.20166584849357605,0.21998272836208344,0.10097339004278183,0.21201886236667633,0.2766420245170593,0.26562073826789856,0.17353555560112,0.3646468222141266,0.3428925573825836,0.06943853944540024,0.21776032447814941,0.21201886236667633,-0.10133378952741623,1.0000001192092896,0.1306171715259552
and,0.4954058527946472,0.506277859210968,0.2529398798942566,0.3461615741252899,0.5171257257461548,0.273951917886734,0.3098753094673157,0.5116966962814331,0.21513071656227112,0.21993553638458252,0.2649589776992798,0.48971283435821533,0.5171257257461548,-0.07119957357645035,0.19539561867713928,0.20544172823429108
south,0.33642083406448364,0.24635352194309235,0.26201215386390686,0.11284814029932022,0.3129390776157379,0.6137221455574036,0.2548946142196655,0.33382371068000793,0.23715521395206451,0.23358052968978882,0.24645186960697174,0.25657615065574646,0.3129390776157379,-0.08206266909837723,0.3119105398654938,0.12336621433496475
of,0.5696388483047485,0.5011631846427917,0.18922415375709534,0.3119818866252899,0.733189046382904,0.2891985774040222,0.2452700436115265,1.0,0.1875009983778,0.15683332085609436,0.2677435576915741,0.41548454761505127,0.733189046382904,-0.07054845988750458,0.17353555560112,0.1826142966747284
nielsen,0.18013973534107208,0.1354665905237198,0.11989472061395645,0.11705487966537476,0.11886456608772278,0.10087571293115616,0.04757777974009514,0.15597553551197052,0.22958049178123474,0.08108115941286087,0.22120095789432526,0.1356838047504425,0.11886456608772278,0.05024697259068489,0.16124840080738068,0.08409283310174942
ave,0.18332146108150482,0.19345475733280182,0.2011963576078415,0.04521124064922333,0.19607670605182648,0.31034040451049805,0.14391739666461945,0.19963563978672028,0.29098039865493774,0.3111250400543213,0.11021742969751358,0.22238552570343018,0.19607670605182648,-0.0216984823346138,0.285512775182724,0.137253537774086
(,0.3087427020072937,0.2589828372001648,0.18099737167358398,0.2728188931941986,0.33289089798927307,0.17718875408172607,0.1321142315864563,0.35032153129577637,0.188642680644989,0.09642431139945984,0.11246699094772339,0.30882009863853455,0.33289089798927307,0.04520510137081146,0.15828882157802582,0.40561532974243164
or,0.3586423695087433,0.5105096101760864,0.2034183144569397,0.4248845875263214,0.4174870550632477,0.09669706970453262,0.2568580210208893,0.3792596757411957,0.16191594302654266,0.12919096648693085,0.21903210878372192,0.38921234011650085,0.4174870550632477,-0.07112035155296326,0.12039664387702942,0.32389625906944275
the,0.6662389636039734,0.6521818041801453,0.28851455450057983,0.35928019881248474,1.0,0.32918402552604675,0.37146830558776855,0.733189046382904,0.22571885585784912,0.20152483880519867,0.2676851153373718,0.535392165184021,1.0,-0.061377424746751785,0.21201886236667633,0.22068053483963013
newly,0.3222779333591461,0.35063013434410095,0.061056409031152725,0.0603182353079319,0.35828328132629395,0.19377292692661285,0.15791213512420654,0.28144341707229614,0.10638076066970825,0.22467219829559326,0.07560443878173828,0.28304818272590637,0.35828328132629395,-0.025121239945292473,0.09859638661146164,0.08549588173627853
constructed,0.31212013959884644,0.3176695704460144,0.18377383053302765,0.08339408785104752,0.29105475544929504,0.26422956585884094,0.21119366586208344,0.2552719712257385,0.13340727984905243,0.25161564350128174,0.15032747387886047,0.24796472489833832,0.29105475544929504,-0.09503687918186188,0.24931484460830688,0.12459525465965271
180,0.07632627338171005,0.16392000019550323,0.035698845982551575,0.24247030913829803,0.08750838786363602,0.006216420792043209,0.1028069257736206,0.06245020776987076,0.012683185748755932,-0.009036524221301079,0.14091868698596954,0.19752362370491028,0.08750838786363602,0.005698379594832659,-0.0191916823387146,0.12062747031450272
freeway,0.19216759502887726,0.20166584849357605,0.21998272836208344,0.10097339004278183,0.21201886236667633,0.2766420245170593,0.26562073826789856,0.17353555560112,0.3646468222141266,0.3428925573825836,0.06943853944540024,0.21776032447814941,0.21201886236667633,-0.10133378952741623,1.0000001192092896,0.1306171715259552
),0.3326910734176636,0.2758678197860718,0.19041664898395538,0.2575884759426117,0.3456730246543884,0.17997638881206512,0.13530845940113068,0.3680361211299896,0.20478583872318268,0.11695244908332825,0.11727453768253326,0.31236231327056885,0.3456730246543884,0.01720704883337021,0.1822565793991089,0.42300865054130554
",",0.5201468467712402,0.3658004403114319,0.23287029564380646,0.28617382049560547,0.4933079481124878,0.28857502341270447,0.24522119760513306,0.4946078956127167,0.2561432421207428,0.21194669604301453,0.24498002231121063,0.44245919585227966,0.4933079481124878,-0.0228560883551836,0.22166430950164795,0.31091248989105225
and,0.4954058527946472,0.506277859210968,0.2529398798942566,0.3461615741252899,0.5171257257461548,0.273951917886734,0.3098753094673157,0.5116966962814331,0.21513071656227112,0.21993553638458252,0.2649589776992798,0.48971283435821533,0.5171257257461548,-0.07119957357645035,0.19539561867713928,0.20544172823429108
extends,0.2611467242240906,0.3442842960357666,0.2870050072669983,0.3191351294517517,0.39314064383506775,0.31151095032691956,0.30258068442344666,0.3704025447368622,0.15027351677417755,0.2255535125732422,0.27041614055633545,0.274497926235199,0.39314064383506775,0.009695086628198624,0.22746562957763672,0.1020013764500618
to,0.45010748505592346,0.5345056653022766,0.32930055260658264,0.4391997456550598,0.535392165184021,0.24611181020736694,0.2686329185962677,0.41548454761505127,0.22500741481781006,0.20300643146038055,0.1770547330379486,1.0,0.535392165184021,-0.15119622647762299,0.21776032447814941,0.29463258385658264
the,0.6662389636039734,0.6521818041801453,0.28851455450057983,0.35928019881248474,1.0,0.32918402552604675,0.37146830558776855,0.733189046382904,0.22571885585784912,0.20152483880519867,0.2676851153373718,0.535392165184021,1.0,-0.061377424746751785,0.21201886236667633,0.22068053483963013
city,0.3911624252796173,0.22264601290225983,0.14949780702590942,0.10004369169473648,0.35769423842430115,0.37476465106010437,0.16394010186195374,0.32503411173820496,0.2780216634273529,0.38386455178260803,0.13876298069953918,0.20300441980361938,0.35769423842430115,0.0075042592361569405,0.31968408823013306,0.13423943519592285
limits,0.2923375964164734,0.34983038902282715,0.2592765986919403,0.34075209498405457,0.3678794801235199,0.16562899947166443,0.20798572897911072,0.37432539463043213,0.16142503917217255,0.19926153123378754,0.20535050332546234,0.31964796781539917,0.3678794801235199,-0.08868944644927979,0.23235797882080078,0.14532171189785004
to,0.45010748505592346,0.5345056653022766,0.32930055260658264,0.4391997456550598,0.535392165184021,0.24611181020736694,0.2686329185962677,0.41548454761505127,0.22500741481781006,0.20300643146038055,0.1770547330379486,1.0,0.535392165184021,-0.15119622647762299,0.21776032447814941,0.29463258385658264
the,0.6662389636039734,0.6521818041801453,0.28851455450057983,0.35928019881248474,1.0,0.32918402552604675,0.37146830558776855,0.733189046382904,0.22571885585784912,0.20152483880519867,0.2676851153373718,0.535392165184021,1.0,-0.061377424746751785,0.21201886236667633,0.22068053483963013
west,0.34078434109687805,0.22164945304393768,0.23540861904621124,0.14011532068252563,0.32918402552604675,1.0,0.31045854091644287,0.2891985774040222,0.2787109911441803,0.2434648722410202,0.19747647643089294,0.24611181020736694,0.32918402552604675,-0.042783234268426895,0.2766420245170593,0.12088293582201004
and,0.4954058527946472,0.506277859210968,0.2529398798942566,0.3461615741252899,0.5171257257461548,0.273951917886734,0.3098753094673157,0.5116966962814331,0.21513071656227112,0.21993553638458252,0.2649589776992798,0.48971283435821533,0.5171257257461548,-0.07119957357645035,0.19539561867713928,0.20544172823429108
south,0.33642083406448364,0.24635352194309235,0.26201215386390686,0.11284814029932022,0.3129390776157379,0.6137221455574036,0.2548946142196655,0.33382371068000793,0.23715521395206451,0.23358052968978882,0.24645186960697174,0.25657615065574646,0.3129390776157379,-0.08206266909837723,0.3119105398654938,0.12336621433496475
.,0.5591574311256409,0.45942068099975586,0.23911777138710022,0.3022993505001068,0.5934505462646484,0.2804967761039734,0.3030071258544922,0.5352458953857422,0.2480216920375824,0.15837088227272034,0.21576915681362152,0.4645031690597534,0.5934505462646484,-0.11426278948783875,0.2344927340745926,0.4130953550338745
