,when,was,warsaw,completely,razed,to,the,ground,by,bombing,raids,?
of,0.3757161796092987,0.4069072902202606,0.19253842532634735,0.25305259227752686,0.18167026340961456,0.41548454761505127,0.733189046382904,0.22660790383815765,0.3646814823150635,0.21663789451122284,0.19479797780513763,0.1826142966747284
the,0.5091903209686279,0.48711544275283813,0.23137180507183075,0.342624306678772,0.20936115086078644,0.535392165184021,1.0,0.25776049494743347,0.4408751428127289,0.25177767872810364,0.30156177282333374,0.22068053483963013
city,0.19592350721359253,0.3188765048980713,0.25006377696990967,0.19716133177280426,0.2308090627193451,0.20300441980361938,0.35769423842430115,0.15265941619873047,0.21020644903182983,0.3048323392868042,0.24035069346427917,0.13423943519592285
and,0.4716290831565857,0.3740963041782379,0.2083624005317688,0.3380265533924103,0.28769221901893616,0.48971283435821533,0.5171257257461548,0.25497177243232727,0.4289871156215668,0.23427578806877136,0.2367638647556305,0.20544172823429108
country,0.21558639407157898,0.24557247757911682,0.14886943995952606,0.1920156627893448,0.1545984148979187,0.31281599402427673,0.30432501435279846,0.15340596437454224,0.24224938452243805,0.20087838172912598,0.1657194346189499,0.12647280097007751
.,0.475719153881073,0.40146201848983765,0.26825499534606934,0.2971263825893402,0.22132718563079834,0.4645031690597534,0.5934505462646484,0.23109398782253265,0.3936232924461365,0.26227903366088867,0.21585769951343536,0.4130953550338745
,when,was,warsaw,completely,razed,to,the,ground,by,bombing,raids,?
during,0.46721696853637695,0.4470829963684082,0.19431914389133453,0.2318611443042755,0.2599395215511322,0.2828781306743622,0.4838213622570038,0.212346613407135,0.3220438063144684,0.35555368661880493,0.31246912479400635,0.1325719803571701
the,0.5091903209686279,0.48711544275283813,0.23137180507183075,0.342624306678772,0.20936115086078644,0.535392165184021,1.0,0.25776049494743347,0.4408751428127289,0.25177767872810364,0.30156177282333374,0.22068053483963013
second,0.28561660647392273,0.3858029544353485,0.1990465670824051,0.13171431422233582,0.07212609797716141,0.3098561465740204,0.4620301127433777,0.15940339863300323,0.2977677285671234,0.2079390287399292,0.17066457867622375,0.17239587008953094
world,0.23794586956501007,0.3097524344921112,0.2137570083141327,0.199452742934227,0.2120404988527298,0.26213452219963074,0.33604270219802856,0.20392660796642303,0.22306372225284576,0.27353939414024353,0.23003630340099335,0.17579582333564758
war,0.26339730620384216,0.3560331463813782,0.3365558683872223,0.19570961594581604,0.2745612561702728,0.2610234022140503,0.366199791431427,0.14259743690490723,0.18974854052066803,0.39151909947395325,0.40584832429885864,0.15510529279708862
",",0.36674630641937256,0.45456063747406006,0.25300899147987366,0.2928008437156677,0.22340840101242065,0.44245919585227966,0.4933079481124878,0.22859713435173035,0.3680937886238098,0.22021149098873138,0.2163030505180359,0.31091248989105225
warsaw,0.1615014374256134,0.2614976763725281,1.0,0.148403599858284,0.1540178507566452,0.1953994333744049,0.23137180507183075,0.19688445329666138,0.15291538834571838,0.25312286615371704,0.24604369699954987,0.09769917279481888
was,0.37326499819755554,1.0000001192092896,0.2614976763725281,0.26666659116744995,0.2987852692604065,0.3636345863342285,0.48711544275283813,0.17532029747962952,0.4752357602119446,0.24146267771720886,0.2041362226009369,0.18412111699581146
razed,0.2495250701904297,0.2987852692604065,0.1540178507566452,0.23548918962478638,1.0,0.15413041412830353,0.20936115086078644,0.3468640148639679,0.30039381980895996,0.3752013146877289,0.4016580283641815,0.15454916656017303
to,0.5423505902290344,0.3636345863342285,0.1953994333744049,0.3738563656806946,0.15413041412830353,1.0,0.535392165184021,0.22786086797714233,0.33534231781959534,0.14506635069847107,0.2042393833398819,0.29463258385658264
the,0.5091903209686279,0.48711544275283813,0.23137180507183075,0.342624306678772,0.20936115086078644,0.535392165184021,1.0,0.25776049494743347,0.4408751428127289,0.25177767872810364,0.30156177282333374,0.22068053483963013
ground,0.2714887857437134,0.17532029747962952,0.19688445329666138,0.26346927881240845,0.3468640148639679,0.22786086797714233,0.25776049494743347,1.0,0.18657466769218445,0.21595807373523712,0.2713896930217743,0.11401822417974472
by,0.4376842677593231,0.4752357602119446,0.15291538834571838,0.30940836668014526,0.30039381980895996,0.33534231781959534,0.4408751428127289,0.18657466769218445,1.0000001192092896,0.19605958461761475,0.2485274225473404,0.17966607213020325
bombing,0.19456703960895538,0.24146267771720886,0.25312286615371704,0.21404403448104858,0.3752013146877289,0.14506635069847107,0.25177767872810364,0.21595807373523712,0.19605958461761475,1.0,0.4865034222602844,0.15766821801662445
raids,0.18116851150989532,0.2041362226009369,0.24604369699954987,0.20616430044174194,0.4016580283641815,0.2042393833398819,0.30156177282333374,0.2713896930217743,0.2485274225473404,0.4865034222602844,0.9999999403953552,0.12132129818201065
and,0.4716290831565857,0.3740963041782379,0.2083624005317688,0.3380265533924103,0.28769221901893616,0.48971283435821533,0.5171257257461548,0.25497177243232727,0.4289871156215668,0.23427578806877136,0.2367638647556305,0.20544172823429108
planned,0.15857912600040436,0.3590250015258789,0.24078567326068878,0.18396548926830292,0.26677238941192627,0.309917151927948,0.3010992109775543,0.2189645618200302,0.25277236104011536,0.29068154096603394,0.25109758973121643,0.16188396513462067
destruction,0.195969358086586,0.20122061669826508,0.11743545532226562,0.25206154584884644,0.33734655380249023,0.22507941722869873,0.3148382306098938,0.1951517015695572,0.2069890797138214,0.3782676160335541,0.40739017724990845,0.12016301602125168
.,0.475719153881073,0.40146201848983765,0.26825499534606934,0.2971263825893402,0.22132718563079834,0.4645031690597534,0.5934505462646484,0.23109398782253265,0.3936232924461365,0.26227903366088867,0.21585769951343536,0.4130953550338745
