,what,is,warsaw,'s,name,in,the,polish,language,?
and,0.31309178471565247,0.3859752118587494,0.2083624005317688,0.06895173341035843,0.21235932409763336,0.4954058527946472,0.5171257257461548,0.2486540973186493,0.24699117243289948,0.20544172823429108
warszowa,0.117624931037426,0.1278197467327118,0.5938799381256104,0.004038755316287279,0.19804635643959045,0.2726106643676758,0.21353374421596527,0.4565432071685791,0.2539868652820587,0.15968017280101776
),0.26259949803352356,0.37732169032096863,0.19817118346691132,0.021107977256178856,0.2638341188430786,0.3326910734176636,0.3456730246543884,0.2044559121131897,0.23027637600898743,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.25300899147987366,-0.0016132977325469255,0.28145334124565125,0.5201468467712402,0.4933079481124878,0.2655222415924072,0.2694627344608307,0.31091248989105225
meaning,0.24135559797286987,0.32422322034835815,0.061376411467790604,0.05367003753781319,0.3980681300163269,0.2137773334980011,0.31918859481811523,0.07254216820001602,0.30668672919273376,0.20420892536640167
``,0.008517155423760414,0.058766357600688934,0.12440727651119232,-0.03416389226913452,0.1001104861497879,0.04765888676047325,0.029072100296616554,0.10945833474397659,0.13820524513721466,0.0685480609536171
belonging,0.17547878623008728,0.30679085850715637,0.0924098938703537,0.02940913289785385,0.23242275416851044,0.2926333546638489,0.30778494477272034,0.11431972682476044,0.175142303109169,0.0745176300406456
to,0.455847829580307,0.42745086550712585,0.1953994333744049,0.03782717138528824,0.27806994318962097,0.45010748505592346,0.535392165184021,0.1475636065006256,0.2763397693634033,0.29463258385658264
warsz,0.10056421905755997,0.13508087396621704,0.654028058052063,0.020749865099787712,0.14722877740859985,0.21998456120491028,0.22328269481658936,0.5220071077346802,0.2618584930896759,0.18210382759571075
'',0.08143015950918198,0.0793738141655922,-0.05188906192779541,-0.04859459400177002,0.003883055876940489,0.07432962208986282,0.041273195296525955,0.01368777360767126,0.05074836686253548,0.018684765323996544
",",0.3087472915649414,0.4691906273365021,0.25300899147987366,-0.0016132977325469255,0.28145334124565125,0.5201468467712402,0.4933079481124878,0.2655222415924072,0.2694627344608307,0.31091248989105225
warsz,0.10056421905755997,0.13508087396621704,0.654028058052063,0.020749865099787712,0.14722877740859985,0.21998456120491028,0.22328269481658936,0.5220071077346802,0.2618584930896759,0.18210382759571075
being,0.3760843276977539,0.4445112943649292,0.14698296785354614,-0.055871423333883286,0.17858129739761353,0.33162933588027954,0.419739305973053,0.12981875240802765,0.21645498275756836,0.26743772625923157
a,0.3320399522781372,0.658733606338501,0.19591784477233887,0.04866964742541313,0.26421117782592773,0.539380669593811,0.5829201340675354,0.20954546332359314,0.21064592897891998,0.23916715383529663
shortened,0.1894529163837433,0.27040979266166687,0.002383016748353839,0.07042587548494339,0.28524327278137207,0.21362186968326569,0.29444620013237,0.02987445518374443,0.1898520439863205,0.17955641448497772
form,0.15868011116981506,0.3218395411968231,0.11470343917608261,0.07059726119041443,0.2751023769378662,0.2815987169742584,0.29286009073257446,0.14870114624500275,0.1941840648651123,0.1463010311126709
of,0.33290785551071167,0.4854315221309662,0.19253842532634735,-0.03817026689648628,0.24075818061828613,0.5696388483047485,0.733189046382904,0.16866981983184814,0.25272229313850403,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.23137180507183075,-0.01540423184633255,0.3171212375164032,0.6662389636039734,1.0,0.17708231508731842,0.30198320746421814,0.22068053483963013
masculine,0.19277310371398926,0.2709682881832123,0.06533430516719818,0.03102293610572815,0.3065825402736664,0.20638996362686157,0.2592880427837372,0.2463480681180954,0.3579470217227936,0.19118086993694305
name,0.18623162806034088,0.3359788954257965,0.07886209338903427,0.08507627248764038,1.0,0.2459065467119217,0.3171212375164032,0.14126770198345184,0.24100416898727417,0.15381577610969543
of,0.33290785551071167,0.4854315221309662,0.19253842532634735,-0.03817026689648628,0.24075818061828613,0.5696388483047485,0.733189046382904,0.16866981983184814,0.25272229313850403,0.1826142966747284
slavic,0.19555076956748962,0.175343319773674,0.3269525170326233,0.09940310567617416,0.23971688747406006,0.20260509848594666,0.2517316937446594,0.4036661982536316,0.42545202374458313,0.15812930464744568
origin,0.20149369537830353,0.22072334587574005,0.08409714698791504,-0.029064321890473366,0.3408733308315277,0.25708678364753723,0.24161343276500702,0.12623700499534607,0.2769067585468292,0.12716172635555267
warcisław,0.20281797647476196,0.16317179799079895,0.598253071308136,-0.0036498992703855038,0.1675320714712143,0.24145367741584778,0.274029016494751,0.6215030550956726,0.2732587456703186,0.2551689147949219
;,0.10986888408660889,0.05324986204504967,0.01826346665620804,0.006909397430717945,0.01776505447924137,0.092739537358284,0.09152708947658539,0.033279500901699066,0.11079408973455429,0.10349778085947037
see,0.44941186904907227,0.30759111046791077,0.1655777394771576,-0.010140474885702133,0.20234915614128113,0.2973747253417969,0.3770301640033722,0.1514473557472229,0.25816914439201355,0.42005208134651184
also,0.42747777700424194,0.5012649297714233,0.16331592202186584,-0.0014726108638569713,0.34663957357406616,0.5073733329772949,0.6021018624305725,0.1757330447435379,0.29006239771842957,0.21848613023757935
etymology,0.3288138210773468,0.21357350051403046,0.1170513778924942,0.03727589175105095,0.36058127880096436,0.19188572466373444,0.20885418355464935,0.15682369470596313,0.446010947227478,0.2388397753238678
of,0.33290785551071167,0.4854315221309662,0.19253842532634735,-0.03817026689648628,0.24075818061828613,0.5696388483047485,0.733189046382904,0.16866981983184814,0.25272229313850403,0.1826142966747284
wrocław,0.13654975593090057,0.17385219037532806,0.6471272706985474,0.011715037748217583,0.16279713809490204,0.28708627820014954,0.26157188415527344,0.5685945153236389,0.21313220262527466,0.2063683271408081
.,0.3567904531955719,0.4569662809371948,0.26825499534606934,-0.003708066651597619,0.24737101793289185,0.5591574311256409,0.5934505462646484,0.23422029614448547,0.2506868243217468,0.4130953550338745
