,in,what,city,did,the,last,super,bowl,in,california,occur,?
area,0.33632898330688477,0.21965408325195312,0.41959723830223083,0.14067986607551575,0.37834644317626953,0.1486259549856186,0.09147491306066513,0.19680163264274597,0.33632898330688477,0.18134087324142456,0.20048609375953674,0.12640461325645447
since,0.4325680434703827,0.29783400893211365,0.2516091465950012,0.27613121271133423,0.4054957628250122,0.3911735415458679,0.13119962811470032,0.14065173268318176,0.4325680434703827,0.2154780477285385,0.1819494217634201,0.2876587212085724
super,0.18576006591320038,0.13651713728904724,0.14329007267951965,0.16038043797016144,0.21959073841571808,0.17231976985931396,1.0000001192092896,0.4848237931728363,0.18576006591320038,0.15213294327259064,0.11359338462352753,0.166326642036438
bowl,0.17236235737800598,0.15942467749118805,0.18699099123477936,0.18569406867027283,0.21576224267482758,0.20327796041965485,0.4848237931728363,1.0,0.17236235737800598,0.22235432267189026,0.11763250827789307,0.21118052303791046
xix,0.22241513431072235,0.0627463161945343,0.15355294942855835,0.1569201946258545,0.2647514343261719,0.27588436007499695,0.36064285039901733,0.3306947350502014,0.22241513431072235,0.14810317754745483,0.11356914043426514,0.1777612268924713
in,1.0,0.30808621644973755,0.3911624252796173,0.2593238651752472,0.6662389636039734,0.30714505910873413,0.18576006591320038,0.17236235737800598,1.0,0.2772824168205261,0.26916563510894775,0.20430970191955566
1985,0.015247007831931114,0.07759413868188858,0.04559405893087387,0.07323421537876129,0.02310241386294365,-0.07435119897127151,-0.05335182696580887,-0.05126553773880005,0.015247007831931114,0.04858731850981712,0.012306472286581993,-0.03005216084420681
",",0.5201468467712402,0.3087472915649414,0.35839709639549255,0.3015086054801941,0.4933079481124878,0.29026782512664795,0.22322475910186768,0.1810409277677536,0.5201468467712402,0.2704589068889618,0.28566715121269226,0.31091248989105225
and,0.4954058527946472,0.31309178471565247,0.2827445864677429,0.34479495882987976,0.5171257257461548,0.25967320799827576,0.18368244171142578,0.1698254644870758,0.4954058527946472,0.2441616654396057,0.2570546269416809,0.20544172823429108
the,0.6662389636039734,0.42745697498321533,0.35769423842430115,0.34736719727516174,1.0,0.3698786795139313,0.21959073841571808,0.21576224267482758,0.6662389636039734,0.2750805914402008,0.26611819863319397,0.22068053483963013
first,0.4127444326877594,0.28086137771606445,0.20456640422344208,0.33691170811653137,0.49448907375335693,0.5431418418884277,0.2717077434062958,0.20817767083644867,0.4127444326877594,0.20105555653572083,0.16797398030757904,0.18701928853988647
in,1.0,0.30808621644973755,0.3911624252796173,0.2593238651752472,0.6662389636039734,0.30714505910873413,0.18576006591320038,0.17236235737800598,1.0,0.2772824168205261,0.26916563510894775,0.20430970191955566
california,0.2772824168205261,0.1811584085226059,0.2801341712474823,0.1524294763803482,0.2750805914402008,0.15623831748962402,0.15213294327259064,0.22235432267189026,0.2772824168205261,1.0,0.1460874378681183,0.1409905105829239
since,0.4325680434703827,0.29783400893211365,0.2516091465950012,0.27613121271133423,0.4054957628250122,0.3911735415458679,0.13119962811470032,0.14065173268318176,0.4325680434703827,0.2154780477285385,0.1819494217634201,0.2876587212085724
super,0.18576006591320038,0.13651713728904724,0.14329007267951965,0.16038043797016144,0.21959073841571808,0.17231976985931396,1.0000001192092896,0.4848237931728363,0.18576006591320038,0.15213294327259064,0.11359338462352753,0.166326642036438
bowl,0.17236235737800598,0.15942467749118805,0.18699099123477936,0.18569406867027283,0.21576224267482758,0.20327796041965485,0.4848237931728363,1.0,0.17236235737800598,0.22235432267189026,0.11763250827789307,0.21118052303791046
xxxvii,0.19694401323795319,0.1147824078798294,0.19566120207309723,0.16741304099559784,0.2767731845378876,0.25397825241088867,0.5304186344146729,0.588387668132782,0.19694401323795319,0.22377914190292358,0.15865270793437958,0.15080690383911133
took,0.2818296551704407,0.1316593885421753,0.17792659997940063,0.42470768094062805,0.31657639145851135,0.318408340215683,0.111402727663517,0.11772479861974716,0.2818296551704407,0.16191183030605316,0.18956530094146729,0.14109265804290771
place,0.38128477334976196,0.2689766585826874,0.32570505142211914,0.24020224809646606,0.4179787337779999,0.2233041673898697,0.06724333763122559,0.15577438473701477,0.38128477334976196,0.1805843710899353,0.2647521495819092,0.2455766350030899
in,1.0,0.30808621644973755,0.3911624252796173,0.2593238651752472,0.6662389636039734,0.30714505910873413,0.18576006591320038,0.17236235737800598,1.0,0.2772824168205261,0.26916563510894775,0.20430970191955566
san,0.2617562413215637,0.19375550746917725,0.32193511724472046,0.1785750538110733,0.2858080565929413,0.15585462749004364,0.15279507637023926,0.18508543074131012,0.2617562413215637,0.5170050263404846,0.03446132689714432,0.10952327400445938
diego,0.2255222201347351,0.16958405077457428,0.2495635747909546,0.1545010507106781,0.20885010063648224,0.16555064916610718,0.16325625777244568,0.1746794432401657,0.2255222201347351,0.5714370608329773,0.06605391204357147,0.11438121646642685
in,1.0,0.30808621644973755,0.3911624252796173,0.2593238651752472,0.6662389636039734,0.30714505910873413,0.18576006591320038,0.17236235737800598,1.0,0.2772824168205261,0.26916563510894775,0.20430970191955566
2003,-0.1320333480834961,-0.17906495928764343,-0.09671586006879807,-0.1555103063583374,-0.14761915802955627,-0.043487560003995895,-0.035010822117328644,-0.06428323686122894,-0.1320333480834961,-0.08992136269807816,-0.06632854044437408,-0.17560148239135742
.,0.5591574311256409,0.3567904531955719,0.29856356978416443,0.35288307070732117,0.5934505462646484,0.3548945486545563,0.2757420241832733,0.21516893804073334,0.5591574311256409,0.2870451807975769,0.21290622651576996,0.4130953550338745
