,what,rates,of,health,and,social,problems,are,in,countries,with,high,inequality,?
of,0.33290785551071167,0.2585311233997345,1.0,0.28076469898223877,0.5116966962814331,0.2605111300945282,0.2450421154499054,0.39081433415412903,0.5696388483047485,0.2800094783306122,0.41827285289764404,0.2803038954734802,0.27910974621772766,0.1826142966747284
health,0.21460163593292236,0.3469219505786896,0.28076469898223877,1.0000001192092896,0.3215619623661041,0.3956437110900879,0.40322181582450867,0.19031372666358948,0.2500189542770386,0.25483372807502747,0.21318627893924713,0.19810257852077484,0.3470330834388733,0.16094304621219635
and,0.31309178471565247,0.2589600086212158,0.5116966962814331,0.3215619623661041,1.0,0.38231831789016724,0.285793662071228,0.48576638102531433,0.4954058527946472,0.37200918793678284,0.5477725267410278,0.2911888659000397,0.2590520679950714,0.20544172823429108
social,0.22217629849910736,0.23757560551166534,0.2605111300945282,0.3956437110900879,0.38231831789016724,1.0,0.24665296077728271,0.21125389635562897,0.23382627964019775,0.24800002574920654,0.20528239011764526,0.18056680262088776,0.48126378655433655,0.1615191102027893
problems,0.3306994140148163,0.29856279492378235,0.2450421154499054,0.40322181582450867,0.285793662071228,0.24665296077728271,1.0,0.2565869987010956,0.21061907708644867,0.2361592799425125,0.3139011859893799,0.16659961640834808,0.4065331220626831,0.2638136148452759
(,0.2411840260028839,0.09959761053323746,0.35032153129577637,0.15521767735481262,0.4862271547317505,0.19724871218204498,0.1654568463563919,0.23263892531394958,0.3087427020072937,0.15407808125019073,0.29503780603408813,0.20521607995033264,0.1679764688014984,0.40561532974243164
obesity,0.2857559621334076,0.41136011481285095,0.30574262142181396,0.5182301998138428,0.23864629864692688,0.3005731403827667,0.45536714792251587,0.2589762508869171,0.2556835412979126,0.287781298160553,0.21963702142238617,0.3164302110671997,0.4329583942890167,0.1982688158750534
",",0.3087472915649414,0.19299949705600739,0.4946078956127167,0.2331448197364807,0.6633074283599854,0.2674078345298767,0.2596952021121979,0.4062570035457611,0.5201468467712402,0.2966555655002594,0.4120737314224243,0.27938312292099,0.21822890639305115,0.31091248989105225
mental,0.3228646218776703,0.2968643307685852,0.2973325848579407,0.5584453344345093,0.29670965671539307,0.42408987879753113,0.4274022877216339,0.23513835668563843,0.25946304202079773,0.2133120745420456,0.24949844181537628,0.13653059303760529,0.3541722595691681,0.20703209936618805
illness,0.16011852025985718,0.20955854654312134,0.21579425036907196,0.46022242307662964,0.203269824385643,0.2627587616443634,0.34419676661491394,0.1353338062763214,0.23258064687252045,0.13588860630989075,0.1602783501148224,0.13292185962200165,0.15278610587120056,0.13208319246768951
",",0.3087472915649414,0.19299949705600739,0.4946078956127167,0.2331448197364807,0.6633074283599854,0.2674078345298767,0.2596952021121979,0.4062570035457611,0.5201468467712402,0.2966555655002594,0.4120737314224243,0.27938312292099,0.21822890639305115,0.31091248989105225
homicides,0.1933090090751648,0.44157204031944275,0.27708712220191956,0.3180936574935913,0.21591614186763763,0.23181994259357452,0.2874572277069092,0.21480131149291992,0.2868053913116455,0.25593769550323486,0.20563089847564697,0.2701188325881958,0.2751460075378418,0.21218115091323853
",",0.3087472915649414,0.19299949705600739,0.4946078956127167,0.2331448197364807,0.6633074283599854,0.2674078345298767,0.2596952021121979,0.4062570035457611,0.5201468467712402,0.2966555655002594,0.4120737314224243,0.27938312292099,0.21822890639305115,0.31091248989105225
teenage,0.24582551419734955,0.2299535721540451,0.1730947345495224,0.23430712521076202,0.20996850728988647,0.20552955567836761,0.19355523586273193,0.19870606064796448,0.23950020968914032,0.21346604824066162,0.21391284465789795,0.1824914962053299,0.1238066554069519,0.18613165616989136
births,0.26726579666137695,0.31233930587768555,0.20636850595474243,0.2050120085477829,0.142000213265419,0.10183008760213852,0.21894487738609314,0.2256864607334137,0.21544727683067322,0.19485358893871307,0.14410455524921417,0.12338142096996307,0.2529793679714203,0.22508813440799713
",",0.3087472915649414,0.19299949705600739,0.4946078956127167,0.2331448197364807,0.6633074283599854,0.2674078345298767,0.2596952021121979,0.4062570035457611,0.5201468467712402,0.2966555655002594,0.4120737314224243,0.27938312292099,0.21822890639305115,0.31091248989105225
incarceration,0.28610938787460327,0.22759461402893066,0.3818185329437256,0.3144431412220001,0.28386932611465454,0.19992637634277344,0.2518461048603058,0.16633780300617218,0.27853265404701233,0.16676582396030426,0.23338310420513153,0.14516225457191467,0.26140299439430237,0.2129083275794983
",",0.3087472915649414,0.19299949705600739,0.4946078956127167,0.2331448197364807,0.6633074283599854,0.2674078345298767,0.2596952021121979,0.4062570035457611,0.5201468467712402,0.2966555655002594,0.4120737314224243,0.27938312292099,0.21822890639305115,0.31091248989105225
child,0.21805857121944427,0.13753639161586761,0.17253053188323975,0.23678304255008698,0.22121839225292206,0.1859029233455658,0.21683093905448914,0.1422968953847885,0.19259177148342133,0.20835375785827637,0.1592225432395935,0.11825545132160187,0.18657496571540833,0.1979578584432602
conflict,0.32742366194725037,0.2204345464706421,0.2620731294155121,0.18998289108276367,0.272842675447464,0.3171239197254181,0.3499237895011902,0.19060087203979492,0.259853720664978,0.2576594352722168,0.24287909269332886,0.11625935882329941,0.3749195635318756,0.26744839549064636
",",0.3087472915649414,0.19299949705600739,0.4946078956127167,0.2331448197364807,0.6633074283599854,0.2674078345298767,0.2596952021121979,0.4062570035457611,0.5201468467712402,0.2966555655002594,0.4120737314224243,0.27938312292099,0.21822890639305115,0.31091248989105225
drug,0.21731828153133392,0.29149773716926575,0.19976560771465302,0.33207353949546814,0.23028631508350372,0.22373957931995392,0.2980431318283081,0.18132726848125458,0.24474680423736572,0.2566538453102112,0.2106175720691681,0.18775950372219086,0.2468317449092865,0.12584024667739868
use,0.3453877568244934,0.2635502219200134,0.2750902473926544,0.2242458164691925,0.34145063161849976,0.13968472182750702,0.34088191390037537,0.4174068570137024,0.2715643048286438,0.33462896943092346,0.3356984257698059,0.1721765547990799,0.2556632161140442,0.32795652747154236
),0.26259949803352356,0.09777285903692245,0.3680361211299896,0.14603538811206818,0.4961937665939331,0.22260025143623352,0.17140987515449524,0.2373749315738678,0.3326910734176636,0.15248970687389374,0.3069596290588379,0.18911464512348175,0.16527613997459412,0.42300865054130554
",",0.3087472915649414,0.19299949705600739,0.4946078956127167,0.2331448197364807,0.6633074283599854,0.2674078345298767,0.2596952021121979,0.4062570035457611,0.5201468467712402,0.2966555655002594,0.4120737314224243,0.27938312292099,0.21822890639305115,0.31091248989105225
and,0.31309178471565247,0.2589600086212158,0.5116966962814331,0.3215619623661041,1.0,0.38231831789016724,0.285793662071228,0.48576638102531433,0.4954058527946472,0.37200918793678284,0.5477725267410278,0.2911888659000397,0.2590520679950714,0.20544172823429108
lower,0.20079238712787628,0.33435893058776855,0.31757521629333496,0.2023916244506836,0.2802542746067047,0.242025226354599,0.1928171068429947,0.22557412087917328,0.27455443143844604,0.11025762557983398,0.1784515678882599,0.35120874643325806,0.260497123003006,0.08471795171499252
rates,0.2148645967245102,1.0,0.2585311233997345,0.3469219505786896,0.2589600086212158,0.23757560551166534,0.29856279492378235,0.2806459367275238,0.26258307695388794,0.3451427221298218,0.19053985178470612,0.36107149720191956,0.3752773702144623,0.13808594644069672
of,0.33290785551071167,0.2585311233997345,1.0,0.28076469898223877,0.5116966962814331,0.2605111300945282,0.2450421154499054,0.39081433415412903,0.5696388483047485,0.2800094783306122,0.41827285289764404,0.2803038954734802,0.27910974621772766,0.1826142966747284
social,0.22217629849910736,0.23757560551166534,0.2605111300945282,0.3956437110900879,0.38231831789016724,1.0,0.24665296077728271,0.21125389635562897,0.23382627964019775,0.24800002574920654,0.20528239011764526,0.18056680262088776,0.48126378655433655,0.1615191102027893
goods,0.20192822813987732,0.32603979110717773,0.18927626311779022,0.24970610439777374,0.2947494387626648,0.21236930787563324,0.20311063528060913,0.2688404321670532,0.23178300261497498,0.33498114347457886,0.15198566019535065,0.16498111188411713,0.29952314496040344,0.12034571915864944
(,0.2411840260028839,0.09959761053323746,0.35032153129577637,0.15521767735481262,0.4862271547317505,0.19724871218204498,0.1654568463563919,0.23263892531394958,0.3087427020072937,0.15407808125019073,0.29503780603408813,0.20521607995033264,0.1679764688014984,0.40561532974243164
life,0.24693015217781067,0.20819276571273804,0.2788603901863098,0.36240121722221375,0.26095253229141235,0.26785948872566223,0.22395753860473633,0.194062277674675,0.27054134011268616,0.07331186532974243,0.21728253364562988,0.14799058437347412,0.29329437017440796,0.21677987277507782
expectancy,0.2736549377441406,0.5730428099632263,0.306922972202301,0.4325195252895355,0.2797418236732483,0.3403571844100952,0.3448357880115509,0.2919004261493683,0.29253846406936646,0.29843276739120483,0.24545156955718994,0.3110310733318329,0.4688243567943573,0.1959744244813919
by,0.2455483376979828,0.23408402502536774,0.3646814823150635,0.15055210888385773,0.4289871156215668,0.17605063319206238,0.20223401486873627,0.37842893600463867,0.370934396982193,0.2241220921278,0.39731505513191223,0.2159195840358734,0.17648567259311676,0.17966607213020325
country,0.22705033421516418,0.20219944417476654,0.28866857290267944,0.1899532526731491,0.30884742736816406,0.16953879594802856,0.14472326636314392,0.1952878087759018,0.3040012717247009,0.5439597368240356,0.24760155379772186,0.12652596831321716,0.23338274657726288,0.12647280097007751
",",0.3087472915649414,0.19299949705600739,0.4946078956127167,0.2331448197364807,0.6633074283599854,0.2674078345298767,0.2596952021121979,0.4062570035457611,0.5201468467712402,0.2966555655002594,0.4120737314224243,0.27938312292099,0.21822890639305115,0.31091248989105225
educational,0.2158561795949936,0.2777720093727112,0.3187834620475769,0.4953514635562897,0.34227511286735535,0.45276787877082825,0.2078751176595688,0.23404355347156525,0.29241177439689636,0.25359925627708435,0.12280987948179245,0.3184954524040222,0.3928503096103668,0.20904642343521118
performance,0.1804763227701187,0.243381530046463,0.18957610428333282,0.2067015916109085,0.25085049867630005,0.23405906558036804,0.19716663658618927,0.14449043571949005,0.252952516078949,0.13665618002414703,0.18899750709533691,0.22296838462352753,0.21458101272583008,0.1587955504655838
",",0.3087472915649414,0.19299949705600739,0.4946078956127167,0.2331448197364807,0.6633074283599854,0.2674078345298767,0.2596952021121979,0.4062570035457611,0.5201468467712402,0.2966555655002594,0.4120737314224243,0.27938312292099,0.21822890639305115,0.31091248989105225
trust,0.3354778289794922,0.19196417927742004,0.19332759082317352,0.2542307674884796,0.2450493574142456,0.23866672813892365,0.1906672567129135,0.2264312356710434,0.1298469454050064,0.17360706627368927,0.13990548253059387,0.11045413464307785,0.23127247393131256,0.22135582566261292
among,0.21154822409152985,0.3393262028694153,0.3679063022136688,0.1879897564649582,0.39211368560791016,0.3091006875038147,0.2574266791343689,0.3811550438404083,0.3211768567562103,0.29825201630592346,0.2968312203884125,0.2089914232492447,0.3101661205291748,0.14343059062957764
strangers,0.2715083062648773,0.16387046873569489,0.14149655401706696,0.22241075336933136,0.25116708874702454,0.21770916879177094,0.24717412889003754,0.21231743693351746,0.20128367841243744,0.17327651381492615,0.2311592549085617,0.12110346555709839,0.178987517952919,0.20539045333862305
",",0.3087472915649414,0.19299949705600739,0.4946078956127167,0.2331448197364807,0.6633074283599854,0.2674078345298767,0.2596952021121979,0.4062570035457611,0.5201468467712402,0.2966555655002594,0.4120737314224243,0.27938312292099,0.21822890639305115,0.31091248989105225
women,0.14828920364379883,0.16552594304084778,0.22431409358978271,0.32460618019104004,0.24605001509189606,0.2638833522796631,0.17065995931625366,0.20756962895393372,0.3171939551830292,0.2708498239517212,0.1728040874004364,0.1358758956193924,0.2967824339866638,0.1616753786802292
's,0.02692362666130066,0.1351877599954605,-0.03817026689648628,0.018505536019802094,0.06895173341035843,0.030711397528648376,-0.0541396401822567,-0.008927806280553341,-0.037580832839012146,0.04551587626338005,-0.04624466598033905,-0.04658069461584091,-0.0032307563815265894,-0.023395681753754616
status,0.1975356787443161,0.223714679479599,0.20139996707439423,0.2159343808889389,0.24375928938388824,0.24450013041496277,0.23471160233020782,0.18044869601726532,0.20590373873710632,0.2030516415834427,0.12184803932905197,0.13365435600280762,0.2658604681491852,0.16403266787528992
",",0.3087472915649414,0.19299949705600739,0.4946078956127167,0.2331448197364807,0.6633074283599854,0.2674078345298767,0.2596952021121979,0.4062570035457611,0.5201468467712402,0.2966555655002594,0.4120737314224243,0.27938312292099,0.21822890639305115,0.31091248989105225
social,0.22217629849910736,0.23757560551166534,0.2605111300945282,0.3956437110900879,0.38231831789016724,1.0,0.24665296077728271,0.21125389635562897,0.23382627964019775,0.24800002574920654,0.20528239011764526,0.18056680262088776,0.48126378655433655,0.1615191102027893
mobility,0.17530418932437897,0.38549870252609253,0.21091228723526,0.31256812810897827,0.19876082241535187,0.30563145875930786,0.3270628750324249,0.22081778943538666,0.18920092284679413,0.2044273316860199,0.19233252108097076,0.22144490480422974,0.3863872289657593,0.13310691714286804
",",0.3087472915649414,0.19299949705600739,0.4946078956127167,0.2331448197364807,0.6633074283599854,0.2674078345298767,0.2596952021121979,0.4062570035457611,0.5201468467712402,0.2966555655002594,0.4120737314224243,0.27938312292099,0.21822890639305115,0.31091248989105225
even,0.40872135758399963,0.26162683963775635,0.34735506772994995,0.2509666383266449,0.4625037908554077,0.2185843586921692,0.3299194276332855,0.43312960863113403,0.29146435856819153,0.324054092168808,0.38442325592041016,0.21827590465545654,0.30251985788345337,0.30082517862319946
numbers,0.24586999416351318,0.3074192702770233,0.228018656373024,0.1678340584039688,0.24053069949150085,0.17015421390533447,0.2792189121246338,0.37760815024375916,0.23087690770626068,0.23492887616157532,0.21640020608901978,0.1408086121082306,0.38365665078163147,0.19297972321510315
of,0.33290785551071167,0.2585311233997345,1.0,0.28076469898223877,0.5116966962814331,0.2605111300945282,0.2450421154499054,0.39081433415412903,0.5696388483047485,0.2800094783306122,0.41827285289764404,0.2803038954734802,0.27910974621772766,0.1826142966747284
patents,0.16317835450172424,0.2675301730632782,0.17704786360263824,0.2169339954853058,0.15322813391685486,0.13450346887111664,0.2070041298866272,0.15155336260795593,0.20229753851890564,0.24839390814304352,0.1744491159915924,0.13506288826465607,0.18716131150722504,0.1148110032081604
issued,0.18988175690174103,0.19979794323444366,0.2873246371746063,0.15038615465164185,0.1752057820558548,0.10869678854942322,0.16787125170230865,0.12009268999099731,0.17191201448440552,0.23876947164535522,0.17334161698818207,0.13938984274864197,0.14018520712852478,0.169851616024971
),0.26259949803352356,0.09777285903692245,0.3680361211299896,0.14603538811206818,0.4961937665939331,0.22260025143623352,0.17140987515449524,0.2373749315738678,0.3326910734176636,0.15248970687389374,0.3069596290588379,0.18911464512348175,0.16527613997459412,0.42300865054130554
in,0.30808621644973755,0.26258307695388794,0.5696388483047485,0.2500189542770386,0.4954058527946472,0.23382627964019775,0.21061907708644867,0.3841303884983063,1.0,0.3027990758419037,0.4080928862094879,0.2652597725391388,0.19402410089969635,0.20430970191955566
countries,0.22319257259368896,0.3451427221298218,0.2800094783306122,0.25483372807502747,0.37200918793678284,0.24800002574920654,0.2361592799425125,0.35174399614334106,0.3027990758419037,0.9999999403953552,0.33792537450790405,0.18718457221984863,0.2820434868335724,0.15128466486930847
and,0.31309178471565247,0.2589600086212158,0.5116966962814331,0.3215619623661041,1.0,0.38231831789016724,0.285793662071228,0.48576638102531433,0.4954058527946472,0.37200918793678284,0.5477725267410278,0.2911888659000397,0.2590520679950714,0.20544172823429108
states,0.21526020765304565,0.2684716284275055,0.30884552001953125,0.24974636733531952,0.2974761426448822,0.1574816107749939,0.178767591714859,0.1846873015165329,0.3977442979812622,0.4093204438686371,0.21424104273319244,0.21651321649551392,0.3115520179271698,0.16272737085819244
with,0.2464839518070221,0.19053985178470612,0.41827285289764404,0.21318627893924713,0.5477725267410278,0.20528239011764526,0.3139011859893799,0.38996943831443787,0.4080928862094879,0.33792537450790405,0.9999999403953552,0.19851811230182648,0.2160445749759674,0.2433311939239502
higher,0.2538340389728546,0.4424194395542145,0.3096220791339874,0.21500584483146667,0.3147866129875183,0.26766929030418396,0.2454357147216797,0.2964613437652588,0.23285751044750214,0.22563675045967102,0.20294103026390076,0.5695294737815857,0.3147837817668915,0.15679465234279633
inequality,0.30072227120399475,0.3752773702144623,0.27910974621772766,0.3470330834388733,0.2590520679950714,0.48126378655433655,0.4065331220626831,0.24070033431053162,0.19402410089969635,0.2820434868335724,0.2160445749759674,0.22487330436706543,1.0000001192092896,0.23619021475315094
.,0.3567904531955719,0.2061878889799118,0.5352458953857422,0.25832483172416687,0.588965117931366,0.2614770531654358,0.2602308988571167,0.3452940285205841,0.5591574311256409,0.27938392758369446,0.4446153938770294,0.24301011860370636,0.22563500702381134,0.4130953550338745
