,is,the,pope,'s,confessor,a,bishop,?
pride,0.19495165348052979,0.22237670421600342,0.02942441590130329,0.047926440834999084,0.12620609998703003,0.2394120693206787,0.061463549733161926,0.13936658203601837
or,0.41870999336242676,0.4174870550632477,0.18731488287448883,0.06871571391820908,0.12803877890110016,0.48853766918182373,0.10994763672351837,0.32389625906944275
deception,0.1790940910577774,0.22879640758037567,0.22941437363624573,-0.010557194240391254,0.26353928446769714,0.22465775907039642,0.12823250889778137,0.19103242456912994
),0.37732169032096863,0.3456730246543884,0.14868398010730743,0.021107977256178856,0.16204139590263367,0.3640355169773102,0.16601872444152832,0.42300865054130554
-,0.30179503560066223,0.3207225501537323,0.09888350963592529,0.00623386912047863,0.1995549201965332,0.3695357143878937,0.10278249531984329,0.3336010277271271
who,0.24293622374534607,0.3733934462070465,0.24166065454483032,0.05599616840481758,0.27534452080726624,0.36608949303627014,0.19501325488090515,0.26220351457595825
acts,0.253656268119812,0.2568269371986389,0.11795088648796082,0.020982274785637856,0.11855895817279816,0.25177326798439026,0.09874022752046585,0.07075770199298859
as,0.43216490745544434,0.48381632566452026,0.19625233113765717,-0.05775856226682663,0.19178253412246704,0.39550232887268066,0.18269361555576324,0.27043893933296204
a,0.658733606338501,0.5829201340675354,0.16180011630058289,0.04866964742541313,0.2384970337152481,1.0,0.1672227680683136,0.23916715383529663
spiritual,0.1757679283618927,0.2149372547864914,0.3099263310432434,0.045156367123126984,0.2876307964324951,0.2160448133945465,0.22933870553970337,0.1801415979862213
guide,0.19144614040851593,0.2088000774383545,0.06841281801462173,-0.0872272402048111,0.12269645184278488,0.17686687409877777,0.09234795719385147,0.17585812509059906
or,0.41870999336242676,0.4174870550632477,0.18731488287448883,0.06871571391820908,0.12803877890110016,0.48853766918182373,0.10994763672351837,0.32389625906944275
father,0.21280217170715332,0.24010279774665833,0.23190580308437347,0.029256420210003853,0.36720454692840576,0.22525158524513245,0.23202326893806458,0.14826634526252747
in,0.5394441485404968,0.6662389636039734,0.19509877264499664,-0.037580832839012146,0.2568356394767761,0.539380669593811,0.23243731260299683,0.20430970191955566
the,0.5823672413825989,1.0,0.2285010814666748,-0.01540423184633255,0.23849716782569885,0.5829201340675354,0.2112889289855957,0.22068053483963013
orthodox,0.19148533046245575,0.22059780359268188,0.40745165944099426,0.030631132423877716,0.3242209553718567,0.18649433553218842,0.33972203731536865,0.20826838910579681
catholic,0.19233417510986328,0.26391419768333435,0.537670373916626,0.06979791074991226,0.43670621514320374,0.2060672640800476,0.4905843436717987,0.16609853506088257
tradition,0.2601749897003174,0.2632053792476654,0.1928848773241043,0.06495670974254608,0.3008672595024109,0.23827894032001495,0.16830399632453918,0.15717756748199463
",",0.4691906273365021,0.4933079481124878,0.21447758376598358,-0.0016132977325469255,0.2914696931838989,0.427140474319458,0.2074185311794281,0.31091248989105225
especially,0.32683345675468445,0.39420849084854126,0.1458081752061844,0.024765467271208763,0.11451880633831024,0.3264579772949219,0.07728477567434311,0.19751401245594025
russian,0.16853557527065277,0.24014991521835327,0.1502276211977005,0.02067267894744873,0.11453800648450851,0.2199280560016632,0.09923160821199417,0.12951652705669403
orthodoxy,0.22209367156028748,0.24282783269882202,0.40495264530181885,0.021524179726839066,0.3121345043182373,0.19293640553951263,0.3293071389198303,0.22186271846294403
(,0.35393038392066956,0.33289089798927307,0.1577942669391632,0.0012731997994706035,0.13943955302238464,0.3206180930137634,0.1566440612077713,0.40561532974243164
see,0.30759111046791077,0.3770301640033722,0.24438101053237915,-0.010140474885702133,0.1990053653717041,0.3039536476135254,0.21860793232917786,0.42005208134651184
optina,0.18137472867965698,0.1951909065246582,0.1349218785762787,0.06396038830280304,0.1680983603000641,0.22141963243484497,0.15212196111679077,0.1839047521352768
monastery,0.2103571593761444,0.22441139817237854,0.30238157510757446,-0.01566724106669426,0.406154990196228,0.18998850882053375,0.38934779167175293,0.11713293194770813
",",0.4691906273365021,0.4933079481124878,0.21447758376598358,-0.0016132977325469255,0.2914696931838989,0.427140474319458,0.2074185311794281,0.31091248989105225
which,0.4457404911518097,0.6521818041801453,0.19186033308506012,0.03856118768453598,0.14795567095279694,0.56894451379776,0.0936369001865387,0.25814583897590637
had,0.2932159900665283,0.3875846862792969,0.19380679726600647,-0.004401352722197771,0.26016589999198914,0.34897568821907043,0.13110312819480896,0.20728366076946259
a,0.658733606338501,0.5829201340675354,0.16180011630058289,0.04866964742541313,0.2384970337152481,1.0,0.1672227680683136,0.23916715383529663
long,0.28473302721977234,0.3075225353240967,0.1379431039094925,-0.021484635770320892,0.11535802483558655,0.3795371353626251,0.07911946624517441,0.19699987769126892
line,0.19879867136478424,0.29789501428604126,0.057516444474458694,-0.06894499808549881,0.14298461377620697,0.23499317467212677,0.09235688298940659,0.16271452605724335
of,0.4854315221309662,0.733189046382904,0.23057007789611816,-0.03817026689648628,0.24835138022899628,0.5052502155303955,0.22951185703277588,0.1826142966747284
said,0.2595660388469696,0.3024602234363556,0.1917008012533188,0.02159760519862175,0.268332839012146,0.31069710850715637,0.07157991826534271,0.28991883993148804
starets,0.25443747639656067,0.33539971709251404,0.19980895519256592,0.031213460490107536,0.24375611543655396,0.2809096574783325,0.1634858101606369,0.2351226657629013
),0.37732169032096863,0.3456730246543884,0.14868398010730743,0.021107977256178856,0.16204139590263367,0.3640355169773102,0.16601872444152832,0.42300865054130554
;,0.05324986204504967,0.09152708947658539,-0.04675840213894844,0.006909397430717945,-0.003580802120268345,-0.02122584730386734,-0.02398957684636116,0.10349778085947037
the,0.5823672413825989,1.0,0.2285010814666748,-0.01540423184633255,0.23849716782569885,0.5829201340675354,0.2112889289855957,0.22068053483963013
priest,0.16204877197742462,0.17071814835071564,0.3869367837905884,-0.005394737236201763,0.42908746004104614,0.23477666079998016,0.46649205684661865,0.1474698781967163
or,0.41870999336242676,0.4174870550632477,0.18731488287448883,0.06871571391820908,0.12803877890110016,0.48853766918182373,0.10994763672351837,0.32389625906944275
confessor,0.2196509689092636,0.23849716782569885,0.4066479504108429,-0.0010690796189010143,1.0000001192092896,0.2384970337152481,0.49977418780326843,0.17480003833770752
in,0.5394441485404968,0.6662389636039734,0.19509877264499664,-0.037580832839012146,0.2568356394767761,0.539380669593811,0.23243731260299683,0.20430970191955566
roman,0.16690842807292938,0.2862859070301056,0.42942169308662415,0.11189179122447968,0.3518681526184082,0.18130378425121307,0.37916120886802673,0.1663191318511963
catholicism,0.14250685274600983,0.2436220645904541,0.4793665409088135,0.08143419772386551,0.439799427986145,0.13392414152622223,0.4104824364185333,0.2233523428440094
",",0.4691906273365021,0.4933079481124878,0.21447758376598358,-0.0016132977325469255,0.2914696931838989,0.427140474319458,0.2074185311794281,0.31091248989105225
who,0.24293622374534607,0.3733934462070465,0.24166065454483032,0.05599616840481758,0.27534452080726624,0.36608949303627014,0.19501325488090515,0.26220351457595825
is,1.0,0.5823672413825989,0.1855526864528656,0.02396530658006668,0.2196509689092636,0.658733606338501,0.2021445631980896,0.22961433231830597
often,0.3856629431247711,0.38004449009895325,0.19628958404064178,0.05346176400780678,0.13314205408096313,0.3930865228176117,0.11349177360534668,0.23748154938220978
a,0.658733606338501,0.5829201340675354,0.16180011630058289,0.04866964742541313,0.2384970337152481,1.0,0.1672227680683136,0.23916715383529663
man,0.2326623499393463,0.23171134293079376,0.23349754512310028,-0.04544515535235405,0.2514992952346802,0.27759313583374023,0.14745411276817322,0.2528940737247467
in,0.5394441485404968,0.6662389636039734,0.19509877264499664,-0.037580832839012146,0.2568356394767761,0.539380669593811,0.23243731260299683,0.20430970191955566
holy,0.1708448827266693,0.2778179347515106,0.3962344229221344,0.01974828913807869,0.4048882722854614,0.19890426099300385,0.3072015047073364,0.18148104846477509
orders,0.09346234053373337,0.26927345991134644,0.22292524576187134,-0.09433139115571976,0.19821874797344208,0.1862567514181137,0.07838746160268784,0.18005457520484924
but,0.4106791317462921,0.4859698414802551,0.21356859803199768,0.04136733338236809,0.267886757850647,0.44750767946243286,0.1503322571516037,0.27921953797340393
may,0.322792649269104,0.2694292366504669,0.16075293719768524,-0.07006479054689407,0.1345912367105484,0.29255667328834534,0.13582713901996613,0.2768254578113556
be,0.4819129705429077,0.4248143136501312,0.2083645910024643,0.025217169895768166,0.18537640571594238,0.39883795380592346,0.09022274613380432,0.3324260413646698
a,0.658733606338501,0.5829201340675354,0.16180011630058289,0.04866964742541313,0.2384970337152481,1.0,0.1672227680683136,0.23916715383529663
monastic,0.1826504021883011,0.26041218638420105,0.3166012465953827,-0.014482785016298294,0.3437717854976654,0.1955326348543167,0.3770297169685364,0.08229754865169525
or,0.41870999336242676,0.4174870550632477,0.18731488287448883,0.06871571391820908,0.12803877890110016,0.48853766918182373,0.10994763672351837,0.32389625906944275
other,0.25895947217941284,0.44152235984802246,0.17740966379642487,0.04445967823266983,0.14467008411884308,0.2806335389614105,0.06821834295988083,0.24682199954986572
person,0.35233089327812195,0.3487054407596588,0.24644450843334198,-0.016232607886195183,0.24256010353565216,0.4078793525695801,0.1633239984512329,0.324093222618103
respected,0.19099432229995728,0.278822660446167,0.16890600323677063,-0.025925150141119957,0.224157452583313,0.2633587121963501,0.1584526002407074,0.20737361907958984
for,0.43268078565597534,0.4739971458911896,0.1492195874452591,-0.07241261005401611,0.1162291169166565,0.44038116931915283,0.11377009749412537,0.264628142118454
his,0.24372583627700806,0.4394008219242096,0.27638018131256104,0.047556519508361816,0.34518933296203613,0.3497250974178314,0.21230964362621307,0.18075084686279297
spiritual,0.1757679283618927,0.2149372547864914,0.3099263310432434,0.045156367123126984,0.2876307964324951,0.2160448133945465,0.22933870553970337,0.1801415979862213
accomplishments,0.16783270239830017,0.2723539173603058,0.18324898183345795,0.013609673827886581,0.10213271528482437,0.20125369727611542,0.10159068554639816,0.2320660650730133
or,0.41870999336242676,0.4174870550632477,0.18731488287448883,0.06871571391820908,0.12803877890110016,0.48853766918182373,0.10994763672351837,0.32389625906944275
acumen,0.24455668032169342,0.36420542001724243,0.3226158320903778,0.04768512398004532,0.23584941029548645,0.24246510863304138,0.2991397976875305,0.1831059604883194
(,0.35393038392066956,0.33289089798927307,0.1577942669391632,0.0012731997994706035,0.13943955302238464,0.3206180930137634,0.1566440612077713,0.40561532974243164
even,0.28202980756759644,0.37996912002563477,0.18435218930244446,0.0353488028049469,0.17068836092948914,0.3278432786464691,0.11812765896320343,0.30082517862319946
the,0.5823672413825989,1.0,0.2285010814666748,-0.01540423184633255,0.23849716782569885,0.5829201340675354,0.2112889289855957,0.22068053483963013
pope,0.1855526864528656,0.2285010814666748,1.0,-0.04202478379011154,0.4066479504108429,0.16180011630058289,0.4795728921890259,0.25004681944847107
of,0.4854315221309662,0.733189046382904,0.23057007789611816,-0.03817026689648628,0.24835138022899628,0.5052502155303955,0.22951185703277588,0.1826142966747284
rome,0.1456800103187561,0.2399049997329712,0.5128329396247864,0.06247852370142937,0.30706843733787537,0.1662207841873169,0.35492998361587524,0.16867119073867798
has,0.5668748617172241,0.4177538752555847,0.13733415305614471,-0.040683966130018234,0.21081183850765228,0.4670248031616211,0.18884095549583435,0.15994466841220856
a,0.658733606338501,0.5829201340675354,0.16180011630058289,0.04866964742541313,0.2384970337152481,1.0,0.1672227680683136,0.23916715383529663
confessor,0.2196509689092636,0.23849716782569885,0.4066479504108429,-0.0010690796189010143,1.0000001192092896,0.2384970337152481,0.49977418780326843,0.17480003833770752
",",0.4691906273365021,0.4933079481124878,0.21447758376598358,-0.0016132977325469255,0.2914696931838989,0.427140474319458,0.2074185311794281,0.31091248989105225
who,0.24293622374534607,0.3733934462070465,0.24166065454483032,0.05599616840481758,0.27534452080726624,0.36608949303627014,0.19501325488090515,0.26220351457595825
is,1.0,0.5823672413825989,0.1855526864528656,0.02396530658006668,0.2196509689092636,0.658733606338501,0.2021445631980896,0.22961433231830597
not,0.3776007890701294,0.4310511648654938,0.21759100258350372,0.002583299996331334,0.18663592636585236,0.3791346549987793,0.10673955827951431,0.41942933201789856
always,0.3208111822605133,0.31570959091186523,0.20881935954093933,0.07762603461742401,0.18988749384880066,0.35987672209739685,0.09948363155126572,0.26136693358421326
a,0.658733606338501,0.5829201340675354,0.16180011630058289,0.04866964742541313,0.2384970337152481,1.0,0.1672227680683136,0.23916715383529663
bishop,0.2021445631980896,0.2112889289855957,0.4795728921890259,-0.017885742709040642,0.49977418780326843,0.1672227680683136,0.9999998807907104,0.19730713963508606
",",0.4691906273365021,0.4933079481124878,0.21447758376598358,-0.0016132977325469255,0.2914696931838989,0.427140474319458,0.2074185311794281,0.31091248989105225
and,0.3859752118587494,0.5171257257461548,0.19122052192687988,0.06895173341035843,0.24681448936462402,0.3739250600337982,0.1697128564119339,0.20544172823429108
",",0.4691906273365021,0.4933079481124878,0.21447758376598358,-0.0016132977325469255,0.2914696931838989,0.427140474319458,0.2074185311794281,0.31091248989105225
due,0.24065633118152618,0.22577603161334991,0.14111636579036713,0.03925589844584465,0.10563275218009949,0.2190696746110916,0.07518467307090759,0.10954997688531876
to,0.42745086550712585,0.535392165184021,0.25680112838745117,0.03782717138528824,0.2138238400220871,0.45503583550453186,0.15059466660022736,0.29463258385658264
the,0.5823672413825989,1.0,0.2285010814666748,-0.01540423184633255,0.23849716782569885,0.5829201340675354,0.2112889289855957,0.22068053483963013
hierarchical,0.15130966901779175,0.2614166736602783,0.2882649600505829,-0.016005301848053932,0.24322247505187988,0.21388065814971924,0.1557571291923523,0.23239827156066895
structure,0.26677995920181274,0.2933249771595001,0.11214568465948105,-0.016846615821123123,0.1378830522298813,0.33968499302864075,0.09987933188676834,0.1770772784948349
of,0.4854315221309662,0.733189046382904,0.23057007789611816,-0.03817026689648628,0.24835138022899628,0.5052502155303955,0.22951185703277588,0.1826142966747284
the,0.5823672413825989,1.0,0.2285010814666748,-0.01540423184633255,0.23849716782569885,0.5829201340675354,0.2112889289855957,0.22068053483963013
roman,0.16690842807292938,0.2862859070301056,0.42942169308662415,0.11189179122447968,0.3518681526184082,0.18130378425121307,0.37916120886802673,0.1663191318511963
church,0.203276589512825,0.23846197128295898,0.41707751154899597,0.023664841428399086,0.4134194254875183,0.19588641822338104,0.4350535571575165,0.18081501126289368
",",0.4691906273365021,0.4933079481124878,0.21447758376598358,-0.0016132977325469255,0.2914696931838989,0.427140474319458,0.2074185311794281,0.31091248989105225
can,0.44256699085235596,0.312528520822525,0.14803878962993622,-0.02075597457587719,0.09445633739233017,0.3915780484676361,0.10444910079240799,0.3226337134838104
not,0.3776007890701294,0.4310511648654938,0.21759100258350372,0.002583299996331334,0.18663592636585236,0.3791346549987793,0.10673955827951431,0.41942933201789856
be,0.4819129705429077,0.4248143136501312,0.2083645910024643,0.025217169895768166,0.18537640571594238,0.39883795380592346,0.09022274613380432,0.3324260413646698
his,0.24372583627700806,0.4394008219242096,0.27638018131256104,0.047556519508361816,0.34518933296203613,0.3497250974178314,0.21230964362621307,0.18075084686279297
equal,0.20287640392780304,0.21154357492923737,0.1559293419122696,0.016483474522829056,0.10926187038421631,0.22565314173698425,0.13175757229328156,0.15421567857265472
in,0.5394441485404968,0.6662389636039734,0.19509877264499664,-0.037580832839012146,0.2568356394767761,0.539380669593811,0.23243731260299683,0.20430970191955566
authority,0.20664075016975403,0.2645063102245331,0.23227490484714508,0.019309991970658302,0.2262333780527115,0.21713398396968842,0.22402061522006989,0.18404170870780945
),0.37732169032096863,0.3456730246543884,0.14868398010730743,0.021107977256178856,0.16204139590263367,0.3640355169773102,0.16601872444152832,0.42300865054130554
",",0.4691906273365021,0.4933079481124878,0.21447758376598358,-0.0016132977325469255,0.2914696931838989,0.427140474319458,0.2074185311794281,0.31091248989105225
which,0.4457404911518097,0.6521818041801453,0.19186033308506012,0.03856118768453598,0.14795567095279694,0.56894451379776,0.0936369001865387,0.25814583897590637
is,1.0,0.5823672413825989,0.1855526864528656,0.02396530658006668,0.2196509689092636,0.658733606338501,0.2021445631980896,0.22961433231830597
often,0.3856629431247711,0.38004449009895325,0.19628958404064178,0.05346176400780678,0.13314205408096313,0.3930865228176117,0.11349177360534668,0.23748154938220978
a,0.658733606338501,0.5829201340675354,0.16180011630058289,0.04866964742541313,0.2384970337152481,1.0,0.1672227680683136,0.23916715383529663
semi-official,0.28588271141052246,0.3645878732204437,0.28810515999794006,0.020123053342103958,0.23763307929039001,0.2871989607810974,0.23265454173088074,0.267137348651886
to,0.42745086550712585,0.535392165184021,0.25680112838745117,0.03782717138528824,0.2138238400220871,0.45503583550453186,0.15059466660022736,0.29463258385658264
official,0.21236078441143036,0.3133983910083771,0.20351895689964294,0.0002636060817167163,0.17038168013095856,0.19875815510749817,0.17610271275043488,0.18097688257694244
position,0.19614431262016296,0.3183514177799225,0.2314642369747162,-0.02956485003232956,0.18772250413894653,0.28626853227615356,0.15992619097232819,0.15529610216617584
",",0.4691906273365021,0.4933079481124878,0.21447758376598358,-0.0016132977325469255,0.2914696931838989,0.427140474319458,0.2074185311794281,0.31091248989105225
as,0.43216490745544434,0.48381632566452026,0.19625233113765717,-0.05775856226682663,0.19178253412246704,0.39550232887268066,0.18269361555576324,0.27043893933296204
opposed,0.18266244232654572,0.24302934110164642,0.18708951771259308,-0.04686199873685837,0.23235660791397095,0.229469895362854,0.17460733652114868,0.23428945243358612
to,0.42745086550712585,0.535392165184021,0.25680112838745117,0.03782717138528824,0.2138238400220871,0.45503583550453186,0.15059466660022736,0.29463258385658264
the,0.5823672413825989,1.0,0.2285010814666748,-0.01540423184633255,0.23849716782569885,0.5829201340675354,0.2112889289855957,0.22068053483963013
unofficial,0.2277473509311676,0.30484116077423096,0.16675570607185364,0.05428542569279671,0.09314406663179398,0.20975889265537262,0.12211718410253525,0.1605871468782425
positions,0.1819259375333786,0.3398493230342865,0.20043212175369263,-0.023233501240611076,0.12546440958976746,0.2640075087547302,0.13701459765434265,0.126787006855011
of,0.4854315221309662,0.733189046382904,0.23057007789611816,-0.03817026689648628,0.24835138022899628,0.5052502155303955,0.22951185703277588,0.1826142966747284
spiritual,0.1757679283618927,0.2149372547864914,0.3099263310432434,0.045156367123126984,0.2876307964324951,0.2160448133945465,0.22933870553970337,0.1801415979862213
guides,0.21937032043933868,0.3005220890045166,0.16592633724212646,-0.010619602166116238,0.09454299509525299,0.2270105630159378,0.1280578076839447,0.13199594616889954
in,0.5394441485404968,0.6662389636039734,0.19509877264499664,-0.037580832839012146,0.2568356394767761,0.539380669593811,0.23243731260299683,0.20430970191955566
the,0.5823672413825989,1.0,0.2285010814666748,-0.01540423184633255,0.23849716782569885,0.5829201340675354,0.2112889289855957,0.22068053483963013
orthodox,0.19148533046245575,0.22059780359268188,0.40745165944099426,0.030631132423877716,0.3242209553718567,0.18649433553218842,0.33972203731536865,0.20826838910579681
catholic,0.19233417510986328,0.26391419768333435,0.537670373916626,0.06979791074991226,0.43670621514320374,0.2060672640800476,0.4905843436717987,0.16609853506088257
and,0.3859752118587494,0.5171257257461548,0.19122052192687988,0.06895173341035843,0.24681448936462402,0.3739250600337982,0.1697128564119339,0.20544172823429108
protestant,0.1688958704471588,0.2679212689399719,0.35464856028556824,0.04482585936784744,0.48135486245155334,0.22869355976581573,0.4029448330402374,0.14798137545585632
traditions,0.2456929087638855,0.26193809509277344,0.186589315533638,0.07492806017398834,0.24192272126674652,0.2177383005619049,0.15345366299152374,0.18007412552833557
;,0.05324986204504967,0.09152708947658539,-0.04675840213894844,0.006909397430717945,-0.003580802120268345,-0.02122584730386734,-0.02398957684636116,0.10349778085947037
and,0.3859752118587494,0.5171257257461548,0.19122052192687988,0.06895173341035843,0.24681448936462402,0.3739250600337982,0.1697128564119339,0.20544172823429108
the,0.5823672413825989,1.0,0.2285010814666748,-0.01540423184633255,0.23849716782569885,0.5829201340675354,0.2112889289855957,0.22068053483963013
almost-exclusively,0.28711390495300293,0.3638450503349304,0.22519761323928833,0.05712348595261574,0.1562884896993637,0.26930853724479675,0.10686327517032623,0.12619532644748688
informal,0.23649168014526367,0.24695700407028198,0.18433140218257904,0.016519788652658463,0.06372836232185364,0.281781941652298,0.047081418335437775,0.17082542181015015
