,what,kind,of,buildings,are,in,the,towns,of,close,",",sandhill,and,quayside,?
as,0.31749409437179565,0.22719812393188477,0.3886612355709076,0.21993879973888397,0.3826591968536377,0.3887844979763031,0.48381632566452026,0.20049063861370087,0.3886612355709076,0.22066694498062134,0.48816442489624023,0.2112227827310562,0.49487000703811646,0.2733596861362457,0.27043893933296204
structures,0.19226044416427612,0.14054925739765167,0.2804560363292694,0.6644037961959839,0.2893032729625702,0.36503779888153076,0.2516176700592041,0.2550918161869049,0.2804560363292694,0.1463107168674469,0.2790010869503021,0.1537788361310959,0.29943612217903137,0.23603470623493195,0.13590580224990845
dating,0.19090399146080017,0.12041144073009491,0.2134421318769455,0.1907135546207428,0.1769600808620453,0.2300887107849121,0.23401090502738953,0.09808359295129776,0.2134421318769455,0.16557469964027405,0.2450258880853653,0.06225821003317833,0.23646213114261627,0.14704972505569458,0.1135709211230278
from,0.2737620174884796,0.1906990259885788,0.4249346852302551,0.24082650244235992,0.2674213647842407,0.4274188280105591,0.40150508284568787,0.17023888230323792,0.4249346852302551,0.20047660171985626,0.39760664105415344,0.15726640820503235,0.3601827025413513,0.18570342659950256,0.19969791173934937
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.25566717982292175,0.40399202704429626,0.6662389636039734,1.0,0.2010425627231598,0.733189046382904,0.2625353932380676,0.4933079481124878,0.19705261290073395,0.5171257257461548,0.27416083216667175,0.22068053483963013
15th–18th,0.21272264420986176,0.09302809089422226,0.30680572986602783,0.15832464396953583,0.15775935351848602,0.27731049060821533,0.36146074533462524,0.07747957855463028,0.30680572986602783,0.15212169289588928,0.2588140666484833,0.13740362226963043,0.343632310628891,0.21007804572582245,0.08385220170021057
centuries,0.18983326852321625,0.12884753942489624,0.2695758044719696,0.3030690550804138,0.23801273107528687,0.2558690905570984,0.32166481018066406,0.1840825080871582,0.2695758044719696,0.11874761432409286,0.1864481121301651,0.11518586426973343,0.29204583168029785,0.21742351353168488,0.13179439306259155
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.272444486618042,0.4062570035457611,0.5201468467712402,0.4933079481124878,0.29025155305862427,0.4946078956127167,0.34483593702316284,1.0000001192092896,0.29831814765930176,0.6633074283599854,0.32852903008461,0.31091248989105225
including,0.18328791856765747,0.20866802334785461,0.44195112586021423,0.2662964165210724,0.45025435090065,0.35857823491096497,0.3738902807235718,0.189906507730484,0.44195112586021423,0.15566332638263702,0.4127510190010071,0.21282856166362762,0.5144438743591309,0.26158252358436584,0.1633303165435791
bessie,0.2167443037033081,0.2025625854730606,0.11292088776826859,0.06373684853315353,0.1329420655965805,0.20126721262931824,0.19293101131916046,0.16815707087516785,0.11292088776826859,0.18298330903053284,0.22985254228115082,0.25628140568733215,0.16347236931324005,0.21631556749343872,0.20378968119621277
surtees,0.14422672986984253,0.07039885967969894,0.270420640707016,0.1845073103904724,0.21076631546020508,0.25534766912460327,0.35191765427589417,0.27200913429260254,0.270420640707016,0.1962428241968155,0.3462299704551697,0.30229467153549194,0.33384332060813904,0.33819901943206787,0.11167711019515991
house,0.200801283121109,0.1427098959684372,0.285114049911499,0.3332183063030243,0.15609823167324066,0.20026938617229462,0.2847244441509247,0.1482669860124588,0.285114049911499,0.09761404991149902,0.28236111998558044,0.2041851282119751,0.2552875876426697,0.3566826283931732,0.13736455142498016
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.272444486618042,0.4062570035457611,0.5201468467712402,0.4933079481124878,0.29025155305862427,0.4946078956127167,0.34483593702316284,1.0000001192092896,0.29831814765930176,0.6633074283599854,0.32852903008461,0.31091248989105225
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.25566717982292175,0.40399202704429626,0.6662389636039734,1.0,0.2010425627231598,0.733189046382904,0.2625353932380676,0.4933079481124878,0.19705261290073395,0.5171257257461548,0.27416083216667175,0.22068053483963013
cooperage,0.25642767548561096,0.1835515797138214,0.30147460103034973,0.18405131995677948,0.24928323924541473,0.2692103683948517,0.2771316468715668,0.2016996294260025,0.30147460103034973,0.22568245232105255,0.27615004777908325,0.16512297093868256,0.3036888539791107,0.2038266956806183,0.192055344581604
and,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.3477250337600708,0.48576638102531433,0.4954058527946472,0.5171257257461548,0.25961095094680786,0.5116966962814331,0.32415980100631714,0.6633074283599854,0.2564336061477661,1.0,0.35012149810791016,0.20544172823429108
lloyds,0.17227941751480103,0.13889595866203308,0.24832606315612793,0.37797990441322327,0.26098310947418213,0.26817694306373596,0.27016061544418335,0.31969979405403137,0.24832606315612793,0.18563838303089142,0.2705071270465851,0.23032133281230927,0.29787102341651917,0.35560381412506104,0.18271827697753906
quayside,0.19494862854480743,0.14021530747413635,0.26824861764907837,0.35356539487838745,0.19987639784812927,0.32552066445350647,0.27416083216667175,0.35426008701324463,0.26824861764907837,0.23515905439853668,0.32852903008461,0.39094671607017517,0.35012149810791016,1.0000001192092896,0.10773716121912003
bars,0.11961473524570465,0.12967655062675476,0.12708143889904022,0.20609736442565918,0.23415593802928925,0.2027268260717392,0.20749349892139435,0.12317149341106415,0.12708143889904022,0.03581556677818298,0.15093733370304108,0.14617297053337097,0.24086515605449677,0.2706315517425537,0.1464296281337738
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.272444486618042,0.4062570035457611,0.5201468467712402,0.4933079481124878,0.29025155305862427,0.4946078956127167,0.34483593702316284,1.0000001192092896,0.29831814765930176,0.6633074283599854,0.32852903008461,0.31091248989105225
derwentwater,0.12762680649757385,0.14827404916286469,0.3110499978065491,0.29376721382141113,0.15912550687789917,0.3459911346435547,0.34224212169647217,0.3283230662345886,0.3110499978065491,0.2156752645969391,0.3119523823261261,0.4697521924972534,0.30204999446868896,0.49506983160972595,0.11230511218309402
house,0.200801283121109,0.1427098959684372,0.285114049911499,0.3332183063030243,0.15609823167324066,0.20026938617229462,0.2847244441509247,0.1482669860124588,0.285114049911499,0.09761404991149902,0.28236111998558044,0.2041851282119751,0.2552875876426697,0.3566826283931732,0.13736455142498016
and,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.3477250337600708,0.48576638102531433,0.4954058527946472,0.5171257257461548,0.25961095094680786,0.5116966962814331,0.32415980100631714,0.6633074283599854,0.2564336061477661,1.0,0.35012149810791016,0.20544172823429108
``,0.008517155423760414,-0.040448643267154694,0.06780257821083069,-0.06896474212408066,0.12624181807041168,0.04765888676047325,0.029072100296616554,0.023425841704010963,0.06780257821083069,0.09551086276769638,0.09681109338998795,0.025488734245300293,0.036644238978624344,-0.1334252655506134,0.0685480609536171
house,0.200801283121109,0.1427098959684372,0.285114049911499,0.3332183063030243,0.15609823167324066,0.20026938617229462,0.2847244441509247,0.1482669860124588,0.285114049911499,0.09761404991149902,0.28236111998558044,0.2041851282119751,0.2552875876426697,0.3566826283931732,0.13736455142498016
of,0.33290785551071167,0.2285657674074173,1.0,0.2829168736934662,0.39081433415412903,0.5696388483047485,0.733189046382904,0.23338152468204498,1.0,0.24178770184516907,0.4946078956127167,0.22596482932567596,0.5116966962814331,0.26824861764907837,0.1826142966747284
tides,0.13091886043548584,0.12675775587558746,0.22640596330165863,0.23952209949493408,0.23625624179840088,0.18950097262859344,0.25823691487312317,0.26837852597236633,0.22640596330165863,0.19424350559711456,0.22434347867965698,0.2714795470237732,0.26195037364959717,0.2076532542705536,0.10811402648687363
'',0.08143015950918198,0.01890246570110321,0.13035868108272552,-0.0062951575964689255,0.0263817198574543,0.07432962208986282,0.041273195296525955,0.05620598420500755,0.13035868108272552,0.06891495734453201,-0.037358131259679794,-0.012011556886136532,0.021612688899040222,0.10491663217544556,0.018684765323996544
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.272444486618042,0.4062570035457611,0.5201468467712402,0.4933079481124878,0.29025155305862427,0.4946078956127167,0.34483593702316284,1.0000001192092896,0.29831814765930176,0.6633074283599854,0.32852903008461,0.31091248989105225
a,0.3320399522781372,0.42310917377471924,0.5052502155303955,0.22776827216148376,0.265255331993103,0.539380669593811,0.5829201340675354,0.17180263996124268,0.5052502155303955,0.2293529510498047,0.427140474319458,0.23908649384975433,0.3739250600337982,0.29825103282928467,0.23916715383529663
restaurant,0.1776580959558487,0.13679638504981995,0.19590112566947937,0.26236802339553833,0.16582556068897247,0.2785504162311554,0.24844852089881897,0.11999955028295517,0.19590112566947937,0.11494610458612442,0.24563394486904144,0.16136418282985687,0.24520500004291534,0.3856280744075775,0.1934901773929596
situated,0.21471437811851501,0.19490911066532135,0.2818121910095215,0.3434768319129944,0.1915932595729828,0.3646708130836487,0.3139766454696655,0.2934921979904175,0.2818121910095215,0.29118776321411133,0.21735219657421112,0.2863117754459381,0.2149302363395691,0.40567490458488464,0.039639271795749664
at,0.2838611304759979,0.17203933000564575,0.42558613419532776,0.19062493741512299,0.2074895054101944,0.4374977946281433,0.457212895154953,0.15046121180057526,0.42558613419532776,0.27377960085868835,0.38314947485923767,0.1995438039302826,0.3571503460407257,0.28404322266578674,0.21978627145290375
a,0.3320399522781372,0.42310917377471924,0.5052502155303955,0.22776827216148376,0.265255331993103,0.539380669593811,0.5829201340675354,0.17180263996124268,0.5052502155303955,0.2293529510498047,0.427140474319458,0.23908649384975433,0.3739250600337982,0.29825103282928467,0.23916715383529663
grade,0.20697078108787537,0.11079709231853485,0.1790352761745453,0.21466080844402313,0.22973433136940002,0.18351052701473236,0.19111110270023346,0.029651043936610222,0.1790352761745453,0.08704923093318939,0.21147723495960236,0.2061139941215515,0.23469220101833344,0.2450677752494812,0.12344983220100403
i-listed,0.24536946415901184,0.13789889216423035,0.27790674567222595,0.3139890432357788,0.314884215593338,0.2858240306377411,0.32349178194999695,0.14829541742801666,0.27790674567222595,0.19177252054214478,0.34426432847976685,0.21547862887382507,0.29947057366371155,0.29270443320274353,0.27870747447013855
16th,0.08221480250358582,0.06836909800767899,0.13910430669784546,0.04427659139037132,0.046213287860155106,0.1515994518995285,0.2201097458600998,-0.000872063625138253,0.13910430669784546,0.03273659944534302,0.20284214615821838,0.07651253789663315,0.24571843445301056,0.153202623128891,0.06695828586816788
century,0.20422613620758057,0.14374294877052307,0.2826060354709625,0.32794174551963806,0.217155322432518,0.3174034655094147,0.3617299497127533,0.18602190911769867,0.2826060354709625,0.1039145290851593,0.24487493932247162,0.15961886942386627,0.2726690471172333,0.26218512654304504,0.1026201918721199
merchant,0.10597449541091919,0.09279885143041611,0.17877620458602905,0.17478781938552856,0.06217791140079498,0.18030290305614471,0.18435479700565338,0.20248804986476898,0.17877620458602905,0.16312117874622345,0.22464346885681152,0.181477889418602,0.2584588825702667,0.304617315530777,0.07701034098863602
's,0.02692362666130066,0.046514540910720825,-0.03817026689648628,0.036561012268066406,-0.008927806280553341,-0.037580832839012146,-0.01540423184633255,0.010266176424920559,-0.03817026689648628,0.07968296110630035,-0.0016132977325469255,0.16136017441749573,0.06895173341035843,-0.015746623277664185,-0.023395681753754616
house,0.200801283121109,0.1427098959684372,0.285114049911499,0.3332183063030243,0.15609823167324066,0.20026938617229462,0.2847244441509247,0.1482669860124588,0.285114049911499,0.09761404991149902,0.28236111998558044,0.2041851282119751,0.2552875876426697,0.3566826283931732,0.13736455142498016
at,0.2838611304759979,0.17203933000564575,0.42558613419532776,0.19062493741512299,0.2074895054101944,0.4374977946281433,0.457212895154953,0.15046121180057526,0.42558613419532776,0.27377960085868835,0.38314947485923767,0.1995438039302826,0.3571503460407257,0.28404322266578674,0.21978627145290375
28–30,-0.1338552087545395,-0.029080186039209366,-0.05577215179800987,-0.07377772778272629,-0.07603437453508377,-0.04492213577032089,-0.0846913680434227,-0.0489300861954689,-0.05577215179800987,-0.0312497578561306,-0.024563396349549294,0.14104942977428436,-0.06359973549842834,-0.03655150532722473,-0.15355052053928375
close,0.23424343764781952,0.19196386635303497,0.24178770184516907,0.15511666238307953,0.2066296637058258,0.23149028420448303,0.2625353932380676,0.21867382526397705,0.24178770184516907,1.0000001192092896,0.34483593702316284,0.19491127133369446,0.32415980100631714,0.23515905439853668,0.1908312737941742
.,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.2799520492553711,0.3452940285205841,0.5591574311256409,0.5934505462646484,0.22038580477237701,0.5352458953857422,0.2501809298992157,0.6812511086463928,0.21290773153305054,0.588965117931366,0.29769057035446167,0.4130953550338745
