,what,art,forms,did,luther,use,to,connect,his,hymns,?
children,0.22469459474086761,0.16693279147148132,0.1281418800354004,0.2211388200521469,0.14545568823814392,0.14588651061058044,0.23135778307914734,0.09713834524154663,0.2806810140609741,0.3060678243637085,0.21788206696510315
.,0.3567904531955719,0.21795564889907837,0.24305115640163422,0.35288307070732117,0.24907569587230682,0.3711656630039215,0.4645031690597534,0.23481737077236176,0.3119256794452667,0.18507489562034607,0.4130953550338745
,what,art,forms,did,luther,use,to,connect,his,hymns,?
his,0.26976513862609863,0.19784432649612427,0.17378555238246918,0.3546801507472992,0.27093374729156494,0.19605936110019684,0.3715193271636963,0.0751035287976265,0.9999998807907104,0.20449216663837433,0.18075084686279297
tool,0.2978120744228363,0.1319180577993393,0.12850575149059296,0.18340347707271576,0.05232477933168411,0.4566009044647217,0.2641676962375641,0.19190025329589844,0.12139740586280823,0.16630125045776367,0.2828463613986969
of,0.33290785551071167,0.22648051381111145,0.33835989236831665,0.2513895630836487,0.1719115972518921,0.2750902473926544,0.41548454761505127,0.21932561695575714,0.38364991545677185,0.23365463316440582,0.1826142966747284
choice,0.29363784193992615,0.13881976902484894,0.10497716814279556,0.27128803730010986,0.21087266504764557,0.2769337296485901,0.28106144070625305,0.15683111548423767,0.27761760354042053,0.16207846999168396,0.28709158301353455
for,0.3017193675041199,0.21690402925014496,0.2109229564666748,0.318512886762619,0.12958186864852905,0.47655582427978516,0.4451248347759247,0.13636019825935364,0.39312878251075745,0.21445494890213013,0.264628142118454
this,0.5489566326141357,0.23056387901306152,0.25140759348869324,0.3609912693500519,0.17328955233097076,0.4395635426044464,0.5759071707725525,0.22188064455986023,0.3549620509147644,0.17088662087917328,0.3155723512172699
connection,0.24457211792469025,0.18311423063278198,0.23105654120445251,0.17379461228847504,0.1478022187948227,0.28301694989204407,0.31829091906547546,0.7643973231315613,0.2018052041530609,0.12342193722724915,0.1714525669813156
was,0.22111038863658905,0.20564036071300507,0.1644451767206192,0.41399896144866943,0.19185513257980347,0.17744606733322144,0.3636345863342285,0.1543697714805603,0.4405253231525421,0.22357870638370514,0.18412111699581146
the,0.42745697498321533,0.20297785103321075,0.2950737178325653,0.34736719727516174,0.1759674996137619,0.34342584013938904,0.535392165184021,0.28719469904899597,0.4394008219242096,0.1660911738872528,0.22068053483963013
singing,0.25204721093177795,0.3040785491466522,0.10845546424388885,0.22265850007534027,0.22998973727226257,0.15613089501857758,0.20086175203323364,0.07080445438623428,0.32376566529273987,0.4160231053829193,0.16125191748142242
of,0.33290785551071167,0.22648051381111145,0.33835989236831665,0.2513895630836487,0.1719115972518921,0.2750902473926544,0.41548454761505127,0.21932561695575714,0.38364991545677185,0.23365463316440582,0.1826142966747284
german,0.1960553526878357,0.12216784805059433,0.15659302473068237,0.2048940509557724,0.28169330954551697,0.19428829848766327,0.15143753588199615,0.07953094691038132,0.23102504014968872,0.16128000617027283,0.13978645205497742
hymns,0.17175553739070892,0.18837173283100128,0.23203271627426147,0.1506377011537552,0.30894896388053894,0.15438726544380188,0.11944201588630676,0.09415816515684128,0.20449216663837433,1.0000001192092896,0.17695237696170807
in,0.30808621644973755,0.2282189577817917,0.26377561688423157,0.2593238651752472,0.20523880422115326,0.2715643048286438,0.45010748505592346,0.24655267596244812,0.3598145842552185,0.1669730842113495,0.20430970191955566
connection,0.24457211792469025,0.18311423063278198,0.23105654120445251,0.17379461228847504,0.1478022187948227,0.28301694989204407,0.31829091906547546,0.7643973231315613,0.2018052041530609,0.12342193722724915,0.1714525669813156
with,0.2464839518070221,0.13893495500087738,0.24043329060077667,0.25472134351730347,0.14705438911914825,0.3356984257698059,0.4239959120750427,0.2467513084411621,0.33836179971694946,0.15511345863342285,0.2433311939239502
worship,0.2504543364048004,0.2266281545162201,0.19696108996868134,0.2547917664051056,0.24786995351314545,0.21360698342323303,0.2843751609325409,0.19825252890586853,0.21135154366493225,0.49540024995803833,0.17813213169574738
",",0.3087472915649414,0.2700960636138916,0.2570338547229767,0.3015086054801941,0.23255878686904907,0.3276674151420593,0.44245919585227966,0.21849390864372253,0.3378419280052185,0.2567901313304901,0.31091248989105225
school,0.18774057924747467,0.25411027669906616,0.11131463944911957,0.19696208834648132,0.19003894925117493,0.12129225581884384,0.24496325850486755,0.1499100625514984,0.25444892048835754,0.1579819917678833,0.15091250836849213
",",0.3087472915649414,0.2700960636138916,0.2570338547229767,0.3015086054801941,0.23255878686904907,0.3276674151420593,0.44245919585227966,0.21849390864372253,0.3378419280052185,0.2567901313304901,0.31091248989105225
home,0.1608789712190628,0.17497847974300385,0.11391765624284744,0.17098017036914825,0.0950976237654686,0.16991889476776123,0.31056779623031616,0.19145044684410095,0.3141528069972992,0.07941198348999023,0.0757145956158638
",",0.3087472915649414,0.2700960636138916,0.2570338547229767,0.3015086054801941,0.23255878686904907,0.3276674151420593,0.44245919585227966,0.21849390864372253,0.3378419280052185,0.2567901313304901,0.31091248989105225
and,0.31309178471565247,0.2631918787956238,0.31425848603248596,0.34479495882987976,0.20796556770801544,0.34145063161849976,0.48971283435821533,0.24899420142173767,0.4234102666378021,0.2313949018716812,0.20544172823429108
the,0.42745697498321533,0.20297785103321075,0.2950737178325653,0.34736719727516174,0.1759674996137619,0.34342584013938904,0.535392165184021,0.28719469904899597,0.4394008219242096,0.1660911738872528,0.22068053483963013
public,0.1729622185230255,0.2857217788696289,0.13698424398899078,0.19092120230197906,0.19837835431098938,0.21917493641376495,0.2672370672225952,0.16963931918144226,0.26603415608406067,0.14376300573349,0.19872993230819702
arena,0.16874027252197266,0.18898919224739075,0.04046515002846718,0.13122248649597168,0.15020164847373962,0.19574028253555298,0.195415660738945,0.20522134006023407,0.14412212371826172,0.04643971845507622,0.13587144017219543
.,0.3567904531955719,0.21795564889907837,0.24305115640163422,0.35288307070732117,0.24907569587230682,0.3711656630039215,0.4645031690597534,0.23481737077236176,0.3119256794452667,0.18507489562034607,0.4130953550338745
