,at,what,address,did,goldenson,secure,a,new,headquarters,for,abc,?
goldenson,0.22172950208187103,0.24370093643665314,0.1455724686384201,0.18173369765281677,1.0,0.15948912501335144,0.29056107997894287,0.21771065890789032,0.16536037623882294,0.2793877124786377,0.29072654247283936,0.2495560646057129
found,0.21720094978809357,0.1796332150697708,0.09069745242595673,0.15878844261169434,0.22905558347702026,0.12329859286546707,0.2869448959827423,0.12536095082759857,0.125359907746315,0.19707661867141724,0.09876810014247894,0.16790300607681274
a,0.3095070421695709,0.3320399522781372,0.18317347764968872,0.2552328109741211,0.29056107997894287,0.2279835194349289,1.0,0.3214259147644043,0.1975143551826477,0.44038116931915283,0.21331243216991425,0.23916715383529663
new,0.1898733228445053,0.2130378633737564,0.238071009516716,0.227974995970726,0.21771065890789032,0.2098735272884369,0.3214259147644043,0.9999999403953552,0.17995265126228333,0.2700757384300232,0.20663127303123474,0.14782847464084625
headquarters,0.2440321147441864,0.2147343009710312,0.25080442428588867,0.13968323171138763,0.16536037623882294,0.15490871667861938,0.1975143551826477,0.17995265126228333,1.0,0.1940511167049408,0.1725265085697174,0.08742920309305191
for,0.34237727522850037,0.3017193675041199,0.22765100002288818,0.318512886762619,0.2793877124786377,0.28824377059936523,0.44038116931915283,0.2700757384300232,0.1940511167049408,0.9999999403953552,0.22510288655757904,0.264628142118454
abc,0.12953892350196838,0.1317344456911087,0.19657523930072784,0.13353709876537323,0.29072654247283936,0.11469191312789917,0.21331243216991425,0.20663127303123474,0.1725265085697174,0.22510288655757904,1.0000001192092896,0.19065172970294952
in,0.4374977946281433,0.30808621644973755,0.14338107407093048,0.2593238651752472,0.2430626004934311,0.1867481768131256,0.539380669593811,0.3758552670478821,0.2975142002105713,0.4322226941585541,0.1697147786617279,0.20430970191955566
a,0.3095070421695709,0.3320399522781372,0.18317347764968872,0.2552328109741211,0.29056107997894287,0.2279835194349289,1.0,0.3214259147644043,0.1975143551826477,0.44038116931915283,0.21331243216991425,0.23916715383529663
44,0.09638665616512299,0.1607796847820282,0.07301663607358932,0.1744367927312851,0.11912984400987625,0.10040741413831711,0.21494276821613312,0.11871754378080368,0.10293547064065933,0.17092502117156982,0.035365812480449677,0.03696782514452934
story,0.17754854261875153,0.3410749137401581,0.1666986644268036,0.24619799852371216,0.28327253460884094,0.11960183829069138,0.26679712533950806,0.20430055260658264,0.19889549911022186,0.2069341093301773,0.22429689764976501,0.2304346114397049
building,0.2514413893222809,0.23529528081417084,0.18892084062099457,0.14995639026165009,0.20074278116226196,0.1489367038011551,0.2576078176498413,0.2543124556541443,0.33226776123046875,0.2644540071487427,0.10863203555345535,0.13549931347370148
located,0.3688831031322479,0.2034616470336914,0.2218150496482849,0.12403438240289688,0.14521029591560364,0.15962734818458557,0.2605401277542114,0.15510645508766174,0.49790287017822266,0.1493360996246338,0.12305215001106262,0.08983194828033447
at,1.0,0.2838611304759979,0.20600129663944244,0.28390252590179443,0.22172950208187103,0.23531629145145416,0.3095070421695709,0.1898733228445053,0.2440321147441864,0.34237727522850037,0.12953892350196838,0.21978627145290375
1330,-0.016474049538373947,0.04101738706231117,0.08907073736190796,0.06013096496462822,0.032072216272354126,-0.021257519721984863,0.013656539842486382,-0.08124759048223495,0.02348024956882,0.03798845410346985,0.10013705492019653,0.07383109629154205
avenue,0.24334098398685455,0.11924558132886887,0.25411030650138855,0.0673476979136467,0.2834932506084442,0.105293408036232,0.1562824249267578,0.27288708090782166,0.30277684330940247,0.18164469301700592,0.1990077942609787,0.06327427178621292
of,0.42558613419532776,0.33290785551071167,0.23196934163570404,0.2513895630836487,0.21861588954925537,0.18617203831672668,0.5052502155303955,0.343457967042923,0.24421672523021698,0.4185989499092102,0.14607268571853638,0.1826142966747284
the,0.457212895154953,0.42745697498321533,0.24438561499118805,0.34736719727516174,0.28907305002212524,0.2569228410720825,0.5829201340675354,0.3845241069793701,0.30217429995536804,0.4739971458911896,0.2068762183189392,0.22068053483963013
americas,0.2092386782169342,0.24001388251781464,0.13721969723701477,0.2207053005695343,0.22277149558067322,0.17109735310077667,0.1399127095937729,0.23552155494689941,0.14252273738384247,0.19185097515583038,0.1986926943063736,0.1837410032749176
in,0.4374977946281433,0.30808621644973755,0.14338107407093048,0.2593238651752472,0.2430626004934311,0.1867481768131256,0.539380669593811,0.3758552670478821,0.2975142002105713,0.4322226941585541,0.1697147786617279,0.20430970191955566
manhattan,0.25328418612480164,0.14820615947246552,0.16306079924106598,0.1959509253501892,0.2863420248031616,0.1689387559890747,0.19931083917617798,0.4747370779514313,0.24195720255374908,0.13444578647613525,0.1979755461215973,0.08787932246923447
",",0.38314947485923767,0.3087472915649414,0.20406076312065125,0.3015086054801941,0.3194567561149597,0.14117449522018433,0.427140474319458,0.36073189973831177,0.23055404424667358,0.4464869201183319,0.2097204476594925,0.31091248989105225
at,1.0,0.2838611304759979,0.20600129663944244,0.28390252590179443,0.22172950208187103,0.23531629145145416,0.3095070421695709,0.1898733228445053,0.2440321147441864,0.34237727522850037,0.12953892350196838,0.21978627145290375
the,0.457212895154953,0.42745697498321533,0.24438561499118805,0.34736719727516174,0.28907305002212524,0.2569228410720825,0.5829201340675354,0.3845241069793701,0.30217429995536804,0.4739971458911896,0.2068762183189392,0.22068053483963013
corner,0.2806766629219055,0.1708107590675354,0.14257977902889252,0.1278831958770752,0.21669794619083405,0.18973389267921448,0.24846234917640686,0.22182755172252655,0.2172296792268753,0.11594495177268982,0.10174081474542618,0.10029187798500061
of,0.42558613419532776,0.33290785551071167,0.23196934163570404,0.2513895630836487,0.21861588954925537,0.18617203831672668,0.5052502155303955,0.343457967042923,0.24421672523021698,0.4185989499092102,0.14607268571853638,0.1826142966747284
54th,0.08150866627693176,0.08133179694414139,0.09208136796951294,0.08816402405500412,0.16974250972270966,0.07592296600341797,0.16746880114078522,0.1430104523897171,0.07356947660446167,0.14936134219169617,0.13749298453330994,0.029019124805927277
street,0.17524904012680054,0.14271703362464905,0.2069445550441742,0.13786788284778595,0.2762407958507538,0.10150168836116791,0.18956080079078674,0.19142328202724457,0.2670469880104065,0.24031898379325867,0.1996762454509735,0.07315441966056824
(,0.23315078020095825,0.2411840260028839,0.22005386650562286,0.18979617953300476,0.25929319858551025,0.1254267394542694,0.3206180930137634,0.24608564376831055,0.1505599319934845,0.3357032239437103,0.183883935213089,0.40561532974243164
now,0.33692896366119385,0.4903225302696228,0.22881242632865906,0.2646316885948181,0.2268163561820984,0.2384575754404068,0.3046339154243469,0.31683605909347534,0.2946690320968628,0.3636377453804016,0.16726352274417877,0.29641881585121155
occupied,0.2591996192932129,0.2295091450214386,0.1731674075126648,0.21438418328762054,0.05779791995882988,0.20244944095611572,0.17403075098991394,0.16929101943969727,0.22971434891223907,0.13494350016117096,0.055518265813589096,0.11679025739431381
by,0.2368064820766449,0.2455483376979828,0.16217146813869476,0.18574509024620056,0.22953177988529205,0.16046591103076935,0.32094135880470276,0.25394493341445923,0.19077515602111816,0.3248702883720398,0.17600902915000916,0.17966607213020325
the,0.457212895154953,0.42745697498321533,0.24438561499118805,0.34736719727516174,0.28907305002212524,0.2569228410720825,0.5829201340675354,0.3845241069793701,0.30217429995536804,0.4739971458911896,0.2068762183189392,0.22068053483963013
financial,0.14216125011444092,0.1900392472743988,0.19684383273124695,0.2442471981048584,0.22498281300067902,0.30891603231430054,0.2513774335384369,0.23207570612430573,0.317082941532135,0.311439573764801,0.1747773438692093,0.06444920599460602
times,0.26909148693084717,0.21414996683597565,0.17826716601848602,0.23068773746490479,0.21569684147834778,0.17138271033763885,0.2745400369167328,0.2618185877799988,0.13930396735668182,0.2999500632286072,0.1631121188402176,0.18880689144134521
's,-0.08481216430664062,0.02692362666130066,-0.06970442831516266,0.05069678649306297,0.09304779767990112,0.03326784074306488,0.04866964742541313,-0.008355522528290749,0.06207062676548958,-0.07241261005401611,0.06670809537172318,-0.023395681753754616
new,0.1898733228445053,0.2130378633737564,0.238071009516716,0.227974995970726,0.21771065890789032,0.2098735272884369,0.3214259147644043,0.9999999403953552,0.17995265126228333,0.2700757384300232,0.20663127303123474,0.14782847464084625
york,0.2137436866760254,0.15652963519096375,0.17141036689281464,0.16606222093105316,0.2874823808670044,0.15021459758281708,0.205710306763649,0.7252664566040039,0.18577155470848083,0.23982049524784088,0.25457969307899475,0.15262620151042938
office,0.23267103731632233,0.12159775197505951,0.20221693813800812,0.1974928379058838,0.13429796695709229,0.19732895493507385,0.24789826571941376,0.18266116082668304,0.2917628288269043,0.25028741359710693,0.11447101831436157,0.16497313976287842
),0.23338089883327484,0.26259949803352356,0.23191793262958527,0.18584993481636047,0.24917183816432953,0.15293292701244354,0.3640355169773102,0.253329336643219,0.17593353986740112,0.3639558255672455,0.18381085991859436,0.42300865054130554
.,0.4549728035926819,0.3567904531955719,0.2468368262052536,0.35288307070732117,0.2818927466869354,0.24151036143302917,0.50484299659729,0.35031336545944214,0.237182155251503,0.4726039469242096,0.2567209303379059,0.4130953550338745
