,what,does,the,united,methodist,church,use,in,the,sacrament,of,the,holy,communion,?
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.3187655806541443,0.28458893299102783,0.3079429268836975,0.2750902473926544,0.5696388483047485,0.733189046382904,0.22873786091804504,1.0,0.733189046382904,0.32529065012931824,0.31488117575645447,0.1826142966747284
holy,0.21269184350967407,0.13537843525409698,0.2778179347515106,0.19265316426753998,0.334758460521698,0.4132955074310303,0.10976704210042953,0.2163282334804535,0.2778179347515106,0.4391757845878601,0.32529065012931824,0.2778179347515106,1.0,0.4610914885997772,0.18148104846477509
communion,0.20635846257209778,0.23225408792495728,0.2783570885658264,0.21131259202957153,0.4576609432697296,0.553836464881897,0.20653647184371948,0.19935038685798645,0.2783570885658264,0.5419337749481201,0.31488117575645447,0.2783570885658264,0.4610914885997772,1.0,0.17005951702594757
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.3053959608078003,0.2960420250892639,0.2707274258136749,0.3276674151420593,0.5201468467712402,0.4933079481124878,0.2308664321899414,0.4946078956127167,0.4933079481124878,0.2074567973613739,0.2828352153301239,0.31091248989105225
thus,0.30745524168014526,0.30094778537750244,0.4036877751350403,0.11562871932983398,0.12140335887670517,0.1238783672451973,0.3165740966796875,0.26358214020729065,0.4036877751350403,0.11859798431396484,0.3487406373023987,0.4036877751350403,0.22973084449768066,0.23556622862815857,0.18769288063049316
``,0.008517155423760414,0.06539655476808548,0.029072100296616554,0.0029474215116351843,0.03372980281710625,0.038532305508852005,0.098173126578331,0.04765888676047325,0.029072100296616554,0.023037731647491455,0.06780257821083069,0.029072100296616554,0.02915552631020546,0.14628265798091888,0.0685480609536171
expressing,0.30992215871810913,0.28249600529670715,0.2609978914260864,0.1845666766166687,0.12097909301519394,0.15087588131427765,0.36809390783309937,0.2146916538476944,0.2609978914260864,0.20567931234836578,0.21722619235515594,0.2609978914260864,0.08536465466022491,0.1919458508491516,0.21913379430770874
pastoral,0.23537960648536682,0.1391652375459671,0.2563950717449188,0.16050836443901062,0.4019705057144165,0.400682270526886,0.15102551877498627,0.25321874022483826,0.2563950717449188,0.3529239594936371,0.3202567398548126,0.2563950717449188,0.1807125061750412,0.44633057713508606,0.11891215294599533
concern,0.3580206632614136,0.23235267400741577,0.23735320568084717,0.17781351506710052,0.1463567316532135,0.10777664929628372,0.3157292902469635,0.21638604998588562,0.23735320568084717,0.16942735016345978,0.23287762701511383,0.23735320568084717,0.10249724984169006,0.18207456171512604,0.3455961048603058
for,0.3017193675041199,0.35159170627593994,0.4739971458911896,0.30487096309661865,0.1716444343328476,0.15542230010032654,0.47655582427978516,0.4322226941585541,0.4739971458911896,0.21885976195335388,0.4185989499092102,0.4739971458911896,0.16892583668231964,0.194740429520607,0.264628142118454
recovering,0.20058737695217133,0.20900095999240875,0.33151477575302124,0.16684190928936005,0.20218412578105927,0.1614411324262619,0.28498122096061707,0.30643370747566223,0.33151477575302124,0.19149884581565857,0.29216983914375305,0.33151477575302124,0.13785851001739502,0.1486576944589615,0.10804368555545807
alcoholics,0.2627021074295044,0.24560824036598206,0.22042064368724823,0.18016815185546875,0.2883336842060089,0.275517076253891,0.2430136352777481,0.21725712716579437,0.22042064368724823,0.26721110939979553,0.23995009064674377,0.22042064368724823,0.20282621681690216,0.281777560710907,0.18181556463241577
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.3053959608078003,0.2960420250892639,0.2707274258136749,0.3276674151420593,0.5201468467712402,0.4933079481124878,0.2308664321899414,0.4946078956127167,0.4933079481124878,0.2074567973613739,0.2828352153301239,0.31091248989105225
enabling,0.23356246948242188,0.30022919178009033,0.3081590533256531,0.13543084263801575,0.15347056090831757,0.11208391189575195,0.34352684020996094,0.1807471364736557,0.3081590533256531,0.09779608249664307,0.25293025374412537,0.3081590533256531,0.12602761387825012,0.2360055148601532,0.15352444350719452
the,0.42745697498321533,0.35928019881248474,1.0,0.34367692470550537,0.21922016143798828,0.23846197128295898,0.34342584013938904,0.6662389636039734,1.0,0.2597883939743042,0.733189046382904,1.0,0.2778179347515106,0.2783570885658264,0.22068053483963013
participation,0.2863762080669403,0.21687792241573334,0.283233642578125,0.2336624711751938,0.12548065185546875,0.13384763896465302,0.2769167423248291,0.28335806727409363,0.283233642578125,0.07841985672712326,0.23932480812072754,0.283233642578125,0.08288159966468811,0.2911198139190674,0.22573938965797424
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.3187655806541443,0.28458893299102783,0.3079429268836975,0.2750902473926544,0.5696388483047485,0.733189046382904,0.22873786091804504,1.0,0.733189046382904,0.32529065012931824,0.31488117575645447,0.1826142966747284
children,0.22469459474086761,0.1224919930100441,0.15654058754444122,0.16599121689796448,0.17110784351825714,0.2150970846414566,0.14588651061058044,0.2065156251192093,0.15654058754444122,0.20522646605968475,0.1978350728750229,0.15654058754444122,0.12424059212207794,0.17152813076972961,0.21788206696510315
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.28213179111480713,0.2376793771982193,0.1976170688867569,0.34145063161849976,0.4954058527946472,0.5171257257461548,0.20197559893131256,0.5116966962814331,0.5171257257461548,0.1533736139535904,0.28809255361557007,0.20544172823429108
youth,0.1100270077586174,0.04893101006746292,0.26209625601768494,0.18152211606502533,0.20692609250545502,0.14205121994018555,0.1519332230091095,0.271285742521286,0.26209625601768494,0.09521451592445374,0.2297523021697998,0.26209625601768494,0.09803320467472076,0.21244187653064728,0.18005552887916565
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.3053959608078003,0.2960420250892639,0.2707274258136749,0.3276674151420593,0.5201468467712402,0.4933079481124878,0.2308664321899414,0.4946078956127167,0.4933079481124878,0.2074567973613739,0.2828352153301239,0.31091248989105225
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.28213179111480713,0.2376793771982193,0.1976170688867569,0.34145063161849976,0.4954058527946472,0.5171257257461548,0.20197559893131256,0.5116966962814331,0.5171257257461548,0.1533736139535904,0.28809255361557007,0.20544172823429108
supporting,0.20305950939655304,0.18824294209480286,0.2755655348300934,0.17395000159740448,0.12849591672420502,0.11010801792144775,0.22642366588115692,0.22630879282951355,0.2755655348300934,0.11280620098114014,0.22132660448551178,0.2755655348300934,0.16963636875152588,0.17195230722427368,0.2258012592792511
the,0.42745697498321533,0.35928019881248474,1.0,0.34367692470550537,0.21922016143798828,0.23846197128295898,0.34342584013938904,0.6662389636039734,1.0,0.2597883939743042,0.733189046382904,1.0,0.2778179347515106,0.2783570885658264,0.22068053483963013
church,0.1944202184677124,0.16385334730148315,0.23846197128295898,0.19284281134605408,0.6119816899299622,0.9999999403953552,0.15512630343437195,0.2493300437927246,0.23846197128295898,0.45027050375938416,0.3079429268836975,0.23846197128295898,0.4132955074310303,0.553836464881897,0.18081501126289368
's,0.02692362666130066,-0.02895052544772625,-0.01540423184633255,-0.03853745758533478,-0.030392127111554146,0.023664841428399086,0.004619393963366747,-0.037580832839012146,-0.01540423184633255,-0.015972137451171875,-0.03817026689648628,-0.01540423184633255,0.01974828913807869,0.09499324858188629,-0.023395681753754616
witness,0.3196766972541809,0.17390859127044678,0.22720687091350555,0.1506686508655548,0.22505097091197968,0.225646510720253,0.18940159678459167,0.158882737159729,0.22720687091350555,0.33786436915397644,0.17089621722698212,0.22720687091350555,0.2301650494337082,0.2678605318069458,0.1954546421766281
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.3187655806541443,0.28458893299102783,0.3079429268836975,0.2750902473926544,0.5696388483047485,0.733189046382904,0.22873786091804504,1.0,0.733189046382904,0.32529065012931824,0.31488117575645447,0.1826142966747284
abstinence,0.32975199818611145,0.30396589636802673,0.2965249717235565,0.16031400859355927,0.26997339725494385,0.2724425494670868,0.35031867027282715,0.27011778950691223,0.2965249717235565,0.32865795493125916,0.2940461337566376,0.2965249717235565,0.21170586347579956,0.3743017613887787,0.2787970304489136
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.3406063914299011,0.30669423937797546,0.28898224234580994,0.3711656630039215,0.5591574311256409,0.5934505462646484,0.20648615062236786,0.5352458953857422,0.5934505462646484,0.20362335443496704,0.25401371717453003,0.4130953550338745
'',0.08143015950918198,-0.004023602232336998,0.041273195296525955,-0.05345742404460907,0.03345853462815285,0.0220292080193758,0.09741680324077606,0.07432962208986282,0.041273195296525955,-0.030686859041452408,0.13035868108272552,0.041273195296525955,0.04031439870595932,-0.0028904268983751535,0.018684765323996544
