,in,a,nuclear,power,plant,",",what,is,the,steam,turbine,connected,to,?
.,0.5591574311256409,0.50484299659729,0.2137570083141327,0.2141435295343399,0.25658002495765686,0.6812511086463928,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.22855372726917267,0.22899852693080902,0.2379520833492279,0.4645031690597534,0.4130953550338745
,in,a,nuclear,power,plant,",",what,is,the,steam,turbine,connected,to,?
nuclear-powered,0.245714470744133,0.2586680054664612,0.8395183682441711,0.4887677729129791,0.4436585009098053,0.2546559274196625,0.2405693382024765,0.17733633518218994,0.2653254568576813,0.47422873973846436,0.5042375326156616,0.2342480570077896,0.25574415922164917,0.24006147682666779
ships,0.2328297346830368,0.16762858629226685,0.29401323199272156,0.2835831940174103,0.1955353021621704,0.21014784276485443,0.18164707720279694,0.1527765691280365,0.279244989156723,0.32751697301864624,0.22045907378196716,0.14174884557724,0.2895524799823761,0.18477600812911987
and,0.4954058527946472,0.3739250600337982,0.20250080525875092,0.27496716380119324,0.2409428209066391,0.6633074283599854,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.24133789539337158,0.21497632563114166,0.2646467387676239,0.48971283435821533,0.20544172823429108
submarines,0.213352769613266,0.20357733964920044,0.4546165466308594,0.27689915895462036,0.27583545446395874,0.21333377063274384,0.24483607709407806,0.1504552960395813,0.2753944396972656,0.3895706832408905,0.30052176117897034,0.18221262097358704,0.22818350791931152,0.21099020540714264
either,0.2748357057571411,0.40784984827041626,0.18856655061244965,0.18377827107906342,0.2516421675682068,0.28548023104667664,0.3851809501647949,0.3086068034172058,0.3795609474182129,0.2252463549375534,0.19079595804214478,0.2688628137111664,0.4178585708141327,0.31498292088508606
use,0.2715643048286438,0.30793872475624084,0.22434957325458527,0.23791898787021637,0.22639167308807373,0.3276674151420593,0.3453877568244934,0.3357410430908203,0.34342584013938904,0.2950085997581482,0.27970215678215027,0.25811538100242615,0.47261837124824524,0.32795652747154236
a,0.539380669593811,1.0,0.20050431787967682,0.21580491960048676,0.2010895311832428,0.427140474319458,0.3320399522781372,0.658733606338501,0.5829201340675354,0.2141898274421692,0.23364008963108063,0.24938417971134186,0.45503583550453186,0.23916715383529663
steam,0.19852672517299652,0.2141898274421692,0.2956201434135437,0.35972869396209717,0.2850067913532257,0.2264556586742401,0.15672586858272552,0.13029660284519196,0.23105813562870026,1.0000001192092896,0.5301763415336609,0.24853594601154327,0.22894427180290222,0.113324373960495
turbine,0.19420358538627625,0.23364008963108063,0.3581116497516632,0.4459681212902069,0.3337964713573456,0.21183495223522186,0.1404699683189392,0.20463748276233673,0.1799832284450531,0.5301763415336609,1.0000001192092896,0.2554021179676056,0.23140856623649597,0.16315746307373047
directly,0.25104159116744995,0.27976194024086,0.10200098901987076,0.2208935022354126,0.19403283298015594,0.24953341484069824,0.3618607521057129,0.2819631099700928,0.4502958655357361,0.2289198935031891,0.27615970373153687,0.3525316119194031,0.46690139174461365,0.2187996357679367
for,0.4322226941585541,0.44038116931915283,0.1918945014476776,0.15072456002235413,0.18604038655757904,0.4464869201183319,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.19393667578697205,0.16188207268714905,0.11114766448736191,0.4451248347759247,0.264628142118454
main,0.28862449526786804,0.27217230200767517,0.11137639731168747,0.10396066308021545,0.12201356142759323,0.2989408075809479,0.2344268560409546,0.3009335994720459,0.38631999492645264,0.08592788130044937,0.11857553571462631,0.31246715784072876,0.26116618514060974,0.1665669083595276
propulsion,0.1742166429758072,0.29235440492630005,0.35672727227211,0.3176422119140625,0.2560616135597229,0.1980060338973999,0.18541935086250305,0.20891635119915009,0.2493213713169098,0.43176960945129395,0.5186394453048706,0.187763512134552,0.27898555994033813,0.14722804725170135
",",0.5201468467712402,0.427140474319458,0.23752127587795258,0.2231994867324829,0.25194862484931946,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2264556586742401,0.21183495223522186,0.2201492041349411,0.44245919585227966,0.31091248989105225
with,0.4080928862094879,0.3783375024795532,0.18639449775218964,0.20798128843307495,0.18355664610862732,0.4120737314224243,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.21801024675369263,0.12040868401527405,0.28264787793159485,0.4239959120750427,0.2433311939239502
generators,0.21081826090812683,0.20979048311710358,0.413407564163208,0.44719013571739197,0.31146693229675293,0.21559548377990723,0.24249255657196045,0.1940506398677826,0.2787470817565918,0.4537266790866852,0.4966343641281128,0.2864195704460144,0.28079837560653687,0.20217099785804749
providing,0.19932186603546143,0.2715930938720703,0.18756963312625885,0.1922178864479065,0.22853434085845947,0.26877787709236145,0.21766136586666107,0.27256250381469727,0.29839932918548584,0.22481529414653778,0.21426527202129364,0.21944007277488708,0.3326144516468048,0.1936793476343155
auxiliary,0.19384881854057312,0.17365610599517822,0.15088681876659393,0.1611747145652771,0.12223741412162781,0.20123371481895447,0.13879066705703735,0.1265733242034912,0.2039218246936798,0.16221582889556885,0.2014331966638565,0.17404961585998535,0.1960906684398651,0.11549399048089981
power,0.16666220128536224,0.21580491960048676,0.41085806488990784,1.0000001192092896,0.3517554700374603,0.2231994867324829,0.22216427326202393,0.15234114229679108,0.2647338807582855,0.35972869396209717,0.4459681212902069,0.27442747354507446,0.27001675963401794,0.15304024517536163
",",0.5201468467712402,0.427140474319458,0.23752127587795258,0.2231994867324829,0.25194862484931946,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2264556586742401,0.21183495223522186,0.2201492041349411,0.44245919585227966,0.31091248989105225
or,0.3586423695087433,0.48853766918182373,0.19598789513111115,0.23362433910369873,0.31485456228256226,0.3769497275352478,0.33867141604423523,0.41870999336242676,0.4174870550632477,0.2369248867034912,0.19603389501571655,0.3193430006504059,0.38921234011650085,0.32389625906944275
else,0.22759012877941132,0.22029639780521393,0.1646086722612381,0.16889753937721252,0.14843522012233734,0.2643522322177887,0.4444292485713959,0.22724738717079163,0.19370581209659576,0.11281690746545792,0.1583683043718338,0.13814924657344818,0.36551961302757263,0.47029805183410645
employ,0.19852645695209503,0.23775449395179749,0.08537411689758301,0.2051030844449997,0.15267975628376007,0.16914863884449005,0.1849662810564041,0.19906814396381378,0.2120160162448883,0.17314420640468597,0.2466544508934021,0.20410941541194916,0.3196130692958832,0.16813796758651733
turbo-electric,0.21847648918628693,0.28753790259361267,0.33465495705604553,0.4236549139022827,0.3186214566230774,0.25734883546829224,0.1552305370569229,0.18680045008659363,0.23942682147026062,0.5289096236228943,0.6512145400047302,0.31480300426483154,0.23759816586971283,0.17268192768096924
transmission,0.16582068800926208,0.2731926441192627,0.31209298968315125,0.3849864900112152,0.2705346345901489,0.1605086624622345,0.21502315998077393,0.1878647357225418,0.26124435663223267,0.3542511761188507,0.4108017086982727,0.3725259006023407,0.22681647539138794,0.16372337937355042
",",0.5201468467712402,0.427140474319458,0.23752127587795258,0.2231994867324829,0.25194862484931946,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2264556586742401,0.21183495223522186,0.2201492041349411,0.44245919585227966,0.31091248989105225
where,0.5344807505607605,0.40997210144996643,0.18137170374393463,0.1914481520652771,0.2056075781583786,0.3149496018886566,0.4457937180995941,0.3586711287498474,0.5003893971443176,0.18907299637794495,0.16974206268787384,0.2837323248386383,0.47735077142715454,0.24793872237205505
the,0.6662389636039734,0.5829201340675354,0.23911187052726746,0.2647338807582855,0.28395459055900574,0.4933079481124878,0.42745697498321533,0.5823672413825989,1.0,0.23105813562870026,0.1799832284450531,0.31369513273239136,0.535392165184021,0.22068053483963013
steam,0.19852672517299652,0.2141898274421692,0.2956201434135437,0.35972869396209717,0.2850067913532257,0.2264556586742401,0.15672586858272552,0.13029660284519196,0.23105813562870026,1.0000001192092896,0.5301763415336609,0.24853594601154327,0.22894427180290222,0.113324373960495
drives,0.14633353054523468,0.23937544226646423,0.1543004959821701,0.28598102927207947,0.22017280757427216,0.20152543485164642,0.23342765867710114,0.25821930170059204,0.20820994675159454,0.33622270822525024,0.3467789590358734,0.29202139377593994,0.27728408575057983,0.08974530547857285
a,0.539380669593811,1.0,0.20050431787967682,0.21580491960048676,0.2010895311832428,0.427140474319458,0.3320399522781372,0.658733606338501,0.5829201340675354,0.2141898274421692,0.23364008963108063,0.24938417971134186,0.45503583550453186,0.23916715383529663
turbo,0.11660991609096527,0.2016327977180481,0.1711837500333786,0.3736571967601776,0.14503757655620575,0.20698557794094086,0.0999489575624466,0.1068289652466774,0.1372087597846985,0.41986700892448425,0.5869557857513428,0.1735045611858368,0.2016318440437317,0.1879284679889679
generator,0.20535583794116974,0.27703046798706055,0.38377949595451355,0.3954654633998871,0.3329155445098877,0.23691847920417786,0.1740121841430664,0.23755419254302979,0.25154173374176025,0.4620785117149353,0.5454463958740234,0.25089049339294434,0.2461346834897995,0.16160684823989868
set,0.2663729190826416,0.2540091574192047,0.14477026462554932,0.062340203672647476,0.10735807567834854,0.24912182986736298,0.28954121470451355,0.21148966252803802,0.2927955985069275,0.18088214099407196,0.13700106739997864,0.15504050254821777,0.320547491312027,0.1698019951581955
with,0.4080928862094879,0.3783375024795532,0.18639449775218964,0.20798128843307495,0.18355664610862732,0.4120737314224243,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.21801024675369263,0.12040868401527405,0.28264787793159485,0.4239959120750427,0.2433311939239502
propulsion,0.1742166429758072,0.29235440492630005,0.35672727227211,0.3176422119140625,0.2560616135597229,0.1980060338973999,0.18541935086250305,0.20891635119915009,0.2493213713169098,0.43176960945129395,0.5186394453048706,0.187763512134552,0.27898555994033813,0.14722804725170135
provided,0.19033823907375336,0.20476344227790833,0.11090558022260666,0.17333146929740906,0.14494700729846954,0.27036961913108826,0.2206064909696579,0.19162359833717346,0.304488867521286,0.1837291419506073,0.18560341000556946,0.2802335023880005,0.28066325187683105,0.16893617808818817
by,0.370934396982193,0.32094135880470276,0.1500622183084488,0.21582826972007751,0.20213352143764496,0.3680937886238098,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.18134352564811707,0.22006140649318695,0.2168869525194168,0.33534231781959534,0.17966607213020325
electric,0.19779469072818756,0.24061402678489685,0.24960649013519287,0.34122735261917114,0.23110021650791168,0.22981849312782288,0.15451551973819733,0.16143305599689484,0.21345196664333344,0.3633075952529907,0.3938206732273102,0.2880688011646271,0.2115597426891327,0.15674720704555511
motors,0.16052447259426117,0.1982623040676117,0.22549903392791748,0.3177069425582886,0.20789536833763123,0.18115511536598206,0.180420383810997,0.16772444546222687,0.16861771047115326,0.3802523612976074,0.3969641625881195,0.21243122220039368,0.1911056935787201,0.16430476307868958
.,0.5591574311256409,0.50484299659729,0.2137570083141327,0.2141435295343399,0.25658002495765686,0.6812511086463928,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.22855372726917267,0.22899852693080902,0.2379520833492279,0.4645031690597534,0.4130953550338745
