,hormones,released,during,sleep,support,the,interaction,of,t-cells,and,what,species,?
leptin,0.4667871296405792,0.22324219346046448,0.16688334941864014,0.3326634168624878,0.18867720663547516,0.23192091286182404,0.33819645643234253,0.2397753894329071,0.3650669455528259,0.2682296633720398,0.2712832987308502,0.3738221526145935,0.16448387503623962
",",0.20446665585041046,0.2775750756263733,0.3225448727607727,0.22850069403648376,0.2733234167098999,0.4933079481124878,0.197831928730011,0.4946078956127167,0.2517903447151184,0.6633074283599854,0.3087472915649414,0.2223871648311615,0.31091248989105225
pituitary,0.6829588413238525,0.3624064028263092,0.21987269818782806,0.35180234909057617,0.19490131735801697,0.30440372228622437,0.3236931562423706,0.2864236533641815,0.4629528820514679,0.2235395312309265,0.27319762110710144,0.34402817487716675,0.1803831309080124
growth,0.40616151690483093,0.14705005288124084,0.22878830134868622,0.2696978449821472,0.20986337959766388,0.2912366986274719,0.2563495934009552,0.2679378092288971,0.31266799569129944,0.2731747627258301,0.1739405393600464,0.2553862929344177,0.07547862827777863
hormone,0.9439293146133423,0.276224821805954,0.22715912759304047,0.2830924391746521,0.1984030157327652,0.22626186907291412,0.29804396629333496,0.19605669379234314,0.44075146317481995,0.20842206478118896,0.21333132684230804,0.2344205528497696,0.1590825915336609
",",0.20446665585041046,0.2775750756263733,0.3225448727607727,0.22850069403648376,0.2733234167098999,0.4933079481124878,0.197831928730011,0.4946078956127167,0.2517903447151184,0.6633074283599854,0.3087472915649414,0.2223871648311615,0.31091248989105225
and,0.28229668736457825,0.2706851661205292,0.36462149024009705,0.2224324643611908,0.25609129667282104,0.5171257257461548,0.24703773856163025,0.5116966962814331,0.2910163104534149,1.0,0.31309178471565247,0.23547904193401337,0.20544172823429108
prolactin,0.6063260436058044,0.25102248787879944,0.19996197521686554,0.20185865461826324,0.1894843727350235,0.22276784479618073,0.3879665732383728,0.21141716837882996,0.4205451011657715,0.20429150760173798,0.1935797780752182,0.3136649429798126,0.20859268307685852
),0.17945821583271027,0.2337164580821991,0.23182427883148193,0.2250489443540573,0.2624157965183258,0.3456730246543884,0.1839858442544937,0.3680361211299896,0.16852328181266785,0.4961937665939331,0.26259949803352356,0.1479661911725998,0.42300865054130554
support,0.16733621060848236,0.17865926027297974,0.19474700093269348,0.17291849851608276,1.0000001192092896,0.22984638810157776,0.335802286863327,0.2307697981595993,0.15880215167999268,0.25609129667282104,0.2797985076904297,0.1045929491519928,0.22626608610153198
the,0.2688761353492737,0.24578391015529633,0.4838213622570038,0.20454104244709015,0.22984638810157776,1.0,0.25638753175735474,0.733189046382904,0.23944512009620667,0.5171257257461548,0.42745697498321533,0.2522439956665039,0.22068053483963013
interactions,0.33145108819007874,0.2067738175392151,0.21803103387355804,0.2566445469856262,0.32833871245384216,0.24155202507972717,0.9526894092559814,0.24081720411777496,0.24247191846370697,0.25355949997901917,0.32324331998825073,0.22663864493370056,0.21664206683635712
between,0.17769896984100342,0.12761205434799194,0.36201924085617065,0.0796767920255661,0.11221223324537277,0.39067012071609497,0.36949124932289124,0.3737983703613281,0.15462782979011536,0.40645647048950195,0.2462156116962433,0.19528718292713165,0.12887074053287506
apcs,0.33357590436935425,0.2129972130060196,0.25268852710723877,0.25157225131988525,0.2746092677116394,0.21776585280895233,0.2634190618991852,0.1964797079563141,0.2845742702484131,0.25422120094299316,0.18664494156837463,0.1681332290172577,0.14169064164161682
and,0.28229668736457825,0.2706851661205292,0.36462149024009705,0.2224324643611908,0.25609129667282104,0.5171257257461548,0.24703773856163025,0.5116966962814331,0.2910163104534149,1.0,0.31309178471565247,0.23547904193401337,0.20544172823429108
t-cells,0.5095889568328857,0.1961672455072403,0.20453979074954987,0.1976413130760193,0.15880215167999268,0.23944512009620667,0.21272023022174835,0.28892675042152405,1.0000001192092896,0.2910163104534149,0.20145228505134583,0.3577190041542053,0.17387129366397858
",",0.20446665585041046,0.2775750756263733,0.3225448727607727,0.22850069403648376,0.2733234167098999,0.4933079481124878,0.197831928730011,0.4946078956127167,0.2517903447151184,0.6633074283599854,0.3087472915649414,0.2223871648311615,0.31091248989105225
a,0.2068326324224472,0.23456448316574097,0.30341604351997375,0.1731252670288086,0.2484646886587143,0.5829201340675354,0.2912997603416443,0.5052502155303955,0.2773948907852173,0.3739250600337982,0.3320399522781372,0.22986134886741638,0.23916715383529663
shift,0.12702099978923798,0.09659430384635925,0.16261319816112518,0.2703447937965393,0.17451897263526917,0.20870792865753174,0.27314233779907227,0.12892109155654907,0.14877821505069733,0.14999838173389435,0.3028343617916107,0.11978171765804291,0.1848975419998169
of,0.23877643048763275,0.17721395194530487,0.3869180977344513,0.20480428636074066,0.2307697981595993,0.733189046382904,0.25039973855018616,1.0,0.28892675042152405,0.5116966962814331,0.33290785551071167,0.23307405412197113,0.1826142966747284
the,0.2688761353492737,0.24578391015529633,0.4838213622570038,0.20454104244709015,0.22984638810157776,1.0,0.25638753175735474,0.733189046382904,0.23944512009620667,0.5171257257461548,0.42745697498321533,0.2522439956665039,0.22068053483963013
th1/th2,0.08572445809841156,0.18783347308635712,0.23988232016563416,0.1109028235077858,0.22505874931812286,0.30033883452415466,0.19610263407230377,0.23867781460285187,0.060467060655355453,0.2451588362455368,0.33009234070777893,0.05628879740834236,0.403146892786026
cytokine,0.6060170531272888,0.256926566362381,0.2789917290210724,0.2579028308391571,0.18559148907661438,0.27381086349487305,0.4097623825073242,0.22686471045017242,0.5776234865188599,0.22723272442817688,0.2301555573940277,0.26428186893463135,0.1463787853717804
balance,0.2922115921974182,0.15375526249408722,0.1390158087015152,0.24773535132408142,0.24145419895648956,0.2858610153198242,0.3636547029018402,0.2267034351825714,0.25230154395103455,0.2617957592010498,0.25451838970184326,0.1951536238193512,0.2381676584482193
towards,0.18955223262310028,0.101664237678051,0.2507815957069397,0.1131959781050682,0.29210856556892395,0.31815874576568604,0.2880597412586212,0.26409703493118286,0.1772657334804535,0.32443711161613464,0.281793475151062,0.13249161839485168,0.13023285567760468
one,0.22185596823692322,0.20460300147533417,0.3187117278575897,0.19015491008758545,0.25752249360084534,0.5514441132545471,0.2709946632385254,0.4999135136604309,0.2390577495098114,0.42438167333602905,0.376489520072937,0.23823657631874084,0.2673267424106598
that,0.2809085249900818,0.23219406604766846,0.31487685441970825,0.22555981576442719,0.3622364103794098,0.5473989248275757,0.30765581130981445,0.41498205065727234,0.3201133906841278,0.4731321930885315,0.6297725439071655,0.22146284580230713,0.32716336846351624
supports,0.16322782635688782,0.2132299244403839,0.1705155074596405,0.0679793730378151,0.8051601648330688,0.2929544150829315,0.3089599609375,0.29851028323173523,0.16728518903255463,0.3107730448246002,0.18258391320705414,0.1917402297258377,0.15266138315200806
th1,0.1745266616344452,0.24644210934638977,0.2868787944316864,0.17054028809070587,0.1606232225894928,0.35371947288513184,0.2271459549665451,0.2516074776649475,0.1221381276845932,0.2780029773712158,0.30150145292282104,0.08167079836130142,0.2754550874233246
",",0.20446665585041046,0.2775750756263733,0.3225448727607727,0.22850069403648376,0.2733234167098999,0.4933079481124878,0.197831928730011,0.4946078956127167,0.2517903447151184,0.6633074283599854,0.3087472915649414,0.2223871648311615,0.31091248989105225
an,0.19173283874988556,0.15115685760974884,0.21076080203056335,0.10238473862409592,0.22892893850803375,0.4207492768764496,0.2037121057510376,0.32280945777893066,0.2470744103193283,0.2838519215583801,0.2821882665157318,0.15628215670585632,0.19793890416622162
increase,0.33622097969055176,0.15446420013904572,0.21474911272525787,0.20222777128219604,0.2809198200702667,0.32049667835235596,0.32855424284935,0.3156060576438904,0.2756219506263733,0.2751924991607666,0.21153631806373596,0.2035830169916153,0.11119163036346436
in,0.2270275205373764,0.2659924626350403,0.4627237319946289,0.23918524384498596,0.17618270218372345,0.6662389636039734,0.1950211375951767,0.5696388483047485,0.23342107236385345,0.4954058527946472,0.30808621644973755,0.2179255336523056,0.20430970191955566
overall,0.1051078736782074,0.12516877055168152,0.22055108845233917,0.090208999812603,0.2277120053768158,0.31739529967308044,0.2471057027578354,0.2889781594276428,0.14502456784248352,0.25946861505508423,0.23488298058509827,0.15893083810806274,0.18573027849197388
th,0.11660467088222504,0.1671108901500702,0.36570996046066284,0.0939817875623703,0.14910507202148438,0.36360010504722595,0.1104809045791626,0.28432899713516235,0.14802198112010956,0.24597740173339844,0.174024760723114,0.08621721714735031,0.16106340289115906
cell,0.4369807839393616,0.17505644261837006,0.1841532289981842,0.16003639996051788,0.20306557416915894,0.15822452306747437,0.21808931231498718,0.18332023918628693,0.6196589469909668,0.2013455629348755,0.19222842156887054,0.21430981159210205,0.2058541625738144
proliferation,0.42529773712158203,0.20251335203647614,0.2849622666835785,0.17904292047023773,0.3019641041755676,0.3291037678718567,0.40287503600120544,0.33965831995010376,0.3236948847770691,0.2957301735877991,0.2955211400985718,0.33687838912010193,0.23579323291778564
",",0.20446665585041046,0.2775750756263733,0.3225448727607727,0.22850069403648376,0.2733234167098999,0.4933079481124878,0.197831928730011,0.4946078956127167,0.2517903447151184,0.6633074283599854,0.3087472915649414,0.2223871648311615,0.31091248989105225
and,0.28229668736457825,0.2706851661205292,0.36462149024009705,0.2224324643611908,0.25609129667282104,0.5171257257461548,0.24703773856163025,0.5116966962814331,0.2910163104534149,1.0,0.31309178471565247,0.23547904193401337,0.20544172823429108
naïve,0.26436325907707214,0.11380220949649811,0.2263224571943283,0.1511588990688324,0.24294081330299377,0.2765539586544037,0.3353577256202698,0.3090541660785675,0.17186173796653748,0.30115067958831787,0.4152950644493103,0.16231673955917358,0.2391190528869629
t,0.1972273290157318,0.19978882372379303,0.10036247968673706,0.18974244594573975,0.29264259338378906,0.2083338052034378,0.2176891267299652,0.14617829024791718,0.2431003451347351,0.25205641984939575,0.37454068660736084,0.19774800539016724,0.4954066574573517
cell,0.4369807839393616,0.17505644261837006,0.1841532289981842,0.16003639996051788,0.20306557416915894,0.15822452306747437,0.21808931231498718,0.18332023918628693,0.6196589469909668,0.2013455629348755,0.19222842156887054,0.21430981159210205,0.2058541625738144
migration,0.26264896988868713,0.17477837204933167,0.3216227889060974,0.14608044922351837,0.2422541379928589,0.3215121030807495,0.37591972947120667,0.27637460827827454,0.1641222983598709,0.22750797867774963,0.24132461845874786,0.36331799626350403,0.1366364061832428
to,0.25030994415283203,0.21765387058258057,0.2828781306743622,0.22335325181484222,0.2742273211479187,0.535392165184021,0.2510894238948822,0.41548454761505127,0.2682721018791199,0.48971283435821533,0.455847829580307,0.2193736732006073,0.29463258385658264
lymph,0.49838975071907043,0.1845570057630539,0.15193955600261688,0.30939438939094543,0.1858340948820114,0.24936537444591522,0.20042279362678528,0.22072604298591614,0.46725180745124817,0.2797846496105194,0.1856149435043335,0.28147193789482117,0.1504139006137848
nodes,0.3615562617778778,0.1361902803182602,0.11452315747737885,0.18083921074867249,0.18788665533065796,0.2303076535463333,0.3168026804924011,0.23501545190811157,0.3525121808052063,0.23851490020751953,0.1610754281282425,0.2784695029258728,0.13301098346710205
.,0.2792101502418518,0.298698753118515,0.3485563397407532,0.25573426485061646,0.2751289904117584,0.5934505462646484,0.23142296075820923,0.5352458953857422,0.33598142862319946,0.588965117931366,0.3567904531955719,0.25772613286972046,0.4130953550338745
